Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,vehicle.lincoln.mkz2017,0.0,1.33229
0.1,vehicle.lincoln.mkz2017,0.0,1.33229
0.2,vehicle.lincoln.mkz2017,0.0,1.33229
0.3,vehicle.lincoln.mkz2017,0.0,1.33226
0.4,vehicle.lincoln.mkz2017,0.0,1.33226
0.51,vehicle.lincoln.mkz2017,0.0,1.33221
0.61,vehicle.lincoln.mkz2017,0.0,1.33221
0.71,vehicle.lincoln.mkz2017,0.0,1.33221
0.81,vehicle.lincoln.mkz2017,0.0,1.33221
0.91,vehicle.lincoln.mkz2017,0.0,1.33221
1.01,vehicle.lincoln.mkz2017,0.0,1.33221
1.11,vehicle.lincoln.mkz2017,0.0,1.33235
1.22,vehicle.lincoln.mkz2017,0.0,1.33235
1.32,vehicle.lincoln.mkz2017,0.01,1.33235
1.42,vehicle.lincoln.mkz2017,0.01,1.33241
1.52,vehicle.lincoln.mkz2017,0.01,1.33241
1.62,vehicle.lincoln.mkz2017,0.01,1.33235
1.72,vehicle.lincoln.mkz2017,0.03,1.33021
1.82,vehicle.lincoln.mkz2017,0.05,1.33021
1.92,vehicle.lincoln.mkz2017,0.06,1.33021
2.03,vehicle.lincoln.mkz2017,0.08,1.33021
2.13,vehicle.lincoln.mkz2017,0.1,1.32275
2.23,vehicle.lincoln.mkz2017,0.12,1.32275
2.33,vehicle.lincoln.mkz2017,0.18,1.32234
2.43,vehicle.lincoln.mkz2017,0.24,1.32234
2.53,vehicle.lincoln.mkz2017,0.3,1.32234
2.63,vehicle.lincoln.mkz2017,0.36,1.32475
2.73,vehicle.lincoln.mkz2017,0.42,1.32475
2.84,vehicle.lincoln.mkz2017,0.47,1.3263
2.94,vehicle.lincoln.mkz2017,0.51,1.3263
3.04,vehicle.lincoln.mkz2017,0.55,1.3263
3.14,vehicle.lincoln.mkz2017,0.55,1.3263
3.24,vehicle.lincoln.mkz2017,0.62,1.32691
3.34,vehicle.lincoln.mkz2017,0.63,1.32691
3.44,vehicle.lincoln.mkz2017,0.64,1.32691
3.54,vehicle.lincoln.mkz2017,0.72,1.33079
3.65,vehicle.lincoln.mkz2017,0.79,1.33079
3.75,vehicle.lincoln.mkz2017,0.87,1.33248
3.85,vehicle.lincoln.mkz2017,1.01,1.3351
3.95,vehicle.lincoln.mkz2017,1.14,1.3351
4.05,vehicle.lincoln.mkz2017,1.19,1.3351
4.15,vehicle.lincoln.mkz2017,1.24,1.3351
4.25,vehicle.lincoln.mkz2017,1.3,1.33866
4.35,vehicle.lincoln.mkz2017,1.27,1.33866
4.46,vehicle.lincoln.mkz2017,1.25,1.33866
4.56,vehicle.lincoln.mkz2017,1.36,1.34315
4.66,vehicle.lincoln.mkz2017,1.46,1.34315
4.76,vehicle.lincoln.mkz2017,1.55,1.34594
4.86,vehicle.lincoln.mkz2017,1.64,1.34594
4.96,vehicle.lincoln.mkz2017,1.72,1.34594
5.06,vehicle.lincoln.mkz2017,1.75,1.34823
5.16,vehicle.lincoln.mkz2017,1.78,1.34823
5.27,vehicle.lincoln.mkz2017,1.72,1.34823
