Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,vehicle.lincoln.mkz2017,0.0,1.33723
0.1,vehicle.lincoln.mkz2017,0.0,1.33723
0.2,vehicle.lincoln.mkz2017,0.0,1.33723
0.3,vehicle.lincoln.mkz2017,0.0,1.33723
0.41,vehicle.lincoln.mkz2017,0.0,1.33723
0.51,vehicle.lincoln.mkz2017,0.0,1.33723
0.61,vehicle.lincoln.mkz2017,0.0,1.33723
0.71,vehicle.lincoln.mkz2017,0.0,1.33723
0.81,vehicle.lincoln.mkz2017,0.0,1.33723
0.91,vehicle.lincoln.mkz2017,0.0,1.33723
1.02,vehicle.lincoln.mkz2017,0.0,1.33723
1.12,vehicle.lincoln.mkz2017,0.0,1.33723
1.22,vehicle.lincoln.mkz2017,0.0,1.33723
1.32,vehicle.lincoln.mkz2017,0.0,1.33723
1.42,vehicle.lincoln.mkz2017,0.0,1.33723
1.52,vehicle.lincoln.mkz2017,0.0,1.33723
1.62,vehicle.lincoln.mkz2017,0.0,1.33723
1.73,vehicle.lincoln.mkz2017,0.0,0.16175
1.83,vehicle.lincoln.mkz2017,0.0,0.16175
1.93,vehicle.lincoln.mkz2017,0.0,1.33659
2.03,vehicle.lincoln.mkz2017,0.0,1.33659
2.13,vehicle.lincoln.mkz2017,0.0,1.33659
2.23,vehicle.lincoln.mkz2017,0.0,1.33652
2.33,vehicle.lincoln.mkz2017,0.0,1.33652
2.43,vehicle.lincoln.mkz2017,0.0,1.33652
2.54,vehicle.lincoln.mkz2017,0.0,1.33652
2.64,vehicle.lincoln.mkz2017,0.0,1.33652
2.74,vehicle.lincoln.mkz2017,0.0,1.33645
2.84,vehicle.lincoln.mkz2017,0.0,1.33645
2.94,vehicle.lincoln.mkz2017,0.0,1.33639
3.04,vehicle.lincoln.mkz2017,0.0,1.33639
3.14,vehicle.lincoln.mkz2017,0.0,1.33645
3.24,vehicle.lincoln.mkz2017,0.0,1.33645
3.34,vehicle.lincoln.mkz2017,0.0,1.33645
3.45,vehicle.lincoln.mkz2017,0.0,1.33654
3.55,vehicle.lincoln.mkz2017,0.0,1.33654
3.65,vehicle.lincoln.mkz2017,0.0,1.33654
3.75,vehicle.lincoln.mkz2017,0.0,1.33648
3.85,vehicle.lincoln.mkz2017,0.0,1.33648
3.95,vehicle.lincoln.mkz2017,0.0,1.33648
4.05,vehicle.lincoln.mkz2017,0.0,1.33639
4.16,vehicle.lincoln.mkz2017,0.0,1.33632
4.26,vehicle.lincoln.mkz2017,0.0,1.33632
4.36,vehicle.lincoln.mkz2017,0.0,1.33631
4.46,vehicle.lincoln.mkz2017,0.0,1.33631
4.56,vehicle.lincoln.mkz2017,0.0,1.33631
4.66,vehicle.lincoln.mkz2017,0.0,1.33631
4.76,vehicle.lincoln.mkz2017,0.0,1.33639
4.86,vehicle.lincoln.mkz2017,0.0,1.33639
4.97,vehicle.lincoln.mkz2017,0.0,1.33639
5.07,vehicle.lincoln.mkz2017,0.0,1.33639
5.17,vehicle.lincoln.mkz2017,0.0,1.33639
5.27,vehicle.lincoln.mkz2017,0.0,1.33626
5.37,vehicle.lincoln.mkz2017,0.0,1.33626
5.47,vehicle.lincoln.mkz2017,0.0,1.33626
5.57,vehicle.lincoln.mkz2017,0.0,1.3362
5.67,vehicle.lincoln.mkz2017,0.0,1.3362
5.77,vehicle.lincoln.mkz2017,0.0,1.3362
5.88,vehicle.lincoln.mkz2017,0.0,1.33607
5.98,vehicle.lincoln.mkz2017,0.0,1.33607
6.08,vehicle.lincoln.mkz2017,0.0,1.33608
6.18,vehicle.lincoln.mkz2017,0.0,1.33608
6.28,vehicle.lincoln.mkz2017,0.0,1.33608
6.38,vehicle.lincoln.mkz2017,0.0,1.33605
6.48,vehicle.lincoln.mkz2017,0.0,1.33605
6.58,vehicle.lincoln.mkz2017,0.0,1.33608
6.69,vehicle.lincoln.mkz2017,0.0,1.33608
6.79,vehicle.lincoln.mkz2017,0.0,1.33608
6.89,vehicle.lincoln.mkz2017,0.0,1.33608
6.99,vehicle.lincoln.mkz2017,0.0,1.33601
7.09,vehicle.lincoln.mkz2017,0.0,1.33601
7.19,vehicle.lincoln.mkz2017,0.0,1.33601
7.29,vehicle.lincoln.mkz2017,0.0,1.33601
7.39,vehicle.lincoln.mkz2017,0.0,1.33601
7.5,vehicle.lincoln.mkz2017,0.0,1.33601
7.6,vehicle.lincoln.mkz2017,0.0,1.33601
7.7,vehicle.lincoln.mkz2017,0.0,1.33587
7.8,vehicle.lincoln.mkz2017,0.0,1.33587
7.9,vehicle.lincoln.mkz2017,0.0,1.33587
8.0,vehicle.lincoln.mkz2017,0.0,1.33587
8.1,vehicle.lincoln.mkz2017,0.0,1.33581
8.21,vehicle.lincoln.mkz2017,0.0,1.33581
8.31,vehicle.lincoln.mkz2017,0.0,1.33581
8.41,vehicle.lincoln.mkz2017,0.0,1.33584
8.51,vehicle.lincoln.mkz2017,0.0,1.33584
8.61,vehicle.lincoln.mkz2017,0.0,1.33587
8.71,vehicle.lincoln.mkz2017,0.0,1.33587
8.81,vehicle.lincoln.mkz2017,0.0,1.33587
8.91,vehicle.lincoln.mkz2017,0.0,1.33578
9.01,vehicle.lincoln.mkz2017,0.0,1.33578
9.12,vehicle.lincoln.mkz2017,0.0,1.33571
9.22,vehicle.lincoln.mkz2017,0.0,1.33571
9.32,vehicle.lincoln.mkz2017,0.0,1.33571
9.42,vehicle.lincoln.mkz2017,0.0,1.33575
9.52,vehicle.lincoln.mkz2017,0.0,1.33575
9.62,vehicle.lincoln.mkz2017,0.0,1.33565
9.72,vehicle.lincoln.mkz2017,0.0,1.33565
9.82,vehicle.lincoln.mkz2017,0.0,1.33565
9.93,vehicle.lincoln.mkz2017,0.0,1.33575
10.03,vehicle.lincoln.mkz2017,0.0,1.33575
10.13,vehicle.lincoln.mkz2017,0.0,1.33575
10.23,vehicle.lincoln.mkz2017,0.0,1.33575
10.33,vehicle.lincoln.mkz2017,0.0,1.33575
10.43,vehicle.lincoln.mkz2017,0.01,1.33575
10.53,vehicle.lincoln.mkz2017,0.01,1.33592
10.63,vehicle.lincoln.mkz2017,0.01,1.33592
10.74,vehicle.lincoln.mkz2017,0.02,1.3359
10.84,vehicle.lincoln.mkz2017,0.02,1.3359
10.94,vehicle.lincoln.mkz2017,0.02,1.3359
11.04,vehicle.lincoln.mkz2017,0.02,1.33596
11.14,vehicle.lincoln.mkz2017,0.02,1.33596
11.24,vehicle.lincoln.mkz2017,0.02,1.33596
11.34,vehicle.lincoln.mkz2017,0.02,1.33596
11.44,vehicle.lincoln.mkz2017,0.02,1.33603
11.55,vehicle.lincoln.mkz2017,0.02,1.33603
11.65,vehicle.lincoln.mkz2017,0.05,1.33342
11.75,vehicle.lincoln.mkz2017,0.07,1.33342
11.85,vehicle.lincoln.mkz2017,0.1,1.33342
11.95,vehicle.lincoln.mkz2017,0.14,1.32724
12.05,vehicle.lincoln.mkz2017,0.18,1.32724
12.15,vehicle.lincoln.mkz2017,0.23,1.32627
12.26,vehicle.lincoln.mkz2017,0.27,1.32627
12.36,vehicle.lincoln.mkz2017,0.3,1.32627
12.46,vehicle.lincoln.mkz2017,0.31,1.32627
12.56,vehicle.lincoln.mkz2017,0.36,1.32734
12.66,vehicle.lincoln.mkz2017,0.37,1.32734
12.76,vehicle.lincoln.mkz2017,0.46,1.33142
12.86,vehicle.lincoln.mkz2017,0.54,1.33142
12.96,vehicle.lincoln.mkz2017,0.65,1.33128
13.07,vehicle.lincoln.mkz2017,0.72,1.33128
13.17,vehicle.lincoln.mkz2017,0.85,1.33306
13.27,vehicle.lincoln.mkz2017,0.9,1.33306
13.37,vehicle.lincoln.mkz2017,0.94,1.33306
13.47,vehicle.lincoln.mkz2017,0.94,1.33306
13.57,vehicle.lincoln.mkz2017,1.02,1.33478
