Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,0.93107
0.1,toyota.prius,0.0,0.93107
0.2,toyota.prius,0.0,0.93107
0.3,toyota.prius,0.0,0.93107
0.41,toyota.prius,0.0,0.93107
0.51,toyota.prius,0.0,0.93107
0.61,toyota.prius,0.0,0.93107
0.71,toyota.prius,0.0,0.93107
0.81,toyota.prius,0.0,0.93107
0.91,toyota.prius,0.0,0.93107
1.01,toyota.prius,0.0,0.93107
1.11,toyota.prius,0.0,0.93107
1.22,toyota.prius,0.0,0.93107
1.32,toyota.prius,0.0,0.93107
1.42,toyota.prius,0.0,0.93107
1.52,toyota.prius,0.0,0.93107
1.62,toyota.prius,0.0,0.93107
1.72,toyota.prius,0.0,0.93107
1.82,toyota.prius,0.0,0.93107
1.93,toyota.prius,0.0,0.93107
2.03,toyota.prius,0.0,0.93107
2.13,toyota.prius,0.0,0.93107
2.23,toyota.prius,0.0,0.93107
2.33,toyota.prius,0.0,0.93107
2.43,toyota.prius,0.0,0.93107
2.53,toyota.prius,0.0,0.93107
2.63,toyota.prius,0.0,0.93107
2.74,toyota.prius,0.0,0.93107
2.84,toyota.prius,0.0,0.93107
2.94,toyota.prius,0.0,0.93104
3.04,toyota.prius,0.0,0.93026
3.14,toyota.prius,0.0,0.92942
3.24,toyota.prius,0.0,0.92899
3.34,toyota.prius,0.0,0.92871
3.45,toyota.prius,0.0,0.92852
3.55,toyota.prius,0.0,0.92862
3.65,toyota.prius,0.0,0.92849
3.75,toyota.prius,0.0,0.9284
3.85,toyota.prius,0.0,0.92824
3.95,toyota.prius,0.0,0.92827
4.05,toyota.prius,0.0,0.92827
4.15,toyota.prius,0.0,0.96033
4.26,toyota.prius,0.02,0.9909
4.36,toyota.prius,0.05,0.98839
4.46,toyota.prius,0.09,0.97588
4.56,toyota.prius,0.15,0.96801
4.66,toyota.prius,0.23,0.96388
4.76,toyota.prius,0.31,0.96185
4.86,toyota.prius,0.39,0.96015
4.97,toyota.prius,0.47,0.94872
5.07,toyota.prius,0.56,0.93551
5.17,toyota.prius,0.63,0.93116
5.27,toyota.prius,0.71,0.93343
5.37,toyota.prius,0.77,0.93647
5.47,toyota.prius,0.83,0.93511
5.57,toyota.prius,0.89,0.93569
5.67,toyota.prius,0.94,0.9366
5.78,toyota.prius,0.98,0.93684
5.88,toyota.prius,1.03,0.93907
5.98,toyota.prius,1.07,0.93229
6.08,toyota.prius,1.11,0.92588
6.18,toyota.prius,1.15,0.93029
6.28,toyota.prius,1.18,0.93574
6.38,toyota.prius,1.22,0.93567
6.49,toyota.prius,1.25,0.9284
6.59,toyota.prius,1.28,0.92328
6.69,toyota.prius,1.31,0.91961
6.79,toyota.prius,1.35,0.91876
6.89,toyota.prius,1.38,0.91951
6.99,toyota.prius,1.41,0.91913
7.09,toyota.prius,1.44,0.91697
7.19,toyota.prius,1.48,0.91415
7.3,toyota.prius,1.51,0.91314
7.4,toyota.prius,1.54,0.91717
7.5,toyota.prius,1.57,0.92227
7.6,toyota.prius,1.61,0.92149
7.7,toyota.prius,1.64,0.91968
7.8,toyota.prius,1.68,0.91833
7.9,toyota.prius,1.72,0.91534
8.0,toyota.prius,1.75,0.91605
8.11,toyota.prius,1.78,0.92078
8.21,toyota.prius,1.82,0.92706
8.31,toyota.prius,1.85,0.92852
8.41,toyota.prius,1.89,0.92643
8.51,toyota.prius,1.93,0.92391
8.61,toyota.prius,1.97,0.92376
8.71,toyota.prius,2.01,0.92258
8.82,toyota.prius,2.05,0.92141
8.92,toyota.prius,2.09,0.9174
9.02,toyota.prius,2.13,0.91466
9.12,toyota.prius,2.16,0.91718
9.22,toyota.prius,2.2,0.92156
9.32,toyota.prius,2.24,0.92321
9.42,toyota.prius,2.27,0.91742
9.52,toyota.prius,2.31,0.91117
9.63,toyota.prius,2.34,0.9101
9.73,toyota.prius,2.38,0.91348
9.83,toyota.prius,2.41,0.91807
9.93,toyota.prius,2.44,0.92004
10.03,toyota.prius,2.47,0.91581
10.13,toyota.prius,2.51,0.91223
10.23,toyota.prius,2.54,0.91514
10.33,toyota.prius,2.57,0.91779
10.44,toyota.prius,2.6,0.91952
10.54,toyota.prius,2.63,0.92216
10.64,toyota.prius,2.66,0.91884
10.74,toyota.prius,2.7,0.90863
10.84,toyota.prius,2.73,0.90561
10.94,toyota.prius,2.76,0.90936
11.04,toyota.prius,2.79,0.91353
11.15,toyota.prius,2.81,0.91532
11.25,toyota.prius,2.84,0.91858
11.35,toyota.prius,2.87,0.92035
11.45,toyota.prius,2.9,0.9261
11.55,toyota.prius,2.92,0.93469
11.65,toyota.prius,2.95,0.94133
11.75,toyota.prius,2.98,0.94412
11.86,toyota.prius,3.0,0.94128
11.96,toyota.prius,3.03,0.93666
12.06,toyota.prius,3.05,0.93879
12.16,toyota.prius,3.08,0.93908
12.26,toyota.prius,3.1,0.9363
12.36,toyota.prius,3.12,0.93119
12.46,toyota.prius,3.14,0.9274
12.57,toyota.prius,3.17,0.92401
12.67,toyota.prius,3.19,0.92482
12.77,toyota.prius,3.2,0.92658
12.87,toyota.prius,3.22,0.92936
12.97,toyota.prius,3.25,0.92939
13.07,toyota.prius,3.26,0.92594
13.17,toyota.prius,3.28,0.92252
13.27,toyota.prius,3.29,0.92178
13.38,toyota.prius,3.3,0.92688
13.48,toyota.prius,3.31,0.9339
13.58,toyota.prius,3.32,0.93658
13.68,toyota.prius,3.34,0.93469
13.78,toyota.prius,3.35,0.93384
13.88,toyota.prius,3.36,0.93442
13.98,toyota.prius,3.37,0.93992
14.09,toyota.prius,3.38,0.94778
14.19,toyota.prius,3.39,0.95474
14.29,toyota.prius,3.4,0.9575
14.39,toyota.prius,3.41,0.95388
14.49,toyota.prius,3.42,0.94701
14.59,toyota.prius,3.43,0.94701
14.69,toyota.prius,3.43,0.95088
14.79,toyota.prius,3.44,0.95261
14.9,toyota.prius,3.45,0.95275
15.0,toyota.prius,3.45,0.95059
15.1,toyota.prius,3.46,0.94296
15.2,toyota.prius,3.47,0.94242
15.3,toyota.prius,3.47,0.94992
15.4,toyota.prius,3.47,0.9585
15.5,toyota.prius,3.47,0.9666
15.61,toyota.prius,3.47,0.97368
15.71,toyota.prius,3.48,0.97545
15.81,toyota.prius,3.48,0.98436
15.91,toyota.prius,3.49,1.01113
16.01,toyota.prius,3.5,0.8648
16.11,toyota.prius,3.5,0.47984
16.21,toyota.prius,3.5,0.03117
16.31,toyota.prius,3.5,-0.36514
16.42,toyota.prius,3.5,-0.78296
16.52,toyota.prius,3.5,-1.19027
16.62,toyota.prius,3.51,-1.57058
16.72,toyota.prius,3.51,-1.9963
16.82,toyota.prius,3.52,-2.15362
16.92,toyota.prius,3.53,-2.11715
17.02,toyota.prius,3.53,-2.07348
17.13,toyota.prius,3.53,-2.04294
17.23,toyota.prius,3.53,-2.03057
17.33,toyota.prius,3.53,-2.02231
17.43,toyota.prius,3.53,-2.01357
17.53,toyota.prius,3.52,-2.01064
17.63,toyota.prius,3.52,-2.01409
17.73,toyota.prius,3.52,-2.01663
17.84,toyota.prius,3.53,-2.01795
17.94,toyota.prius,3.52,-2.01534
18.04,toyota.prius,3.53,-2.01111
18.14,toyota.prius,3.53,-2.01028
18.24,toyota.prius,3.54,-2.01275
18.34,toyota.prius,3.54,-2.0169
18.44,toyota.prius,3.54,-2.0173
18.54,toyota.prius,3.54,-2.01575
18.65,toyota.prius,3.54,-2.01364
18.75,toyota.prius,3.55,-2.01736
18.85,toyota.prius,3.55,-2.02154
18.95,toyota.prius,3.55,-2.02105
19.05,toyota.prius,3.54,-2.01669
19.15,toyota.prius,3.54,-2.01166
19.25,toyota.prius,3.54,-2.00864
19.35,toyota.prius,3.54,-2.01163
19.46,toyota.prius,3.54,-2.01504
19.56,toyota.prius,3.54,-2.01577
19.66,toyota.prius,3.54,-2.01538
19.76,toyota.prius,3.55,-2.01605
19.86,toyota.prius,3.55,-2.01569
19.96,toyota.prius,3.56,-2.01645
20.07,toyota.prius,3.56,-2.01788
20.17,toyota.prius,3.56,-2.02228
20.27,toyota.prius,3.55,-2.0212
