Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,toyota.prius,0.0,0.92591
0.1,toyota.prius,0.0,0.92591
0.2,toyota.prius,0.0,0.92591
0.3,toyota.prius,0.0,0.92591
0.41,toyota.prius,0.0,0.92591
0.51,toyota.prius,0.0,0.92591
0.61,toyota.prius,0.0,0.92591
0.71,toyota.prius,0.0,0.92591
0.81,toyota.prius,0.0,0.92591
0.91,toyota.prius,0.0,0.92591
1.01,toyota.prius,0.0,0.92591
1.12,toyota.prius,0.0,0.92591
1.22,toyota.prius,0.0,0.92591
1.32,toyota.prius,0.0,0.92591
1.42,toyota.prius,0.0,0.92591
1.52,toyota.prius,0.0,0.92591
1.63,toyota.prius,0.0,0.92591
1.73,toyota.prius,0.0,0.92591
1.83,toyota.prius,0.0,0.92591
1.93,toyota.prius,0.0,0.92591
2.03,toyota.prius,0.0,0.92591
2.13,toyota.prius,0.0,0.92591
2.24,toyota.prius,0.0,0.92591
2.34,toyota.prius,0.0,0.92591
2.44,toyota.prius,0.0,0.92591
2.54,toyota.prius,0.0,0.92591
2.64,toyota.prius,0.0,0.92591
2.74,toyota.prius,0.0,0.92591
2.84,toyota.prius,0.0,0.92591
2.95,toyota.prius,0.0,0.92591
3.05,toyota.prius,0.0,0.92591
3.15,toyota.prius,0.0,0.92591
3.25,toyota.prius,0.0,0.92591
3.35,toyota.prius,0.0,0.92591
3.46,toyota.prius,0.0,0.92591
3.56,toyota.prius,0.0,0.92591
3.66,toyota.prius,0.0,0.92591
3.76,toyota.prius,0.0,0.92591
3.86,toyota.prius,0.0,0.92591
3.96,toyota.prius,0.0,0.92591
4.07,toyota.prius,0.0,0.92591
4.17,toyota.prius,0.0,0.92591
4.27,toyota.prius,0.0,0.92591
4.37,toyota.prius,0.0,0.92591
4.47,toyota.prius,0.0,0.92591
4.58,toyota.prius,0.0,0.92591
4.68,toyota.prius,0.0,0.92591
4.78,toyota.prius,0.0,0.92591
4.88,toyota.prius,0.0,0.92591
4.98,toyota.prius,0.0,0.92591
5.08,toyota.prius,0.0,0.92591
5.19,toyota.prius,0.0,0.92591
5.29,toyota.prius,0.0,0.92591
5.39,toyota.prius,0.0,0.92591
5.49,toyota.prius,0.0,0.92591
5.59,toyota.prius,0.0,0.92591
5.69,toyota.prius,0.0,0.92591
5.79,toyota.prius,0.0,0.92591
5.9,toyota.prius,0.0,0.92591
6.0,toyota.prius,0.0,0.92591
6.1,toyota.prius,0.0,0.92591
6.2,toyota.prius,0.0,0.92591
6.3,toyota.prius,0.0,0.92591
6.4,toyota.prius,0.0,0.92591
6.51,toyota.prius,0.0,0.92591
6.61,toyota.prius,0.0,0.92591
6.71,toyota.prius,0.0,0.92591
