TimeStamp,Counter,RelativeDistance,RelativeSpeed,LeadVehicleSpeed,HostVehicleSpeed
1712343835.4758,1,22.527,0.1,0.1,0
1712343835.5759,2,22.527,0.2,0.2,0
1712343835.676,3,22.527,0.3,0.3,0
1712343835.7762,4,22.527,0.4,0.4,0
1712343835.8764,5,22.527,0.5,0.5,0
1712343835.9765,6,22.527,0.6,0.6,0
1712343836.0767,7,22.527,0.7,0.7,0
1712343836.177,8,22.527,0.8,0.8,0
1712343836.2771,9,22.527,0.9,0.9,0
1712343836.3771,10,22.527,1,1,0
1712343836.4773,11,22.527,1.1,1.1,0
1712343836.5774,12,22.527,1.2,1.2,0
1712343836.6776,13,22.527,1.3,1.3,0
1712343836.7778,14,22.527,1.4,1.4,0
1712343836.8779,15,22.527,1.5,1.5,0
1712343836.978,16,22.527,1.6,1.6,0
1712343837.0782,17,22.527,1.7,1.7,0
1712343837.1783,18,22.527,1.8,1.8,0
1712343837.2784,19,22.527,1.9,1.9,0
1712343837.3785,20,24.412,1.4,2,0.6
1712343837.4788,21,24.312,1.32,2.1,0.78
1712343837.5787,22,24.203,1.3,2.2,0.9
1712343837.679,23,24.118,1.24,2.3,1.06
1712343837.7791,24,24.024,1.23,2.4,1.17
1712343837.8795,25,23.846,1.21,2.5,1.29
1712343837.9794,26,23.765,1.19,2.6,1.41
1712343838.0795,27,23.597,1.18,2.7,1.52
1712343838.1797,28,25.402,1.18,2.8,1.62
1712343838.2799,29,25.251,1.18,2.9,1.72
1712343838.3801,30,25.094,1.18,3,1.82
1712343838.4801,31,24.941,1.19,3.1,1.91
1712343838.5803,32,24.729,1.19,3.2,2.01
1712343838.6804,33,24.517,1.2,3.3,2.1
1712343838.7805,34,24.322,1.22,3.4,2.18
1712343838.8826,35,25.837,1.15,3.5,2.35
1712343838.9829,36,25.618,1.17,3.6,2.43
1712343839.0827,37,25.361,1.19,3.7,2.51
1712343839.1823,38,25.129,1.22,3.8,2.58
1712343839.2825,39,24.841,1.24,3.9,2.66
1712343839.3828,40,27.652,1.28,4,2.72
1712343839.4833,41,27.382,1.31,4.1,2.79
1712343839.582,42,27.121,1.34,4.2,2.86
1712343839.6823,43,26.801,1.38,4.3,2.92
1712343839.7822,44,26.537,1.43,4.4,2.97
1712343839.8835,45,26.234,1.45,4.5,3.05
1712343839.9825,46,25.925,1.38,4.5,3.12
1712343840.0832,47,27.619,1.32,4.5,3.18
1712343840.1827,48,27.303,1.23,4.5,3.27
