timestamp, desired_lat, desired_lon, desired_speed, desired_heading, current_lat, current_lon, current_speed, current_heading, gps_distance, control, throttle, brake, steer
1753287758.3736246,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.70168729850809,-87.9918142940704,0.0,nan,95.92395672800775,0.0,0.0,0.0,0.3
1753287774.1923149,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429016856,0.0005103309347605045,nan,95.9241912826563,0.0,0.0,0.0,0.51
1753287774.2967703,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429016856,0.0005103309347605045,nan,95.9241912826563,0.0,0.0,0.0,0.657
1753287774.4287395,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.00011315310747644068,nan,95.92419182652276,0.0,0.0,0.0,0.7599
1753287774.4983332,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.00011315310747644068,nan,95.92419182652276,0.0,0.0,0.0,0.8319300000000001
1753287774.636999,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.00011315310747644068,nan,95.92419182652276,0.0,0.0,0.0,0.8823509999999999
1753287774.7029443,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.0,nan,95.92419182652276,0.0,0.0,0.0,0.9176456999999998
1753287774.7878823,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.0,nan,95.92419182652276,0.0,0.0,0.0,0.9423519899999997
1753287774.9014432,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429039808,0.0,nan,95.92419182652276,0.0,0.0,0.0,0.9596463929999997
1753287774.9505444,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429003085,0.00044976407622170854,0.0,0.5807296061663214,0.0,0.0,0.0,0.6622285194288116
1753287775.0480838,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429003085,0.00044976407622170854,0.0,0.5807296061663214,0.0,0.0,0.0,0.4540360079289799
1753287775.1481593,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429003085,0.00044976407622170854,0.0,0.5807296061663214,0.0,0.0,0.0,0.3083012498790978
1753287775.286174,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181428982429,0.0003528516157125162,nan,95.92419046687877,0.0,0.0,0.0,0.5158108749153685
1753287775.3948393,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181428982429,0.0003528516157125162,nan,95.92419046687877,0.0,0.0,0.0,0.661067612440758
1753287775.5242987,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181428982429,0.0003528516157125162,nan,95.92419046687877,0.0,0.0,0.0,0.7627473287085305
1753287775.6429274,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429055875,0.000272320310813473,nan,95.92419220724058,0.0,0.0,0.0,0.8339231300959713
1753287775.694582,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429055875,0.000272320310813473,nan,95.92419220724058,0.0,0.0,0.0,0.8837461910671798
1753287775.8319538,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429055875,0.000272320310813473,nan,95.92419220724058,0.0,0.0,0.0,0.9186223337470258
1753287775.8836977,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429055875,0.000272320310813473,nan,95.92419220724058,0.0,0.0,0.0,0.943035633622918
1753287775.985713,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429085712,0.000248807841621331,nan,95.92419291426702,0.0,0.0,0.0,0.9601249435360426
1753287776.0992055,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429085712,0.000248807841621331,nan,95.92419291426702,0.0,0.0,0.0,0.9720874604752299
1753287776.2209892,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.99181429085712,0.000248807841621331,nan,95.92419291426702,0.0,0.0,0.0,0.9804612223326608
1753287776.2903996,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.9918142907194,0.00017774323013129264,nan,95.9241925879301,0.0,0.0,0.0,0.9863228556328625
1753287776.412768,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.9918142907194,0.00017774323013129264,nan,95.9241925879301,0.0,0.0,0.0,0.9904259989430038
1753287776.5455713,41.7008249863636,-87.9917813124293,0.0,344.999985694838,41.701687300701536,-87.9918142907194,0.00017774323013129264,nan,95.9241925879301,0.0,0.0,0.0,0.9932981992601027
1753287776.5526197,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429030628,0.0008456479613727165,0.0,0.5807511961577728,0.0,0.0,0.0,0.6857847838108837
1753287776.6499505,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429030628,0.0008456479613727165,0.0,0.5807511961577728,0.0,0.0,0.0,0.4705253929964305
1753287776.7500906,41.7016890214636,-87.9918076855914,0.0,358.412674054802,41.701687300701536,-87.99181429030628,0.0008456479613727165,0.0,0.5807511961577728,0.0,0.0,0.0,0.31984381942631324
