timestamp, desired_lat, desired_lon, desired_heading, current_lat, current_lon, current_speed, current_heading, travel_distance, calculated_distance, calculated_distance_next, starting_index, selected_index
1744316416.4611099,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,1,10
1744316416.4751341,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.4766195,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.4767559,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.604785,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.6257098,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.7331269,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.8259478,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316416.926061,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.034432,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.1268394,41.7008249863636,-87.9917813124293,344.999985694838,41.700824701211246,-87.99178115777922,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.2272325,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470340469,-87.99178115468071,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.3366575,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470340469,-87.99178115468071,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.4272616,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470340469,-87.99178115468071,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.527497,41.7008249863636,-87.9917813124293,344.999985694838,41.700824705598194,-87.99178115183467,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.690321,41.7008249863636,-87.9917813124293,344.999985694838,41.700824705598194,-87.99178115183467,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.7276607,41.7008249863636,-87.9917813124293,344.999985694838,41.700824705598194,-87.99178115183467,0.0,345.0352294709548,0.0,0.0,0.03527536835795562,10,10
1744316417.82784,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470669493,-87.99178114979195,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316417.9280245,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470669493,-87.99178114979195,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.028234,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470669493,-87.99178114979195,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.1287751,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470779167,-87.99178114942471,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.3337145,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470779167,-87.99178114942471,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.3341446,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470779167,-87.99178114942471,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.4287558,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470779167,-87.99178114942471,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316418.5289724,41.7008249863636,-87.9917813124293,344.999985694838,41.70082470779167,-87.99178114942471,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316418.6398313,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114917224,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.7298956,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114917224,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.8295777,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114917224,0.0,345.0351748294415,0.0,0.0,0.03527536835795562,10,10
1744316418.93047,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114910339,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.0302017,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114910339,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.1304538,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114910339,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.2392917,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.3403986,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.4303598,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.03514750868476,0.0,0.0,0.03527536835795562,10,10
1744316419.5342948,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.0339727161475,0.0,0.0,0.03527536835795562,10,10
1744316419.6315095,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.0339727161475,0.0,0.0,0.03527536835795562,10,10
1744316419.7316167,41.7008249863636,-87.9917813124293,344.999985694838,41.700824708888405,-87.99178114901157,0.0,345.0339727161475,0.0,0.0,0.03527536835795562,10,10
1744316419.8312051,41.7008246814699,-87.9917811950531,345.009110827569,41.700824759338445,-87.99178116654684,0.17902544460575345,345.00116048737476,0.017818015062969154,0.0,0.03527536835795562,10,11
1744316419.9511995,41.7008262223897,-87.9917816920541,345.013427507124,41.700824759338445,-87.99178116654684,0.17902544460575345,345.00116048737476,0.01864380291162951,0.006062605145159639,0.14100737670438457,80,81
1744316420.0320814,41.7008262223897,-87.9917816920541,345.013427507124,41.700824759338445,-87.99178116654684,0.17902544460575345,345.00116048737476,0.014455278211319946,0.14100737670438457,0.34652493558388103,81,81
1744316420.1319616,41.7008262223897,-87.9917816920541,345.013427507124,41.700825032426735,-87.99178126618116,0.4056933389685494,344.95701014457984,0.04047827714243157,0.14100737670438457,0.34652493558388103,81,81
1744316420.242402,41.7008262223897,-87.9917816920541,345.013427507124,41.700825032426735,-87.99178126618116,0.4056933389685494,344.95701014457984,0.04475738359631965,0.14100737670438457,0.34652493558388103,81,81
