timestamp_verbose,timeStep,latitude,longitude,elevation,speed,heading,distanceToFinalWaypoints,distanceToIntersection
1711658973.9722815,0.09999990463256836,42.302344264862256,-83.69786100544425,244.54742431640625,0.1,182.65,50,208.93
1711658974.0724182,0.10013818740844727,42.302344264862256,-83.69786100544425,244.54742431640625,0.2,182.65,50,208.93
1711658974.1725316,0.10013437271118164,42.302344264862256,-83.69786100544425,244.54742431640625,0.3,182.65,50,208.93
1711658974.272646,0.10009336471557617,42.302344264862256,-83.69786100544425,244.54742431640625,0.4,182.65,50,208.93
1711658974.3727646,0.10013127326965332,42.302344264862256,-83.69786100544425,244.54742431640625,0.5,182.65,50,208.93
1711658974.4728603,0.10009455680847168,42.302344264862256,-83.69786100544425,244.54742431640625,0.6,182.65,50,208.93
1711658974.5729551,0.10009574890136719,42.302344264862256,-83.69786100544425,244.54742431640625,0.7,182.65,50,208.93
1711658974.6730964,0.10011625289916992,42.302344264862256,-83.69786100544425,244.54742431640625,0.8,182.65,50,208.93
1711658974.7732563,0.10013914108276367,42.302344264862256,-83.69786100544425,244.54742431640625,0.9,182.65,50,208.93
1711658974.873403,0.10016703605651855,42.302344264862256,-83.69786100544425,244.54742431640625,1.0,182.65,50,208.93
1711658974.9735637,0.10013699531555176,42.302344264862256,-83.69786100544425,244.54742431640625,1.1,182.65,50,208.93
1711658975.0737305,0.10016798973083496,42.302344264862256,-83.69786100544425,244.54742431640625,1.2,182.65,50,208.93
1711658975.1739042,0.1001739501953125,42.302344264862256,-83.69786100544425,244.54742431640625,1.3,182.65,50,208.93
1711658975.2740374,0.10016894340515137,42.302344264862256,-83.69786100544425,244.54742431640625,1.4,182.65,50,208.93
1711658975.3741305,0.10009360313415527,42.302344264862256,-83.69786100544425,244.54742431640625,1.5,182.65,50,208.93
1711658975.4742255,0.10009312629699707,42.302344264862256,-83.69786100544425,244.54742431640625,1.6,182.65,50,208.93
1711658975.5743217,0.10008883476257324,42.302344264862256,-83.69786100544425,244.54742431640625,1.7,182.65,50,208.93
1711658975.674416,0.10010027885437012,42.302344264862256,-83.69786100544425,244.54742431640625,1.8,182.65,50,208.93
1711658975.7751596,0.10072445869445801,42.302344264862256,-83.69786100544425,244.54742431640625,1.9,182.65,50,208.93
1711658975.8753018,0.10012269020080566,42.30232616897584,-83.69786205884073,244.53530883789065,2.0,182.3,50,206.92
1711658975.9754133,0.10010623931884766,42.30232616897584,-83.69786205884073,244.53530883789065,2.1,182.3,50,206.92
1711658976.075522,0.10010910034179688,42.30232616897584,-83.69786205884073,244.53530883789065,2.2,182.3,50,206.92
1711658976.1756332,0.10010838508605957,42.30232616897584,-83.69786205884073,244.53530883789065,2.3,182.3,50,206.92
