Time,VehicleType,VehicleSpeed,Grade
57.72,vehicle.nissan.micra,0.0,0.0
57.81,vehicle.nissan.micra,0.0,0.0
57.99,vehicle.nissan.micra,0.0,0.0
58.04,vehicle.nissan.micra,0.0,0.0
58.14,vehicle.nissan.micra,0.005601671855675869,0.0
58.2,vehicle.nissan.micra,0.0020191719476633954,0.0
58.39,vehicle.nissan.micra,0.0029873103299746222,0.0
58.44,vehicle.nissan.micra,0.003251794417185118,0.0
58.57,vehicle.nissan.micra,0.0,0.0
58.61,vehicle.nissan.micra,0.0,0.0
58.77,vehicle.nissan.micra,0.0,0.0
58.88,vehicle.nissan.micra,0.0,0.0
58.93,vehicle.nissan.micra,0.005334765731668088,0.0
59.03,vehicle.nissan.micra,0.0007910268074886248,0.0
59.22,vehicle.nissan.micra,0.0007485206946765198,0.0
59.22,vehicle.nissan.micra,0.0007485206946765198,0.0
59.35,vehicle.nissan.micra,0.0004054205679526074,0.0
59.44,vehicle.nissan.micra,0.004244307506924637,0.0
59.54,vehicle.nissan.micra,0.0008492111792455544,0.0
59.64,vehicle.nissan.micra,0.0024922299910875878,0.0
59.73,vehicle.nissan.micra,7.797395513075318e-05,0.0
59.81,vehicle.nissan.micra,0.00042027270064905566,0.0
59.92,vehicle.nissan.micra,0.00010088670107420816,0.0
60.06,vehicle.nissan.micra,0.0006872852845238372,0.0
60.15,vehicle.nissan.micra,0.00010307244567271388,0.0
60.22,vehicle.nissan.micra,0.0012308999591555609,0.0
60.35,vehicle.nissan.micra,0.0024313624043791286,0.0
60.49,vehicle.nissan.micra,1.1429051582352407,0.0
60.59,vehicle.nissan.micra,1.8351274965577937,0.0
60.64,vehicle.nissan.micra,2.059335765544335,0.0
60.73,vehicle.nissan.micra,2.5569730779888973,0.0
60.84,vehicle.nissan.micra,3.1499575530718182,0.0
60.9,vehicle.nissan.micra,3.3466124249594453,0.0
61.11,vehicle.nissan.micra,4.4175965117419285,0.0
61.12,vehicle.nissan.micra,4.4175965117419285,0.0
61.25,vehicle.nissan.micra,5.020285481611839,0.0
61.3,vehicle.nissan.micra,5.209772414143991,0.0
61.47,vehicle.nissan.micra,6.1206830595923,0.0
61.55,vehicle.nissan.micra,6.576289610114639,0.0
61.65,vehicle.nissan.micra,6.967734803684048,0.0
61.74,vehicle.nissan.micra,7.410018588359721,0.0
61.84,vehicle.nissan.micra,7.8115701955486045,0.0
61.98,vehicle.nissan.micra,7.896102162144843,0.0
62.0,vehicle.nissan.micra,7.896102162144843,0.0
62.15,vehicle.nissan.micra,7.817674299646452,0.0
62.24,vehicle.nissan.micra,7.765315612754375,0.0
62.3,vehicle.nissan.micra,7.736539038402966,0.0
62.45,vehicle.nissan.micra,8.283394234808117,0.0
62.56,vehicle.nissan.micra,8.927657418570899,0.0
62.64,vehicle.nissan.micra,9.526887469727084,0.0
62.7,vehicle.nissan.micra,9.78879801887784,0.0
62.89,vehicle.nissan.micra,10.855370640652275,0.0
62.94,vehicle.nissan.micra,10.855370640652275,0.0
63.07,vehicle.nissan.micra,11.627487092035441,0.0
63.17,vehicle.nissan.micra,11.980795950021328,0.0
63.26,vehicle.nissan.micra,12.337626200741159,0.0
63.34,vehicle.nissan.micra,12.809067897992831,0.0
63.49,vehicle.nissan.micra,13.751561867085723,0.0
63.5,vehicle.nissan.micra,13.751561867085723,0.0
63.66,vehicle.nissan.micra,14.384408795932341,0.0
63.75,vehicle.nissan.micra,14.82770153686107,0.0
63.8,vehicle.nissan.micra,15.024947895537377,0.0
63.95,vehicle.nissan.micra,15.521239159901265,0.0
64.01,vehicle.nissan.micra,15.49223523222847,0.0
64.15,vehicle.nissan.micra,15.309746912734084,0.0
64.24,vehicle.nissan.micra,15.146116650854843,0.0
64.3,vehicle.nissan.micra,15.054561654229632,0.0
64.49,vehicle.nissan.micra,14.955616971089455,0.0
64.55,vehicle.nissan.micra,14.93469371676713,0.0
64.72,vehicle.nissan.micra,14.24750110148136,0.0
64.77,vehicle.nissan.micra,14.15635039142845,0.0
64.85,vehicle.nissan.micra,13.854222033345758,0.0
64.93,vehicle.nissan.micra,13.107994070727832,0.0
65.07,vehicle.nissan.micra,11.22273390609325,0.0
65.17,vehicle.nissan.micra,9.888977944979695,0.0
65.2,vehicle.nissan.micra,9.888977944979695,0.0
65.35,vehicle.nissan.micra,6.964880884918698,0.0
65.44,vehicle.nissan.micra,5.42744974119914,0.0
65.5,vehicle.nissan.micra,4.656603188256661,0.0
65.67,vehicle.nissan.micra,3.895675837801364,0.0
65.71,vehicle.nissan.micra,3.8322149294158705,0.0
65.86,vehicle.nissan.micra,3.6481939367477896,0.0
65.96,vehicle.nissan.micra,3.527024696807756,0.0
66.04,vehicle.nissan.micra,3.498272693086002,0.0
66.14,vehicle.nissan.micra,3.4875752472066606,0.0
66.29,vehicle.nissan.micra,3.451661216129325,0.0
66.39,vehicle.nissan.micra,3.385148439267455,0.0
66.4,vehicle.nissan.micra,3.385148439267455,0.0
66.54,vehicle.nissan.micra,2.967346503511538,0.0
66.6,vehicle.nissan.micra,2.904114107057043,0.0
66.79,vehicle.nissan.micra,2.985868344280158,0.0
66.84,vehicle.nissan.micra,3.054426978634588,0.0
66.97,vehicle.nissan.micra,3.243057695506114,0.0
67.04,vehicle.nissan.micra,3.4159169200947717,0.0
67.18,vehicle.nissan.micra,3.865991476703331,0.0
67.25,vehicle.nissan.micra,4.0814067886677075,0.0
67.34,vehicle.nissan.micra,4.418552070145607,0.0
67.47,vehicle.nissan.micra,4.94343955555069,0.0
67.56,vehicle.nissan.micra,5.346945369829,0.0
67.61,vehicle.nissan.micra,5.5214075574100026,0.0
67.76,vehicle.nissan.micra,6.095919783238435,0.0
67.85,vehicle.nissan.micra,6.072877516451172,0.0
67.9,vehicle.nissan.micra,5.994341000311777,0.0
68.12,vehicle.nissan.micra,5.950014977510958,0.0
68.21,vehicle.nissan.micra,5.946091150696695,0.0
68.21,vehicle.nissan.micra,5.946091150696695,0.0
68.3,vehicle.nissan.micra,5.896551570931547,0.0
68.44,vehicle.nissan.micra,5.884177974233331,0.0
68.59,vehicle.nissan.micra,4.874143302417654,0.0
68.68,vehicle.nissan.micra,4.151077057370263,0.0
68.7,vehicle.nissan.micra,4.151077057370263,0.0
68.8,vehicle.nissan.micra,3.74067558489386,0.0
68.99,vehicle.nissan.micra,3.42764059390574,0.0
69.05,vehicle.nissan.micra,3.418202341819729,0.0
69.13,vehicle.nissan.micra,3.3114957278712978,0.0
69.27,vehicle.nissan.micra,3.0203992589026787,0.0
69.36,vehicle.nissan.micra,2.789472881333101,0.0
69.51,vehicle.nissan.micra,2.4235036160313257,0.0
69.55,vehicle.nissan.micra,2.37381741112974,0.0
69.69,vehicle.nissan.micra,2.213747273858416,0.0
69.73,vehicle.nissan.micra,2.149762338596182,0.0
69.83,vehicle.nissan.micra,2.1302238627559347,0.0
69.96,vehicle.nissan.micra,2.1497458234758957,0.0
70.0,vehicle.nissan.micra,2.176169916270075,0.0
70.19,vehicle.nissan.micra,2.3702421295886635,0.0
70.2,vehicle.nissan.micra,2.3702421295886635,0.0
70.39,vehicle.nissan.micra,2.724024844095413,0.0
70.44,vehicle.nissan.micra,2.922165206186431,0.0
70.55,vehicle.nissan.micra,3.0995474650324377,0.0
70.6,vehicle.nissan.micra,3.3141948755530324,0.0
70.71,vehicle.nissan.micra,3.687505130303885,0.0
70.93,vehicle.nissan.micra,3.978887660161326,0.0
70.99,vehicle.nissan.micra,3.966709534699235,0.0
71.08,vehicle.nissan.micra,3.9551154983544663,0.0
71.18,vehicle.nissan.micra,3.936735488898781,0.0
71.23,vehicle.nissan.micra,3.936735488898781,0.0
71.32,vehicle.nissan.micra,3.982758810499455,0.0
71.41,vehicle.nissan.micra,4.4879583542938795,0.0
71.51,vehicle.nissan.micra,5.215473959675723,0.0
71.65,vehicle.nissan.micra,5.95889627785356,0.0
71.79,vehicle.nissan.micra,6.8242012280731945,0.0
71.88,vehicle.nissan.micra,7.33190476156616,0.0
71.92,vehicle.nissan.micra,7.496601957630861,0.0
72.11,vehicle.nissan.micra,8.43639157902261,0.0
72.21,vehicle.nissan.micra,8.470623346251951,0.0
72.21,vehicle.nissan.micra,8.470623346251951,0.0
72.39,vehicle.nissan.micra,7.974351372806015,0.0
72.44,vehicle.nissan.micra,7.868710947582903,0.0
72.58,vehicle.nissan.micra,7.222364945112781,0.0
72.63,vehicle.nissan.micra,7.106098767465661,0.0
72.77,vehicle.nissan.micra,6.485926785531232,0.0
72.82,vehicle.nissan.micra,6.311846128032111,0.0
73.01,vehicle.nissan.micra,4.418784383433142,0.0
73.06,vehicle.nissan.micra,4.401598453515435,0.0
73.15,vehicle.nissan.micra,4.388771879161206,0.0
73.24,vehicle.nissan.micra,4.374375715368967,0.0
73.34,vehicle.nissan.micra,4.125079063415347,0.0
73.47,vehicle.nissan.micra,3.3884233088119853,0.0
73.5,vehicle.nissan.micra,3.187753186538873,0.0
73.6,vehicle.nissan.micra,2.8257222890044718,0.0
73.74,vehicle.nissan.micra,2.2826489512327837,0.0
73.88,vehicle.nissan.micra,1.9583095242773612,0.0
73.97,vehicle.nissan.micra,1.6845979555198227,0.0
74.08,vehicle.nissan.micra,1.4619114591006281,0.0
74.1,vehicle.nissan.micra,1.4619114591006281,0.0
74.25,vehicle.nissan.micra,1.3960136852852136,0.0
74.34,vehicle.nissan.micra,1.1772245376283623,0.0
74.45,vehicle.nissan.micra,1.0380181590757458,0.0
74.54,vehicle.nissan.micra,0.9365878679074553,0.0
74.61,vehicle.nissan.micra,0.8510489542946309,0.0
74.7,vehicle.nissan.micra,0.698056159860646,0.0
74.89,vehicle.nissan.micra,0.2457031967969718,0.0
74.99,vehicle.nissan.micra,0.1265504359765394,0.0
75.01,vehicle.nissan.micra,0.1265504359765394,0.0
75.16,vehicle.nissan.micra,0.3193502198114223,0.0
75.21,vehicle.nissan.micra,0.34197476804485694,0.0
75.37,vehicle.nissan.micra,0.31409218183992793,0.0
75.47,vehicle.nissan.micra,0.2004315699223246,0.0
75.61,vehicle.nissan.micra,0.08735698501145144,0.0
75.61,vehicle.nissan.micra,0.08735698501145144,0.0
75.71,vehicle.nissan.micra,0.10464175663557056,0.0
75.84,vehicle.nissan.micra,0.21809456618401568,0.0
75.97,vehicle.nissan.micra,0.24762325719499304,0.0
76.05,vehicle.nissan.micra,0.2415173594963765,0.0
76.14,vehicle.nissan.micra,0.2262448186558752,0.0
76.23,vehicle.nissan.micra,0.21217042388288365,0.0
76.37,vehicle.nissan.micra,0.17625886798417084,0.0
76.42,vehicle.nissan.micra,0.16783777164396516,0.0
76.56,vehicle.nissan.micra,0.0732240964169788,0.0
76.65,vehicle.nissan.micra,0.057735459898239534,0.0
76.74,vehicle.nissan.micra,0.05890379224517063,0.0
76.87,vehicle.nissan.micra,0.04907124925951553,0.0
76.92,vehicle.nissan.micra,0.04539496276683899,0.0
77.01,vehicle.nissan.micra,0.03526151553705349,0.0
77.2,vehicle.nissan.micra,0.041694763917814515,0.0
77.29,vehicle.nissan.micra,0.6202146507134585,0.0
77.34,vehicle.nissan.micra,0.7354608421950084,0.0
77.45,vehicle.nissan.micra,0.9842561182594458,0.0
77.58,vehicle.nissan.micra,1.3807378976635805,0.0
77.63,vehicle.nissan.micra,1.4402851493569802,0.0
77.76,vehicle.nissan.micra,1.7916180620980755,0.0
77.81,vehicle.nissan.micra,1.793422491609854,0.0
77.98,vehicle.nissan.micra,1.5935317136570468,0.0
78.04,vehicle.nissan.micra,1.481138704139587,0.0
78.18,vehicle.nissan.micra,0.0018441657339373682,0.0
78.28,vehicle.nissan.micra,0.002049631806250696,0.0
78.32,vehicle.nissan.micra,0.0049962375121373435,0.0
78.41,vehicle.nissan.micra,0.0017612545740960646,0.0
78.5,vehicle.nissan.micra,0.0006693436367476813,0.0
78.65,vehicle.nissan.micra,0.0,0.0
78.73,vehicle.nissan.micra,0.0,0.0
78.83,vehicle.nissan.micra,0.0,0.0
78.95,vehicle.nissan.micra,0.0,0.0
79.09,vehicle.nissan.micra,0.0,0.0
79.15,vehicle.nissan.micra,0.0,0.0
79.28,vehicle.nissan.micra,0.0,0.0
79.33,vehicle.nissan.micra,0.0,0.0
79.41,vehicle.nissan.micra,0.0,0.0
79.56,vehicle.nissan.micra,0.0,0.0
79.65,vehicle.nissan.micra,0.0,0.0
79.77,vehicle.nissan.micra,0.0,0.0
79.81,vehicle.nissan.micra,0.0,0.0
79.9,vehicle.nissan.micra,0.0,0.0
80.05,vehicle.nissan.micra,0.0,0.0
80.13,vehicle.nissan.micra,0.0,0.0
80.28,vehicle.nissan.micra,0.0,0.0
80.34,vehicle.nissan.micra,0.0,0.0
80.47,vehicle.nissan.micra,0.0,0.0
80.56,vehicle.nissan.micra,0.0,0.0
80.61,vehicle.nissan.micra,0.0,0.0
80.7,vehicle.nissan.micra,0.0,0.0
80.87,vehicle.nissan.micra,0.0,0.0
80.95,vehicle.nissan.micra,0.0,0.0
81.05,vehicle.nissan.micra,0.0,0.0
81.14,vehicle.nissan.micra,0.0,0.0
81.26,vehicle.nissan.micra,0.0,0.0
81.35,vehicle.nissan.micra,0.0,0.0
81.45,vehicle.nissan.micra,0.0,0.0
81.5,vehicle.nissan.micra,0.0,0.0
81.68,vehicle.nissan.micra,0.0,0.0
81.73,vehicle.nissan.micra,0.0,0.0
81.84,vehicle.nissan.micra,0.0,0.0
81.94,vehicle.nissan.micra,0.0,0.0
82.04,vehicle.nissan.micra,0.0,0.0
82.16,vehicle.nissan.micra,0.0,0.0
82.25,vehicle.nissan.micra,0.0,0.0
82.37,vehicle.nissan.micra,0.0,0.0
82.4,vehicle.nissan.micra,0.0,0.0
82.57,vehicle.nissan.micra,0.0,0.0
82.67,vehicle.nissan.micra,0.0,0.0
82.78,vehicle.nissan.micra,0.0,0.0
82.87,vehicle.nissan.micra,0.0,0.0
82.96,vehicle.nissan.micra,0.0,0.0
83.07,vehicle.nissan.micra,0.0,0.0
83.12,vehicle.nissan.micra,0.0,0.0
83.26,vehicle.nissan.micra,0.0,0.0
83.35,vehicle.nissan.micra,0.0,0.0
83.48,vehicle.nissan.micra,0.0,0.0
83.54,vehicle.nissan.micra,0.0,0.0
83.63,vehicle.nissan.micra,0.0,0.0
83.74,vehicle.nissan.micra,0.0,0.0
83.85,vehicle.nissan.micra,0.0,0.0
83.96,vehicle.nissan.micra,0.0,0.0
84.05,vehicle.nissan.micra,0.0,0.0
84.18,vehicle.nissan.micra,0.0,0.0
84.27,vehicle.nissan.micra,0.0,0.0
84.36,vehicle.nissan.micra,0.0,0.0
84.46,vehicle.nissan.micra,0.0,0.0
84.51,vehicle.nissan.micra,0.0,0.0
84.65,vehicle.nissan.micra,0.0,0.0
84.74,vehicle.nissan.micra,0.0,0.0
84.84,vehicle.nissan.micra,0.0,0.0
84.93,vehicle.nissan.micra,0.0,0.0
85.07,vehicle.nissan.micra,0.0,0.0
85.16,vehicle.nissan.micra,0.0,0.0
85.28,vehicle.nissan.micra,0.0,0.0
85.32,vehicle.nissan.micra,0.0,0.0
85.41,vehicle.nissan.micra,0.0,0.0
85.6,vehicle.nissan.micra,0.0,0.0
85.64,vehicle.nissan.micra,0.0,0.0
85.74,vehicle.nissan.micra,0.0,0.0
85.84,vehicle.nissan.micra,0.0,0.0
85.93,vehicle.nissan.micra,0.0,0.0
86.07,vehicle.nissan.micra,0.0,0.0
86.16,vehicle.nissan.micra,0.0,0.0
86.2,vehicle.nissan.micra,0.0,0.0
86.36,vehicle.nissan.micra,0.0,0.0
86.45,vehicle.nissan.micra,0.0,0.0
86.54,vehicle.nissan.micra,0.0,0.0
86.6,vehicle.nissan.micra,0.0,0.0
86.7,vehicle.nissan.micra,0.0,0.0
86.8,vehicle.nissan.micra,0.0,0.0
86.98,vehicle.nissan.micra,0.0,0.0
87.03,vehicle.nissan.micra,0.0,0.0
87.1,vehicle.nissan.micra,0.0,0.0
87.2,vehicle.nissan.micra,0.0,0.0
87.36,vehicle.nissan.micra,0.0,0.0
87.46,vehicle.nissan.micra,0.0,0.0
87.55,vehicle.nissan.micra,0.0,0.0
87.64,vehicle.nissan.micra,0.0,0.0
87.76,vehicle.nissan.micra,0.0,0.0
87.85,vehicle.nissan.micra,0.0,0.0
87.95,vehicle.nissan.micra,0.0,0.0
88.0,vehicle.nissan.micra,0.0,0.0
88.18,vehicle.nissan.micra,0.0,0.0
88.2,vehicle.nissan.micra,0.0,0.0
88.35,vehicle.nissan.micra,0.0,0.0
88.48,vehicle.nissan.micra,0.0,0.0
88.54,vehicle.nissan.micra,0.0,0.0
88.68,vehicle.nissan.micra,0.0,0.0
88.75,vehicle.nissan.micra,0.0,0.0
88.88,vehicle.nissan.micra,0.0,0.0
88.98,vehicle.nissan.micra,0.0,0.0
89.07,vehicle.nissan.micra,0.0,0.0
89.11,vehicle.nissan.micra,0.0,0.0
89.26,vehicle.nissan.micra,0.0,0.0
89.35,vehicle.nissan.micra,0.0,0.0
89.44,vehicle.nissan.micra,0.0,0.0
89.58,vehicle.nissan.micra,0.0,0.0
89.67,vehicle.nissan.micra,0.0,0.0
89.75,vehicle.nissan.micra,0.0,0.0
89.88,vehicle.nissan.micra,0.0,0.0
89.97,vehicle.nissan.micra,0.0,0.0
90.06,vehicle.nissan.micra,0.0,0.0
90.15,vehicle.nissan.micra,0.0,0.0
90.24,vehicle.nissan.micra,0.0,0.0
90.34,vehicle.nissan.micra,0.0,0.0
90.43,vehicle.nissan.micra,0.0,0.0
90.56,vehicle.nissan.micra,0.0,0.0
90.64,vehicle.nissan.micra,0.0,0.0
90.73,vehicle.nissan.micra,0.0,0.0
90.88,vehicle.nissan.micra,0.0,0.0
90.97,vehicle.nissan.micra,0.0,0.0
91.06,vehicle.nissan.micra,0.0,0.0
91.17,vehicle.nissan.micra,0.0,0.0
91.25,vehicle.nissan.micra,0.0,0.0
91.34,vehicle.nissan.micra,0.0,0.0
91.5,vehicle.nissan.micra,0.0,0.0
91.5,vehicle.nissan.micra,0.0,0.0
91.64,vehicle.nissan.micra,0.0,0.0
91.8,vehicle.nissan.micra,0.0,0.0
91.85,vehicle.nissan.micra,0.0,0.0
91.99,vehicle.nissan.micra,0.0,0.0
92.04,vehicle.nissan.micra,0.0,0.0
92.18,vehicle.nissan.micra,0.0,0.0
92.25,vehicle.nissan.micra,0.0,0.0
92.39,vehicle.nissan.micra,0.0,0.0
92.43,vehicle.nissan.micra,0.0,0.0
92.54,vehicle.nissan.micra,0.0,0.0
92.63,vehicle.nissan.micra,0.0,0.0
92.78,vehicle.nissan.micra,0.0,0.0
92.83,vehicle.nissan.micra,0.0,0.0
92.91,vehicle.nissan.micra,0.0,0.0
93.01,vehicle.nissan.micra,0.0,0.0
93.14,vehicle.nissan.micra,0.0,0.0
93.28,vehicle.nissan.micra,0.0,0.0
93.39,vehicle.nissan.micra,0.0,0.0
93.43,vehicle.nissan.micra,0.0,0.0
93.52,vehicle.nissan.micra,0.0,0.0
93.65,vehicle.nissan.micra,0.0,0.0
93.76,vehicle.nissan.micra,0.0,0.0
93.85,vehicle.nissan.micra,0.0,0.0
93.95,vehicle.nissan.micra,0.0,0.0
94.05,vehicle.nissan.micra,0.0,0.0
94.14,vehicle.nissan.micra,0.0,0.0
94.24,vehicle.nissan.micra,0.0,0.0
94.3,vehicle.nissan.micra,0.0,0.0
94.46,vehicle.nissan.micra,0.0,0.0
94.55,vehicle.nissan.micra,0.0,0.0
94.64,vehicle.nissan.micra,0.0,0.0
94.77,vehicle.nissan.micra,0.0,0.0
94.84,vehicle.nissan.micra,0.0,0.0
95.02,vehicle.nissan.micra,0.0,0.0
95.07,vehicle.nissan.micra,0.0,0.0
95.1,vehicle.nissan.micra,0.0,0.0
95.21,vehicle.nissan.micra,0.0,0.0
95.37,vehicle.nissan.micra,0.0,0.0
95.41,vehicle.nissan.micra,0.0,0.0
95.59,vehicle.nissan.micra,0.0,0.0
95.64,vehicle.nissan.micra,0.0,0.0
95.78,vehicle.nissan.micra,0.0,0.0
95.87,vehicle.nissan.micra,0.0,0.0
95.91,vehicle.nissan.micra,0.0,0.0
96.05,vehicle.nissan.micra,0.0,0.0
96.19,vehicle.nissan.micra,0.0,0.0
96.23,vehicle.nissan.micra,0.0,0.0
96.32,vehicle.nissan.micra,0.0,0.0
96.52,vehicle.nissan.micra,0.0,0.0
96.57,vehicle.nissan.micra,0.0,0.0
96.65,vehicle.nissan.micra,0.0,0.0
96.75,vehicle.nissan.micra,0.0,0.0
96.84,vehicle.nissan.micra,0.0,0.0
96.93,vehicle.nissan.micra,0.0,0.0
97.02,vehicle.nissan.micra,0.0,0.0
97.1,vehicle.nissan.micra,0.0,0.0
97.23,vehicle.nissan.micra,0.0,0.0
97.34,vehicle.nissan.micra,0.0,0.0
97.44,vehicle.nissan.micra,0.0,0.0
97.55,vehicle.nissan.micra,0.0,0.0
97.66,vehicle.nissan.micra,0.0,0.0
97.75,vehicle.nissan.micra,0.0,0.0
97.89,vehicle.nissan.micra,0.0,0.0
97.94,vehicle.nissan.micra,0.0,0.0
98.08,vehicle.nissan.micra,0.0,0.0
98.17,vehicle.nissan.micra,0.0,0.0
98.25,vehicle.nissan.micra,0.0,0.0
98.36,vehicle.nissan.micra,0.0,0.0
98.45,vehicle.nissan.micra,0.0,0.0
98.59,vehicle.nissan.micra,0.0,0.0
98.63,vehicle.nissan.micra,0.0,0.0
98.7,vehicle.nissan.micra,0.0,0.0
98.88,vehicle.nissan.micra,0.0,0.0
98.93,vehicle.nissan.micra,0.0,0.0
99.04,vehicle.nissan.micra,0.0,0.0
99.14,vehicle.nissan.micra,0.0,0.0
99.32,vehicle.nissan.micra,0.0,0.0
99.32,vehicle.nissan.micra,0.0,0.0
99.4,vehicle.nissan.micra,0.0,0.0
99.61,vehicle.nissan.micra,0.0,0.0
99.65,vehicle.nissan.micra,0.0,0.0
99.75,vehicle.nissan.micra,0.0,0.0
99.85,vehicle.nissan.micra,0.0,0.0
99.95,vehicle.nissan.micra,0.0,0.0
100.07,vehicle.nissan.micra,0.0,0.0
100.15,vehicle.nissan.micra,0.0,0.0
100.24,vehicle.nissan.micra,0.0,0.0
100.36,vehicle.nissan.micra,0.0,0.0
100.45,vehicle.nissan.micra,0.0,0.0
100.55,vehicle.nissan.micra,0.0,0.0
100.63,vehicle.nissan.micra,0.0,0.0
100.72,vehicle.nissan.micra,0.0,0.0
100.85,vehicle.nissan.micra,0.0,0.0
100.94,vehicle.nissan.micra,0.0,0.0
101.04,vehicle.nissan.micra,0.0,0.0
101.13,vehicle.nissan.micra,0.0,0.0
101.27,vehicle.nissan.micra,0.0,0.0
101.32,vehicle.nissan.micra,0.0,0.0
101.41,vehicle.nissan.micra,0.0,0.0
101.5,vehicle.nissan.micra,0.0,0.0
101.69,vehicle.nissan.micra,0.0,0.0
101.77,vehicle.nissan.micra,0.0,0.0
101.82,vehicle.nissan.micra,0.0,0.0
101.97,vehicle.nissan.micra,0.0,0.0
102.06,vehicle.nissan.micra,0.0,0.0
102.15,vehicle.nissan.micra,0.0,0.0
102.24,vehicle.nissan.micra,0.0,0.0
102.36,vehicle.nissan.micra,0.0,0.0
102.45,vehicle.nissan.micra,0.0,0.0
102.56,vehicle.nissan.micra,0.0,0.0
102.65,vehicle.nissan.micra,0.0,0.0
102.78,vehicle.nissan.micra,0.0,0.0
102.88,vehicle.nissan.micra,0.0,0.0
102.93,vehicle.nissan.micra,0.0,0.0
103.01,vehicle.nissan.micra,0.0,0.0
103.15,vehicle.nissan.micra,0.0,0.0
103.24,vehicle.nissan.micra,0.0,0.0
103.33,vehicle.nissan.micra,0.0,0.0
103.45,vehicle.nissan.micra,0.0,0.0
103.53,vehicle.nissan.micra,0.0,0.0
103.64,vehicle.nissan.micra,0.0,0.0
103.74,vehicle.nissan.micra,0.0,0.0
103.84,vehicle.nissan.micra,0.0,0.0
103.98,vehicle.nissan.micra,0.0,0.0
104.02,vehicle.nissan.micra,0.0,0.0
104.15,vehicle.nissan.micra,0.0,0.0
104.24,vehicle.nissan.micra,0.0,0.0
104.33,vehicle.nissan.micra,0.0,0.0
104.4,vehicle.nissan.micra,0.0,0.0
104.55,vehicle.nissan.micra,0.0,0.0
104.69,vehicle.nissan.micra,0.0,0.0
104.7,vehicle.nissan.micra,0.0,0.0
104.87,vehicle.nissan.micra,0.0,0.0
104.96,vehicle.nissan.micra,0.0,0.0
105.0,vehicle.nissan.micra,0.0,0.0
105.14,vehicle.nissan.micra,0.0,0.0
105.25,vehicle.nissan.micra,0.0,0.0
105.37,vehicle.nissan.micra,0.0,0.0
105.46,vehicle.nissan.micra,0.0,0.0
105.5,vehicle.nissan.micra,0.0,0.0
105.68,vehicle.nissan.micra,0.0,0.0
105.77,vehicle.nissan.micra,0.0,0.0
105.88,vehicle.nissan.micra,0.0,0.0
105.94,vehicle.nissan.micra,0.0,0.0
106.06,vehicle.nissan.micra,0.0,0.0
106.11,vehicle.nissan.micra,0.0,0.0
106.25,vehicle.nissan.micra,0.0,0.0
106.34,vehicle.nissan.micra,0.0,0.0
106.47,vehicle.nissan.micra,0.0,0.0
106.56,vehicle.nissan.micra,0.0,0.0
106.66,vehicle.nissan.micra,0.0,0.0
106.75,vehicle.nissan.micra,0.0,0.0
106.88,vehicle.nissan.micra,0.0,0.0
106.93,vehicle.nissan.micra,0.0,0.0
107.07,vehicle.nissan.micra,0.0,0.0
107.16,vehicle.nissan.micra,0.0,0.0
107.25,vehicle.nissan.micra,0.0,0.0
107.39,vehicle.nissan.micra,0.0,0.0
107.44,vehicle.nissan.micra,0.0,0.0
107.57,vehicle.nissan.micra,0.0,0.0
107.66,vehicle.nissan.micra,0.0,0.0
107.73,vehicle.nissan.micra,0.0,0.0
107.84,vehicle.nissan.micra,0.0,0.0
107.95,vehicle.nissan.micra,0.0,0.0
108.08,vehicle.nissan.micra,0.0,0.0
108.13,vehicle.nissan.micra,0.0,0.0
108.29,vehicle.nissan.micra,0.0,0.0
108.33,vehicle.nissan.micra,0.0,0.0
108.42,vehicle.nissan.micra,0.0,0.0
108.58,vehicle.nissan.micra,0.0,0.0
108.67,vehicle.nissan.micra,0.0,0.0
108.83,vehicle.nissan.micra,0.0,0.0
108.87,vehicle.nissan.micra,0.0,0.0
108.96,vehicle.nissan.micra,0.0,0.0
109.01,vehicle.nissan.micra,0.0,0.0
109.16,vehicle.nissan.micra,0.0,0.0
109.26,vehicle.nissan.micra,0.0,0.0
109.36,vehicle.nissan.micra,0.0,0.0
109.45,vehicle.nissan.micra,0.0,0.0
109.55,vehicle.nissan.micra,0.0,0.0
109.64,vehicle.nissan.micra,0.0,0.0
109.78,vehicle.nissan.micra,0.0,0.0
109.83,vehicle.nissan.micra,0.0,0.0
109.97,vehicle.nissan.micra,0.0,0.0
110.06,vehicle.nissan.micra,0.0,0.0
110.15,vehicle.nissan.micra,0.0,0.0
110.2,vehicle.nissan.micra,0.0,0.0
110.34,vehicle.nissan.micra,0.0,0.0
110.43,vehicle.nissan.micra,0.0,0.0
110.58,vehicle.nissan.micra,0.0,0.0
110.67,vehicle.nissan.micra,0.0,0.0
110.76,vehicle.nissan.micra,0.0,0.0
110.85,vehicle.nissan.micra,0.0,0.0
110.94,vehicle.nissan.micra,0.0,0.0
111.03,vehicle.nissan.micra,0.0,0.0
111.17,vehicle.nissan.micra,0.0,0.0
111.25,vehicle.nissan.micra,0.0,0.0
111.38,vehicle.nissan.micra,0.0,0.0
111.44,vehicle.nissan.micra,0.0,0.0
111.54,vehicle.nissan.micra,0.0,0.0
111.64,vehicle.nissan.micra,0.0,0.0
111.75,vehicle.nissan.micra,0.0,0.0
111.84,vehicle.nissan.micra,0.0,0.0
111.9,vehicle.nissan.micra,0.0,0.0
112.05,vehicle.nissan.micra,0.0,0.0
