Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,0.92546
0.1,toyota.prius,0.0,0.92544
0.2,toyota.prius,0.0,0.92526
0.3,toyota.prius,0.0,0.92492
0.41,toyota.prius,0.0,0.92517
0.51,toyota.prius,0.0,0.92504
0.61,toyota.prius,0.0,0.92517
0.71,toyota.prius,0.0,0.9252
0.81,toyota.prius,0.0,0.92498
0.91,toyota.prius,0.0,0.92473
1.02,toyota.prius,0.0,0.92473
1.12,toyota.prius,0.0,0.92475
1.22,toyota.prius,0.0,0.92475
1.32,toyota.prius,0.0,0.94265
1.42,toyota.prius,0.01,0.96586
1.52,toyota.prius,0.02,0.98431
1.63,toyota.prius,0.04,0.99646
1.73,toyota.prius,0.06,1.00301
1.83,toyota.prius,0.09,1.0057
1.93,toyota.prius,0.14,1.00412
2.03,toyota.prius,0.2,1.00179
2.13,toyota.prius,0.26,0.99993
2.23,toyota.prius,0.33,0.99887
2.34,toyota.prius,0.4,0.99785
2.44,toyota.prius,0.48,0.99662
2.54,toyota.prius,0.56,0.99643
2.64,toyota.prius,0.65,0.99684
2.74,toyota.prius,0.74,0.99768
2.84,toyota.prius,0.83,0.99894
2.94,toyota.prius,0.9,0.99936
3.05,toyota.prius,1.0,0.99972
3.15,toyota.prius,1.11,0.99992
3.25,toyota.prius,1.21,1.00036
3.35,toyota.prius,1.32,1.0014
3.45,toyota.prius,1.43,1.00129
3.56,toyota.prius,1.5,1.00185
3.66,toyota.prius,1.62,1.00034
3.76,toyota.prius,1.74,1.00292
3.86,toyota.prius,1.86,1.00418
3.96,toyota.prius,1.97,1.00873
4.06,toyota.prius,2.09,1.01151
4.17,toyota.prius,2.17,1.01652
4.27,toyota.prius,2.24,1.01888
4.37,toyota.prius,2.32,1.02275
4.47,toyota.prius,2.45,1.02829
4.57,toyota.prius,2.59,1.02895
4.67,toyota.prius,2.72,1.02935
4.78,toyota.prius,2.84,1.02706
4.88,toyota.prius,2.97,1.02126
4.98,toyota.prius,3.04,1.00602
5.08,toyota.prius,3.16,0.94662
5.18,toyota.prius,3.27,0.91324
5.28,toyota.prius,3.37,0.88872
5.38,toyota.prius,3.45,0.88173
5.49,toyota.prius,3.52,0.88789
5.59,toyota.prius,3.51,0.90081
5.69,toyota.prius,3.51,0.91666
5.79,toyota.prius,3.5,0.9361
5.89,toyota.prius,3.54,0.99673
5.99,toyota.prius,3.58,0.98206
6.1,toyota.prius,3.62,0.70611
6.2,toyota.prius,3.65,0.30325
6.3,toyota.prius,3.69,-0.13919
6.4,toyota.prius,3.68,-0.58878
6.5,toyota.prius,3.68,-1.03509
6.6,toyota.prius,3.68,-1.48453
6.71,toyota.prius,3.69,-1.94576
6.81,toyota.prius,3.69,-2.2445
6.91,toyota.prius,3.75,-2.29877
7.01,toyota.prius,3.8,-2.2482
7.11,toyota.prius,3.84,-2.1947
7.21,toyota.prius,3.88,-2.14859
7.32,toyota.prius,3.9,-2.1091
7.42,toyota.prius,3.87,-2.07632
7.52,toyota.prius,3.84,-2.04843
7.62,toyota.prius,3.82,-2.02631
7.72,toyota.prius,3.79,-2.0076
7.82,toyota.prius,3.78,-1.99429
7.93,toyota.prius,3.76,-1.98312
8.03,toyota.prius,3.76,-1.97765
8.13,toyota.prius,3.75,-1.97817
8.23,toyota.prius,3.75,-1.99152
8.33,toyota.prius,3.75,-2.01206
8.43,toyota.prius,3.75,-2.03225
8.53,toyota.prius,3.75,-2.04098
8.63,toyota.prius,3.74,-2.04517
8.74,toyota.prius,3.73,-2.04415
8.84,toyota.prius,3.72,-2.03979
8.94,toyota.prius,3.7,-2.03048
9.04,toyota.prius,3.69,-2.01986
9.14,toyota.prius,3.74,-1.99808
9.24,toyota.prius,3.78,-1.98909
9.34,toyota.prius,3.82,-1.98434
9.44,toyota.prius,3.87,-1.98496
9.55,toyota.prius,3.91,-1.99338
9.65,toyota.prius,3.9,-2.00698
9.75,toyota.prius,3.88,-2.02191
9.85,toyota.prius,3.87,-2.03064
9.95,toyota.prius,3.85,-2.03658
10.05,toyota.prius,3.84,-2.03783
10.15,toyota.prius,3.82,-2.03707
10.26,toyota.prius,3.8,-2.0315
10.36,toyota.prius,3.78,-2.02396
10.46,toyota.prius,3.76,-1.99612
10.56,toyota.prius,3.75,-1.65109
10.66,toyota.prius,3.74,-1.28524
10.76,toyota.prius,3.73,-1.1712
10.86,toyota.prius,3.72,-1.18719
10.97,toyota.prius,3.72,-1.31656
11.07,toyota.prius,3.72,-1.45437
11.17,toyota.prius,3.72,-1.54837
11.27,toyota.prius,3.72,-1.77088
11.37,toyota.prius,3.72,-2.25421
11.47,toyota.prius,3.71,-2.56436
11.57,toyota.prius,3.7,-2.68707
11.68,toyota.prius,3.69,-2.66809
11.78,toyota.prius,3.68,-2.5477
11.88,toyota.prius,3.67,-2.44928
11.98,toyota.prius,3.66,-2.38385
12.08,toyota.prius,3.65,-2.30849
12.18,toyota.prius,3.65,-2.28
12.29,toyota.prius,3.64,-2.26709
12.39,toyota.prius,3.65,-2.20892
12.49,toyota.prius,3.65,-2.15561
12.59,toyota.prius,3.66,-2.13422
12.69,toyota.prius,3.66,-2.12857
12.79,toyota.prius,3.67,-2.11502
12.89,toyota.prius,3.67,-2.08895
12.99,toyota.prius,3.67,-2.05539
13.1,toyota.prius,3.66,-2.03427
13.2,toyota.prius,3.66,-2.02542
13.3,toyota.prius,3.65,-2.01669
13.4,toyota.prius,3.64,-2.00747
13.5,toyota.prius,3.64,-1.99762
13.6,toyota.prius,3.63,-1.99164
13.7,toyota.prius,3.63,-1.98633
13.81,toyota.prius,3.63,-1.98419
13.91,toyota.prius,3.63,-1.98621
14.01,toyota.prius,3.64,-1.99444
14.11,toyota.prius,3.65,-2.00964
14.21,toyota.prius,3.65,-2.02963
14.31,toyota.prius,3.65,-2.04654
14.42,toyota.prius,3.65,-2.066
14.52,toyota.prius,3.65,-2.08352
14.62,toyota.prius,3.65,-2.10037
14.72,toyota.prius,3.64,-2.11642
14.82,toyota.prius,3.63,-2.13174
14.92,toyota.prius,3.63,-2.14258
15.02,toyota.prius,3.62,-2.15576
15.13,toyota.prius,3.62,-2.16827
15.23,toyota.prius,3.62,-2.18313
15.33,toyota.prius,3.62,-2.20236
15.43,toyota.prius,3.63,-2.22635
15.53,toyota.prius,3.63,-2.25683
15.63,toyota.prius,3.64,-2.29479
15.74,toyota.prius,3.64,-2.32937
15.84,toyota.prius,3.59,-2.32937
15.94,toyota.prius,3.54,-2.36038
16.04,toyota.prius,3.49,-2.38583
16.14,toyota.prius,3.45,-2.40636
16.24,toyota.prius,3.4,-2.42102
16.34,toyota.prius,3.41,-2.43231
16.45,toyota.prius,3.42,-2.43933
16.55,toyota.prius,3.43,-2.44763
16.65,toyota.prius,3.44,-2.45632
16.75,toyota.prius,3.45,-2.47357
16.85,toyota.prius,3.47,-2.49575
16.95,toyota.prius,3.48,-2.52169
17.05,toyota.prius,3.5,-2.5589
17.16,toyota.prius,3.52,-2.61749
17.26,toyota.prius,3.53,-2.6823
17.36,toyota.prius,3.54,-2.74356
17.46,toyota.prius,3.55,-2.79144
17.56,toyota.prius,3.51,-2.79144
17.66,toyota.prius,3.46,-2.83151
17.76,toyota.prius,3.41,-2.86618
17.87,toyota.prius,3.37,-2.89923
17.97,toyota.prius,3.33,-2.92471
18.07,toyota.prius,3.35,-2.9404
18.17,toyota.prius,3.37,-2.95673
18.27,toyota.prius,3.38,-2.97952
18.37,toyota.prius,3.4,-3.00476
18.47,toyota.prius,3.42,-3.03467
18.58,toyota.prius,3.44,-3.06979
18.68,toyota.prius,3.46,-3.11029
18.78,toyota.prius,3.48,-3.14798
18.88,toyota.prius,3.44,-3.14798
18.98,toyota.prius,3.41,-3.17792
19.08,toyota.prius,3.37,-3.19223
19.18,toyota.prius,3.33,-3.19879
19.29,toyota.prius,3.3,-3.19696
19.39,toyota.prius,3.32,-3.19214
19.49,toyota.prius,3.34,-3.18469
19.59,toyota.prius,3.35,-3.18253
19.69,toyota.prius,3.37,-3.1831
19.79,toyota.prius,3.39,-3.18466
19.89,toyota.prius,3.4,-3.19015
20.0,toyota.prius,3.42,-3.19567
20.1,toyota.prius,3.39,-3.19567
20.2,toyota.prius,3.35,-3.19985
20.3,toyota.prius,3.33,-3.20315
20.4,toyota.prius,3.3,-3.19977
20.5,toyota.prius,3.27,-3.20173
20.6,toyota.prius,3.3,-3.18759
20.71,toyota.prius,3.33,-3.16982
20.81,toyota.prius,3.35,-3.26309
20.91,toyota.prius,3.37,-3.43063
21.01,toyota.prius,3.38,-3.64053
21.11,toyota.prius,3.4,-3.98272
21.21,toyota.prius,3.41,-4.30817
21.31,toyota.prius,3.37,-4.30817
21.42,toyota.prius,3.33,-4.51306
21.52,toyota.prius,3.3,-4.65372
21.62,toyota.prius,3.27,-4.73776
21.72,toyota.prius,3.25,-4.56668
21.82,toyota.prius,3.28,-4.24264
21.92,toyota.prius,3.31,-3.80054
22.02,toyota.prius,3.34,-3.26055
22.13,toyota.prius,3.37,-2.86453
22.23,toyota.prius,3.39,-2.61855
22.33,toyota.prius,3.35,-2.61855
22.43,toyota.prius,3.31,-2.41022
22.53,toyota.prius,3.28,-2.29877
22.63,toyota.prius,3.24,-2.33139
22.74,toyota.prius,3.21,-2.45163
22.84,toyota.prius,3.23,-2.63101
22.94,toyota.prius,3.26,-2.77752
23.04,toyota.prius,3.28,-2.8995
23.14,toyota.prius,3.25,-2.8995
23.24,toyota.prius,3.23,-3.0245
23.35,toyota.prius,3.21,-3.14529
23.45,toyota.prius,3.19,-3.2489
23.55,toyota.prius,3.18,-3.34091
23.65,toyota.prius,3.22,-3.42731
23.75,toyota.prius,3.25,-3.5083
23.85,toyota.prius,3.28,-3.5701
23.96,toyota.prius,3.25,-3.5701
24.06,toyota.prius,3.23,-3.61429
24.16,toyota.prius,3.2,-3.67291
24.26,toyota.prius,3.17,-3.73221
24.36,toyota.prius,3.15,-3.77349
24.46,toyota.prius,3.18,-3.83038
24.57,toyota.prius,3.15,-3.83038
24.67,toyota.prius,3.13,-3.89487
24.77,toyota.prius,3.11,-3.94018
24.87,toyota.prius,3.1,-3.99317
24.97,toyota.prius,3.09,-4.04349
25.07,toyota.prius,3.13,-4.09748
25.18,toyota.prius,3.12,-4.09748
25.28,toyota.prius,3.11,-4.17648
25.38,toyota.prius,3.1,-4.25723
25.48,toyota.prius,3.09,-4.30709
25.58,toyota.prius,3.07,-4.3237
25.68,toyota.prius,3.12,-4.34515
25.79,toyota.prius,3.1,-4.34515
25.89,toyota.prius,3.08,-4.35284
25.99,toyota.prius,3.06,-4.35364
26.09,toyota.prius,3.05,-4.33615
26.19,toyota.prius,3.03,-4.29868
26.29,toyota.prius,3.02,-4.29868
26.4,toyota.prius,3.0,-4.25189
26.5,toyota.prius,2.99,-4.23157
26.6,toyota.prius,2.99,-4.23627
26.7,toyota.prius,2.98,-4.23358
26.8,toyota.prius,3.03,-4.25278
26.9,toyota.prius,3.03,-4.25278
27.0,toyota.prius,3.03,-4.28244
27.11,toyota.prius,3.02,-4.31579
27.21,toyota.prius,3.02,-4.35208
27.31,toyota.prius,3.01,-4.37888
27.41,toyota.prius,3.06,-4.39426
27.51,toyota.prius,3.05,-4.39426
27.61,toyota.prius,3.04,-4.39981
27.72,toyota.prius,3.02,-4.39682
27.82,toyota.prius,3.01,-4.38067
27.92,toyota.prius,2.94,-4.38067
28.02,toyota.prius,2.94,-4.35767
28.12,toyota.prius,2.93,-4.32513
28.22,toyota.prius,2.92,-4.28594
28.33,toyota.prius,2.92,-4.24689
28.43,toyota.prius,2.98,-4.21331
28.53,toyota.prius,2.97,-4.21331
28.63,toyota.prius,2.97,-4.18112
28.73,toyota.prius,2.97,-4.15674
28.83,toyota.prius,2.97,-4.13821
28.94,toyota.prius,2.97,-4.12104
29.04,toyota.prius,2.97,-4.12104
29.14,toyota.prius,2.97,-4.10468
29.24,toyota.prius,2.96,-4.08288
29.34,toyota.prius,2.96,-4.05624
29.44,toyota.prius,2.9,-4.05624
29.54,toyota.prius,2.9,-4.02932
29.65,toyota.prius,2.89,-3.99789
29.75,toyota.prius,2.89,-3.96347
29.85,toyota.prius,2.89,-3.93015
29.95,toyota.prius,2.88,-3.93015
30.05,toyota.prius,2.88,-3.89532
30.15,toyota.prius,2.88,-3.86324
30.26,toyota.prius,2.89,-3.83255
30.36,toyota.prius,2.83,-3.83255
30.46,toyota.prius,2.84,-3.80368
30.56,toyota.prius,2.85,-3.78198
30.66,toyota.prius,2.86,-3.76702
30.76,toyota.prius,2.87,-3.75738
30.87,toyota.prius,2.88,-3.75738
30.97,toyota.prius,2.89,-3.7435
31.07,toyota.prius,2.89,-3.72162
31.17,toyota.prius,2.89,-3.69772
31.27,toyota.prius,2.83,-3.69772
31.37,toyota.prius,2.84,-3.66979
31.48,toyota.prius,2.84,-3.63708
31.58,toyota.prius,2.84,-3.60425
31.68,toyota.prius,2.78,-3.60425
31.78,toyota.prius,2.79,-3.56705
31.88,toyota.prius,2.79,-3.5285
31.98,toyota.prius,2.8,-3.49198
32.08,toyota.prius,2.75,-3.49198
32.19,toyota.prius,2.76,-3.45539
32.29,toyota.prius,2.78,-3.4227
32.39,toyota.prius,2.79,-3.39301
32.49,toyota.prius,2.81,-3.3681
32.59,toyota.prius,2.82,-3.3681
32.69,toyota.prius,2.83,-3.35379
32.8,toyota.prius,2.84,-3.33993
32.9,toyota.prius,2.85,-3.32107
33.0,toyota.prius,2.8,-3.32107
33.1,toyota.prius,2.81,-3.30023
33.2,toyota.prius,2.81,-3.27362
33.3,toyota.prius,2.82,-3.24429
33.41,toyota.prius,2.82,-3.21353
33.51,toyota.prius,2.82,-3.21353
33.61,toyota.prius,2.82,-3.1785
33.71,toyota.prius,2.82,-3.14295
33.81,toyota.prius,2.83,-3.1047
33.91,toyota.prius,2.77,-3.1047
34.01,toyota.prius,2.78,-3.06619
34.12,toyota.prius,2.79,-3.03176
34.22,toyota.prius,2.8,-2.9981
34.32,toyota.prius,2.76,-2.9981
34.42,toyota.prius,2.77,-2.97021
34.52,toyota.prius,2.79,-2.95159
34.62,toyota.prius,2.8,-2.93594
34.72,toyota.prius,2.82,-2.92145
34.83,toyota.prius,2.83,-2.92145
34.93,toyota.prius,2.84,-2.90155
35.03,toyota.prius,2.84,-2.87695
35.13,toyota.prius,2.84,-2.85165
35.23,toyota.prius,2.79,-2.85165
35.33,toyota.prius,2.8,-2.82168
35.44,toyota.prius,2.8,-2.78744
35.54,toyota.prius,2.8,-2.75269
35.64,toyota.prius,2.81,-2.71439
35.74,toyota.prius,2.81,-2.71439
35.84,toyota.prius,2.81,-2.677
35.94,toyota.prius,2.82,-2.64074
36.04,toyota.prius,2.83,-2.60595
36.15,toyota.prius,2.78,-2.60595
36.25,toyota.prius,2.79,-2.57779
36.35,toyota.prius,2.81,-2.55422
36.45,toyota.prius,2.82,-2.53632
