index,x,y,z,carla_heading,heading,latitude,longitude,elevation
35,113.26026153564453,-148.63809204101562,242.68157958984375,107.32965850830078,197.32965850830078,42.30192864029087,-83.69790757894887,242.68157958984375
36,112.40741729736328,-146.09718322753906,242.4192657470703,110.8267593383789,200.8267593383789,42.3019058153985,-83.69791793722396,242.4192657470703
37,112.40741729736328,-146.09718322753906,242.4192657470703,113.23897552490234,203.23897552490234,42.3019058153985,-83.69791793722396,242.4192657470703
38,111.9273452758789,-144.09152221679688,242.2974395751953,96.49835968017578,186.49835968017578,42.301887798612086,-83.69792376796988,242.2974395751953
39,111.85423278808594,-142.06480407714844,242.1778106689453,88.67733001708984,178.67733001708984,42.3018695926649,-83.69792465596235,242.1778106689453
40,111.97135162353516,-140.0498046875,242.05975341796875,85.13896942138672,175.13896942138672,42.301851491981665,-83.69792323348793,242.05975341796875
41,112.17721557617188,-138.05052185058594,241.94264221191406,83.21285247802734,173.21285247802734,42.30183353247466,-83.69792073315392,241.94264221191406
42,112.43863677978516,-136.0633544921875,241.82568359375,81.94629669189453,171.94629669189453,42.3018156817956,-83.69791755804572,241.82568359375
43,112.73070526123047,-134.08197021484375,241.70814514160156,81.3734130859375,171.3734130859375,42.3017978830608,-83.697914010709,241.70814514160156
44,113.03410339355469,-132.10365295410156,241.58998107910156,81.25688934326172,171.25688934326172,42.30178011187195,-83.69791032576728,241.58998107910156
45,113.33470916748047,-130.12606811523438,241.47125244140625,81.50569915771484,171.50569915771484,42.30176234725735,-83.69790667474032,241.47125244140625
46,113.62167358398438,-128.14730834960938,241.35289001464844,82.06719970703125,172.06719970703125,42.301744572083464,-83.69790318939538,241.35289001464844
47,113.87568664550781,-126.16621398925781,241.24046325683594,83.4602279663086,173.4602279663086,42.30172677593288,-83.69790010426324,241.24046325683594
48,114.06953430175781,-124.17977905273438,241.12937927246094,85.30561828613281,175.3056182861328,42.301708931802864,-83.69789774987393,241.12937927246094
49,114.21087646484375,-120.41165924072266,240.90357971191406,91.81490325927734,181.81490325927734,42.30167508279729,-83.69789603319352,240.90357971191406
50,114.21087646484375,-120.41165924072266,240.90357971191406,91.81490325927734,181.81490325927734,42.30167508279729,-83.69789603319352,240.90357971191406
51,114.14391326904297,-118.40721130371094,240.77081298828125,92.01358032226562,182.01358032226562,42.30165707684185,-83.69789684649936,240.77081298828125
52,113.99486541748047,-114.58001708984375,240.5305938720703,92.37760162353516,182.37760162353516,42.301622697142676,-83.69789865676972,240.5305938720703
53,113.994873046875,-114.58001708984375,240.5305938720703,92.37760162353516,182.37760162353516,42.301622697142676,-83.69789865667705,240.5305938720703
54,113.91463470458984,-112.58162689208984,240.40936279296875,92.22339630126953,182.22339630126953,42.301604745589,-83.69789963121706,240.40936279296875
55,113.83951568603516,-110.58302307128906,240.28814697265625,92.08399963378906,182.08399963378906,42.30158679211121,-83.69790054357998,240.28814697265625
56,113.75733184814453,-108.61180114746094,240.16693115234375,92.835205078125,182.835205078125,42.30156908460026,-83.69790154174912,240.16693115234375
57,113.6445083618164,-106.64655303955078,240.04611206054688,93.75370025634766,183.75370025634766,42.301551430747224,-83.69790291205409,240.04611206054688
58,113.49996948242188,-104.68301391601562,239.93008422851562,94.6869888305664,184.6869888305664,42.30153379224106,-83.69790466756044,239.93008422851562
59,113.3232192993164,-102.72168731689453,239.8201141357422,95.63507843017578,185.63507843017578,42.30151617360514,-83.69790681429127,239.8201141357422
60,113.11376953125,-100.76311492919922,239.7161865234375,96.59797668457031,186.5979766845703,42.30149857970537,-83.69790935817703,239.7161865234375
61,112.87114715576172,-98.80785369873047,239.61831665039062,97.57567596435547,187.57567596435547,42.301481015544965,-83.69791230496286,239.61831665039062
62,112.59487915039062,-96.85652923583984,239.5264892578125,98.56818389892578,188.56818389892578,42.30146348674373,-83.69791566039385,239.5264892578125
63,112.2845230102539,-94.90978240966797,239.4407196044922,99.57550048828125,189.57550048828125,42.3014459990587,-83.6979194298445,239.4407196044922
64,111.93897247314453,-92.96366119384766,239.36097717285156,100.42640686035156,190.42640686035156,42.301428516988636,-83.697923626751,239.36097717285156
65,111.58920288085938,-90.96637725830078,239.28585815429688,99.41804504394531,189.4180450439453,42.30141057531716,-83.6979278749003,239.28585815429688
66,111.27448272705078,-88.96382904052734,239.21435546875,98.42449188232422,188.42449188232422,42.30139258635137,-83.69793169735436,239.21435546875
67,110.99436950683594,-86.95670318603516,239.14646911621094,97.44574737548828,187.44574737548828,42.301374556259304,-83.69793509948768,239.14646911621094
68,110.74842071533203,-84.94561767578125,239.0821990966797,96.48179626464844,186.48179626464844,42.301356490592326,-83.6979380866747,239.0821990966797
69,110.53614807128906,-82.93120574951172,239.02154541015625,95.53265380859375,185.53265380859375,42.30133839503881,-83.69794066484589,239.02154541015625
70,110.35710906982422,-80.91402435302734,238.96449279785156,94.59832000732422,184.59832000732422,42.30132027460181,-83.6979428393757,238.96449279785156
71,110.21078491210938,-78.89461517333984,238.91107177734375,93.67877960205078,183.67877960205078,42.301302134147306,-83.69794461656527,238.91107177734375
72,110.0967025756836,-76.87347412109375,238.86007690429688,92.7740478515625,182.7740478515625,42.301283978130044,-83.6979460021597,238.86007690429688
73,110.01288604736328,-74.85870361328125,238.8091583251953,92.20478057861328,182.20478057861328,42.30126587933452,-83.69794702015878,238.8091583251953
74,109.86343383789062,-71.1957778930664,238.7071533203125,92.77210998535156,182.77210998535156,42.30123297505574,-83.6979488353403,238.7071533203125
75,109.86343383789062,-71.1957778930664,238.7071533203125,92.77210998535156,182.77210998535156,42.30123297505574,-83.6979488353403,238.7071533203125
76,109.77019500732422,-69.19878387451172,238.65594482421875,92.53662109375,182.53662109375,42.30121503593293,-83.69794996777857,238.65594482421875
77,109.61474609375,-65.5350112915039,238.56329345703125,92.37494659423828,182.37494659423828,42.30118212402016,-83.69795185579345,238.56329345703125
78,109.61474609375,-65.5350112915039,238.56329345703125,92.37494659423828,182.37494659423828,42.30118212402016,-83.69795185579345,238.56329345703125
79,109.53515625,-63.53742599487305,238.51348876953125,92.32683563232422,182.32683563232422,42.30116417957137,-83.69795282245707,238.51348876953125
80,109.60832214355469,-65.37521362304688,238.5592803955078,92.37338256835938,182.37338256835938,42.30118068854668,-83.69795193381594,238.5592803955078
81,109.60832214355469,-65.37521362304688,238.5592803955078,92.37338256835938,182.37338256835938,42.30118068854668,-83.69795193381594,238.5592803955078
82,109.52884674072266,-63.37761306762695,238.50953674316406,92.2279281616211,182.2279281616211,42.30116274396039,-83.69795289908961,238.50953674316406
