timestamp_posix,msgCount,temporaryId,latitude,longitude,elevation,speed,heading,length,width
1696357942.3831458,37,ca62cd16,42.2994845,-83.6992433,233.0,125.0,358.5,314,159
1696357942.3858387,38,ca62cd16,42.2994957,-83.6992436,233.1,125.0,358.5,314,159
1696357942.4059749,39,ca62cd16,42.2995071,-83.6992439,233.1,125.0,358.6,314,159
1696357942.4088132,40,ca62cd16,42.2995183,-83.6992442,233.2,125.0,358.70000000000005,314,159
1696357942.415492,41,ca62cd16,42.2995296,-83.6992445,233.2,125.0,358.70000000000005,314,159
1696357942.4211993,42,ca62cd16,42.2995408,-83.6992448,233.3,125.0,358.8,314,159
1696357942.4239295,43,ca62cd16,42.2995522,-83.6992451,233.3,125.0,358.90000000000003,314,159
1696357942.429575,44,ca62cd16,42.2995634,-83.6992455,233.4,125.0,358.90000000000003,314,159
1696357942.435109,45,ca62cd16,42.2995745,-83.6992456,233.4,125.0,359.0,314,159
1696357942.4376457,46,ca62cd16,42.2995848,-83.6992459,233.5,125.0,359.1,314,159
1696357942.4455256,47,ca62cd16,42.299596,-83.699246,233.5,125.0,359.1,314,159
1696357942.4508934,48,ca62cd16,42.2996073,-83.6992463,233.6,125.0,359.20000000000005,314,159
1696357942.4534338,49,ca62cd16,42.2996185,-83.6992464,233.6,125.0,359.3,314,159
1696357942.4609394,50,ca62cd16,42.2996299,-83.6992466,233.6,125.0,359.3,314,159
1696357942.4655588,51,ca62cd16,42.2996411,-83.6992467,233.7,125.0,359.40000000000003,314,159
1696357942.4682453,52,ca62cd16,42.2996524,-83.6992469,233.7,125.0,359.5,314,159
1696357942.4760673,53,ca62cd16,42.2996636,-83.6992469,233.8,125.0,359.5,314,159
1696357942.4791563,54,ca62cd16,42.2996748,-83.699247,233.8,125.0,359.6,314,159
1696357942.4815943,55,ca62cd16,42.2996861,-83.699247,233.9,125.0,359.70000000000005,314,159
1696357942.4940886,56,ca62cd16,42.2996973,-83.6992471,233.9,125.0,359.70000000000005,314,159
