TimeStamp, Counter, RelativeDistance, RelativeSpeed, LeadVehicleSpeed
1711407487.1383,630.0,21.97,0.0,8.0
1711407487.2384,631.0,21.97,0.0,8.0
1711407487.3387,632.0,21.912,0.0,8.0
1711407487.4388,633.0,21.912,0.0,8.0
1711407487.539,634.0,23.868,0.0,8.0
1711407487.6391,635.0,21.844,0.0,8.0
1711407487.7392,636.0,21.844,0.0,8.0
1711407487.8393,637.0,21.814,0.0,8.0
1711407487.9395,638.0,21.814,0.0,8.0
1711407488.0397,639.0,24.507,0.0,8.0
1711407488.1398,640.0,22.481,0.0,8.0
1711407488.2399,641.0,22.481,0.0,8.0
1711407488.34,642.0,22.451,0.0,8.0
1711407488.4402,643.0,22.451,0.0,8.0
1711407488.5403,644.0,22.451,0.0,8.0
1711407488.6405,645.0,22.422,0.0,8.0
1711407488.7407,646.0,22.422,0.0,8.0
1711407488.8408,647.0,22.414,0.0,8.0
1711407488.9409,648.0,22.414,0.0,8.0
1711407489.041,649.0,22.414,0.0,8.0
1711407489.1412,650.0,22.457,0.0,8.0
1711407489.2414,651.0,22.457,0.0,8.0
1711407489.3416,652.0,23.469,0.0,8.0
1711407489.4417,653.0,23.469,0.0,8.0
1711407489.5419,654.0,23.469,0.0,8.0
1711407489.642,655.0,21.515,0.0,8.0
1711407489.7422,656.0,23.533,0.0,8.0
1711407489.8423,657.0,21.579,0.0,8.0
1711407489.9424,658.0,21.579,0.0,8.0
1711407490.0425,659.0,23.577,0.0,8.0
1711407490.1426,660.0,21.624,0.0,8.0
1711407490.2427,661.0,23.622,0.0,8.0
1711407490.3428,662.0,21.664,0.0,8.0
1711407490.4431,663.0,21.664,0.0,8.0
1711407490.5432,664.0,23.662,0.0,8.0
1711407490.6433,665.0,21.664,0.0,8.0
1711407490.7434,666.0,24.483,0.0,8.0
1711407490.8435,667.0,21.788,0.0,8.0
1711407490.9437,668.0,21.788,0.0,8.0
1711407491.0438,669.0,21.788,0.0,8.0
1711407491.144,670.0,23.806,0.0,8.0
1711407491.2441,671.0,21.808,0.0,8.0
1711407491.3443,672.0,23.878,0.0,8.0
1711407491.4444,673.0,21.881,0.0,8.0
1711407491.5445,674.0,21.881,0.0,8.0
1711407491.6446,675.0,23.9,0.0,8.0
1711407491.7447,676.0,21.902,0.0,8.0
1711407491.8449,677.0,23.899,0.0,8.0
1711407491.945,678.0,21.902,0.0,8.0
1711407492.0452,679.0,21.902,0.0,8.0
1711407492.1454,680.0,23.899,0.0,8.0
1711407492.2456,681.0,20.933,0.0,8.0
1711407492.3456,682.0,22.931,0.0,8.0
1711407492.4458,683.0,22.931,0.0,8.0
1711407492.546,684.0,20.913,0.0,8.0
1711407492.6461,685.0,22.912,0.0,8.0
1711407492.7462,686.0,22.912,0.0,8.0
1711407492.8464,687.0,22.913,0.0,8.0
1711407492.9465,688.0,22.913,0.0,8.0
1711407493.0466,689.0,20.916,0.0,8.0
1711407493.1467,690.0,22.914,0.0,8.0
1711407493.2468,691.0,22.914,0.0,8.0
1711407493.347,692.0,22.916,0.0,8.0
1711407493.4472,693.0,22.916,0.0,8.0
1711407493.5474,694.0,20.098,0.0,8.0
1711407493.6475,695.0,22.097,0.0,8.0
1711407493.7476,696.0,22.097,0.0,8.0
1711407493.8477,697.0,24.096,0.0,8.0
1711407493.9478,698.0,22.078,0.0,8.0
1711407494.048,699.0,22.078,0.0,8.0
1711407494.1481,700.0,22.007,0.0,8.0
1711407494.2484,701.0,22.007,0.0,8.0
1711407494.3485,702.0,24.005,0.0,8.0
1711407494.4486,703.0,21.985,0.0,8.0
1711407494.5487,704.0,21.985,0.0,8.0
1711407494.6489,705.0,21.986,0.0,8.0
1711407494.7491,706.0,21.986,0.0,8.0
1711407494.8493,707.0,23.984,0.0,8.0
1711407494.9494,708.0,21.986,0.0,8.0
1711407495.0495,709.0,21.986,0.0,8.0
1711407495.1496,710.0,21.986,0.0,8.0
1711407495.2497,711.0,21.986,0.0,8.0
1711407495.3498,712.0,23.984,0.0,8.0
1711407495.4499,713.0,21.985,0.0,8.0
1711407495.55,714.0,21.985,0.0,8.0
1711407495.6501,715.0,21.985,0.0,8.0
1711407495.7502,716.0,21.985,0.0,8.0
1711407495.8504,717.0,23.881,0.0,8.0
1711407495.9505,718.0,21.882,0.0,8.0
1711407496.0506,719.0,21.882,0.0,8.0
1711407496.1509,720.0,21.935,0.0,8.0
1711407496.251,721.0,21.935,0.0,8.0
1711407496.3512,722.0,24.117,0.0,8.0
1711407496.4513,723.0,22.118,0.0,8.0
1711407496.5514,724.0,22.118,0.0,8.0
1711407496.6515,725.0,18.577,0.0,8.0
1711407496.7516,726.0,18.577,0.0,8.0
1711407496.8518,727.0,20.57,0.0,8.0
1711407496.9519,728.0,18.571,0.0,8.0
1711407497.052,729.0,20.562,0.0,8.0
1711407497.1522,730.0,18.563,0.0,8.0
1711407497.2524,731.0,18.563,0.0,8.0
1711407497.3525,732.0,20.552,0.0,8.0
1711407497.4526,733.0,18.554,0.0,8.0
1711407497.5528,734.0,20.544,0.0,8.0
1711407497.6529,735.0,18.548,0.0,8.0
1711407497.753,736.0,18.548,0.0,8.0
1711407497.8531,737.0,20.54,0.0,8.0
1711407497.9532,738.0,18.545,0.0,8.0
1711407498.0534,739.0,20.54,0.0,8.0
1711407498.1535,740.0,18.547,0.0,8.0
1711407498.2536,741.0,18.547,0.0,8.0
1711407498.3537,742.0,20.544,0.0,8.0
1711407498.4538,743.0,18.555,0.0,8.0
1711407498.5539,744.0,20.555,0.0,8.0
1711407498.654,745.0,18.667,0.0,8.0
1711407498.7542,746.0,18.667,0.0,8.0
1711407498.8543,747.0,20.67,0.0,8.0
1711407498.9544,748.0,18.624,0.0,8.0
1711407499.0545,749.0,20.627,0.0,8.0
1711407499.1547,750.0,18.434,0.0,8.0
1711407499.2548,751.0,18.434,0.0,8.0
1711407499.3549,752.0,20.482,0.0,8.0
1711407499.455,753.0,22.034,0.0,8.0
1711407499.5552,754.0,22.485,0.0,8.0
1711407499.6553,755.0,22.474,0.0,8.0
1711407499.7554,756.0,22.474,0.0,8.0
1711407499.8555,757.0,22.521,0.0,8.0
1711407499.9557,758.0,22.521,0.0,8.0
1711407500.0557,759.0,22.521,0.0,8.0
1711407500.1558,760.0,22.478,0.0,8.0
1711407500.256,761.0,22.478,0.0,8.0
1711407500.3561,762.0,20.482,0.0,8.0
1711407500.4564,763.0,22.305,0.0,8.0
1711407500.5565,764.0,22.305,0.0,8.0
1711407500.6566,765.0,22.063,0.0,8.0
1711407500.7567,766.0,22.063,0.0,8.0
1711407500.8569,767.0,20.066,0.0,8.0
1711407500.957,768.0,22.753,0.0,8.0
1711407501.0572,769.0,22.753,0.0,8.0
1711407501.1574,770.0,20.769,0.0,8.0
1711407501.2576,771.0,23.527,0.0,8.0
1711407501.3578,772.0,21.56,0.0,8.0
1711407501.4579,773.0,21.56,0.0,8.0
1711407501.5581,774.0,21.56,0.0,8.0
1711407501.6583,775.0,22.545,0.0,8.0
1711407501.7585,776.0,22.545,0.0,8.0
1711407501.8587,777.0,20.622,0.0,8.0
1711407501.9587,778.0,20.622,0.0,8.0
1711407502.0589,779.0,22.95,0.0,8.0
1711407502.159,780.0,21.061,0.0,8.0
1711407502.2592,781.0,21.061,0.0,8.0
1711407502.3593,782.0,22.947,0.0,8.0
1711407502.4594,783.0,20.741,0.0,8.0
1711407502.5596,784.0,22.651,0.0,8.0
1711407502.66,785.0,22.651,0.0,8.0
1711407502.7598,786.0,20.705,0.0,8.0
1711407502.86,787.0,22.665,0.0,8.0
1711407502.9601,788.0,20.622,0.0,8.0
1711407503.0602,789.0,22.632,0.0,8.0
1711407503.1604,790.0,22.632,0.0,8.0
1711407503.2606,791.0,20.647,0.0,8.0
1711407503.3607,792.0,22.638,0.0,8.0
1711407503.4609,793.0,20.726,0.0,8.0
1711407503.561,794.0,22.65,0.0,8.0
1711407503.6611,795.0,22.65,0.0,8.0
1711407503.7613,796.0,19.807,0.0,8.0
1711407503.8614,797.0,21.686,0.0,8.0
1711407503.9616,798.0,21.686,0.0,8.0
1711407504.0617,799.0,24.043,0.0,8.0
1711407504.1618,800.0,21.231,0.0,8.0
1711407504.262,801.0,21.231,0.0,8.0
1711407504.3621,802.0,24.245,0.0,8.0
1711407504.4622,803.0,21.321,-0.2,7.8
1711407504.5624,804.0,21.321,-0.2,7.6
1711407504.6625,805.0,21.321,-0.2,7.4
1711407504.7627,806.0,21.321,-0.2,7.2
1711407504.8628,807.0,20.981,-0.2,7.0
1711407504.9629,808.0,20.981,-0.2,6.8
1711407505.063,809.0,20.981,-0.2,6.6
1711407505.1631,810.0,19.729,-0.2,6.4
1711407505.2633,811.0,17.95,-0.2,6.2
1711407505.3635,812.0,19.889,-0.2,6.0
1711407505.464,813.0,19.889,-0.2,5.8
1711407505.5641,814.0,18.122,-0.2,5.6
1711407505.6642,815.0,20.777,-0.2,5.4
1711407505.7644,816.0,20.777,-0.2,5.2
1711407505.8645,817.0,20.777,-0.2,5.0
1711407505.9647,818.0,18.99,-0.2,4.8
1711407506.0647,819.0,18.99,-0.2,4.6
1711407506.1649,820.0,18.99,-0.2,4.4
1711407506.265,821.0,20.968,-0.2,4.2
1711407506.365,822.0,19.109,-0.2,4.0
1711407506.4651,823.0,19.109,-0.2,3.8
1711407506.5653,824.0,19.109,-0.2,3.6
1711407506.6654,825.0,19.109,-0.2,3.4
1711407506.7656,826.0,21.092,-0.2,3.2
1711407506.8657,827.0,19.129,-0.2,3.0
1711407506.9658,828.0,19.129,-0.2,2.8
1711407507.0659,829.0,19.129,-0.2,2.6
1711407507.166,830.0,19.129,-0.2,2.4
1711407507.2662,831.0,19.129,-0.2,2.2
1711407507.3663,832.0,19.129,-0.2,2.0
1711407507.4664,833.0,19.129,-0.2,1.8
1711407507.5665,834.0,19.129,-0.2,1.6
1711407507.6667,835.0,21.104,-0.2,1.4
1711407507.7668,836.0,21.104,-0.2,1.2
1711407507.8669,837.0,19.133,-0.2,1.0
1711407507.967,838.0,19.133,-0.2,0.8
1711407508.0671,839.0,19.133,-0.2,0.6
1711407508.1673,840.0,19.133,-0.2,0.4
1711407508.2674,841.0,19.133,-0.2,0.2
1711407508.3676,842.0,19.133,-0.2,0.0
1711407508.4677,843.0,19.133,0.0,0.0
1711407508.5678,844.0,19.133,0.0,0.0
1711407508.668,845.0,19.133,0.0,0.0
1711407508.7681,846.0,19.133,0.0,0.0
1711407508.8683,847.0,19.133,0.0,0.0
1711407508.9683,848.0,19.133,0.0,0.0
1711407509.0685,849.0,19.133,0.0,0.0
1711407509.1686,850.0,19.133,0.0,0.0
1711407509.2687,851.0,19.133,0.0,0.0
1711407509.3689,852.0,19.133,0.0,0.0
1711407509.469,853.0,19.133,0.0,0.0
1711407509.5691,854.0,19.133,0.0,0.0
1711407509.6693,855.0,19.133,0.0,0.0
1711407509.7694,856.0,19.133,0.0,0.0
1711407509.8695,857.0,19.133,0.0,0.0
1711407509.9696,858.0,19.133,0.0,0.0
1711407510.0696,859.0,19.133,0.0,0.0
1711407510.1698,860.0,19.133,0.0,0.0
1711407510.2698,861.0,19.133,0.0,0.0
1711407510.3699,862.0,19.133,0.0,0.0
1711407510.4701,863.0,19.133,0.0,0.0
1711407510.5702,864.0,19.133,0.0,0.0
1711407510.6703,865.0,19.133,0.0,0.0
1711407510.7704,866.0,19.133,0.0,0.0
1711407510.8705,867.0,19.133,0.0,0.0
1711407510.9706,868.0,19.133,0.0,0.0
1711407511.0707,869.0,19.133,0.0,0.0
1711407511.1708,870.0,19.133,0.0,0.0
1711407511.2709,871.0,19.133,0.0,0.0
1711407511.371,872.0,19.133,0.0,0.0
1711407511.4711,873.0,19.133,0.0,0.0
1711407511.5712,874.0,19.133,0.0,0.0
1711407511.6713,875.0,19.133,0.0,0.0
1711407511.7714,876.0,19.133,0.0,0.0
1711407511.8715,877.0,19.133,0.0,0.0
1711407511.9716,878.0,19.133,0.0,0.0
1711407512.0718,879.0,19.133,0.0,0.0
1711407512.1718,880.0,19.133,0.0,0.0
1711407512.2719,881.0,19.133,0.0,0.0
1711407512.372,882.0,19.133,0.0,0.0
1711407512.4722,883.0,19.133,0.0,0.0
1711407512.5723,884.0,19.133,0.0,0.0
1711407512.6723,885.0,19.133,0.0,0.0
1711407512.7725,886.0,19.133,0.0,0.0
1711407512.8726,887.0,19.133,0.0,0.0
1711407512.9727,888.0,19.133,0.0,0.0
1711407513.0728,889.0,19.133,0.0,0.0
1711407513.1729,890.0,19.133,0.0,0.0
1711407513.273,891.0,19.133,0.0,0.0
1711407513.3731,892.0,19.133,0.0,0.0
1711407513.4732,893.0,19.133,0.0,0.0
1711407513.5733,894.0,19.133,0.0,0.0
1711407513.6734,895.0,19.133,0.0,0.0
1711407513.7735,896.0,19.133,0.0,0.0
1711407513.8737,897.0,19.133,0.0,0.0
1711407513.9738,898.0,19.133,0.0,0.0
1711407514.0739,899.0,19.133,0.0,0.0
1711407514.174,900.0,19.133,0.0,0.0
1711407514.2741,901.0,19.133,0.0,0.0
1711407514.3742,902.0,19.133,0.0,0.0
1711407514.4744,903.0,19.133,0.0,0.0
1711407514.5745,904.0,19.133,0.0,0.0
1711407514.6746,905.0,19.133,0.0,0.0
1711407514.7747,906.0,19.133,0.0,0.0
1711407514.8749,907.0,19.133,0.0,0.0
1711407514.975,908.0,19.133,0.0,0.0
