timestamp_verbose,timeStep,latitude,longitude,elevation,speed,heading,distanceToFinalWaypoints,distanceToIntersection
1712332574.1862054,0.09999990463256836,42.302344264862256,-83.69786100544425,244.54742431640625,0.1,182.65,50,208.93
1712332574.2863128,0.10011744499206543,42.302344264862256,-83.69786100544425,244.54742431640625,0.2,182.65,50,208.93
1712332574.3864346,0.10009551048278809,42.302344264862256,-83.69786100544425,244.54742431640625,0.3,182.65,50,208.93
1712332574.4865422,0.10013103485107422,42.302344264862256,-83.69786100544425,244.54742431640625,0.4,182.65,50,208.93
1712332574.5866365,0.10009336471557617,42.302344264862256,-83.69786100544425,244.54742431640625,0.5,182.65,50,208.93
1712332574.6867301,0.10009384155273438,42.302344264862256,-83.69786100544425,244.54742431640625,0.6,182.65,50,208.93
1712332574.786855,0.10009574890136719,42.302344264862256,-83.69786100544425,244.54742431640625,0.7,182.65,50,208.93
1712332574.886969,0.10013842582702637,42.302344264862256,-83.69786100544425,244.54742431640625,0.8,182.65,50,208.93
1712332574.987063,0.10009336471557617,42.302344264862256,-83.69786100544425,244.54742431640625,0.9,182.65,50,208.93
1712332575.087163,0.10009479522705078,42.302344264862256,-83.69786100544425,244.54742431640625,1.0,182.65,50,208.93
1712332575.1872857,0.10010623931884766,42.302344264862256,-83.69786100544425,244.54742431640625,1.1,182.65,50,208.93
1712332575.2874043,0.10013961791992188,42.302344264862256,-83.69786100544425,244.54742431640625,1.2,182.65,50,208.93
1712332575.3875046,0.10009145736694336,42.302344264862256,-83.69786100544425,244.54742431640625,1.3,182.65,50,208.93
1712332575.4876099,0.10010576248168945,42.302344264862256,-83.69786100544425,244.54742431640625,1.4,182.65,50,208.93
1712332575.5877135,0.10010671615600586,42.302344264862256,-83.69786100544425,244.54742431640625,1.5,182.65,50,208.93
1712332575.687805,0.10009288787841797,42.302344264862256,-83.69786100544425,244.54742431640625,1.6,182.65,50,208.93
1712332575.7879002,0.10009098052978516,42.302344264862256,-83.69786100544425,244.54742431640625,1.7,182.65,50,208.93
1712332575.8880382,0.10009908676147461,42.302344264862256,-83.69786100544425,244.54742431640625,1.8,182.65,50,208.93
1712332575.9882092,0.10016012191772461,42.302344264862256,-83.69786100544425,244.54742431640625,1.9,182.65,50,208.93
1712332576.0883427,0.1001589298248291,42.30232616897584,-83.69786205884073,244.53530883789065,2.0,182.3,50,206.92
