TimeStamp, Counter, RelativeDistance, RelativeSpeed, LeadVehicleSpeed, HostVehicleSpeed
1712332574.1864,1.0,22.527,0.1,0.1,0.0
1712332574.2865,2.0,22.527,0.2,0.2,0.0
1712332574.3866,3.0,22.527,0.3,0.3,0.0
1712332574.4867,4.0,22.527,0.4,0.4,0.0
1712332574.5868,5.0,22.527,0.5,0.5,0.0
1712332574.6869,6.0,22.527,0.6,0.6,0.0
1712332574.787,7.0,22.527,0.7,0.7,0.0
1712332574.8871,8.0,22.527,0.8,0.8,0.0
1712332574.9872,9.0,22.527,0.9,0.9,0.0
1712332575.0873,10.0,22.527,1.0,1.0,0.0
1712332575.1875,11.0,22.527,1.1,1.1,0.0
1712332575.2876,12.0,22.527,1.2,1.2,0.0
1712332575.3877,13.0,22.527,1.3,1.3,0.0
1712332575.4878,14.0,22.527,1.4,1.4,0.0
1712332575.5879,15.0,22.527,1.5,1.5,0.0
1712332575.688,16.0,22.527,1.6,1.6,0.0
1712332575.7881,17.0,22.527,1.7,1.7,0.0
1712332575.8883,18.0,22.527,1.8,1.8,0.0
1712332575.9884,19.0,22.527,1.9,1.9,0.0
1712332576.0885,20.0,24.412,1.33,2.0,0.67
1712332576.1886,21.0,24.312,1.22,2.1,0.88
1712332576.2888,22.0,24.203,1.19,2.2,1.01
1712332576.3888,23.0,24.118,1.17,2.3,1.13
1712332576.4889,24.0,23.931,1.14,2.4,1.26
1712332576.589,25.0,23.846,1.13,2.5,1.37
1712332576.6891,26.0,23.683,1.11,2.6,1.49
1712332576.7892,27.0,23.506,1.1,2.7,1.6
1712332576.8893,28.0,25.324,1.09,2.8,1.71
1712332576.9895,29.0,25.173,1.09,2.9,1.81
1712332577.0896,30.0,25.018,1.1,3.0,1.9
1712332577.1897,31.0,24.804,1.1,3.1,2.0
1712332577.2898,32.0,24.589,1.11,3.2,2.09
1712332577.3899,33.0,24.389,1.12,3.3,2.18
1712332577.49,34.0,24.2,1.13,3.4,2.27
1712332577.5901,35.0,25.951,1.16,3.5,2.34
1712332577.6902,36.0,25.729,1.19,3.6,2.41
1712332577.7903,37.0,25.462,1.21,3.7,2.49
1712332577.8904,38.0,25.22,1.24,3.8,2.56
1712332577.9905,39.0,24.957,1.27,3.9,2.63
1712332578.0906,40.0,27.754,1.3,4.0,2.7
1712332578.1908,41.0,27.487,1.34,4.1,2.76
1712332578.2909,42.0,27.238,1.37,4.2,2.83
1712332578.391,43.0,26.947,1.42,4.3,2.88
1712332578.4914,44.0,26.644,1.46,4.4,2.94
1712332578.5916,45.0,26.383,1.5,4.5,3.0
1712332578.6916,46.0,26.101,1.43,4.5,3.07
1712332578.7919,47.0,27.788,1.35,4.5,3.15
1712332578.8923,48.0,27.439,1.27,4.5,3.23
1712332578.9926,49.0,27.119,1.19,4.5,3.31
1712332579.0928,50.0,26.818,1.12,4.5,3.38
1712332579.193,51.0,26.458,1.04,4.5,3.46
1712332579.2932,52.0,28.141,0.95,4.5,3.55
1712332579.3934,53.0,27.75,0.87,4.5,3.63
1712332579.4936,54.0,27.407,0.79,4.5,3.71
1712332579.5937,55.0,27.028,0.7,4.5,3.8
1712332579.6939,56.0,28.623,0.63,4.5,3.87
1712332579.8564,57.0,28.261,0.55,4.5,3.95
1712332579.8971,58.0,27.857,0.48,4.5,4.02
1712332579.9948,59.0,27.442,0.41,4.5,4.09
1712332580.0949,60.0,29.046,0.34,4.5,4.16
1712332580.195,61.0,28.662,0.28,4.5,4.22
1712332580.2951,62.0,28.244,0.23,4.5,4.27
1712332580.3953,63.0,27.84,0.17,4.5,4.33
1712332580.4955,64.0,27.384,0.11,4.5,4.39
1712332580.5957,65.0,28.963,0.07,4.5,4.43
1712332580.6958,66.0,28.527,0.03,4.5,4.47
1712332580.7959,67.0,28.079,-0.02,4.5,4.52
1712332580.8961,68.0,27.619,-0.06,4.5,4.56
1712332580.9963,69.0,29.183,-0.09,4.5,4.59
1712332581.0966,70.0,28.684,-0.11,4.5,4.61
1712332581.1967,71.0,28.261,-0.13,4.5,4.63
1712332581.2969,72.0,27.74,-0.17,4.5,4.67
1712332581.3969,73.0,27.278,-0.19,4.5,4.69
1712332581.497,74.0,28.848,-0.21,4.5,4.71
1712332581.5973,75.0,28.309,-0.23,4.5,4.73
1712332581.6974,76.0,27.879,-0.25,4.5,4.75
1712332581.7975,77.0,27.446,-0.27,4.5,4.77
1712332581.8977,78.0,28.967,-0.27,4.5,4.77
1712332581.9979,79.0,28.423,-0.28,4.5,4.78
1712332582.098,80.0,27.921,-0.3,4.5,4.8
1712332582.1981,81.0,27.397,-0.3,4.5,4.8
1712332582.2982,82.0,26.922,-0.31,4.5,4.81
1712332582.3984,83.0,28.582,-0.31,4.5,4.81
1712332582.4985,84.0,27.976,-0.32,4.5,4.82
1712332582.5987,85.0,27.537,-0.32,4.5,4.82
1712332582.6989,86.0,27.12,-0.32,4.5,4.82
1712332582.799,87.0,28.586,-0.31,4.5,4.81
