TimeStamp, Counter, HostVehicleSpeed
1712331495.1353,1011.0,0.0
1712331495.1419,1012.0,0.0
1712331495.1488,1013.0,0.0
1712331495.1514,1014.0,0.0
1712331495.1972,1015.0,0.0
1712331495.297,1016.0,0.0
1712331495.3968,1017.0,0.0
1712331495.4971,1018.0,0.0
1712331495.5967,1019.0,0.0
1712331495.6967,1020.0,0.0
1712331495.7971,1021.0,0.0
1712331495.8968,1022.0,0.0
1712331495.997,1023.0,0.0
1712331496.0969,1024.0,0.0
1712331496.197,1025.0,0.0
1712331496.297,1026.0,0.0
1712331496.3968,1027.0,0.0
1712331496.4969,1028.0,0.0
1712331496.5967,1029.0,0.0
1712331496.6971,1030.0,0.0
1712331496.8969,1032.0,0.0
1712331496.9966,1033.0,0.0
1712331497.097,1034.0,0.0
1712331497.1965,1035.0,0.0
1712331497.2965,1036.0,0.0
1712331497.3965,1037.0,0.0
1712331497.4967,1038.0,0.0
1712331497.5964,1039.0,0.0
1712331497.6966,1040.0,0.0
1712331497.7966,1041.0,0.0
1712331497.9965,1043.0,0.0
1712331498.0965,1044.0,0.0
1712331498.1969,1045.0,0.0
1712331498.2967,1046.0,0.0
1712331498.3965,1047.0,0.0
1712331498.497,1048.0,0.0
1712331498.597,1049.0,0.0
1712331498.7967,1051.0,0.0
1712331498.8964,1052.0,0.0
1712331498.9966,1053.0,0.0
1712331499.0971,1054.0,0.0
1712331499.1967,1055.0,0.0
1712331499.2973,1056.0,0.0
1712331499.3965,1057.0,0.0
1712331499.4967,1058.0,0.0
1712331499.5969,1059.0,0.0
1712331499.6966,1060.0,0.0
1712331499.7969,1061.0,0.0
1712331499.8968,1062.0,0.0
1712331499.9966,1063.0,0.0
1712331500.0965,1064.0,0.0
1712331500.1968,1065.0,0.0
1712331500.2966,1066.0,0.0
1712331500.3967,1067.0,0.0
1712331500.4968,1068.0,0.0
1712331500.5968,1069.0,0.0
1712331500.6966,1070.0,0.0
1712331500.7967,1071.0,0.0
1712331500.8964,1072.0,0.0
1712331500.9964,1073.0,0.0
1712331501.097,1074.0,0.0
1712331501.1965,1075.0,0.0
1712331501.2964,1076.0,0.0
1712331501.3968,1077.0,0.0
1712331501.4963,1078.0,0.0
1712331501.5963,1079.0,0.0
1712331501.6965,1080.0,0.0
1712331501.7964,1081.0,0.0
1712331501.8965,1082.0,0.0
1712331501.997,1083.0,0.0
1712331502.0964,1084.0,0.0
1712331502.1962,1085.0,0.0
1712331502.2962,1086.0,0.0
1712331502.3963,1087.0,0.0
1712331502.4964,1088.0,0.0
1712331502.5963,1089.0,0.0
1712331502.6962,1090.0,0.0
1712331502.7974,1091.0,0.0
1712331502.8967,1092.0,0.0
1712331502.9965,1093.0,0.0
1712331503.0962,1094.0,0.0
1712331503.1964,1095.0,0.0
1712331503.2962,1096.0,0.0
1712331503.3961,1097.0,0.0
1712331503.496,1098.0,0.0
1712331503.5963,1099.0,0.0
1712331503.6966,1100.0,0.0
1712331503.8966,1102.0,0.0
1712331503.9961,1103.0,0.0
1712331504.0963,1104.0,0.0
1712331504.1963,1105.0,0.0
1712331504.2963,1106.0,0.0
1712331504.3962,1107.0,0.0
1712331504.4962,1108.0,0.0
1712331504.5963,1109.0,0.0
1712331504.6967,1110.0,0.0
1712331504.7963,1111.0,0.0
1712331504.8963,1112.0,0.0
1712331504.9964,1113.0,0.0
1712331505.096,1114.0,0.0
1712331505.1962,1115.0,0.0
1712331505.2966,1116.0,0.0
1712331505.3961,1117.0,0.0
1712331505.4961,1118.0,0.0
1712331505.596,1119.0,0.0
1712331505.6961,1120.0,0.0
1712331505.7964,1121.0,0.0
1712331505.896,1122.0,0.0
1712331505.9978,1123.0,0.0
1712331506.096,1124.0,0.0
1712331506.1966,1125.0,0.0
1712331506.2966,1126.0,0.0
1712331506.3963,1127.0,0.0
1712331506.4961,1128.0,0.0
1712331506.5961,1129.0,0.0
1712331506.6961,1130.0,0.0
1712331506.7961,1131.0,0.0
1712331506.8961,1132.0,0.0
1712331506.996,1133.0,0.0
1712331507.0963,1134.0,0.0
1712331507.1961,1135.0,0.0
1712331507.2959,1136.0,0.0
1712331507.3958,1137.0,0.0
1712331507.4959,1138.0,0.0
1712331507.596,1139.0,0.0
1712331507.696,1140.0,0.0
1712331507.7961,1141.0,0.0
1712331507.8963,1142.0,0.0
1712331507.9961,1143.0,0.0
1712331508.096,1144.0,0.0
1712331508.1958,1145.0,0.0
1712331508.2959,1146.0,0.0
1712331508.3958,1147.0,0.0
1712331508.496,1148.0,0.0
1712331508.596,1149.0,0.0
1712331508.6959,1150.0,0.0
1712331508.7965,1151.0,0.0
1712331508.8958,1152.0,0.0
1712331508.9959,1153.0,0.0
1712331509.0962,1154.0,0.0
1712331509.1959,1155.0,0.0
1712331509.2959,1156.0,0.0
1712331509.396,1157.0,0.0
1712331509.4959,1158.0,0.0
1712331509.5957,1159.0,0.0
1712331509.6958,1160.0,0.0
1712331509.7957,1161.0,0.0
1712331509.8959,1162.0,0.0
1712331509.9957,1163.0,0.0
1712331510.0959,1164.0,0.0
1712331510.1959,1165.0,0.0
1712331510.2958,1166.0,0.0
1712331510.3958,1167.0,0.0
1712331510.4957,1168.0,0.0
1712331510.5957,1169.0,0.0
1712331510.6957,1170.0,0.0
1712331510.7963,1171.0,0.0
1712331510.8957,1172.0,0.0
1712331510.9957,1173.0,0.0
1712331511.0957,1174.0,0.0
1712331511.1957,1175.0,0.0
1712331511.2956,1176.0,0.0
1712331511.3956,1177.0,0.0
1712331511.4958,1178.0,0.0
1712331511.5959,1179.0,0.0
1712331511.6979,1180.0,0.0
1712331511.7958,1181.0,0.0
1712331511.8955,1182.0,0.0
1712331511.9959,1183.0,0.0
1712331512.0956,1184.0,0.0
1712331512.1955,1185.0,0.0
1712331512.2958,1186.0,0.0
1712331512.3959,1187.0,0.0
1712331512.4956,1188.0,0.0
1712331512.5956,1189.0,0.0
1712331512.6955,1190.0,0.0
1712331512.7952,1191.0,0.0
1712331512.8957,1192.0,0.0
1712331512.9956,1193.0,0.0
1712331513.0958,1194.0,0.0
1712331513.1957,1195.0,0.0
1712331513.2958,1196.0,0.0
1712331513.3957,1197.0,0.0
1712331513.4957,1198.0,0.0
1712331513.5955,1199.0,0.0
1712331513.6959,1200.0,0.0
1712331513.796,1201.0,0.0
1712331513.8954,1202.0,0.0
1712331513.9955,1203.0,0.0
1712331514.0959,1204.0,0.0
1712331514.1955,1205.0,0.0
1712331514.2961,1206.0,0.0
1712331514.3958,1207.0,0.0
1712331514.4961,1208.0,0.0
1712331514.5956,1209.0,0.0
1712331514.6958,1210.0,0.0
1712331514.8958,1212.0,0.0
1712331514.9953,1213.0,0.0
1712331515.0954,1214.0,0.0
1712331515.1956,1215.0,0.0
1712331515.2958,1216.0,0.0
1712331515.3958,1217.0,0.0
1712331515.4954,1218.0,0.0
1712331515.5953,1219.0,0.0
1712331515.6954,1220.0,0.0
1712331515.7958,1221.0,0.0
1712331515.8955,1222.0,0.0
1712331515.996,1223.0,0.0
1712331516.0966,1224.0,0.0
1712331516.1958,1225.0,0.0
1712331516.2954,1226.0,0.0
1712331516.3956,1227.0,0.0
1712331516.4956,1228.0,0.0
1712331516.5953,1229.0,0.0
1712331516.6952,1230.0,0.0
1712331516.7958,1231.0,0.0
1712331516.8953,1232.0,0.0
1712331516.9954,1233.0,0.0
1712331517.0953,1234.0,0.0
1712331517.1951,1235.0,0.0
1712331517.2952,1236.0,0.0
1712331517.3953,1237.0,0.0
1712331517.496,1238.0,0.0
1712331517.5952,1239.0,0.0
1712331517.6952,1240.0,0.0
1712331517.7952,1241.0,0.0
1712331517.8959,1242.0,0.0
1712331517.9958,1243.0,0.0
1712331518.0959,1244.0,0.0
1712331518.1951,1245.0,0.0
1712331518.2953,1246.0,0.0
1712331518.3954,1247.0,0.0
1712331518.4954,1248.0,0.0
1712331518.5954,1249.0,0.0
1712331518.6952,1250.0,0.0
1712331518.7963,1251.0,0.0
1712331518.8951,1252.0,0.0
1712331518.9951,1253.0,0.0
1712331519.0954,1254.0,0.0
1712331519.1952,1255.0,0.0
1712331519.2957,1256.0,0.0
