TimeStamp, Counter, RelativeDistance, RelativeSpeed, LeadVehicleSpeed, HostVehicleSpeed
1712332295.9816,1.0,22.527,0.1,0.1,0.0
1712332296.0817,2.0,22.527,0.2,0.2,0.0
1712332296.1818,3.0,22.527,0.3,0.3,0.0
1712332296.2819,4.0,22.527,0.4,0.4,0.0
1712332296.382,5.0,22.527,0.5,0.5,0.0
1712332296.4821,6.0,22.527,0.6,0.6,0.0
1712332296.5822,7.0,22.527,0.7,0.7,0.0
1712332296.6823,8.0,22.527,0.8,0.8,0.0
1712332296.7825,9.0,22.527,0.9,0.9,0.0
1712332296.8827,10.0,22.527,1.0,1.0,0.0
1712332296.9828,11.0,22.527,1.1,1.1,0.0
1712332297.0923,12.0,22.527,1.2,1.2,0.0
1712332297.1832,13.0,22.527,1.3,1.3,0.0
1712332297.2833,14.0,22.527,1.4,1.4,0.0
1712332297.3834,15.0,22.527,1.5,1.5,0.0
1712332297.4835,16.0,22.527,1.6,1.6,0.0
1712332297.5836,17.0,22.527,1.7,1.7,0.0
1712332297.6837,18.0,22.527,1.8,1.8,0.0
1712332297.7838,19.0,22.433,1.61,1.9,0.29
1712332297.8839,20.0,24.312,1.27,2.0,0.73
1712332297.984,21.0,24.312,1.25,2.1,0.85
1712332298.0841,22.0,24.203,1.23,2.2,0.97
1712332298.1843,23.0,24.024,1.19,2.3,1.11
1712332298.2844,24.0,23.931,1.19,2.4,1.21
1712332298.3875,25.0,23.846,1.16,2.5,1.34
1712332298.4848,26.0,23.683,1.16,2.6,1.44
1712332298.585,27.0,23.506,1.15,2.7,1.55
1712332298.6852,28.0,25.324,1.16,2.8,1.64
1712332298.7853,29.0,25.173,1.15,2.9,1.75
1712332298.8855,30.0,25.018,1.16,3.0,1.84
1712332298.9962,31.0,24.864,1.16,3.1,1.94
1712332299.0858,32.0,24.652,1.17,3.2,2.03
1712332299.186,33.0,24.451,1.19,3.3,2.11
1712332299.2861,34.0,24.259,1.2,3.4,2.2
1712332299.3863,35.0,26.008,1.22,3.5,2.28
1712332299.4864,36.0,25.781,1.24,3.6,2.36
1712332299.5865,37.0,25.511,1.27,3.7,2.43
1712332299.6866,38.0,25.266,1.3,3.8,2.5
1712332299.7867,39.0,25.043,1.32,3.9,2.58
1712332299.8869,40.0,27.821,1.35,4.0,2.65
1712332299.987,41.0,27.554,1.38,4.1,2.72
1712332300.0909,42.0,27.315,1.41,4.2,2.79
1712332300.1872,43.0,27.038,1.44,4.3,2.86
1712332300.2873,44.0,26.749,1.48,4.4,2.92
1712332300.3874,45.0,26.434,1.51,4.5,2.99
1712332300.4875,46.0,26.145,1.45,4.5,3.05
1712332300.5876,47.0,27.874,1.38,4.5,3.12
1712332300.6878,48.0,27.529,1.29,4.5,3.21
1712332300.7879,49.0,27.212,1.2,4.5,3.3
1712332300.888,50.0,26.903,1.13,4.5,3.37
1712332300.9887,51.0,26.557,1.05,4.5,3.45
1712332301.0883,52.0,28.21,0.96,4.5,3.54
1712332301.1884,53.0,27.882,0.88,4.5,3.62
1712332301.2886,54.0,27.511,0.78,4.5,3.72
1712332301.3887,55.0,27.163,0.71,4.5,3.79
1712332301.4888,56.0,28.712,0.62,4.5,3.88
1712332301.589,57.0,28.357,0.55,4.5,3.95
1712332301.6891,58.0,27.96,0.47,4.5,4.03
1712332301.7892,59.0,27.548,0.4,4.5,4.1
1712332301.8893,60.0,29.151,0.34,4.5,4.16
1712332301.9894,61.0,28.758,0.27,4.5,4.23
1712332302.0895,62.0,28.326,0.22,4.5,4.28
1712332302.1897,63.0,27.918,0.17,4.5,4.33
1712332302.2898,64.0,27.458,0.11,4.5,4.39
1712332302.3899,65.0,29.034,0.06,4.5,4.44
1712332302.49,66.0,28.585,0.03,4.5,4.47
1712332302.5901,67.0,28.184,-0.02,4.5,4.52
1712332302.7338,68.0,27.702,-0.06,4.5,4.56
1712332302.7906,69.0,29.271,-0.09,4.5,4.59
1712332302.8907,70.0,28.794,-0.12,4.5,4.62
1712332302.9909,71.0,28.329,-0.15,4.5,4.65
1712332303.091,72.0,27.817,-0.18,4.5,4.68
1712332303.1911,73.0,27.384,-0.2,4.5,4.7
1712332303.2912,74.0,28.848,-0.23,4.5,4.73
1712332303.3914,75.0,28.448,-0.25,4.5,4.75
1712332303.4915,76.0,27.879,-0.26,4.5,4.76
1712332303.5916,77.0,27.446,-0.29,4.5,4.79
1712332303.7083,78.0,28.967,-0.29,4.5,4.79
1712332303.792,79.0,28.423,-0.3,4.5,4.8
1712332303.8921,80.0,28.084,-0.32,4.5,4.82
1712332303.9923,81.0,27.57,-0.33,4.5,4.83
1712332304.0924,82.0,27.088,-0.33,4.5,4.83
1712332304.2152,83.0,28.582,-0.33,4.5,4.83
1712332304.2929,84.0,28.126,-0.33,4.5,4.83
1712332304.393,85.0,27.684,-0.34,4.5,4.84
1712332304.4932,86.0,27.12,-0.33,4.5,4.83
1712332304.5932,87.0,28.705,-0.33,4.5,4.83
1712332304.6933,88.0,28.201,-0.33,4.5,4.83
1712332304.7934,89.0,27.74,-0.33,4.5,4.83
1712332304.8935,90.0,27.281,-0.32,4.5,4.82
1712332304.9937,91.0,26.759,-0.31,4.5,4.81
1712332305.0939,92.0,28.25,-0.3,4.5,4.8
1712332305.194,93.0,27.756,-0.31,4.5,4.81
1712332305.2941,94.0,27.297,-0.29,4.5,4.79
1712332305.3946,95.0,26.757,-0.29,4.5,4.79
1712332305.4947,96.0,28.4,-0.27,4.5,4.77
1712332305.5948,97.0,27.84,-0.27,4.5,4.77
1712332305.6949,98.0,27.45,-0.26,4.5,4.76
1712332305.795,99.0,26.938,-0.25,4.5,4.75
1712332305.8952,100.0,28.485,-0.25,4.5,4.75
1712332305.9953,101.0,27.974,-0.23,4.5,4.73
1712332306.0953,102.0,27.489,-0.23,4.5,4.73
1712332306.1955,103.0,27.086,-0.22,4.5,4.72
1712332306.2956,104.0,26.602,-0.21,4.5,4.71
1712332306.3958,105.0,27.993,-0.2,4.5,4.7
1712332306.496,106.0,27.636,-0.2,4.5,4.7
1712332306.5963,107.0,27.2,-0.18,4.5,4.68
1712332306.6964,108.0,26.701,-0.18,4.5,4.68
1712332306.7966,109.0,28.209,-0.16,4.5,4.66
1712332306.8968,110.0,27.777,-0.16,4.5,4.66
1712332306.9968,111.0,27.267,-0.14,4.5,4.64
1712332307.0971,112.0,26.843,-0.14,4.5,4.64
1712332307.1972,113.0,26.414,-0.13,4.5,4.63
1712332307.2974,114.0,27.906,-0.13,4.5,4.63
1712332307.3976,115.0,27.34,-0.11,4.5,4.61
1712332307.4978,116.0,27.021,-0.1,4.5,4.6
1712332307.5979,117.0,26.547,-0.09,4.5,4.59
1712332307.6981,118.0,29.348,-0.09,4.5,4.59
1712332307.7983,119.0,28.793,-0.09,4.5,4.59
1712332307.8984,120.0,28.403,-0.07,4.5,4.57
1712332307.9985,121.0,28.025,-0.08,4.5,4.58
1712332308.0987,122.0,27.48,-0.05,4.5,4.55
1712332308.1988,123.0,26.947,-0.06,4.5,4.56
1712332308.3064,124.0,26.574,-0.04,4.5,4.54
1712332308.3993,125.0,26.069,-0.05,4.5,4.55
1712332308.4994,126.0,27.757,-0.04,4.5,4.54
1712332308.5995,127.0,27.281,-0.05,4.5,4.55
1712332308.6997,128.0,26.823,-0.06,4.5,4.56
1712332308.7999,129.0,26.392,-0.06,4.5,4.56
1712332308.9102,130.0,28.452,-0.06,4.5,4.56
