TimeStamp, Counter, RelativeDistance, RelativeSpeed, LeadVehicleSpeed, HostVehicleSpeed
1712332110.3086,1.0,10.326,0.0,0.0,0.0
1712332110.4066,2.0,10.326,0.0,0.0,0.0
1712332110.5064,3.0,10.326,0.0,0.0,0.0
1712332110.607,4.0,10.326,0.0,0.0,0.0
1712332110.7081,5.0,10.326,0.0,0.0,0.0
1712332110.8069,6.0,10.326,0.0,0.0,0.0
1712332110.9063,7.0,10.326,0.0,0.0,0.0
1712332111.0068,8.0,10.326,0.0,0.0,0.0
1712332111.1074,9.0,10.326,0.0,0.0,0.0
1712332111.2071,10.0,10.326,0.0,0.0,0.0
1712332111.307,11.0,10.326,0.0,0.0,0.0
1712332111.4068,12.0,10.326,0.0,0.0,0.0
1712332111.5074,13.0,10.326,0.0,0.0,0.0
1712332111.607,14.0,10.326,0.0,0.0,0.0
1712332111.7063,15.0,10.326,0.0,0.0,0.0
1712332111.8073,16.0,10.326,0.0,0.0,0.0
1712332111.9066,17.0,10.326,0.0,0.0,0.0
1712332112.0074,18.0,10.326,0.0,0.0,0.0
1712332112.1066,19.0,10.326,0.0,0.0,0.0
1712332112.207,20.0,10.326,0.0,0.0,0.0
1712332112.307,21.0,10.326,0.0,0.0,0.0
1712332112.407,22.0,10.326,0.0,0.0,0.0
1712332112.5071,23.0,10.326,0.0,0.0,0.0
1712332112.6068,24.0,10.326,0.0,0.0,0.0
1712332112.7073,25.0,10.326,0.0,0.0,0.0
1712332112.8069,26.0,10.326,0.0,0.0,0.0
1712332112.9068,27.0,10.326,0.0,0.0,0.0
1712332113.0075,28.0,10.326,0.0,0.0,0.0
1712332113.1074,29.0,10.326,0.0,0.0,0.0
1712332113.2068,30.0,10.326,0.0,0.0,0.0
1712332113.3069,31.0,10.326,0.0,0.0,0.0
1712332113.407,32.0,10.326,0.0,0.0,0.0
1712332113.5078,33.0,10.326,0.0,0.0,0.0
1712332113.6069,34.0,10.326,0.0,0.0,0.0
1712332113.7068,35.0,10.326,0.0,0.0,0.0
1712332113.8067,36.0,10.326,0.0,0.0,0.0
1712332113.9072,37.0,10.326,0.0,0.0,0.0
1712332114.0068,38.0,10.326,0.0,0.0,0.0
1712332114.1073,39.0,10.326,0.0,0.0,0.0
1712332114.2076,40.0,10.326,0.0,0.0,0.0
1712332114.3074,41.0,10.326,0.0,0.0,0.0
1712332114.407,42.0,10.336,0.34,0.34,0.0
1712332114.5072,43.0,10.414,1.0,1.0,0.0
1712332114.607,44.0,10.49,1.42,1.42,0.0
1712332114.7069,45.0,10.698,2.1,2.1,0.0
1712332114.8066,46.0,10.962,2.48,2.48,0.0
1712332114.9078,47.0,11.103,2.48,2.48,0.0
1712332115.0073,48.0,11.374,2.44,2.44,0.0
1712332115.1072,49.0,11.646,2.42,2.42,0.0
1712332115.2071,50.0,11.926,2.4,2.4,0.0
1712332115.3073,51.0,12.058,2.4,2.4,0.0
1712332115.4066,52.0,12.359,2.96,2.96,0.0
1712332115.5068,53.0,12.735,3.54,3.54,0.0
1712332115.6072,54.0,13.18,4.12,4.12,0.0
1712332115.7072,55.0,13.418,4.4,4.4,0.0
1712332115.8069,56.0,13.96,4.98,4.98,0.0
1712332115.9075,57.0,14.564,5.56,5.56,0.0
1712332116.0073,58.0,14.899,5.84,5.84,0.0
1712332116.1078,59.0,15.602,6.42,6.42,0.0
1712332116.2071,60.0,16.371,7.0,7.0,0.0
1712332116.3068,61.0,16.783,7.28,7.28,0.0
1712332116.4069,62.0,17.654,7.84,7.84,0.0
1712332116.507,63.0,18.593,8.38,8.38,0.0
1712332116.6066,64.0,19.582,8.88,8.88,0.0
1712332116.7069,65.0,20.098,9.04,9.04,0.0
1712332116.8073,66.0,21.05,8.33,9.02,0.69
1712332116.9071,67.0,22.009,8.29,9.0,0.71
1712332117.0067,68.0,22.414,8.05,9.0,0.95
1712332117.107,69.0,23.394,7.94,9.0,1.06
1712332117.2069,70.0,24.36,7.83,9.02,1.19
1712332117.3071,71.0,25.256,7.72,9.04,1.32
1712332117.4071,72.0,25.651,7.58,9.04,1.46
1712332117.5064,73.0,26.545,7.34,8.9,1.56
1712332117.6069,74.0,27.393,7.0,8.68,1.68
1712332117.7069,75.0,27.782,6.76,8.56,1.8
1712332117.8063,76.0,28.553,6.41,8.32,1.91
1712332117.9069,77.0,29.341,6.07,8.08,2.01
1712332118.0069,78.0,30.067,5.74,7.86,2.12
1712332118.1068,79.0,30.32,5.57,7.8,2.23
1712332118.2068,80.0,31.003,5.57,7.9,2.33
1712332118.3071,81.0,31.675,5.8,8.24,2.44
1712332118.4067,82.0,31.92,5.9,8.44,2.54
1712332118.5066,83.0,32.688,6.28,8.92,2.64
1712332118.6071,84.0,33.493,6.58,9.3,2.72
1712332118.7073,85.0,34.32,6.48,9.3,2.82
1712332118.8074,86.0,34.561,6.33,9.24,2.91
1712332118.9079,87.0,35.391,6.03,9.02,2.99
1712332119.0067,88.0,36.133,5.69,8.78,3.09
1712332119.1067,89.0,36.352,5.46,8.64,3.18
1712332119.2064,90.0,37.009,5.13,8.4,3.27
1712332119.3068,91.0,37.61,4.8,8.16,3.36
1712332119.4062,92.0,38.227,4.49,7.94,3.45
1712332119.5062,93.0,38.335,4.34,7.88,3.54
1712332119.6068,94.0,38.889,4.27,7.9,3.63
1712332119.7064,95.0,39.492,4.2,7.92,3.72
1712332119.8075,96.0,39.588,4.12,7.92,3.8
1712332119.9067,97.0,40.117,4.05,7.94,3.89
1712332120.0079,98.0,40.602,3.98,7.96,3.98
1712332120.107,99.0,41.156,4.07,8.14,4.07
1712332120.2062,100.0,41.183,4.12,8.28,4.16
1712332120.307,101.0,41.758,4.4,8.64,4.24
1712332120.4076,102.0,42.388,4.69,9.02,4.33
1712332120.5064,103.0,43.05,4.79,9.2,4.41
1712332120.6066,104.0,43.116,4.67,9.18,4.51
1712332120.7065,105.0,43.756,4.51,9.1,4.59
1712332120.8072,106.0,44.335,4.3,8.96,4.66
1712332120.9083,107.0,44.412,4.14,8.9,4.76
1712332121.0075,108.0,44.988,3.92,8.76,4.84
1712332121.1067,109.0,45.466,3.69,8.62,4.93
1712332121.2065,110.0,45.976,3.48,8.48,5.0
1712332121.3077,111.0,45.981,3.33,8.42,5.09
1712332121.4087,112.0,46.46,3.13,8.3,5.17
1712332121.5071,113.0,46.86,2.9,8.16,5.26
1712332121.6072,114.0,46.79,2.79,8.12,5.33
1712332121.7067,115.0,47.144,2.72,8.14,5.42
1712332121.8072,116.0,47.63,2.88,8.38,5.5
1712332121.9068,117.0,48.077,3.16,8.74,5.58
1712332122.0069,118.0,48.008,3.27,8.92,5.65
1712332122.1081,119.0,48.431,3.37,9.1,5.73
1712332122.2072,120.0,48.915,3.25,9.06,5.81
1712332122.3068,121.0,49.451,3.07,8.96,5.89
1712332122.4076,122.0,49.3,2.95,8.92,5.97
1712332122.507,123.0,49.71,2.73,8.78,6.05
1712332122.6067,124.0,50.124,2.53,8.66,6.13
1712332122.7067,125.0,50.061,2.4,8.6,6.2
1712332122.807,126.0,50.494,2.19,8.48,6.29
1712332122.9076,127.0,50.841,2.01,8.38,6.37
1712332123.0072,128.0,51.132,1.82,8.26,6.44
1712332123.1069,129.0,50.976,1.67,8.2,6.53
1712332123.207,130.0,51.223,1.49,8.1,6.61
1712332123.3077,131.0,51.49,1.45,8.14,6.69
1712332123.4076,132.0,51.358,1.47,8.24,6.77
1712332123.5075,133.0,51.625,1.72,8.58,6.86
1712332123.6071,134.0,51.942,1.94,8.88,6.94
1712332123.7084,135.0,52.272,1.9,8.92,7.02
1712332123.8076,136.0,52.12,1.8,8.9,7.1
1712332123.9073,137.0,52.452,1.64,8.82,7.18
1712332124.0075,138.0,52.741,1.45,8.72,7.27
1712332124.1086,139.0,52.531,1.32,8.66,7.34
1712332124.2072,140.0,52.836,1.11,8.54,7.43
1712332124.3072,141.0,53.049,0.93,8.44,7.51
1712332124.4078,142.0,53.197,0.75,8.34,7.59
