Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0604,0.0,0.0,-0.5,-0.5
0.1604,0.0,0.0,-0.5,-0.5
0.2603,0.0,0.0,-0.5,-0.5
0.3603,0.0,0.0,-0.5,-0.5
0.4603,0.0,0.0,-0.5,-0.5
0.5608,0.0,0.0,-0.5,-0.5
0.6615,0.0,0.0,-0.5,-0.5
0.7604,0.0,0.0,-0.5,-0.5
0.8603,0.0,0.0,-0.5,-0.5
0.9603,0.0,0.0,-0.5,-0.5
1.0604,0.0,0.0,-0.5,-0.5
1.1604,0.0,0.0,-0.5,-0.5
1.2603,0.0,0.0,-0.5,-0.5
1.3603,0.0,0.0,-0.5,-0.5
1.4604,0.0,0.0,-0.5,-0.5
1.5603,0.0,0.0,-0.5,-0.5
1.6603,0.0,0.0,-0.5,-0.5
1.7603,0.0,0.0,-0.5,-0.5
1.8603,0.0,0.0,-0.5,-0.5
1.9606,0.0,0.0,-0.5,-0.5
2.0603,0.0,0.0,-0.5,-0.5
2.1603,0.0,0.0,-0.5,-0.5
2.2603,0.0,0.0,-0.5,-0.5
2.3604,0.0,0.0,-0.5,-0.5
2.4603,0.0,0.0,-0.5,-0.5
2.5604,0.0,0.0,-0.5,-0.5
2.6603,0.0,0.0,-0.5,-0.5
2.7603,0.0,0.0,-0.5,-0.5
2.8604,0.0,0.0,-0.5,-0.5
2.9603,0.0,0.0,-0.5,-0.5
3.0603,0.0,0.0,-0.5,-0.5
3.1603,0.0,0.0,-0.5,-0.5
3.2603,0.0,0.0,-0.5,-0.5
3.3603,0.0,0.0,-0.5,-0.5
3.4603,0.0,0.0,-0.5,-0.5
3.5603,0.0,0.0,-0.5,-0.5
3.6604,0.0,0.0,-0.5,-0.5
3.7603,0.0,0.0,-0.5,-0.5
3.8603,0.0,0.0,-0.5,-0.5
3.9603,0.0,0.0,-0.5,-0.5
4.0603,0.0,0.0,-0.5,-0.5
4.1604,0.0,0.0,-0.5,-0.5
4.2605,0.0,0.0,-0.5,-0.5
4.3603,0.0,0.0,-0.5,-0.5
4.4603,0.0,0.0,-0.5,-0.5
4.5603,0.0,0.0,-0.5,-0.5
4.6603,0.0,0.0,-0.5,-0.5
4.7603,0.0,0.0,-0.5,-0.5
4.8603,0.0,0.0,-0.5,-0.5
4.9603,0.0,0.0,-0.5,-0.5
5.0603,0.0,0.0,-0.5,-0.5
5.1603,0.0,0.0,-0.5,-0.5
5.2603,0.0,0.0,-0.5,-0.5
5.3603,0.0,0.0,-0.5,-0.5
5.4603,0.0,0.0,-0.5,-0.5
5.5603,0.0,0.0,-0.5,-0.5
5.6603,0.0,0.0,-0.5,-0.5
5.7603,0.0,0.0,-0.5,-0.5
5.8604,0.0,0.0,-0.5,-0.5
5.9603,0.0,0.0,-0.5,-0.5
6.0603,0.0,0.0,-0.5,-0.5
6.1603,0.0,0.0,-0.5,-0.5
6.2603,0.0,0.0,-0.5,-0.5
6.3603,0.0,0.0,-0.5,-0.5
6.4603,0.0,0.0,-0.5,-0.5
6.5604,0.0,0.0,-0.5,-0.5
6.6604,0.0,0.0,-0.5,-0.5
6.7603,0.0,0.0,-0.5,-0.5
6.8603,0.0,0.0,-0.5,-0.5
6.9605,0.0,0.0,-0.5,-0.5
7.0603,0.0,0.0,-0.5,-0.5
7.1603,0.0,0.0,-0.5,-0.5
7.2603,0.0,0.0,-0.5,-0.5
7.3603,0.0,0.0,-0.5,-0.5
7.4603,0.0,0.0,-0.5,-0.5
7.5603,0.0,0.0,-0.5,-0.5
7.6603,0.0,0.0,-0.5,-0.5
7.7603,0.0,0.0,-0.5,-0.5
7.8603,0.0,0.0,-0.5,-0.5
7.9603,0.0,0.0,-0.5,-0.5
8.0603,0.0,0.0,-0.5,-0.5
8.1604,0.0,0.0,-0.5,-0.5
8.2603,0.0,0.0,-0.5,-0.5
8.3604,0.0,0.0,-0.5,-0.5
8.4605,0.0,0.0,-0.5,-0.5
8.5603,0.0,0.0,-0.5,-0.5
8.6603,0.0,0.0,-0.5,-0.5
8.7603,0.0,0.0,-0.5,-0.5
8.8603,0.0,0.0,-0.5,-0.5
8.9605,0.0,0.0,-0.5,-0.5
9.0603,0.0,0.0,-0.5,-0.5
9.1603,0.0,0.0,-0.5,-0.5
9.2603,0.0,0.0,-0.5,-0.5
9.3603,0.0,0.0,-0.5,-0.5
9.4603,0.0,0.0,-0.5,-0.5
9.5604,0.0,0.0,-0.5,-0.5
9.6603,0.0,0.0,-0.5,-0.5
9.7605,0.0,0.0,-0.5,-0.5
9.8608,0.0,0.0,-0.5,-0.5
9.9604,0.0,0.0,-0.5,-0.5
10.0613,0.0,0.0,-0.5,-0.5
10.1604,0.0,0.0,-0.5,-0.5
10.2604,0.0,0.0,-0.5,-0.5
10.3604,0.0,0.0,-0.5,-0.5
10.4603,0.0,0.0,-0.5,-0.5
10.5604,0.0,0.0,-0.5,-0.5
10.6603,0.0,0.0,-0.5,-0.5
10.7603,0.0,0.0,-0.5,-0.5
10.8604,0.0,0.0,-0.5,-0.5
10.9604,0.0,0.0,-0.5,-0.5
11.0604,0.0,0.0,-0.5,-0.5
11.1603,0.0,0.0,-0.5,-0.5
11.2603,0.0,0.0,-0.5,-0.5
11.3603,0.0,0.0,-0.5,-0.5
11.4603,0.0,0.0,-0.5,-0.5
