Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.102,0.0,0.0,0.0,0.0
0.201,0.0,0.0,0.0,0.0
0.301,0.0,0.0,0.0,0.0
0.4014,0.0,0.0,0.0,0.0
0.501,0.0,0.0,0.0,0.0
0.602,0.0,0.0,0.0,0.0
0.7011,0.0,0.0,0.0,0.0
0.8012,0.0,0.0,0.0,0.0
0.902,0.0,0.0,0.0,0.0
1.001,0.0,0.0,0.0,0.0
1.1011,0.0,0.0,0.0,0.0
1.2012,0.0,0.0,0.0,0.0
1.302,0.0,0.0,0.0,0.0
1.4015,0.0,0.0,0.0,0.0
1.5011,0.0,0.0,0.0,0.0
1.6012,0.0,0.0,0.0,0.0
1.701,0.0,0.0,0.0,0.0
1.801,0.0,0.0,0.0,0.0
1.901,0.0,0.0,0.0,0.0
2.001,0.0,0.0,0.0,0.0
2.1011,0.0,0.0,0.0,0.0
2.2013,0.0,0.0,0.0,0.0
2.301,0.0,0.0,0.0,0.0
2.401,0.0,0.0,0.0,0.0
2.501,0.0,0.0,0.0,0.0
2.6011,0.0,0.0,0.0,0.0
2.701,0.0,0.0,0.0,0.0
2.8012,0.0,0.0,0.0,0.0
2.901,0.0,0.0,0.0,0.0
3.0022,0.0,0.0,0.0,0.0
3.1011,0.0,0.0,0.0,0.0
3.201,0.0,0.0,0.0,0.0
3.301,0.0,0.0,0.0,0.0
3.401,0.0,0.0,0.0,0.0
3.5012,0.0,0.0,0.0,0.0
3.601,0.0,0.0,0.0,0.0
3.701,0.0,0.0,0.0,0.0
3.8011,0.0,0.0,0.0,0.0
3.901,0.0,0.0,0.0,0.0
4.0012,0.0,0.0,0.0,0.0
4.101,0.0,0.0,0.0,0.0
4.2011,0.0,0.0,0.0,0.0
4.3011,0.0,0.0,0.0,0.0
4.401,0.0,0.0,0.0,0.0
4.501,0.0,0.0,0.0,0.0
4.601,0.0,0.0,0.0,0.0
4.701,0.0,0.0,0.0,0.0
4.8011,0.0,0.0,0.0,0.0
4.901,0.0,0.0,0.0,0.0
5.001,0.0,0.0,0.0,0.0
5.1013,0.0,0.0,0.0,0.0
5.2011,0.0,0.0,0.0,0.0
5.301,0.0,0.0,0.0,0.0
5.401,0.0,0.0,0.0,0.0
5.5012,0.0,0.0,0.0,0.0
5.601,0.0,0.0,0.0,0.0
5.701,0.0,0.0,0.0,0.0
5.8011,0.0,0.0,0.0,0.0
5.901,0.0,0.0,0.0,0.0
6.0011,0.0,0.0,0.0,0.0
6.101,0.0,0.0,0.0,0.0
6.2012,0.0,0.0,0.0,0.0
6.301,0.0,0.0,-0.5,-0.5
6.401,0.0,0.0,-0.5,-0.5
6.501,0.0,0.0,-0.5,-0.5
6.601,0.0,0.0,-0.5,-0.5
6.701,0.0,0.0,-0.5,-0.5
6.8011,0.0,0.0,-0.5,-0.5
6.901,0.0,0.0,-0.5,-0.5
7.001,0.0,0.0,-0.5,-0.5
7.1011,0.0,0.0,-0.5,-0.5
7.2011,0.0,0.0,-0.5,-0.5
7.3012,0.0,0.0,-0.5,-0.5
7.401,0.0,0.0,-0.5,-0.5
7.501,0.0,0.0,-0.5,-0.5
7.6011,0.0,0.0,-0.5,-0.5
7.702,0.0,0.0,-0.5,-0.5
7.8012,0.0,0.0,-0.5,-0.5
7.9011,0.0,0.0,-0.5,-0.5
8.001,0.0,0.0,-0.5,-0.5
8.1013,0.0,0.0,-0.5,-0.5
8.201,0.0,0.0,-0.5,-0.5
8.3011,0.0,0.0,-0.5,-0.5
8.401,0.0,0.0,-0.5,-0.5
8.502,0.0,0.0,-0.5,-0.5
8.601,0.0,0.0,-0.5,-0.5
8.7011,0.0,0.0,-0.5,-0.5
8.8011,0.0,0.0,-0.5,-0.5
8.901,0.0,0.0,-0.5,-0.5
9.001,0.0,0.0,-0.5,-0.5
9.1013,0.0,0.0,-0.5,-0.5
9.2011,0.0,0.0,-0.5,-0.5
9.301,0.0,0.0,-0.5,-0.5
9.4011,0.0,0.0,-0.5,-0.5
9.501,0.0,0.0,-0.5,-0.5
9.601,0.0,0.0,-0.5,-0.5
9.701,0.0,0.0,-0.5,-0.5
9.801,0.0,0.0,-0.5,-0.5
9.901,0.0,0.0,-0.5,-0.5
10.001,0.0,0.0,-0.5,-0.5
10.101,0.0,0.0,-0.5,-0.5
10.201,0.0,0.0,-0.5,-0.5
10.301,0.0,0.0,-0.5,-0.5
10.4011,0.0,0.0,-0.5,-0.5
10.501,0.0,0.0,-0.5,-0.5
10.6012,0.0,0.0,-0.5,-0.5
10.701,0.0,0.0,-0.5,-0.5
10.8011,0.0,0.0,-0.5,-0.5
10.9011,0.0,0.0,-0.5,-0.5
11.001,0.0,0.0,-0.5,-0.5
11.101,0.0,0.0,-0.5,-0.5
11.201,0.0,0.0,-0.5,-0.5
11.301,0.0,0.0,-0.5,-0.5
