Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0205,0.0,0.0,-0.5,-0.5
0.1205,0.0,0.0,-0.5,-0.5
0.2206,0.0,0.0,-0.5,-0.5
0.3205,0.0,0.0,-0.5,-0.5
0.4208,0.0,0.0,-0.5,-0.5
0.5206,0.0,0.0,-0.5,-0.5
0.6209,0.0,0.0,-0.5,-0.5
0.7205,0.0,0.0,-0.5,-0.5
0.8205,0.0,0.0,-0.5,-0.5
0.9205,0.0,0.0,-0.5,-0.5
1.0205,0.0,0.0,-0.5,-0.5
1.121,0.0,0.0,-0.5,-0.5
1.2206,0.0,0.0,-0.5,-0.5
1.3205,0.0,0.0,-0.5,-0.5
1.4206,0.0,0.0,-0.5,-0.5
1.5205,0.0,0.0,-0.5,-0.5
1.6206,0.0,0.0,-0.5,-0.5
1.7205,0.0,0.0,-0.5,-0.5
1.8205,0.0,0.0,-0.5,-0.5
1.9215,0.0,0.0,-0.5,-0.5
2.0206,0.0,0.0,-0.5,-0.5
2.1205,0.0,0.0,-0.5,-0.5
2.2205,0.0,0.0,-0.5,-0.5
2.3205,0.0,0.0,-0.5,-0.5
2.4205,0.0,0.0,-0.5,-0.5
2.5205,0.0,0.0,-0.5,-0.5
2.6205,0.0,0.0,-0.5,-0.5
2.7205,0.0,0.0,-0.5,-0.5
2.8205,0.0,0.0,-0.5,-0.5
2.9205,0.0,0.0,-0.5,-0.5
3.0208,0.0,0.0,-0.5,-0.5
3.1216,0.0,0.0,-0.5,-0.5
3.2205,0.0,0.0,-0.5,-0.5
3.3205,0.0,0.0,-0.5,-0.5
3.4209,0.0,0.0,-0.5,-0.5
3.5207,0.0,0.0,-0.5,-0.5
3.6205,0.0,0.0,-0.5,-0.5
3.7205,0.0,0.0,-0.5,-0.5
3.8205,0.0,0.0,-0.5,-0.5
3.9205,0.0,0.0,-0.5,-0.5
4.0206,0.0,0.0,-0.5,-0.5
4.1205,0.0,0.0,-0.5,-0.5
4.2206,0.0,0.0,-0.5,-0.5
4.3205,0.0,0.0,-0.5,-0.5
4.4207,0.0,0.0,-0.5,-0.5
4.5205,0.0,0.0,-0.5,-0.5
4.6205,0.0,0.0,-0.5,-0.5
4.7205,0.0,0.0,-0.5,-0.5
4.8205,0.0,0.0,-0.5,-0.5
4.9205,0.0,0.0,-0.5,-0.5
5.0205,0.0,0.0,-0.5,-0.5
5.1206,0.0,0.0,-0.5,-0.5
5.2205,0.0,0.0,-0.5,-0.5
5.3205,0.0,0.0,-0.5,-0.5
5.4207,0.0,0.0,-0.5,-0.5
5.5205,0.0,0.0,-0.5,-0.5
5.6206,0.0,0.0,-0.5,-0.5
5.7205,0.0,0.0,-0.5,-0.5
5.8205,0.0,0.0,-0.5,-0.5
5.9205,0.0,0.0,-0.5,-0.5
6.0206,0.0,0.0,-0.5,-0.5
6.1205,0.0,0.0,-0.5,-0.5
6.2206,0.0,0.0,-0.5,-0.5
6.3205,0.0,0.0,-0.5,-0.5
6.4206,0.0,0.0,-0.5,-0.5
6.5205,0.0,0.0,-0.5,-0.5
6.6205,0.0,0.0,-0.5,-0.5
6.7205,0.0,0.0,-0.5,-0.5
6.8205,0.0,0.0,-0.5,-0.5
6.9205,0.0,0.0,-0.5,-0.5
7.0205,0.0,0.0,-0.5,-0.5
7.1205,0.0,0.0,-0.5,-0.5
7.2205,0.0,0.0,-0.5,-0.5
7.3205,0.0,0.0,-0.5,-0.5
7.4207,0.0,0.0,-0.5,-0.5
7.5205,0.0,0.0,-0.5,-0.5
7.6205,0.0,0.0,-0.5,-0.5
7.7205,0.0,0.0,-0.5,-0.5
7.8216,0.0,0.0,-0.5,-0.5
7.9209,0.0,0.0,-0.5,-0.5
8.0205,0.0,0.0,-0.5,-0.5
8.1205,0.0,0.0,-0.5,-0.5
8.2205,0.0,0.0,-0.5,-0.5
8.3206,0.0,0.0,-0.5,-0.5
8.4214,0.0,0.0,-0.5,-0.5
8.5216,0.0,0.0,-0.5,-0.5
8.6215,0.0,0.0,-0.5,-0.5
8.7215,0.0,0.0,-0.5,-0.5
8.8206,0.0,0.0,-0.5,-0.5
8.9205,0.0,0.0,-0.5,-0.5
9.0205,0.0,0.0,-0.5,-0.5
9.1205,0.0,0.0,-0.5,-0.5
9.2206,0.0,0.0,-0.5,-0.5
9.3205,0.0,0.0,-0.5,-0.5
9.4217,0.0,0.0,-0.5,-0.5
9.5206,0.0,0.0,-0.5,-0.5
9.6206,0.0,0.0,-0.5,-0.5
9.7206,0.0,0.0,-0.5,-0.5
9.8206,0.0,0.0,-0.5,-0.5
9.9205,0.0,0.0,-0.5,-0.5
10.0206,0.0,0.0,-0.5,-0.5
10.1205,0.0,0.0,-0.5,-0.5
