timestamp_verbose,timeStep,msgCount,temporaryId,secMark,latitude,longitude,elevation,speed,heading
1712341882.1618006,0.0,1,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.1755111,0.0,2,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.1821165,0.0,3,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.2592368,0.0,4,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.3592281,0.0,5,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.4592865,0.0,6,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.5592604,0.0,7,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.6592145,0.0,8,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.7591841,0.0,9,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.8591397,0.0,10,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341882.9592323,0.0,11,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.0591486,0.0,12,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.1591942,0.0,13,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.2591438,0.0,14,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.3594825,0.0,15,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.4591966,0.0,16,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.5591066,0.0,17,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.659077,0.0,18,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.7591178,0.0,19,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.8590806,0.0,20,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341883.959039,0.0,21,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.059224,0.0,22,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.159138,0.0,23,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.2590249,0.0,24,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.359123,0.0,25,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.4589999,0.0,26,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.5590174,0.0,27,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.659014,0.0,28,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.7590413,0.0,29,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.859295,0.0,30,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341884.959082,0.0,31,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.0590143,0.0,32,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.158971,0.0,33,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.259126,0.0,34,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.3590195,0.0,35,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.4590418,0.0,36,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.558924,0.0,37,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.6590292,0.0,38,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.7589035,0.0,39,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.858932,0.0,40,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341885.9590113,0.0,41,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341886.0589323,0.0,42,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
1712341886.1590555,0.0,43,f03ad610,100,42.3025411836166,-83.6977966280752,244.133972167969,0.0,208.03
