TimeStamp, Counter, HostVehicleSpeed
1712341173.6361,3000.0,0.0
1712341173.6409,3001.0,0.0
1712341173.6564,3002.0,0.0
1712341173.7558,3003.0,0.0
1712341173.8559,3004.0,0.0
1712341173.9554,3005.0,0.0
1712341174.0557,3006.0,0.0
1712341174.1561,3007.0,0.0
1712341174.2558,3008.0,0.0
1712341174.3558,3009.0,0.0
1712341174.4556,3010.0,0.0
1712341174.5557,3011.0,0.0
1712341174.6562,3012.0,0.0
1712341174.7554,3013.0,0.0
1712341174.8553,3014.0,0.0
1712341174.9558,3015.0,0.0
1712341175.0555,3016.0,0.0
1712341175.1558,3017.0,0.0
1712341175.2555,3018.0,0.0
1712341175.3554,3019.0,0.0
1712341175.4556,3020.0,0.0
1712341175.5557,3021.0,0.0
1712341175.656,3022.0,0.0
1712341175.7557,3023.0,0.0
1712341175.8558,3024.0,0.0
1712341175.9556,3025.0,0.0
1712341176.0557,3026.0,0.0
1712341176.1552,3027.0,0.0
1712341176.2557,3028.0,0.0
1712341176.3557,3029.0,0.0
1712341176.4556,3030.0,0.0
1712341176.5555,3031.0,0.0
1712341176.6556,3032.0,0.0
1712341176.7556,3033.0,0.0
1712341176.8556,3034.0,0.0
1712341176.9556,3035.0,0.0
1712341177.0552,3036.0,0.0
1712341177.1556,3037.0,0.0
1712341177.2555,3038.0,0.0
1712341177.3555,3039.0,0.0
1712341177.4558,3040.0,0.0
1712341177.5555,3041.0,0.0
1712341177.6555,3042.0,0.0
1712341177.7555,3043.0,0.0
1712341177.8556,3044.0,0.0
1712341177.9557,3045.0,0.0
1712341178.0569,3046.0,0.0
1712341178.1596,3047.0,0.0
1712341178.2554,3048.0,0.0
1712341178.3552,3049.0,0.0
1712341178.4551,3050.0,0.0
1712341178.5555,3051.0,0.0
1712341178.6551,3052.0,0.0
1712341178.755,3053.0,0.0
1712341178.8554,3054.0,0.0
1712341178.9555,3055.0,0.0
1712341179.055,3056.0,0.0
1712341179.1552,3057.0,0.0
1712341179.255,3058.0,0.0
1712341179.3554,3059.0,0.0
1712341179.4555,3060.0,0.0
1712341179.5559,3061.0,0.0
1712341179.6559,3062.0,0.0
1712341179.7555,3063.0,0.0
1712341179.8553,3064.0,0.0
1712341179.9554,3065.0,0.0
1712341180.0555,3066.0,0.0
1712341180.1554,3067.0,0.0
1712341180.2554,3068.0,0.0
1712341180.3553,3069.0,0.0
1712341180.4552,3070.0,0.0
1712341180.5551,3071.0,0.0
1712341180.6553,3072.0,0.0
1712341180.7553,3073.0,0.0
1712341180.855,3074.0,0.0
1712341180.9551,3075.0,0.0
1712341181.0548,3076.0,0.0
1712341181.1554,3077.0,0.0
1712341181.2553,3078.0,0.0
1712341181.355,3079.0,0.0
1712341181.4553,3080.0,0.0
1712341181.5547,3081.0,0.0
1712341181.6549,3082.0,0.0
1712341181.7548,3083.0,0.0
1712341181.8548,3084.0,0.0
1712341181.9553,3085.0,0.0
1712341182.0554,3086.0,0.0
