TimeStamp,Counter,RelativeDistance,RelativeSpeed,LeadVehicleSpeed,HostVehicleSpeed
1712340279.0776,1.0,7.74,0.0,0.0,0.0
1712340279.0976,2.0,7.74,0.0,0.0,0.0
1712340279.1043,3.0,7.74,0.0,0.0,0.0
1712340279.1216,4.0,7.74,0.0,0.0,0.0
1712340279.2189,5.0,7.74,0.0,0.0,0.0
1712340279.3219,6.0,7.74,0.0,0.0,0.0
1712340279.4187,7.0,7.74,0.0,0.0,0.0
1712340279.5195,8.0,7.74,0.0,0.0,0.0
1712340279.6197,9.0,7.74,0.0,0.0,0.0
1712340279.7187,10.0,7.74,0.0,0.0,0.0
1712340279.9522,11.0,7.74,0.0,0.0,0.0
1712340279.9531,12.0,7.74,0.0,0.0,0.0
1712340280.0364,13.0,7.74,0.0,0.0,0.0
1712340280.1362,14.0,7.74,0.0,0.0,0.0
1712340280.2968,15.0,7.74,0.0,0.0,0.0
1712340280.3186,16.0,7.74,0.0,0.0,0.0
1712340280.4795,17.0,7.74,0.0,0.0,0.0
1712340280.6156,18.0,7.74,0.0,0.0,0.0
1712340280.7522,19.0,7.74,0.0,0.0,0.0
1712340280.8497,20.0,7.74,0.0,0.0,0.0
1712340280.9376,21.0,7.74,0.0,0.0,0.0
1712340281.0357,22.0,7.74,0.0,0.0,0.0
1712340281.1331,23.0,7.74,0.0,0.0,0.0
1712340281.134,24.0,7.74,0.0,0.0,0.0
1712340281.2218,25.0,7.74,0.0,0.0,0.0
1712340281.3237,26.0,7.74,0.0,0.0,0.0
1712340281.4249,27.0,7.74,0.0,0.0,0.0
1712340281.5218,28.0,7.74,0.0,0.0,0.0
1712340281.6195,29.0,7.74,0.0,0.0,0.0
1712340281.7191,30.0,7.74,0.0,0.0,0.0
1712340281.8267,31.0,7.74,0.0,0.0,0.0
1712340281.9368,32.0,7.74,0.0,0.0,0.0
1712340282.1103,33.0,7.74,0.0,0.0,0.0
1712340282.1246,34.0,7.74,0.0,0.0,0.0
1712340282.2183,35.0,7.74,0.0,0.0,0.0
1712340282.3195,36.0,7.74,0.0,0.0,0.0
1712340282.4189,37.0,7.74,0.0,0.0,0.0
1712340282.5289,38.0,7.74,0.0,0.0,0.0
1712340282.6194,39.0,7.74,0.0,0.0,0.0
1712340282.7183,40.0,7.74,0.0,0.0,0.0
1712340282.8214,41.0,7.74,0.0,0.0,0.0
1712340282.9184,42.0,7.74,0.0,0.0,0.0
1712340283.0187,43.0,7.74,0.0,0.0,0.0
1712340283.1286,44.0,7.74,0.0,0.0,0.0
1712340283.2183,45.0,7.74,0.0,0.0,0.0
1712340283.4105,46.0,7.74,0.0,0.0,0.0
1712340283.5082,47.0,7.74,0.0,0.0,0.0
1712340283.6338,48.0,7.74,0.0,0.0,0.0
1712340283.7105,49.0,7.74,0.0,0.0,0.0
1712340283.7299,50.0,7.74,0.0,0.0,0.0
1712340283.8207,51.0,7.74,0.0,0.0,0.0
1712340283.9334,52.0,7.74,0.0,0.0,0.0
1712340284.0241,53.0,7.74,0.0,0.0,0.0
1712340284.1253,54.0,7.74,0.0,0.0,0.0
1712340284.2256,55.0,7.74,0.0,0.0,0.0
1712340284.3251,56.0,7.74,0.0,0.0,0.0
1712340284.4233,57.0,7.74,0.0,0.0,0.0
1712340284.5226,58.0,7.74,0.0,0.0,0.0
1712340284.755,59.0,7.74,0.0,0.0,0.0
1712340284.7562,60.0,7.74,0.0,0.0,0.0
1712340284.8182,61.0,7.74,0.0,0.0,0.0
1712340284.9645,62.0,7.74,0.0,0.0,0.0
1712340285.1535,63.0,7.74,0.0,0.0,0.0
1712340285.2495,64.0,7.74,0.0,0.0,0.0
1712340285.3468,65.0,7.74,0.0,0.0,0.0
1712340285.3495,66.0,7.74,0.0,0.0,0.0
1712340285.5158,67.0,7.74,0.0,0.0,0.0
1712340285.5354,68.0,7.74,0.0,0.0,0.0
1712340285.6181,69.0,7.74,0.0,0.0,0.0
1712340285.7247,70.0,7.74,0.0,0.0,0.0
1712340285.8738,71.0,7.74,0.0,0.0,0.0
1712340285.9219,72.0,7.74,0.0,0.0,0.0
1712340286.0248,73.0,7.74,0.0,0.0,0.0
1712340286.1239,74.0,7.74,0.0,0.0,0.0
1712340286.2209,75.0,7.74,0.0,0.0,0.0
1712340286.3247,76.0,7.74,0.0,0.0,0.0
1712340286.4791,77.0,7.74,0.0,0.0,0.0
1712340286.6592,78.0,7.74,0.0,0.0,0.0
1712340286.7547,79.0,7.74,0.0,0.0,0.0
1712340286.7631,80.0,7.74,0.0,0.0,0.0
1712340286.9135,81.0,7.74,0.0,0.0,0.0
1712340286.9216,82.0,7.74,0.0,0.0,0.0
1712340287.092,83.0,7.74,0.0,0.0,0.0
1712340287.1209,84.0,7.74,0.0,0.0,0.0
1712340287.2308,85.0,7.74,0.0,0.0,0.0
1712340287.4142,86.0,7.74,0.0,0.0,0.0
1712340287.4365,87.0,7.74,0.0,0.0,0.0
1712340287.5335,88.0,7.74,0.0,0.0,0.0
1712340287.6313,89.0,7.74,0.0,0.0,0.0
1712340287.7184,90.0,7.74,0.0,0.0,0.0
1712340287.826,91.0,7.74,0.0,0.0,0.0
1712340287.9283,92.0,7.74,0.0,0.0,0.0
1712340288.0197,93.0,7.74,0.0,0.0,0.0
1712340288.2767,94.0,7.74,0.0,0.0,0.0
