TimeStamp,Counter,RelativeDistance,RelativeSpeed,LeadVehicleSpeed,HostVehicleSpeed
1712341173.6326,1.0,10.0,0.0,0.0,0.0
1712341173.639,2.0,7.961,0.0,0.0,0.0
1712341173.6427,3.0,7.961,0.0,0.0,0.0
1712341173.6789,4.0,7.961,0.0,0.0,0.0
1712341173.7792,5.0,7.961,0.0,0.0,0.0
1712341173.9384,6.0,7.961,0.0,0.0,0.0
1712341173.9796,7.0,7.961,0.0,0.0,0.0
1712341174.0906,8.0,7.961,0.0,0.0,0.0
1712341174.1878,9.0,7.961,0.0,0.0,0.0
1712341174.2793,10.0,7.961,0.0,0.0,0.0
1712341174.4249,11.0,7.961,0.0,0.0,0.0
1712341174.479,12.0,7.961,0.0,0.0,0.0
1712341174.5804,13.0,7.961,0.0,0.0,0.0
1712341174.6793,14.0,7.961,0.0,0.0,0.0
1712341174.8609,15.0,7.961,0.0,0.0,0.0
1712341174.8793,16.0,7.961,0.0,0.0,0.0
1712341175.0197,17.0,7.961,0.0,0.0,0.0
1712341175.08,18.0,7.961,0.0,0.0,0.0
1712341175.1803,19.0,7.961,0.0,0.0,0.0
1712341175.2802,20.0,7.961,0.0,0.0,0.0
1712341175.38,21.0,7.961,0.0,0.0,0.0
1712341175.4793,22.0,7.961,0.0,0.0,0.0
1712341175.5787,23.0,7.961,0.0,0.0,0.0
1712341175.6804,24.0,7.961,0.0,0.0,0.0
1712341175.7789,25.0,7.961,0.0,0.0,0.0
1712341175.8801,26.0,7.961,0.0,0.0,0.0
1712341176.0279,27.0,7.961,0.0,0.0,0.0
1712341176.0799,28.0,7.961,0.0,0.0,0.0
1712341176.1797,29.0,7.961,0.0,0.0,0.0
1712341176.2887,30.0,7.961,0.0,0.0,0.0
1712341176.3797,31.0,7.961,0.0,0.0,0.0
1712341176.483,32.0,7.961,0.0,0.0,0.0
1712341176.5803,33.0,7.961,0.0,0.0,0.0
1712341176.6788,34.0,7.961,0.0,0.0,0.0
1712341176.7815,35.0,7.961,0.0,0.0,0.0
1712341176.8812,36.0,7.961,0.0,0.0,0.0
1712341176.9811,37.0,7.961,0.0,0.0,0.0
1712341177.0969,38.0,7.961,0.0,0.0,0.0
1712341177.1799,39.0,7.961,0.0,0.0,0.0
1712341177.2788,40.0,7.961,0.0,0.0,0.0
1712341177.4467,41.0,7.961,0.0,0.0,0.0
1712341177.4846,42.0,7.961,0.0,0.0,0.0
1712341177.6416,43.0,7.961,0.0,0.0,0.0
1712341177.6802,44.0,7.961,0.0,0.0,0.0
1712341177.8414,45.0,7.961,0.0,0.0,0.0
1712341177.9434,46.0,7.961,0.0,0.0,0.0
1712341177.9794,47.0,7.961,0.0,0.0,0.0
1712341178.091,48.0,7.961,0.0,0.0,0.0
1712341178.1839,49.0,7.961,0.0,0.0,0.0
1712341178.3437,50.0,7.961,0.0,0.0,0.0
1712341178.3815,51.0,7.961,0.0,0.0,0.0
1712341178.541,52.0,7.961,0.0,0.0,0.0
1712341178.6243,53.0,7.961,0.0,0.0,0.0
1712341178.6801,54.0,7.961,0.0,0.0,0.0
1712341178.7796,55.0,7.961,0.0,0.0,0.0
1712341178.9237,56.0,7.961,0.0,0.0,0.0
1712341178.9792,57.0,7.961,0.0,0.0,0.0
1712341179.0881,58.0,7.961,0.0,0.0,0.0
1712341179.3046,59.0,7.961,0.0,0.0,0.0
1712341179.3231,60.0,7.961,0.0,0.0,0.0
1712341179.3801,61.0,7.961,0.0,0.0,0.0
1712341179.4794,62.0,7.961,0.0,0.0,0.0
1712341179.6415,63.0,7.961,0.0,0.0,0.0
1712341179.6816,64.0,7.961,0.0,0.0,0.0
1712341179.78,65.0,7.961,0.0,0.0,0.0
1712341179.9388,66.0,7.961,0.0,0.0,0.0
1712341180.0028,67.0,7.961,0.0,0.0,0.0
1712341180.084,68.0,7.961,0.0,0.0,0.0
1712341180.179,69.0,7.961,0.0,0.0,0.0
1712341180.3287,70.0,7.961,0.0,0.0,0.0
1712341180.3792,71.0,7.961,0.0,0.0,0.0
1712341180.4797,72.0,7.961,0.0,0.0,0.0
1712341180.5796,73.0,7.961,0.0,0.0,0.0
1712341180.7241,74.0,7.961,0.0,0.0,0.0
1712341180.7891,75.0,7.961,0.0,0.0,0.0
1712341180.8838,76.0,7.961,0.0,0.0,0.0
1712341180.9794,77.0,7.961,0.0,0.0,0.0
1712341181.1328,78.0,7.961,0.0,0.0,0.0
1712341181.179,79.0,7.961,0.0,0.0,0.0
1712341181.2943,80.0,7.961,0.0,0.0,0.0
1712341181.379,81.0,7.961,0.0,0.0,0.0
1712341181.4804,82.0,7.961,0.0,0.0,0.0
1712341181.5854,83.0,7.961,0.0,0.0,0.0
1712341181.6829,84.0,7.961,0.0,0.0,0.0
1712341181.8688,85.0,7.961,0.0,0.0,0.0
1712341181.9801,86.0,7.961,0.0,0.0,0.0
1712341182.0395,87.0,7.961,0.0,0.0,0.0
1712341182.0973,88.0,7.961,0.0,0.0,0.0
1712341182.2276,89.0,7.961,0.0,0.0,0.0
1712341182.2826,90.0,7.961,0.0,0.0,0.0
1712341182.4408,91.0,7.961,0.0,0.0,0.0
1712341182.4799,92.0,7.961,0.0,0.0,0.0
1712341182.6314,93.0,7.961,0.0,0.0,0.0
1712341182.6881,94.0,7.961,0.0,0.0,0.0
1712341182.7876,95.0,7.961,0.0,0.0,0.0
1712341182.884,96.0,7.961,0.0,0.0,0.0
1712341182.9823,97.0,7.961,0.0,0.0,0.0
1712341183.0811,98.0,7.961,0.0,0.0,0.0
1712341183.1798,99.0,7.961,0.0,0.0,0.0
1712341183.2879,100.0,7.961,0.0,0.0,0.0
1712341183.3893,101.0,7.961,0.0,0.0,0.0
1712341183.4829,102.0,7.961,0.0,0.0,0.0
1712341183.583,103.0,7.961,0.0,0.0,0.0
1712341183.7264,104.0,7.961,0.0,0.0,0.0
1712341183.7904,105.0,7.961,0.0,0.0,0.0
1712341183.88,106.0,7.961,0.0,0.0,0.0
1712341183.9799,107.0,7.961,0.0,0.0,0.0
1712341184.0798,108.0,7.961,0.0,0.0,0.0
1712341184.1791,109.0,7.961,0.0,0.0,0.0
1712341184.2967,110.0,7.961,0.0,0.0,0.0
1712341184.384,111.0,7.961,0.0,0.0,0.0
1712341184.4977,112.0,7.961,0.0,0.0,0.0
1712341184.5873,113.0,7.961,0.0,0.0,0.0
1712341184.6797,114.0,7.961,0.0,0.0,0.0
1712341184.8597,115.0,7.961,0.0,0.0,0.0
1712341184.898,116.0,7.961,0.0,0.0,0.0
1712341184.9803,117.0,7.961,0.0,0.0,0.0
1712341185.0794,118.0,7.961,0.0,0.0,0.0
1712341185.1787,119.0,7.961,0.0,0.0,0.0
1712341185.2792,120.0,7.961,0.0,0.0,0.0
1712341185.3802,121.0,7.961,0.0,0.0,0.0
1712341185.4877,122.0,7.961,0.0,0.0,0.0
1712341185.5804,123.0,7.961,0.0,0.0,0.0
1712341185.6958,124.0,7.961,0.0,0.0,0.0
1712341185.7936,125.0,7.961,0.0,0.0,0.0
1712341185.9481,126.0,7.961,0.0,0.0,0.0
1712341185.9873,127.0,7.961,0.0,0.0,0.0
1712341186.0879,128.0,7.961,0.0,0.0,0.0
1712341186.1793,129.0,7.961,0.0,0.0,0.0
1712341186.28,130.0,7.961,0.0,0.0,0.0
1712341186.4406,131.0,7.961,0.0,0.0,0.0
1712341186.479,132.0,7.961,0.0,0.0,0.0
1712341186.5956,133.0,7.961,0.0,0.0,0.0
1712341186.6797,134.0,7.961,0.0,0.0,0.0
1712341186.78,135.0,7.961,0.0,0.0,0.0
1712341186.9286,136.0,7.961,0.0,0.0,0.0
1712341186.9796,137.0,7.961,0.0,0.0,0.0
1712341187.0799,138.0,7.961,0.0,0.0,0.0
1712341187.1797,139.0,7.961,0.0,0.0,0.0
1712341187.2947,140.0,7.961,0.0,0.0,0.0
1712341187.3874,141.0,7.961,0.0,0.0,0.0
1712341187.479,142.0,7.961,0.0,0.0,0.0
1712341187.579,143.0,7.961,0.0,0.0,0.0
1712341187.6789,144.0,7.961,0.0,0.0,0.0
1712341187.7788,145.0,7.961,0.0,0.0,0.0
1712341187.8801,146.0,7.961,0.0,0.0,0.0
1712341187.9972,147.0,7.961,0.0,0.0,0.0
1712341188.0953,148.0,7.961,0.0,0.0,0.0
1712341188.1793,149.0,7.961,0.0,0.0,0.0
1712341188.2794,150.0,7.961,0.0,0.0,0.0
1712341188.3841,151.0,7.961,0.0,0.0,0.0
1712341188.6072,152.0,7.961,0.0,0.0,0.0
1712341188.7457,153.0,7.961,0.0,0.0,0.0
1712341188.7907,154.0,7.961,0.0,0.0,0.0
1712341188.7919,155.0,7.961,0.0,0.0,0.0
1712341188.98,156.0,7.961,0.0,0.0,0.0
1712341189.0403,157.0,7.961,0.0,0.0,0.0
1712341189.0846,158.0,7.961,0.0,0.0,0.0
1712341189.1793,159.0,7.961,0.0,0.0,0.0
1712341189.2786,160.0,7.961,0.0,0.0,0.0
1712341189.3943,161.0,7.961,0.0,0.0,0.0
1712341189.4977,162.0,7.961,0.0,0.0,0.0
1712341189.5952,163.0,7.961,0.0,0.0,0.0
1712341189.6943,164.0,7.961,0.0,0.0,0.0
1712341189.7944,165.0,7.961,0.0,0.0,0.0
1712341189.8794,166.0,7.961,0.0,0.0,0.0
1712341189.9789,167.0,7.961,0.0,0.0,0.0
1712341190.0832,168.0,7.961,0.0,0.0,0.0
1712341190.1814,169.0,7.961,0.0,0.0,0.0
