timestamp_verbose,timeStep,latitude,longitude,elevation,speed,heading,distanceToFinalWaypoints,distanceToIntersection
1712343835.4755995,0.09999990463256836,42.302344264862256,-83.69786100544425,244.54742431640625,0.1,182.65,50,208.93
1712343835.5757308,0.10015392303466797,42.302344264862256,-83.69786100544425,244.54742431640625,0.2,182.65,50,208.93
1712343835.675825,0.10009384155273438,42.302344264862256,-83.69786100544425,244.54742431640625,0.3,182.65,50,208.93
1712343835.7759538,0.1000978946685791,42.302344264862256,-83.69786100544425,244.54742431640625,0.4,182.65,50,208.93
1712343835.8761816,0.10019826889038086,42.302344264862256,-83.69786100544425,244.54742431640625,0.5,182.65,50,208.93
1712343835.9763288,0.10017704963684082,42.302344264862256,-83.69786100544425,244.54742431640625,0.6,182.65,50,208.93
1712343836.0765126,0.10014176368713379,42.302344264862256,-83.69786100544425,244.54742431640625,0.7,182.65,50,208.93
1712343836.1766477,0.10018134117126465,42.302344264862256,-83.69786100544425,244.54742431640625,0.8,182.65,50,208.93
1712343836.2768393,0.10013365745544434,42.302344264862256,-83.69786100544425,244.54742431640625,0.9,182.65,50,208.93
1712343836.3769844,0.10020780563354492,42.302344264862256,-83.69786100544425,244.54742431640625,1.0,182.65,50,208.93
1712343836.4771104,0.10011649131774902,42.302344264862256,-83.69786100544425,244.54742431640625,1.1,182.65,50,208.93
1712343836.5772252,0.1001126766204834,42.302344264862256,-83.69786100544425,244.54742431640625,1.2,182.65,50,208.93
1712343836.677377,0.1001436710357666,42.302344264862256,-83.69786100544425,244.54742431640625,1.3,182.65,50,208.93
1712343836.7775178,0.10013365745544434,42.302344264862256,-83.69786100544425,244.54742431640625,1.4,182.65,50,208.93
1712343836.8776662,0.10017585754394531,42.302344264862256,-83.69786100544425,244.54742431640625,1.5,182.65,50,208.93
1712343836.9778051,0.10010194778442383,42.302344264862256,-83.69786100544425,244.54742431640625,1.6,182.65,50,208.93
1712343837.0779774,0.10015344619750977,42.302344264862256,-83.69786100544425,244.54742431640625,1.7,182.65,50,208.93
1712343837.1781352,0.10017108917236328,42.302344264862256,-83.69786100544425,244.54742431640625,1.8,182.65,50,208.93
1712343837.2782438,0.10014486312866211,42.302344264862256,-83.69786100544425,244.54742431640625,1.9,182.65,50,208.93
1712343837.3783512,0.10009241104125977,42.30232616897584,-83.69786205884073,244.53530883789065,2.0,182.3,50,206.92
1712343837.4784997,0.10011959075927734,42.30232616897584,-83.69786205884073,244.53530883789065,2.1,182.3,50,206.92
1712343837.5786176,0.10012984275817871,42.30232616897584,-83.69786205884073,244.53530883789065,2.2,182.3,50,206.92
1712343837.6787407,0.10010027885437012,42.30232616897584,-83.69786205884073,244.53530883789065,2.3,182.3,50,206.92
1712343837.778872,0.10014724731445312,42.30232616897584,-83.69786205884073,244.53530883789065,2.4,182.3,50,206.92
1712343837.879069,0.10016489028930664,42.30232616897584,-83.69786205884073,244.53530883789065,2.5,182.3,50,206.92
1712343837.9792,0.10014224052429199,42.30232616897584,-83.69786205884073,244.53530883789065,2.6,182.3,50,206.92
1712343838.0793746,0.10013365745544434,42.30232616897584,-83.69786205884073,244.53530883789065,2.7,182.3,50,206.92
1712343838.1795146,0.10017919540405273,42.30230814189247,-83.69786297111098,244.51585388183597,2.8,182.0,50,204.91
1712343838.2796767,0.10009431838989258,42.30230814189247,-83.69786297111098,244.51585388183597,2.9,182.0,50,204.91
1712343838.3798273,0.10018491744995117,42.30230814189247,-83.69786297111098,244.51585388183597,3.0,182.0,50,204.91
1712343838.4799469,0.10013628005981445,42.30230814189247,-83.69786297111098,244.51585388183597,3.1,182.0,50,204.91
1712343838.580111,0.10010910034179688,42.30230814189247,-83.69786297111098,244.51585388183597,3.2,182.0,50,204.91
1712343838.6802263,0.10017061233520508,42.30230814189247,-83.69786297111098,244.51585388183597,3.3,182.0,50,204.91
1712343838.7803304,0.1000971794128418,42.30230814189247,-83.69786297111098,244.51585388183597,3.4,182.0,50,204.91
1712343838.8808281,0.10047221183776855,42.30229018840964,-83.69786376903471,244.4889678955078,3.5,181.79,50,202.92
1712343838.980955,0.10010957717895508,42.30229018840964,-83.69786376903471,244.4889678955078,3.6,181.79,50,202.92
1712343839.0810611,0.10010147094726562,42.30229018840964,-83.69786376903471,244.4889678955078,3.7,181.79,50,202.92
1712343839.1811743,0.1001138687133789,42.30229018840964,-83.69786376903471,244.4889678955078,3.8,181.79,50,202.92
1712343839.2813118,0.10012030601501465,42.30229018840964,-83.69786376903471,244.4889678955078,3.9,181.79,50,202.92
1712343839.381464,0.10014700889587402,42.302262521296086,-83.69786492695539,244.4507598876953,4.0,181.77,50,199.84
1712343839.4816186,0.10011053085327148,42.302262521296086,-83.69786492695539,244.4507598876953,4.1,181.77,50,199.84
1712343839.5817554,0.10015726089477539,42.302262521296086,-83.69786492695539,244.4507598876953,4.2,181.77,50,199.84
1712343839.681846,0.10011768341064453,42.302262521296086,-83.69786492695539,244.4507598876953,4.3,181.77,50,199.84
1712343839.781967,0.1000969409942627,42.302262521296086,-83.69786492695539,244.4507598876953,4.4,181.77,50,199.84
1712343839.8822076,0.10026311874389648,42.302262521296086,-83.69786492695539,244.4507598876953,4.5,181.77,50,199.84
1712343839.9823143,0.10008883476257324,42.302262521296086,-83.69786492695539,244.4507598876953,4.5,181.77,50,199.84
1712343840.0824523,0.10010647773742676,42.3022445642365,-83.69786569142768,244.4024658203125,4.5,181.84,50,197.84
1712343840.1825671,0.10011029243469238,42.3022445642365,-83.69786569142768,244.4024658203125,4.5,181.84,50,197.84
1712343840.2826765,0.1001121997833252,42.3022445642365,-83.69786569142768,244.4024658203125,4.5,181.84,50,197.84
1712343840.3827746,0.1001138687133789,42.3022445642365,-83.69786569142768,244.4024658203125,4.5,181.84,50,197.84
1712343840.4829128,0.10008716583251953,42.3022445642365,-83.69786569142768,244.4024658203125,4.5,181.84,50,197.84
1712343840.5830352,0.10015153884887695,42.30222660772006,-83.69786648833211,244.34652709960935,4.5,181.92,50,195.84
1712343840.6836197,0.10056304931640625,42.30222660772006,-83.69786648833211,244.34652709960935,4.5,181.92,50,195.84
1712343840.783733,0.10010218620300293,42.30222660772006,-83.69786648833211,244.34652709960935,4.5,181.92,50,195.84
1712343840.883907,0.10011434555053711,42.30222660772006,-83.69786648833211,244.34652709960935,4.5,181.92,50,195.84
1712343840.9840584,0.10018396377563477,42.30220865174672,-83.69786732118992,244.28396606445312,4.5,182.01,50,193.85
1712343841.0853734,0.10128188133239746,42.30220865174672,-83.69786732118992,244.28396606445312,4.5,182.01,50,193.85
1712343841.1855361,0.10013961791992188,42.30220865174672,-83.69786732118992,244.28396606445312,4.5,182.01,50,193.85
1712343841.28565,0.10015583038330078,42.30220865174672,-83.69786732118992,244.28396606445312,4.5,182.01,50,193.85
1712343841.3858104,0.10011410713195801,42.30219069659074,-83.69786819324429,244.21578979492188,4.5,182.11,50,191.85
1712343841.4859197,0.10011911392211914,42.30219069659074,-83.69786819324429,244.21578979492188,4.5,182.11,50,191.85
1712343841.586034,0.10010576248168945,42.30219069659074,-83.69786819324429,244.21578979492188,4.5,182.11,50,191.85
1712343841.6861427,0.10011601448059082,42.30219069659074,-83.69786819324429,244.21578979492188,4.5,182.11,50,191.85
1712343841.786259,0.10011553764343262,42.30219069659074,-83.69786819324429,244.21578979492188,4.5,182.11,50,191.85
1712343841.8864052,0.10010147094726562,42.30217274280028,-83.6978691079238,244.1430206298828,4.5,182.21,50,189.85
1712343841.9865556,0.10012578964233398,42.30217274280028,-83.6978691079238,244.1430206298828,4.5,182.21,50,189.85
1712343842.0866885,0.10013961791992188,42.30217274280028,-83.6978691079238,244.1430206298828,4.5,182.21,50,189.85
1712343842.186883,0.10013198852539062,42.30217274280028,-83.6978691079238,244.1430206298828,4.5,182.21,50,189.85
1712343842.2870805,0.10019898414611816,42.30215479051248,-83.69787007004692,244.06661987304688,4.5,182.34,50,187.85
1712343842.3872218,0.10014986991882324,42.30215479051248,-83.69787007004692,244.06661987304688,4.5,182.34,50,187.85
1712343842.4874215,0.10017848014831543,42.30215479051248,-83.69787007004692,244.06661987304688,4.5,182.34,50,187.85
1712343842.587569,0.10014700889587402,42.30215479051248,-83.69787007004692,244.06661987304688,4.5,182.34,50,187.85
1712343842.6876953,0.10014462471008301,42.30215479051248,-83.69787007004692,244.06661987304688,4.5,182.34,50,187.85
1712343842.7878578,0.10012197494506836,42.3021368401385,-83.69787109666369,243.98509216308597,4.5,182.52,50,185.85
1712343842.888039,0.10013246536254883,42.3021368401385,-83.69787109666369,243.98509216308597,4.5,182.52,50,185.85
1712343842.988204,0.10018754005432129,42.3021368401385,-83.69787109666369,243.98509216308597,4.5,182.52,50,185.85
1712343843.0884786,0.10025787353515625,42.3021368401385,-83.69787109666369,243.98509216308597,4.5,182.52,50,185.85
1712343843.18977,0.10130071640014648,42.30211889291198,-83.6978722105693,243.8971710205078,4.5,182.74,50,183.86
1712343843.2899458,0.1001124382019043,42.30211889291198,-83.6978722105693,243.8971710205078,4.5,182.74,50,183.86
1712343843.3901138,0.1001899242401123,42.30211889291198,-83.6978722105693,243.8971710205078,4.5,182.74,50,183.86
1712343843.4905014,0.10015082359313965,42.30211889291198,-83.6978722105693,243.8971710205078,4.5,182.74,50,183.86
1712343843.590736,0.10042476654052734,42.30211889291198,-83.6978722105693,243.8971710205078,4.5,182.74,50,183.86
1712343843.6915777,0.10065126419067383,42.30210094883296,-83.69787341611892,243.802978515625,4.5,182.95,50,181.86
1712343843.7917347,0.10035920143127441,42.30210094883296,-83.69787341611892,243.802978515625,4.5,182.95,50,181.86
1712343843.891867,0.10012102127075195,42.30210094883296,-83.69787341611892,243.802978515625,4.5,182.95,50,181.86
1712343843.9920974,0.10022306442260742,42.30210094883296,-83.69787341611892,243.802978515625,4.5,182.95,50,181.86
1712343844.0922337,0.10013580322265625,42.30208300790139,-83.69787471081064,243.70260620117188,4.5,183.16,50,179.86
1712343844.1923554,0.10010290145874023,42.30208300790139,-83.69787471081064,243.70260620117188,4.5,183.16,50,179.86
1712343844.2926388,0.1002492904663086,42.30208300790139,-83.69787471081064,243.70260620117188,4.5,183.16,50,179.86
1712343844.3927894,0.10018229484558105,42.30208300790139,-83.69787471081064,243.70260620117188,4.5,183.16,50,179.86
1712343844.4929771,0.10012006759643555,42.302065070117294,-83.69787609065995,243.5961761474609,4.5,183.35,50,177.86
1712343844.59312,0.10014820098876953,42.302065070117294,-83.69787609065995,243.5961761474609,4.5,183.35,50,177.86
1712343844.6932209,0.10011720657348633,42.302065070117294,-83.69787609065995,243.5961761474609,4.5,183.35,50,177.86
1712343844.7933996,0.10018420219421387,42.302065070117294,-83.69787609065995,243.5961761474609,4.5,183.35,50,177.86
1712343844.8935041,0.10009884834289551,42.302065070117294,-83.69787609065995,243.5961761474609,4.5,183.35,50,177.86
1712343844.9936628,0.10009980201721191,42.30204713630309,-83.6978775812419,243.48390197753903,4.5,183.8,50,175.87
1712343845.0937905,0.10013151168823242,42.30204713630309,-83.6978775812419,243.48390197753903,4.5,183.8,50,175.87
1712343845.1939323,0.10011911392211914,42.30204713630309,-83.6978775812419,243.48390197753903,4.5,183.8,50,175.87
1712343845.294055,0.1001427173614502,42.30204713630309,-83.6978775812419,243.48390197753903,4.5,183.8,50,175.87
1712343845.3941944,0.10011601448059082,42.30202921413465,-83.6978794141221,243.36801147460935,4.5,184.98,50,173.87
1712343845.4943554,0.10011053085327148,42.30202921413465,-83.6978794141221,243.36801147460935,4.5,184.98,50,173.87
1712343845.5946412,0.10029721260070801,42.30202921413465,-83.6978794141221,243.36801147460935,4.5,184.98,50,173.87
1712343845.6947622,0.10015511512756348,42.30202921413465,-83.6978794141221,243.36801147460935,4.5,184.98,50,173.87
1712343845.7948847,0.10009884834289551,42.30202921413465,-83.6978794141221,243.36801147460935,4.5,184.98,50,173.87
1712343845.8951578,0.10028529167175293,42.30201131567401,-83.69788191464144,243.24908447265625,4.5,187.01,50,171.87
1712343845.99528,0.10007953643798828,42.30201131567401,-83.69788191464144,243.24908447265625,4.5,187.01,50,171.87
1712343846.0954638,0.1001424789428711,42.30201131567401,-83.69788191464144,243.24908447265625,4.5,187.01,50,171.87
1712343846.1956308,0.10017728805541992,42.30201131567401,-83.69788191464144,243.24908447265625,4.5,187.01,50,171.87
1712343846.2957814,0.10015296936035156,42.30199345476518,-83.69788554027865,243.12664794921875,4.5,190.25,50,169.87
1712343846.395916,0.1001126766204834,42.30199345476518,-83.69788554027865,243.12664794921875,4.5,190.25,50,169.87
1712343846.4960842,0.10014176368713379,42.30199345476518,-83.69788554027865,243.12664794921875,4.5,190.25,50,169.87
1712343846.5962322,0.10017037391662598,42.30199345476518,-83.69788554027865,243.12664794921875,4.5,190.25,50,169.87
1712343846.69641,0.1001436710357666,42.30199345476518,-83.69788554027865,243.12664794921875,4.5,190.25,50,169.87
1712343846.796886,0.10052227973937988,42.30197563894697,-83.6978905729155,243.000244140625,4.5,193.3,50,167.88
1712343846.8969917,0.10007762908935547,42.30197563894697,-83.6978905729155,243.000244140625,4.5,193.3,50,167.88
1712343846.9971495,0.10010886192321777,42.30197563894697,-83.6978905729155,243.000244140625,4.5,193.3,50,167.88
1712343847.0973537,0.10018563270568848,42.30197563894697,-83.6978905729155,243.000244140625,4.5,193.3,50,167.88
1712343847.1975248,0.10018658638000488,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.2977085,0.10013151168823242,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.397853,0.10019707679748535,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.4979866,0.10012006759643555,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.598128,0.10013222694396973,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.6982594,0.1001429557800293,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.798444,0.10014748573303223,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.8985713,0.10016465187072754,42.30194639759384,-83.69790067219664,242.80560302734372,4.5,195.46,50,164.6
1712343847.9987364,0.10010671615600586,42.30192864029087,-83.69790757894887,242.68157958984372,4.5,197.33,50,162.6
1712343848.0990021,0.1002957820892334,42.30192864029087,-83.69790757894887,242.68157958984372,4.5,197.33,50,162.6
1712343848.1994154,0.10037374496459961,42.30192864029087,-83.69790757894887,242.68157958984372,4.5,197.33,50,162.6
1712343848.299583,0.10012674331665039,42.30192864029087,-83.69790757894887,242.68157958984372,4.5,197.33,50,162.6
1712343848.3999574,0.10019516944885254,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343848.5001574,0.10031604766845703,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343848.6003487,0.10017681121826172,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343848.7005217,0.10018563270568848,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343848.8006485,0.10017538070678711,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343848.900738,0.10009646415710449,42.3019058153985,-83.69791793722396,242.4192657470703,4.5,200.83,50,160.04
1712343849.0008967,0.10009217262268066,42.301887798612086,-83.69792376796988,242.2974395751953,4.5,186.5,50,158.02
1712343849.101005,0.1001276969909668,42.301887798612086,-83.69792376796988,242.2974395751953,4.5,186.5,50,158.02
1712343849.2011156,0.10009264945983887,42.301887798612086,-83.69792376796988,242.2974395751953,4.5,186.5,50,158.02
1712343849.3012302,0.10012197494506836,42.301887798612086,-83.69792376796988,242.2974395751953,4.5,186.5,50,158.02
1712343849.4013734,0.10011172294616699,42.301887798612086,-83.69792376796988,242.2974395751953,4.5,186.5,50,158.02
1712343849.501593,0.10016345977783203,42.3018695926649,-83.69792465596235,242.1778106689453,4.5,178.68,50,156.0
1712343849.6017404,0.1001579761505127,42.3018695926649,-83.69792465596235,242.1778106689453,4.5,178.68,50,156.0
1712343849.7019324,0.10019278526306152,42.3018695926649,-83.69792465596235,242.1778106689453,4.5,178.68,50,156.0
1712343849.80207,0.10013413429260254,42.3018695926649,-83.69792465596235,242.1778106689453,4.5,178.68,50,156.0
1712343849.9022052,0.10013127326965332,42.30185149198167,-83.69792323348793,242.05975341796875,4.5,175.14,50,153.99
1712343850.0025055,0.10029840469360352,42.30185149198167,-83.69792323348793,242.05975341796875,4.5,175.14,23.37,153.99
1712343850.1028905,0.10036563873291016,42.30185149198167,-83.69792323348793,242.05975341796875,4.5,175.14,23.37,153.99
1712343850.2030318,0.10014963150024414,42.30185149198167,-83.69792323348793,242.05975341796875,4.5,175.14,23.37,153.99
1712343850.3031967,0.10011005401611328,42.30185149198167,-83.69792323348793,242.05975341796875,4.5,175.14,23.37,153.99
1712343850.4033968,0.10017800331115723,42.30183353247466,-83.69792073315392,241.9426422119141,4.5,173.21,22.69,152.0
1712343850.5035086,0.10013628005981445,42.30183353247466,-83.69792073315392,241.9426422119141,4.5,173.21,22.69,152.0
1712343850.6036065,0.10009646415710449,42.30183353247466,-83.69792073315392,241.9426422119141,4.5,173.21,22.69,152.0
1712343850.703715,0.10010695457458496,42.30183353247466,-83.69792073315392,241.9426422119141,4.5,173.21,22.69,152.0
1712343850.8038633,0.10010457038879395,42.3018156817956,-83.69791755804572,241.82568359375,4.5,171.95,22.24,150.02
1712343850.9040358,0.10013175010681152,42.3018156817956,-83.69791755804572,241.82568359375,4.5,171.95,22.24,150.02
1712343851.0041742,0.10017204284667969,42.3018156817956,-83.69791755804572,241.82568359375,4.5,171.95,22.24,150.02
1712343851.104282,0.10011839866638184,42.3018156817956,-83.69791755804572,241.82568359375,4.5,171.95,22.24,150.02
1712343851.2066674,0.10237646102905273,42.3018156817956,-83.69791755804572,241.82568359375,4.5,171.95,22.24,150.02
1712343851.3072472,0.10056877136230469,42.3017978830608,-83.697914010709,241.7081451416016,4.5,171.37,21.98,148.05
1712343851.4074178,0.10008883476257324,42.3017978830608,-83.697914010709,241.7081451416016,4.5,171.37,21.98,148.05
1712343851.5075414,0.1001749038696289,42.3017978830608,-83.697914010709,241.7081451416016,4.5,171.37,21.98,148.05
1712343851.607653,0.1001119613647461,42.3017978830608,-83.697914010709,241.7081451416016,4.5,171.37,21.98,148.05
1712343851.7077706,0.10010552406311035,42.30178011187195,-83.69791032576728,241.5899810791016,4.5,171.26,21.92,146.09
1712343851.8078897,0.1000971794128418,42.30178011187195,-83.69791032576728,241.5899810791016,4.5,171.26,21.92,146.09
1712343851.9080029,0.1001133918762207,42.30178011187195,-83.69791032576728,241.5899810791016,4.5,171.26,21.92,146.09
1712343852.0081437,0.10011172294616699,42.30178011187195,-83.69791032576728,241.5899810791016,4.5,171.26,21.92,146.09
1712343852.108263,0.1001431941986084,42.30176234725735,-83.69790667474032,241.47125244140625,4.5,171.51,22.03,144.13
1712343852.2084289,0.10009980201721191,42.30176234725735,-83.69790667474032,241.47125244140625,4.5,171.51,22.03,144.13
1712343852.3085623,0.10016942024230957,42.30176234725735,-83.69790667474032,241.47125244140625,4.5,171.51,22.03,144.13
1712343852.408669,0.10010647773742676,42.30176234725735,-83.69790667474032,241.47125244140625,4.5,171.51,22.03,144.13
1712343852.5088365,0.10011720657348633,42.30176234725735,-83.69790667474032,241.47125244140625,4.5,171.51,22.03,144.13
1712343852.6092002,0.10038256645202637,42.30174457208346,-83.69790318939538,241.35289001464844,4.5,172.07,22.32,142.16
1712343852.709342,0.10011434555053711,42.30174457208346,-83.69790318939538,241.35289001464844,4.5,172.07,22.32,142.16
1712343852.8094764,0.10013151168823242,42.30174457208346,-83.69790318939538,241.35289001464844,4.5,172.07,22.32,142.16
1712343852.9097307,0.10028505325317383,42.30174457208346,-83.69790318939538,241.35289001464844,4.5,172.07,22.32,142.16
1712343853.0098581,0.10010147094726562,42.30172677593288,-83.69790010426324,241.24046325683597,4.5,173.46,22.74,140.2
1712343853.1099646,0.10009241104125977,42.30172677593288,-83.69790010426324,241.24046325683597,4.5,173.46,22.74,140.2
1712343853.2100751,0.10011076927185059,42.30172677593288,-83.69790010426324,241.24046325683597,4.5,173.46,22.74,140.2
