TimeStamp,Counter,RelativeDistance,RelativeSpeed,LeadVehicleSpeed,HostVehicleSpeed
1712336499.3732,1.0,10.0,0.0,0.0,0.0
1712336499.4014,2.0,10.307,0.0,0.0,0.0
1712336499.4022,3.0,10.307,0.0,0.0,0.0
1712336499.59,4.0,10.307,0.0,0.0,0.0
1712336499.6089,5.0,10.307,0.0,0.0,0.0
1712336499.66,6.0,10.307,0.0,0.0,0.0
1712336499.7562,7.0,10.307,0.0,0.0,0.0
1712336499.8572,8.0,10.307,0.0,0.0,0.0
1712336499.956,9.0,10.307,0.0,0.0,0.0
1712336500.0645,10.0,10.307,0.0,0.0,0.0
1712336500.1647,11.0,10.307,0.0,0.0,0.0
1712336500.2574,12.0,10.307,0.0,0.0,0.0
1712336500.3562,13.0,10.307,0.0,0.0,0.0
1712336500.4608,14.0,10.307,0.0,0.0,0.0
1712336500.5563,15.0,10.307,0.0,0.0,0.0
1712336500.6561,16.0,10.307,0.0,0.0,0.0
1712336500.7571,17.0,10.307,0.0,0.0,0.0
1712336500.952,18.0,10.307,0.0,0.0,0.0
1712336501.0477,19.0,10.307,0.0,0.0,0.0
1712336501.0648,20.0,10.307,0.0,0.0,0.0
1712336501.229,21.0,10.307,0.0,0.0,0.0
1712336501.2569,22.0,10.307,0.0,0.0,0.0
1712336501.3603,23.0,10.307,0.0,0.0,0.0
1712336501.4567,24.0,10.307,0.0,0.0,0.0
1712336501.5563,25.0,10.307,0.0,0.0,0.0
1712336501.6584,26.0,10.307,0.0,0.0,0.0
1712336501.8048,27.0,10.307,0.0,0.0,0.0
1712336501.8644,28.0,10.307,0.0,0.0,0.0
1712336502.0157,29.0,10.307,0.0,0.0,0.0
1712336502.2,30.0,10.307,0.0,0.0,0.0
1712336502.2463,31.0,10.307,0.0,0.0,0.0
1712336502.2652,32.0,10.307,0.0,0.0,0.0
1712336502.3652,33.0,10.307,0.0,0.0,0.0
1712336502.465,34.0,10.307,0.0,0.0,0.0
1712336502.5569,35.0,10.307,0.0,0.0,0.0
1712336502.6647,36.0,10.307,0.0,0.0,0.0
1712336502.757,37.0,10.307,0.0,0.0,0.0
1712336502.9976,38.0,10.307,0.0,0.0,0.0
1712336503.008,39.0,10.307,0.0,0.0,0.0
1712336503.065,40.0,10.307,0.0,0.0,0.0
1712336503.156,41.0,10.307,0.0,0.0,0.0
1712336503.2606,42.0,10.307,0.0,0.0,0.0
1712336503.3564,43.0,10.307,0.0,0.0,0.0
1712336503.4647,44.0,10.307,0.0,0.0,0.0
