TimeStamp,Counter,RelativeDistance,RelativeSpeed,LeadVehicleSpeed,HostVehicleSpeed
1712334921.8873,1.0,8.015,0.0,0.0,0.0
1712334921.8957,2.0,8.015,0.0,0.0,0.0
1712334922.0156,3.0,8.015,0.0,0.0,0.0
1712334922.0176,4.0,8.015,0.0,0.0,0.0
1712334922.2093,5.0,8.015,0.0,0.0,0.0
1712334922.2649,6.0,8.015,0.0,0.0,0.0
1712334922.3197,7.0,8.015,0.0,0.0,0.0
1712334922.4637,8.0,8.015,0.0,0.0,0.0
1712334922.5172,9.0,8.015,0.0,0.0,0.0
1712334922.7474,10.0,8.015,0.0,0.0,0.0
1712334922.7649,11.0,8.015,0.0,0.0,0.0
1712334922.9412,12.0,8.015,0.0,0.0,0.0
1712334923.0416,13.0,8.015,0.0,0.0,0.0
1712334923.114,14.0,8.015,0.0,0.0,0.0
1712334923.1321,15.0,8.015,0.0,0.0,0.0
1712334923.2219,16.0,8.015,0.0,0.0,0.0
1712334923.3162,17.0,8.015,0.0,0.0,0.0
1712334923.4156,18.0,8.015,0.0,0.0,0.0
1712334923.6078,19.0,8.015,0.0,0.0,0.0
1712334923.6268,20.0,8.015,0.0,0.0,0.0
1712334923.7157,21.0,8.015,0.0,0.0,0.0
1712334923.8774,22.0,8.015,0.0,0.0,0.0
1712334923.9175,23.0,8.015,0.0,0.0,0.0
1712334924.0373,24.0,8.015,0.0,0.0,0.0
1712334924.1186,25.0,8.015,0.0,0.0,0.0
1712334924.3621,26.0,8.015,0.0,0.0,0.0
1712334924.3634,27.0,8.015,0.0,0.0,0.0
1712334924.5466,28.0,8.015,0.0,0.0,0.0
1712334924.6344,29.0,8.015,0.0,0.0,0.0
1712334924.7287,30.0,8.015,0.0,0.0,0.0
1712334924.7332,31.0,8.015,0.0,0.0,0.0
1712334924.9372,32.0,8.015,0.0,0.0,0.0
1712334924.9496,33.0,8.015,0.0,0.0,0.0
1712334925.0153,34.0,8.015,0.0,0.0,0.0
1712334925.1328,35.0,8.015,0.0,0.0,0.0
1712334925.2302,36.0,8.015,0.0,0.0,0.0
1712334925.3317,37.0,8.015,0.0,0.0,0.0
1712334925.515,38.0,8.015,0.0,0.0,0.0
1712334925.5178,39.0,8.015,0.0,0.0,0.0
1712334925.7524,40.0,8.015,0.0,0.0,0.0
1712334925.791,41.0,8.015,0.0,0.0,0.0
1712334925.9111,42.0,8.015,0.0,0.0,0.0
1712334925.9802,43.0,8.015,0.0,0.0,0.0
1712334926.0682,44.0,8.015,0.0,0.0,0.0
1712334926.1177,45.0,8.015,0.0,0.0,0.0
1712334926.2446,46.0,8.015,0.0,0.0,0.0
1712334926.3172,47.0,8.015,0.0,0.0,0.0
1712334926.4164,48.0,8.015,0.0,0.0,0.0
1712334926.5635,49.0,8.015,0.0,0.0,0.0
1712334926.6855,50.0,8.015,0.0,0.0,0.0
1712334926.7165,51.0,8.015,0.0,0.0,0.0
1712334926.8164,52.0,8.015,0.0,0.0,0.0
1712334927.0103,53.0,8.015,0.0,0.0,0.0
1712334927.0895,54.0,8.015,0.0,0.0,0.0
1712334927.2157,55.0,8.015,0.0,0.0,0.0
1712334927.2166,56.0,8.015,0.0,0.0,0.0
1712334927.3175,57.0,8.015,0.0,0.0,0.0
1712334927.4156,58.0,8.015,0.0,0.0,0.0
1712334927.5198,59.0,8.015,0.0,0.0,0.0
1712334927.6159,60.0,8.015,0.0,0.0,0.0
1712334927.7158,61.0,8.015,0.0,0.0,0.0
1712334927.8158,62.0,8.015,0.0,0.0,0.0
1712334927.9287,63.0,8.015,0.0,0.0,0.0
1712334928.1085,64.0,8.015,0.0,0.0,0.0
1712334928.1162,65.0,8.015,0.0,0.0,0.0
1712334928.3174,66.0,8.015,0.0,0.0,0.0
1712334928.3202,67.0,8.015,0.0,0.0,0.0
1712334928.4821,68.0,8.015,0.0,0.0,0.0
1712334928.527,69.0,8.015,0.0,0.0,0.0
1712334928.6179,70.0,8.015,0.0,0.0,0.0
1712334928.7695,71.0,8.015,0.0,0.0,0.0
1712334928.9867,72.0,8.015,0.0,0.0,0.0
1712334928.9878,73.0,8.015,0.0,0.0,0.0
1712334929.018,74.0,8.015,0.0,0.0,0.0
1712334929.1712,75.0,8.015,0.0,0.0,0.0
1712334929.2162,76.0,8.015,0.0,0.0,0.0
1712334929.4885,77.0,8.015,0.0,0.0,0.0
1712334929.4894,78.0,8.015,0.0,0.0,0.0
1712334929.614,79.0,8.015,0.0,0.0,0.0
1712334929.7173,80.0,8.015,0.0,0.0,0.0
1712334929.8164,81.0,8.015,0.0,0.0,0.0
1712334929.9131,82.0,8.015,0.0,0.0,0.0
1712334929.918,83.0,8.015,0.0,0.0,0.0
1712334930.0241,84.0,8.015,0.0,0.0,0.0
1712334930.1174,85.0,8.015,0.0,0.0,0.0
1712334930.2157,86.0,8.015,0.0,0.0,0.0
1712334930.3154,87.0,8.015,0.0,0.0,0.0
1712334930.4165,88.0,8.015,0.0,0.0,0.0
1712334930.5171,89.0,8.015,0.0,0.0,0.0
1712334930.6163,90.0,8.015,0.0,0.0,0.0
1712334930.8438,91.0,8.015,0.0,0.0,0.0
1712334930.8453,92.0,8.015,0.0,0.0,0.0
1712334931.0229,93.0,8.015,0.0,0.0,0.0
1712334931.0267,94.0,8.015,0.0,0.0,0.0
1712334931.1782,95.0,8.015,0.0,0.0,0.0
1712334931.2205,96.0,8.015,0.0,0.0,0.0
1712334931.3171,97.0,8.015,0.0,0.0,0.0
1712334931.5013,98.0,8.015,0.0,0.0,0.0
1712334931.5161,99.0,8.015,0.0,0.0,0.0
1712334931.6305,100.0,8.015,0.0,0.0,0.0
1712334931.7158,101.0,8.015,0.0,0.0,0.0
1712334931.9162,102.0,8.015,0.0,0.0,0.0
1712334931.9174,103.0,8.015,0.0,0.0,0.0
1712334932.0928,104.0,8.015,0.0,0.0,0.0
1712334932.1171,105.0,8.015,0.0,0.0,0.0
1712334932.3165,106.0,8.015,0.0,0.0,0.0
1712334932.318,107.0,8.015,0.0,0.0,0.0
1712334932.4169,108.0,8.015,0.0,0.0,0.0
1712334932.5169,109.0,8.015,0.0,0.0,0.0
1712334932.7149,110.0,8.015,0.0,0.0,0.0
1712334932.7158,111.0,8.015,0.0,0.0,0.0
1712334932.9473,112.0,8.015,0.0,0.0,0.0
1712334932.9519,113.0,8.015,0.0,0.0,0.0
1712334933.0324,114.0,8.015,0.0,0.0,0.0
