Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,chevy.bolt.2017,0.04,1.33573
0.1,chevy.bolt.2017,0.08,1.33357
0.2,chevy.bolt.2017,0.13,1.33157
0.31,chevy.bolt.2017,0.19,1.32961
0.41,chevy.bolt.2017,0.26,1.32668
0.51,chevy.bolt.2017,0.33,1.32472
0.61,chevy.bolt.2017,0.39,1.32058
0.72,chevy.bolt.2017,0.47,1.31606
0.82,chevy.bolt.2017,0.54,1.31209
0.92,chevy.bolt.2017,0.63,1.30542
1.02,chevy.bolt.2017,0.7,1.30322
1.12,chevy.bolt.2017,0.78,1.29796
1.23,chevy.bolt.2017,0.85,1.29159
1.33,chevy.bolt.2017,0.93,1.28527
1.43,chevy.bolt.2017,1.0,1.27917
1.53,chevy.bolt.2017,1.08,1.27184
1.64,chevy.bolt.2017,1.16,1.26324
1.74,chevy.bolt.2017,1.24,1.25592
1.84,chevy.bolt.2017,1.32,1.2452
1.94,chevy.bolt.2017,1.4,1.23711
2.05,chevy.bolt.2017,1.48,1.22777
2.15,chevy.bolt.2017,1.55,1.2162
2.25,chevy.bolt.2017,1.64,1.203
2.35,chevy.bolt.2017,1.71,1.19287
2.46,chevy.bolt.2017,1.79,1.17824
2.56,chevy.bolt.2017,1.87,1.16489
2.66,chevy.bolt.2017,1.95,1.14873
2.76,chevy.bolt.2017,2.02,1.13482
2.87,chevy.bolt.2017,2.1,1.11742
2.97,chevy.bolt.2017,2.22,1.08231
3.07,chevy.bolt.2017,2.29,1.08231
3.17,chevy.bolt.2017,2.42,1.04014
3.27,chevy.bolt.2017,2.54,1.01781
3.41,chevy.bolt.2017,2.65,0.99322
3.51,chevy.bolt.2017,2.7,0.97076
3.61,chevy.bolt.2017,2.81,0.94406
3.72,chevy.bolt.2017,2.87,0.91752
3.82,chevy.bolt.2017,2.92,0.88853
3.92,chevy.bolt.2017,3.0,0.85705
4.02,chevy.bolt.2017,3.08,0.8267
4.12,chevy.bolt.2017,3.16,0.79271
4.23,chevy.bolt.2017,3.24,0.75808
4.33,chevy.bolt.2017,3.31,0.7224
4.43,chevy.bolt.2017,3.39,0.68392
4.53,chevy.bolt.2017,3.45,0.64891
4.63,chevy.bolt.2017,3.52,0.60529
4.74,chevy.bolt.2017,3.59,0.56175
4.84,chevy.bolt.2017,3.64,0.52699
4.94,chevy.bolt.2017,3.7,0.47753
5.04,chevy.bolt.2017,3.76,0.43373
5.14,chevy.bolt.2017,3.9,0.33591
5.25,chevy.bolt.2017,3.95,0.33591
5.35,chevy.bolt.2017,4.01,0.28559
5.45,chevy.bolt.2017,4.14,0.19844
5.55,chevy.bolt.2017,4.19,0.19844
5.66,chevy.bolt.2017,4.15,0.15576
5.76,chevy.bolt.2017,4.26,0.05755
5.86,chevy.bolt.2017,4.29,0.05755
5.96,chevy.bolt.2017,4.25,0.00295
6.06,chevy.bolt.2017,4.36,-0.09878
6.17,chevy.bolt.2017,4.48,-0.15052
6.27,chevy.bolt.2017,4.44,-0.15052
6.37,chevy.bolt.2017,4.54,-0.24299
6.47,chevy.bolt.2017,4.64,-0.29353
6.58,chevy.bolt.2017,4.64,-0.33631
6.68,chevy.bolt.2017,4.64,-0.38835
6.78,chevy.bolt.2017,4.71,-0.43727
6.88,chevy.bolt.2017,4.71,-0.48527
6.99,chevy.bolt.2017,4.7,-0.54046
7.09,chevy.bolt.2017,4.71,-0.59348
7.19,chevy.bolt.2017,4.71,-0.64553
7.29,chevy.bolt.2017,4.72,-0.69538
7.39,chevy.bolt.2017,4.72,-0.74299
7.5,chevy.bolt.2017,4.71,-0.79081
7.6,chevy.bolt.2017,4.71,-0.85075
7.7,chevy.bolt.2017,4.69,-0.89283
7.8,chevy.bolt.2017,4.69,-0.94831
7.91,chevy.bolt.2017,4.68,-0.9979
8.01,chevy.bolt.2017,4.68,-1.05257
8.11,chevy.bolt.2017,4.68,-1.10617
8.21,chevy.bolt.2017,4.69,-1.15995
8.31,chevy.bolt.2017,4.68,-1.20408
8.42,chevy.bolt.2017,4.68,-1.31383
8.52,chevy.bolt.2017,4.67,-1.36569
8.62,chevy.bolt.2017,4.67,-1.4238
8.72,chevy.bolt.2017,4.66,-1.47278
8.83,chevy.bolt.2017,4.65,-1.52511
8.93,chevy.bolt.2017,4.64,-1.57118
9.03,chevy.bolt.2017,4.64,-1.62376
9.13,chevy.bolt.2017,4.63,-1.66577
9.23,chevy.bolt.2017,4.63,-1.71797
9.34,chevy.bolt.2017,4.63,-1.75395
9.44,chevy.bolt.2017,4.64,-1.80344
9.54,chevy.bolt.2017,4.64,-1.84325
9.64,chevy.bolt.2017,4.63,-1.87075
9.74,chevy.bolt.2017,4.64,-1.92328
9.85,chevy.bolt.2017,4.64,-1.95078
9.95,chevy.bolt.2017,4.62,-1.97889
10.05,chevy.bolt.2017,4.59,-2.00512
10.15,chevy.bolt.2017,4.59,-2.04114
10.26,chevy.bolt.2017,4.54,-2.06279
10.36,chevy.bolt.2017,4.53,-2.09592
10.46,chevy.bolt.2017,4.53,-2.12379
10.56,chevy.bolt.2017,4.52,-2.14079
10.67,chevy.bolt.2017,4.58,-2.18579
10.77,chevy.bolt.2017,4.64,-2.20453
10.87,chevy.bolt.2017,4.61,-2.20453
10.97,chevy.bolt.2017,4.65,-2.27159
11.08,chevy.bolt.2017,4.7,-2.30876
11.18,chevy.bolt.2017,4.68,-2.35401
11.28,chevy.bolt.2017,4.67,-2.39908
11.39,chevy.bolt.2017,4.71,-2.43072
11.49,chevy.bolt.2017,4.68,-2.47444
11.59,chevy.bolt.2017,4.66,-2.51694
11.69,chevy.bolt.2017,4.64,-2.5613
11.79,chevy.bolt.2017,4.61,-2.59645
11.9,chevy.bolt.2017,4.61,-2.64445
12.0,chevy.bolt.2017,4.61,-2.6833
12.1,chevy.bolt.2017,4.6,-2.72296
12.2,chevy.bolt.2017,4.58,-2.76246
12.31,chevy.bolt.2017,4.58,-2.80646
12.41,chevy.bolt.2017,4.57,-2.84567
12.51,chevy.bolt.2017,4.56,-2.88666
12.61,chevy.bolt.2017,4.55,-2.92555
12.72,chevy.bolt.2017,4.53,-2.96326
12.82,chevy.bolt.2017,4.54,-3.01241
12.92,chevy.bolt.2017,4.48,-3.01241
13.03,chevy.bolt.2017,4.5,-3.09656
13.13,chevy.bolt.2017,4.49,-3.12135
13.23,chevy.bolt.2017,4.54,-3.19219
13.33,chevy.bolt.2017,4.51,-3.19219
13.44,chevy.bolt.2017,4.55,-3.23443
13.54,chevy.bolt.2017,4.53,-3.2693
13.64,chevy.bolt.2017,4.51,-3.28231
13.74,chevy.bolt.2017,4.44,-3.29953
13.85,chevy.bolt.2017,4.5,-3.33508
13.95,chevy.bolt.2017,4.49,-3.33508
14.05,chevy.bolt.2017,4.48,-3.3567
14.15,chevy.bolt.2017,4.47,-3.37676
14.25,chevy.bolt.2017,4.48,-3.39925
14.36,chevy.bolt.2017,4.4,-3.41651
14.46,chevy.bolt.2017,4.39,-3.43734
14.56,chevy.bolt.2017,4.45,-3.48564
14.66,chevy.bolt.2017,4.5,-3.51038
14.77,chevy.bolt.2017,4.55,-3.53584
14.87,chevy.bolt.2017,4.6,-3.55905
14.97,chevy.bolt.2017,4.65,-3.58698
15.07,chevy.bolt.2017,4.63,-3.61325
15.18,chevy.bolt.2017,4.54,-3.61325
15.28,chevy.bolt.2017,4.52,-3.66669
15.38,chevy.bolt.2017,4.51,-3.69395
15.48,chevy.bolt.2017,4.49,-3.72234
15.58,chevy.bolt.2017,4.48,-3.7515
15.69,chevy.bolt.2017,4.53,-3.78044
15.79,chevy.bolt.2017,4.5,-3.80757
15.89,chevy.bolt.2017,4.51,-3.8476
16.0,chevy.bolt.2017,4.44,-3.8476
16.1,chevy.bolt.2017,4.43,-3.89737
16.2,chevy.bolt.2017,4.42,-3.55428
16.3,chevy.bolt.2017,4.41,-3.55264
16.4,chevy.bolt.2017,4.37,-3.55173
16.51,chevy.bolt.2017,4.4,-3.552
16.61,chevy.bolt.2017,4.4,-3.55396
16.71,chevy.bolt.2017,4.38,-3.55571
16.81,chevy.bolt.2017,4.37,-3.5585
16.92,chevy.bolt.2017,4.37,-3.56016
17.02,chevy.bolt.2017,4.36,-3.56058
17.12,chevy.bolt.2017,4.34,-3.55979
17.22,chevy.bolt.2017,4.35,-3.55818
17.33,chevy.bolt.2017,4.34,-4.31931
17.43,chevy.bolt.2017,4.34,-4.23776
17.53,chevy.bolt.2017,4.33,-4.18199
17.63,chevy.bolt.2017,4.34,-3.54923
17.73,chevy.bolt.2017,4.33,-3.54212
17.84,chevy.bolt.2017,4.34,-3.53096
17.94,chevy.bolt.2017,4.33,-3.51462
18.04,chevy.bolt.2017,4.34,-3.49059
18.14,chevy.bolt.2017,4.35,-3.4608
18.25,chevy.bolt.2017,4.35,-3.4336
18.35,chevy.bolt.2017,4.35,-3.39576
18.45,chevy.bolt.2017,4.36,-3.35612
18.55,chevy.bolt.2017,4.36,-3.31588
18.65,chevy.bolt.2017,4.36,-3.29262
18.76,chevy.bolt.2017,4.36,-3.26405
18.86,chevy.bolt.2017,4.38,-3.21937
18.96,chevy.bolt.2017,4.39,-3.17331
19.06,chevy.bolt.2017,4.47,-3.0559
19.17,chevy.bolt.2017,4.47,-3.0559
19.27,chevy.bolt.2017,4.48,-2.98093
19.37,chevy.bolt.2017,4.56,-2.81935
19.47,chevy.bolt.2017,4.62,-0.84723
19.57,chevy.bolt.2017,4.54,-0.84723
19.68,chevy.bolt.2017,4.61,0.51176
19.78,chevy.bolt.2017,4.67,0.59891
19.88,chevy.bolt.2017,4.59,0.59891
19.98,chevy.bolt.2017,4.58,-3.38268
20.09,chevy.bolt.2017,4.64,-3.38673
20.19,chevy.bolt.2017,4.62,-3.38991
20.29,chevy.bolt.2017,4.59,-3.3935
20.4,chevy.bolt.2017,4.63,-3.39704
20.5,chevy.bolt.2017,4.61,-3.40051
20.6,chevy.bolt.2017,4.58,1.91609
20.7,chevy.bolt.2017,4.57,0.5531
20.8,chevy.bolt.2017,4.56,-3.41126
20.91,chevy.bolt.2017,4.56,-3.41439
21.01,chevy.bolt.2017,4.55,-1.93524
21.11,chevy.bolt.2017,4.55,-2.01514
21.21,chevy.bolt.2017,4.54,-2.07447
21.31,chevy.bolt.2017,4.52,-2.16545
21.42,chevy.bolt.2017,4.5,-2.25319
21.52,chevy.bolt.2017,4.49,-2.36891
21.62,chevy.bolt.2017,4.46,-2.4419
21.72,chevy.bolt.2017,4.43,-3.16773
21.83,chevy.bolt.2017,4.41,-2.51191
21.93,chevy.bolt.2017,4.4,-2.57218
22.03,chevy.bolt.2017,4.38,-2.64301
22.13,chevy.bolt.2017,4.36,-2.7254
22.23,chevy.bolt.2017,4.36,-3.25801
22.34,chevy.bolt.2017,4.39,-3.33334
22.44,chevy.bolt.2017,4.38,-3.36288
22.54,chevy.bolt.2017,4.37,-3.41526
22.64,chevy.bolt.2017,4.41,-3.58275
22.75,chevy.bolt.2017,4.39,-3.58275
22.85,chevy.bolt.2017,4.35,-3.64566
22.95,chevy.bolt.2017,4.4,-3.86072
23.05,chevy.bolt.2017,4.39,-3.86072
23.16,chevy.bolt.2017,4.32,-3.82864
23.26,chevy.bolt.2017,4.39,-3.76892
23.36,chevy.bolt.2017,4.37,-3.76892
23.46,chevy.bolt.2017,4.35,-3.71588
23.56,chevy.bolt.2017,4.33,-3.71588
23.67,chevy.bolt.2017,4.37,-3.65872
23.77,chevy.bolt.2017,4.37,-3.61343
23.87,chevy.bolt.2017,4.41,-3.59839
23.97,chevy.bolt.2017,4.4,-3.56744
24.08,chevy.bolt.2017,4.45,-3.53635
24.18,chevy.bolt.2017,4.45,-3.50662
24.28,chevy.bolt.2017,4.41,-3.47522
24.38,chevy.bolt.2017,4.41,-3.47263
24.48,chevy.bolt.2017,4.4,-3.47263
24.59,chevy.bolt.2017,4.39,-3.47263
24.69,chevy.bolt.2017,4.38,-3.47263
24.79,chevy.bolt.2017,4.39,-3.47263
24.89,chevy.bolt.2017,4.39,-3.47263
25.0,chevy.bolt.2017,4.39,-3.47263
25.1,chevy.bolt.2017,4.41,-3.47263
25.2,chevy.bolt.2017,4.41,-3.47263
25.3,chevy.bolt.2017,4.4,-3.47263
25.41,chevy.bolt.2017,4.38,-3.47263
25.51,chevy.bolt.2017,4.38,-3.47263
25.61,chevy.bolt.2017,4.36,-3.47263
25.71,chevy.bolt.2017,4.36,-3.47263
25.81,chevy.bolt.2017,4.36,-3.47263
25.92,chevy.bolt.2017,4.37,-3.47263
26.02,chevy.bolt.2017,4.37,-3.45749
26.12,chevy.bolt.2017,4.35,-3.42188
26.22,chevy.bolt.2017,4.35,-3.37753
26.33,chevy.bolt.2017,4.34,-3.34381
26.43,chevy.bolt.2017,4.34,-3.29016
26.53,chevy.bolt.2017,4.33,-3.25839
26.63,chevy.bolt.2017,4.33,-3.21991
26.73,chevy.bolt.2017,4.32,-3.18137
26.84,chevy.bolt.2017,4.32,-3.14188
26.94,chevy.bolt.2017,4.31,-3.10147
27.04,chevy.bolt.2017,4.33,-3.06006
27.14,chevy.bolt.2017,4.35,-3.01578
27.24,chevy.bolt.2017,4.36,-2.97562
27.35,chevy.bolt.2017,4.37,-2.93332
27.45,chevy.bolt.2017,4.38,-2.89188
27.55,chevy.bolt.2017,4.37,-2.86115
27.65,chevy.bolt.2017,4.37,-2.81589
27.75,chevy.bolt.2017,4.38,-2.78021
27.86,chevy.bolt.2017,4.37,-2.74478
27.96,chevy.bolt.2017,4.36,-2.70221
28.06,chevy.bolt.2017,4.38,-2.66
28.17,chevy.bolt.2017,4.43,-2.57977
28.27,chevy.bolt.2017,4.43,-2.57977
28.37,chevy.bolt.2017,4.43,-2.54044
28.47,chevy.bolt.2017,4.51,-2.44839
28.57,chevy.bolt.2017,4.58,-2.41669
28.68,chevy.bolt.2017,4.58,-2.77499
28.78,chevy.bolt.2017,4.65,-2.74838
28.88,chevy.bolt.2017,4.71,-2.72156
28.98,chevy.bolt.2017,4.67,-2.69556
29.09,chevy.bolt.2017,4.66,2.58798
29.19,chevy.bolt.2017,4.64,2.55185
29.29,chevy.bolt.2017,4.62,2.52301
29.39,chevy.bolt.2017,4.61,2.48004
29.5,chevy.bolt.2017,4.61,-2.12054
29.6,chevy.bolt.2017,4.6,-2.09692
29.7,chevy.bolt.2017,4.61,-2.069
29.8,chevy.bolt.2017,4.61,-2.04819
29.9,chevy.bolt.2017,4.61,-2.0228
30.01,chevy.bolt.2017,4.61,-1.99896
30.11,chevy.bolt.2017,4.62,-1.97427
30.21,chevy.bolt.2017,4.62,-1.94946
30.31,chevy.bolt.2017,4.61,-1.9314
30.41,chevy.bolt.2017,4.63,-1.89938
30.52,chevy.bolt.2017,4.63,-1.87933
30.62,chevy.bolt.2017,4.62,-1.85986
30.72,chevy.bolt.2017,4.61,-1.83243
30.82,chevy.bolt.2017,4.61,0.65511
30.92,chevy.bolt.2017,4.59,0.75438
31.03,chevy.bolt.2017,4.58,0.85115
31.13,chevy.bolt.2017,4.56,0.93035
31.23,chevy.bolt.2017,4.55,-1.71927
31.33,chevy.bolt.2017,4.53,-1.69803
31.44,chevy.bolt.2017,4.5,-1.67563
31.54,chevy.bolt.2017,4.48,-1.65259
31.64,chevy.bolt.2017,4.45,-1.63589
31.75,chevy.bolt.2017,4.42,-1.61404
31.85,chevy.bolt.2017,4.39,-1.58871
31.95,chevy.bolt.2017,4.41,-1.55194
32.05,chevy.bolt.2017,4.43,-1.53122
32.15,chevy.bolt.2017,4.39,-1.53122
32.26,chevy.bolt.2017,4.4,-1.4957
32.36,chevy.bolt.2017,4.4,-1.47498
32.46,chevy.bolt.2017,4.35,-1.45892
32.56,chevy.bolt.2017,4.3,-1.45892
32.67,chevy.bolt.2017,4.29,-1.45892
32.77,chevy.bolt.2017,4.25,-1.45892
32.87,chevy.bolt.2017,4.19,-1.45892
32.97,chevy.bolt.2017,4.12,-1.45892
33.07,chevy.bolt.2017,4.07,-1.45892
33.18,chevy.bolt.2017,4.02,-1.45892
33.28,chevy.bolt.2017,3.96,-1.45892
33.38,chevy.bolt.2017,3.89,-1.45892
33.48,chevy.bolt.2017,3.83,-1.45892
33.59,chevy.bolt.2017,3.77,-1.45892
33.69,chevy.bolt.2017,3.71,-1.45892
33.79,chevy.bolt.2017,3.66,-1.45892
33.89,chevy.bolt.2017,3.61,-1.45892
34.0,chevy.bolt.2017,3.57,-1.45892
34.1,chevy.bolt.2017,3.53,-1.45892
34.2,chevy.bolt.2017,3.48,-1.45892
34.3,chevy.bolt.2017,3.44,-1.45892
34.4,chevy.bolt.2017,3.4,-1.45892
34.51,chevy.bolt.2017,3.35,-1.45892
34.61,chevy.bolt.2017,3.3,-1.45892
34.71,chevy.bolt.2017,3.25,-1.45892
34.81,chevy.bolt.2017,3.21,-1.45892
34.91,chevy.bolt.2017,3.18,-1.4733
35.02,chevy.bolt.2017,3.15,-1.47162
35.12,chevy.bolt.2017,3.12,-1.46954
35.22,chevy.bolt.2017,3.1,-1.46732
35.32,chevy.bolt.2017,3.09,-1.46484
35.43,chevy.bolt.2017,3.07,-1.46295
35.53,chevy.bolt.2017,3.05,-1.46103
35.63,chevy.bolt.2017,3.05,-1.45847
35.73,chevy.bolt.2017,3.09,-1.45416
35.84,chevy.bolt.2017,3.08,-1.45416
35.94,chevy.bolt.2017,3.07,-1.45184
36.04,chevy.bolt.2017,3.07,-1.45007
36.14,chevy.bolt.2017,3.06,-1.44766
36.24,chevy.bolt.2017,3.01,-1.4454
36.35,chevy.bolt.2017,3.02,-1.44254
36.45,chevy.bolt.2017,3.03,-1.44009
36.55,chevy.bolt.2017,3.06,-1.43762
36.65,chevy.bolt.2017,3.13,-1.4328
36.75,chevy.bolt.2017,3.15,-1.4328
36.86,chevy.bolt.2017,3.15,-1.43054
36.96,chevy.bolt.2017,3.22,-1.42538
37.06,chevy.bolt.2017,3.22,-1.42538
37.16,chevy.bolt.2017,3.18,-1.42273
37.27,chevy.bolt.2017,3.26,-1.41711
37.37,chevy.bolt.2017,3.29,-1.41711
37.47,chevy.bolt.2017,3.33,-1.41119
37.57,chevy.bolt.2017,3.43,-1.40829
37.67,chevy.bolt.2017,3.51,-1.40646
37.78,chevy.bolt.2017,3.53,-1.40295
37.88,chevy.bolt.2017,3.61,-1.40033
37.98,chevy.bolt.2017,3.56,-1.40033
38.08,chevy.bolt.2017,3.58,-1.39435
38.19,chevy.bolt.2017,3.61,-1.39191
38.29,chevy.bolt.2017,3.63,-1.40411
38.39,chevy.bolt.2017,3.65,-1.40411
38.49,chevy.bolt.2017,3.72,-1.40411
38.6,chevy.bolt.2017,3.74,-1.40411
38.7,chevy.bolt.2017,3.76,-1.40411
38.8,chevy.bolt.2017,3.78,-1.40411
38.9,chevy.bolt.2017,3.81,-1.40411
39.0,chevy.bolt.2017,3.83,-1.40411
39.11,chevy.bolt.2017,3.86,-1.40411
39.21,chevy.bolt.2017,3.89,-1.40411
39.31,chevy.bolt.2017,3.91,-1.40411
39.41,chevy.bolt.2017,3.93,-1.40411
39.52,chevy.bolt.2017,3.96,-1.40411
39.62,chevy.bolt.2017,3.99,-1.40411
39.72,chevy.bolt.2017,4.0,-1.40411
39.82,chevy.bolt.2017,4.04,-1.40411
39.92,chevy.bolt.2017,4.06,-1.40411
40.03,chevy.bolt.2017,4.08,-1.40411
40.13,chevy.bolt.2017,4.1,-1.3996
40.23,chevy.bolt.2017,4.12,-1.39383
40.33,chevy.bolt.2017,4.13,-1.38718
40.44,chevy.bolt.2017,4.15,-1.3829
40.54,chevy.bolt.2017,4.17,-1.3768
40.64,chevy.bolt.2017,4.21,-1.3703
40.74,chevy.bolt.2017,4.23,-1.36548
40.84,chevy.bolt.2017,4.24,-1.35898
40.95,chevy.bolt.2017,4.26,-1.35428
41.05,chevy.bolt.2017,4.28,-1.34821
41.15,chevy.bolt.2017,4.29,-1.34238
41.25,chevy.bolt.2017,4.3,-1.33768
41.36,chevy.bolt.2017,4.37,-1.32697
41.46,chevy.bolt.2017,4.37,-1.32697
41.56,chevy.bolt.2017,4.44,-1.31537
41.66,chevy.bolt.2017,4.43,-1.31537
41.77,chevy.bolt.2017,4.44,-1.30917
41.87,chevy.bolt.2017,4.45,-1.29755
41.97,chevy.bolt.2017,4.52,-1.29218
42.07,chevy.bolt.2017,4.53,-1.28638
42.18,chevy.bolt.2017,4.6,-1.2803
42.28,chevy.bolt.2017,4.65,-1.27551
42.38,chevy.bolt.2017,4.65,-1.26907
42.48,chevy.bolt.2017,4.64,-1.26358
42.58,chevy.bolt.2017,4.64,-1.25778
42.69,chevy.bolt.2017,4.62,-0.94607
42.79,chevy.bolt.2017,4.61,-0.15092
42.89,chevy.bolt.2017,4.59,1.88136
42.99,chevy.bolt.2017,4.51,1.88136
43.1,chevy.bolt.2017,4.51,1.73566
43.2,chevy.bolt.2017,4.51,-1.22577
43.3,chevy.bolt.2017,4.52,-1.21866
