Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,chevy.bolt.2017,0.0,1.34134
0.1,chevy.bolt.2017,0.0,1.34134
0.2,chevy.bolt.2017,0.0,1.34134
0.31,chevy.bolt.2017,0.0,1.34134
0.41,chevy.bolt.2017,0.0,1.34134
0.51,chevy.bolt.2017,0.0,1.34134
0.61,chevy.bolt.2017,0.0,1.34134
0.72,chevy.bolt.2017,0.0,1.34134
0.82,chevy.bolt.2017,0.0,1.34134
0.92,chevy.bolt.2017,0.0,1.34134
1.02,chevy.bolt.2017,0.0,1.34134
1.13,chevy.bolt.2017,0.0,1.34134
1.23,chevy.bolt.2017,0.0,1.34134
1.33,chevy.bolt.2017,0.0,1.34134
1.43,chevy.bolt.2017,0.0,1.34134
1.53,chevy.bolt.2017,0.0,1.34134
1.64,chevy.bolt.2017,0.0,1.34134
1.74,chevy.bolt.2017,0.0,1.34134
1.84,chevy.bolt.2017,0.0,1.34134
1.94,chevy.bolt.2017,0.0,1.34134
2.04,chevy.bolt.2017,0.0,1.34134
2.15,chevy.bolt.2017,0.0,1.34134
2.25,chevy.bolt.2017,0.0,1.34134
2.35,chevy.bolt.2017,0.0,1.34134
2.45,chevy.bolt.2017,0.0,1.34134
2.55,chevy.bolt.2017,0.0,1.34134
2.66,chevy.bolt.2017,0.0,1.34134
2.76,chevy.bolt.2017,0.0,1.34134
2.86,chevy.bolt.2017,0.0,1.34134
2.96,chevy.bolt.2017,0.0,1.34134
3.07,chevy.bolt.2017,0.0,1.34134
3.17,chevy.bolt.2017,0.0,1.34134
3.27,chevy.bolt.2017,0.0,1.34134
3.37,chevy.bolt.2017,0.01,1.33773
3.47,chevy.bolt.2017,0.04,1.33573
3.58,chevy.bolt.2017,0.08,1.33357
3.68,chevy.bolt.2017,0.13,1.33157
3.78,chevy.bolt.2017,0.19,1.32961
3.89,chevy.bolt.2017,0.26,1.32668
3.99,chevy.bolt.2017,0.33,1.32472
4.09,chevy.bolt.2017,0.39,1.32058
4.19,chevy.bolt.2017,0.47,1.31606
4.29,chevy.bolt.2017,0.54,1.31209
4.4,chevy.bolt.2017,0.63,1.30542
4.5,chevy.bolt.2017,0.7,1.30322
4.6,chevy.bolt.2017,0.78,1.29796
4.7,chevy.bolt.2017,0.85,1.29159
4.81,chevy.bolt.2017,0.93,1.28527
4.91,chevy.bolt.2017,1.0,1.27917
5.01,chevy.bolt.2017,1.08,1.27184
5.11,chevy.bolt.2017,1.16,1.26324
5.22,chevy.bolt.2017,1.24,1.25592
5.32,chevy.bolt.2017,1.32,1.2452
5.42,chevy.bolt.2017,1.4,1.23711
5.52,chevy.bolt.2017,1.48,1.22777
5.63,chevy.bolt.2017,1.55,1.2162
5.73,chevy.bolt.2017,1.64,1.203
5.83,chevy.bolt.2017,1.71,1.19287
5.93,chevy.bolt.2017,1.79,1.17824
6.04,chevy.bolt.2017,1.87,1.16489
6.14,chevy.bolt.2017,1.95,1.14873
6.24,chevy.bolt.2017,2.02,1.13482
6.34,chevy.bolt.2017,2.1,1.11742
6.44,chevy.bolt.2017,2.22,1.08231
6.55,chevy.bolt.2017,2.29,1.08231
6.65,chevy.bolt.2017,2.42,1.04014
6.75,chevy.bolt.2017,2.54,1.01781
6.85,chevy.bolt.2017,2.65,0.99322
6.96,chevy.bolt.2017,2.7,0.97076
7.06,chevy.bolt.2017,2.81,0.94406
7.16,chevy.bolt.2017,2.87,0.91752
7.27,chevy.bolt.2017,2.92,0.88853
7.37,chevy.bolt.2017,3.0,0.85705
7.47,chevy.bolt.2017,3.08,0.8267
7.57,chevy.bolt.2017,3.16,0.79271
7.67,chevy.bolt.2017,3.24,0.75808
7.78,chevy.bolt.2017,3.31,0.7224
7.88,chevy.bolt.2017,3.39,0.68392
7.98,chevy.bolt.2017,3.45,0.64891
8.08,chevy.bolt.2017,3.52,0.60529
8.19,chevy.bolt.2017,3.59,0.56175
8.29,chevy.bolt.2017,3.64,0.52699
8.39,chevy.bolt.2017,3.7,0.47753
8.49,chevy.bolt.2017,3.76,0.43373
8.6,chevy.bolt.2017,3.9,0.33591
8.7,chevy.bolt.2017,3.95,0.33591
8.8,chevy.bolt.2017,4.01,0.28559
8.9,chevy.bolt.2017,4.14,0.19844
9.01,chevy.bolt.2017,4.19,0.19844
9.11,chevy.bolt.2017,4.15,0.15576
9.21,chevy.bolt.2017,4.26,0.05755
9.31,chevy.bolt.2017,4.29,0.05755
9.41,chevy.bolt.2017,4.25,0.00295
9.52,chevy.bolt.2017,4.36,-0.09878
9.62,chevy.bolt.2017,4.48,-0.15052
9.72,chevy.bolt.2017,4.44,-0.15052
9.82,chevy.bolt.2017,4.54,-0.24299
9.93,chevy.bolt.2017,4.64,-0.29353
10.03,chevy.bolt.2017,4.64,-0.33631
10.13,chevy.bolt.2017,4.64,-0.38835
10.24,chevy.bolt.2017,4.71,-0.43727
10.34,chevy.bolt.2017,4.71,-0.48527
10.44,chevy.bolt.2017,4.7,-0.54046
10.54,chevy.bolt.2017,4.71,-0.59348
