Latitude,Longitude,Elevation,Heading
41.7008249863636,-87.9917813124293,233.628311157227,344.999985694838
41.7008249863636,-87.9917813124293,233.42121887207,344.999985694838
41.7008249863636,-87.9917813124293,233.210525512695,344.999985694838
41.7008249863636,-87.9917813124293,232.983123779297,344.999985694838
41.7008249863636,-87.9917813124293,232.738723754883,344.999985694838
41.7008249863636,-87.9917813124293,232.476867675781,344.999985694838
41.7008249863636,-87.9917813124293,232.198837280273,344.999985694838
41.7008249863636,-87.9917813124293,231.904113769531,344.999985694838
41.7008249863636,-87.9917813124293,231.579528808594,344.999985694838
41.7008249863636,-87.9917813124293,230.764877319336,344.983620561586
41.7008249863636,-87.9917813124293,229.853088378906,344.986188712714
41.7008247012113,-87.9917811909677,229.621658325195,344.988319731735
41.7008246913406,-87.9917812144934,229.645935058594,344.989549165786
41.7008247012113,-87.9917811810984,229.665008544922,344.990150222433
41.7008247088884,-87.9917811547725,229.676406860352,344.990450750756
41.7008247132754,-87.9917811386144,229.68244934082,344.990614675296
41.7008247165656,-87.9917811289516,229.685440063477,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990614675296
41.7008247165656,-87.9917811235809,229.686889648437,344.990560033783
41.7008247165656,-87.9917811235809,229.686889648437,344.990560033783
41.7008247187591,-87.9917811204135,229.686630249023,344.990560033783
41.7008247187591,-87.991781118256,229.687072753906,344.990560033783
41.7008247187591,-87.9917811166035,229.687469482422,344.990560033783
41.7008247187591,-87.9917811160067,229.687774658203,344.990560033783
41.7008247187591,-87.9917811157542,229.687850952148,344.990560033783
41.7008247187591,-87.9917811155936,229.687927246094,344.990560033783
41.7008247187591,-87.9917811155018,229.68798828125,344.990560033783
41.7008247187591,-87.99178111541,229.688003540039,344.990560033783
41.7008247187591,-87.99178111541,229.688003540039,344.990532713026
41.7008247187591,-87.9917811154329,229.688018798828,344.990532713026
41.7008247187591,-87.9917811154329,229.688018798828,344.99058735454
41.7008247187591,-87.9917811154329,229.688064575195,344.99058735454
41.7008247198558,-87.991781115387,229.688064575195,344.99058735454
41.7008247198558,-87.991781115387,229.688064575195,344.990560033783
41.7008247198558,-87.991781115387,229.688064575195,344.990560033783
41.7008247187591,-87.9917811155018,229.688064575195,344.990177543189
41.7008247187591,-87.9917811155018,229.688064575195,344.988893467625
41.7008247494678,-87.9917811270925,229.688171386719,344.986871731631
41.7008253822868,-87.9917813586545,229.68977355957,344.98474071261
41.7008264329638,-87.9917817413549,229.691680908203,344.983128787966
41.7008275944115,-87.9917821682377,229.693496704102,344.981680787862
41.7008287119896,-87.9917825736146,229.695175170898,344.979959580191
41.7008297856981,-87.9917829669188,229.696701049805,344.977391429063
41.7008308352783,-87.9917833514554,229.698211669922,344.976134674256
41.7008318859552,-87.9917837357624,229.699996948242,344.974222221288
41.7008329859854,-87.9917841330373,229.701889038086,344.972637617401
41.7008341167243,-87.9917845435784,229.703628540039,344.970971051243
41.7008352222381,-87.991784942873,229.705215454102,344.969413768113
41.7008362816888,-87.9917853274555,229.706848144531,344.967555956658
41.7008372873993,-87.9917856958109,229.708374023437,344.965397616881
41.7008382404663,-87.9917860443588,229.70979309082,344.96334856013
41.7008391200516,-87.991786362266,229.71110534668,344.961900560026
41.7008399129945,-87.9917866443451,229.712265014648,344.960589163705
41.7008406642613,-87.9917869144893,229.713317871094,344.962392333646
41.7008414067542,-87.9917871879615,229.714416503906,344.960343276895
41.7008421777622,-87.9917874715325,229.715545654297,344.977200183766
41.7008429553507,-87.9917877573758,229.716613769531,344.978620863114
41.7008437998404,-87.9917880631184,229.71794128418,344.975041843989
41.7008447627779,-87.9917884060201,229.719390869141,344.974030975991
41.700845874872,-87.9917888010228,229.721054077148,344.973074749508
41.7008471470901,-87.9917892653173,229.722930908203,344.970943730487
41.7008486342691,-87.9917898112288,229.725112915039,344.969850900219
41.700850395633,-87.9917904491317,229.727645874023,344.969085919032
41.7008524509231,-87.9917911896296,229.730712890625,344.968648786926
41.700854805623,-87.9917920465398,229.734176635742,344.968348258602
41.7008574805708,-87.9917930188522,229.738006591797,344.968211654819
41.7008604966044,-87.9917941100326,229.742401123047,344.968157013305
41.7008638427565,-87.9917953166612,229.747146606445,344.968102371792
41.7008673435486,-87.9917965797975,229.751907348633,344.968047730279
41.7008708070514,-87.9917978274871,229.75666809082,344.967911126495
41.7008741542998,-87.9917990323713,229.76123046875,344.967665239685
41.7008773545848,-87.9918001870368,229.765625,344.967310069848
41.7008804035197,-87.9918012855848,229.769958496094,345.485120371205
41.7008833032979,-87.991802329622,229.774215698242,345.575224226736
41.7008860955956,-87.9918030943801,229.7783203125,346.053583355447
41.7008887277692,-87.9918039261808,229.782089233398,347.07431414577
41.7008912469787,-87.9918045699135,229.785614013672,348.134441467226
41.7008936718684,-87.9918048663376,229.789016723633,348.335330991095
41.7008959300539,-87.9918049906911,229.792221069336,348.334620651421
41.7008978438632,-87.9918053603089,229.794952392578,348.341505482105
41.7008990930487,-87.9918057031877,229.796493530273,348.341204953781
41.7008993145899,-87.9918057690827,229.796493530273,348.340849783944
41.7008993979421,-87.9918057971988,229.79704284668,348.340549255621
41.7008995657431,-87.9918058462241,229.797653198242,348.340221406541
41.7008997576724,-87.9918059009874,229.798080444336,348.336423821362
41.7008999496017,-87.9918059552228,229.798446655273,348.334238160828
41.7009001020484,-87.99180599812,229.798721313477,348.331806613483
41.7009001799169,-87.9918060204063,229.798828125,348.329948802029
41.700900221593,-87.9918060321577,229.798919677734,348.328418839655
41.7009002490114,-87.9918060402368,229.798965454102,348.318118914386
41.7009002786234,-87.9918060487978,229.799041748047,348.305715290854
41.7009003444277,-87.9918060692939,229.799179077148,348.32541355642
41.7009005506146,-87.9918061286476,229.799621582031,348.240309399362
41.7009008752493,-87.9918062160715,229.800109863281,348.176269545704
41.700901312848,-87.9918063502943,229.800796508789,348.165723733625
41.7009019061837,-87.9918065253716,229.801727294922,348.166707280866
41.7009027846715,-87.9918067741705,229.803192138672,348.1680733187
41.7009040020515,-87.9918071187936,229.805068969727,348.1680733187
41.7009055495498,-87.9918075558212,229.807403564453,348.167417620539
41.7009074447143,-87.9918080895912,229.810165405273,348.166953167676
41.7009096930285,-87.9918087228807,229.813552856445,348.166406752542
41.7009122977828,-87.9918094548406,229.817596435547,348.165860337408
41.7009152644606,-87.9918102944909,229.822021484375,348.165423205302
41.7009185733207,-87.9918112285424,229.826751708984,348.164740186385
41.700922044498,-87.9918122126062,229.83171081543,348.164111808981
41.7009254860631,-87.9918131814988,229.836700439453,348.731727849766
41.700928810277,-87.9918141155962,229.841537475586,349.461492581447
41.7009320149463,-87.9918147639193,229.846252441406,350.660354705324
41.7009350847166,-87.991815203747,229.850830078125,352.417270605148
41.7009380173945,-87.9918153301662,229.855346679687,354.656889633995
41.7009407998192,-87.9918150506576,229.859527587891,355.62699506219
41.7009434067656,-87.9918143680903,229.863296508789,356.082541359073
41.7009458777164,-87.991814051721,229.867004394531,356.14330272193
41.7009482115749,-87.9918140539244,229.87060546875,356.142947552093
41.7009504215019,-87.991814208781,229.874038696289,356.142428457716
41.7009525184649,-87.9918144069939,229.877182006836,356.142073287879
41.7009545068506,-87.9918145957046,229.880157470703,356.141827401069
41.700956392143,-87.9918147731918,229.883026123047,356.141280985936
41.7009581721485,-87.9918149408327,229.8857421875,356.141007778369
41.7009598578345,-87.991815094886,229.888244628906,356.140597967019
41.7009614711358,-87.9918152430177,229.890686035156,356.140297438695
41.7009630438577,-87.9918153880051,229.89306640625,356.139887627345
41.7009645617427,-87.9918155264511,229.895401000977,356.139587099021
41.7009659918887,-87.9918156558999,229.897613525391,356.416592251001
41.7009673770684,-87.9918157831225,229.89973449707,356.983525272868
41.7009687150883,-87.9918157789681,229.901779174805,357.077672600388
41.7009699873039,-87.9918156080681,229.90364074707,357.077399392821
41.7009711904251,-87.9918156123372,229.905426025391,357.077044222984
41.7009723310322,-87.9918156890425,229.907150268555,357.076852977687
41.7009734091252,-87.9918157658397,229.908721923828,357.280775105547
41.7009744268977,-87.9918158375414,229.910263061523,357.291238955356
41.7009753887365,-87.9918158116746,229.911697387695,357.290938427032
41.7009762913514,-87.9918158545718,229.913055419922,357.302822956188
41.7009771424197,-87.9918159098171,229.914352416992,357.305227182776
