Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,toyota.prius,0.0,0.92868
0.1,toyota.prius,0.0,0.92868
0.2,toyota.prius,0.0,0.92868
0.3,toyota.prius,0.0,0.92868
0.41,toyota.prius,0.0,0.92868
0.51,toyota.prius,0.0,0.92868
0.61,toyota.prius,0.0,0.92868
0.71,toyota.prius,0.0,0.92868
0.81,toyota.prius,0.0,0.92868
0.91,toyota.prius,0.0,0.92868
1.01,toyota.prius,0.0,0.92868
1.11,toyota.prius,0.0,0.92868
1.22,toyota.prius,0.0,0.92868
1.32,toyota.prius,0.0,0.92868
1.42,toyota.prius,0.0,0.92868
1.52,toyota.prius,0.0,0.92868
1.62,toyota.prius,0.0,0.92868
1.72,toyota.prius,0.0,0.92868
1.83,toyota.prius,0.0,0.92868
1.93,toyota.prius,0.0,0.92868
2.03,toyota.prius,0.0,0.92868
2.13,toyota.prius,0.0,0.92852
2.23,toyota.prius,0.0,0.92856
2.33,toyota.prius,0.0,0.92865
2.43,toyota.prius,0.0,0.92865
2.53,toyota.prius,0.0,0.92843
2.64,toyota.prius,0.0,0.92827
2.74,toyota.prius,0.0,0.92827
2.84,toyota.prius,0.0,0.92827
2.94,toyota.prius,0.0,0.92827
3.04,toyota.prius,0.0,0.92833
3.14,toyota.prius,0.0,0.92846
3.25,toyota.prius,0.01,0.96721
3.35,toyota.prius,0.02,0.9911
3.45,toyota.prius,0.05,0.99168
3.55,toyota.prius,0.09,0.98215
3.65,toyota.prius,0.16,0.97237
3.75,toyota.prius,0.23,0.9668
3.85,toyota.prius,0.32,0.96388
3.95,toyota.prius,0.41,0.94716
4.06,toyota.prius,0.49,0.93147
4.16,toyota.prius,0.57,0.92343
4.26,toyota.prius,0.65,0.92187
4.36,toyota.prius,0.71,0.9251
4.46,toyota.prius,0.76,0.92966
4.56,toyota.prius,0.81,0.92871
4.66,toyota.prius,0.84,0.92574
4.77,toyota.prius,0.87,0.9241
4.87,toyota.prius,0.9,0.93169
4.97,toyota.prius,0.92,0.93787
5.07,toyota.prius,0.95,0.93342
5.17,toyota.prius,0.96,0.92535
5.27,toyota.prius,0.98,0.92496
5.37,toyota.prius,0.99,0.93164
5.47,toyota.prius,1.01,0.93728
5.58,toyota.prius,1.02,0.93402
5.68,toyota.prius,1.03,0.92445
5.78,toyota.prius,1.05,0.92739
5.88,toyota.prius,1.06,0.93522
5.98,toyota.prius,1.07,0.93384
6.08,toyota.prius,1.09,0.92703
6.18,toyota.prius,1.11,0.92029
6.29,toyota.prius,1.12,0.91768
6.39,toyota.prius,1.14,0.92181
6.49,toyota.prius,1.16,0.92169
6.59,toyota.prius,1.19,0.91339
6.69,toyota.prius,1.21,0.91143
6.79,toyota.prius,1.23,0.9152
6.89,toyota.prius,1.26,0.92358
7.0,toyota.prius,1.28,0.92575
7.1,toyota.prius,1.31,0.91859
7.2,toyota.prius,1.34,0.91238
7.3,toyota.prius,1.37,0.91441
7.4,toyota.prius,1.4,0.92075
7.5,toyota.prius,1.44,0.92517
7.6,toyota.prius,1.48,0.92156
7.71,toyota.prius,1.51,0.9152
7.81,toyota.prius,1.55,0.91652
7.91,toyota.prius,1.58,0.92402
8.01,toyota.prius,1.62,0.9291
8.11,toyota.prius,1.66,0.92952
8.21,toyota.prius,1.7,0.92449
8.31,toyota.prius,1.74,0.92088
8.41,toyota.prius,1.78,0.92162
8.52,toyota.prius,1.82,0.92137
8.62,toyota.prius,1.86,0.92094
8.72,toyota.prius,1.9,0.92193
8.82,toyota.prius,1.94,0.92004
8.92,toyota.prius,1.97,0.9174
9.02,toyota.prius,2.01,0.92032
9.12,toyota.prius,2.05,0.92016
9.23,toyota.prius,2.09,0.91176
9.33,toyota.prius,2.12,0.9093
9.43,toyota.prius,2.16,0.91514
9.53,toyota.prius,2.19,0.92162
9.63,toyota.prius,2.23,0.92368
9.73,toyota.prius,2.27,0.92045
9.83,toyota.prius,2.31,0.91163
9.94,toyota.prius,2.34,0.90643
10.04,toyota.prius,2.37,0.90949
10.14,toyota.prius,2.41,0.91962
10.24,toyota.prius,2.44,0.92469
10.34,toyota.prius,2.47,0.92462
10.44,toyota.prius,2.51,0.92234
10.54,toyota.prius,2.54,0.91191
10.64,toyota.prius,2.58,0.9029
10.75,toyota.prius,2.61,0.90598
10.85,toyota.prius,2.64,0.91532
10.95,toyota.prius,2.67,0.91979
11.05,toyota.prius,2.7,0.91923
11.15,toyota.prius,2.72,0.91434
11.25,toyota.prius,2.76,0.91298
11.36,toyota.prius,2.79,0.91848
11.46,toyota.prius,2.82,0.93014
11.56,toyota.prius,2.84,0.93895
11.66,toyota.prius,2.87,0.94375
11.76,toyota.prius,2.9,0.94304
11.86,toyota.prius,2.93,0.93643
11.96,toyota.prius,2.95,0.93385
12.06,toyota.prius,2.97,0.93763
12.17,toyota.prius,3.0,0.93992
12.27,toyota.prius,3.01,0.93972
12.37,toyota.prius,3.03,0.93485
12.47,toyota.prius,3.05,0.9256
12.57,toyota.prius,3.08,0.92229
12.67,toyota.prius,3.1,0.92423
12.77,toyota.prius,3.12,0.92861
12.88,toyota.prius,3.14,0.92993
12.98,toyota.prius,3.16,0.92641
13.08,toyota.prius,3.18,0.92397
13.18,toyota.prius,3.19,0.92662
13.28,toyota.prius,3.21,0.92923
13.38,toyota.prius,3.22,0.93054
13.48,toyota.prius,3.24,0.93378
13.58,toyota.prius,3.26,0.93466
13.69,toyota.prius,3.28,0.93182
13.79,toyota.prius,3.29,0.93111
13.89,toyota.prius,3.31,0.93791
13.99,toyota.prius,3.31,0.94608
14.09,toyota.prius,3.33,0.95564
14.19,toyota.prius,3.34,0.95746
14.29,toyota.prius,3.35,0.95036
14.4,toyota.prius,3.36,0.93943
14.5,toyota.prius,3.37,0.9383
14.6,toyota.prius,3.37,0.94546
14.7,toyota.prius,3.38,0.95443
14.8,toyota.prius,3.39,0.95878
14.9,toyota.prius,3.39,0.95837
15.0,toyota.prius,3.4,0.95617
15.11,toyota.prius,3.42,0.94943
15.21,toyota.prius,3.42,0.94645
15.31,toyota.prius,3.44,0.95226
15.41,toyota.prius,3.44,0.95931
15.51,toyota.prius,3.45,0.96412
15.61,toyota.prius,3.46,0.96705
15.71,toyota.prius,3.46,0.97044
15.82,toyota.prius,3.46,0.98513
15.92,toyota.prius,3.47,1.0182
16.02,toyota.prius,3.47,0.85283
16.12,toyota.prius,3.48,0.42288
16.22,toyota.prius,3.49,-0.03231
16.32,toyota.prius,3.5,-0.43057
16.42,toyota.prius,3.5,-0.84427
16.52,toyota.prius,3.51,-1.19867
16.63,toyota.prius,3.51,-1.60937
16.73,toyota.prius,3.51,-2.02706
16.83,toyota.prius,3.51,-2.15341
16.93,toyota.prius,3.51,-2.11413
17.03,toyota.prius,3.51,-2.06943
17.13,toyota.prius,3.51,-2.03982
17.23,toyota.prius,3.51,-2.02402
17.34,toyota.prius,3.52,-2.02044
17.44,toyota.prius,3.52,-2.01633
17.54,toyota.prius,3.52,-2.01355
17.64,toyota.prius,3.53,-2.01633
17.74,toyota.prius,3.53,-2.01797
17.84,toyota.prius,3.53,-2.01556
17.94,toyota.prius,3.53,-2.01467
18.05,toyota.prius,3.54,-2.01669
18.15,toyota.prius,3.54,-2.01806
18.25,toyota.prius,3.55,-2.01593
18.35,toyota.prius,3.54,-2.013
18.45,toyota.prius,3.54,-2.0098
18.55,toyota.prius,3.54,-2.00655
18.65,toyota.prius,3.54,-2.01596
18.75,toyota.prius,3.55,-2.01947
18.86,toyota.prius,3.55,-2.02014
18.96,toyota.prius,3.55,-2.01769
19.06,toyota.prius,3.55,-2.01212
19.16,toyota.prius,3.55,-2.01
19.26,toyota.prius,3.55,-2.01471
19.36,toyota.prius,3.56,-2.01806
19.47,toyota.prius,3.56,-2.01861
19.57,toyota.prius,3.57,-2.01806
19.67,toyota.prius,3.56,-2.01553
19.77,toyota.prius,3.56,-2.01514
19.87,toyota.prius,3.56,-2.01838
19.97,toyota.prius,3.56,-2.01963
20.07,toyota.prius,3.55,-2.0173
20.17,toyota.prius,3.55,-2.01215
20.28,toyota.prius,3.55,-2.00922
20.38,toyota.prius,3.55,-2.01294
20.48,toyota.prius,3.55,-2.0192
20.58,toyota.prius,3.55,-2.02065
20.68,toyota.prius,3.54,-2.01717
20.78,toyota.prius,3.54,-1.8421
20.88,toyota.prius,3.54,-1.37051
20.99,toyota.prius,3.54,-1.18774
21.09,toyota.prius,3.54,-1.23147
21.19,toyota.prius,3.54,-1.32467
21.29,toyota.prius,3.54,-1.49475
21.39,toyota.prius,3.54,-1.57626
21.49,toyota.prius,3.54,-1.61779
21.59,toyota.prius,3.54,-1.91318
21.7,toyota.prius,3.54,-2.3706
21.8,toyota.prius,3.53,-2.60046
21.9,toyota.prius,3.53,-2.62033
22.0,toyota.prius,3.52,-2.54312
22.1,toyota.prius,3.52,-2.40521
22.2,toyota.prius,3.52,-2.35064
22.3,toyota.prius,3.51,-2.32879
22.4,toyota.prius,3.51,-2.28457
22.51,toyota.prius,3.51,-2.28485
22.61,toyota.prius,3.5,-2.30084
22.71,toyota.prius,3.5,-2.25577
