Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,toyota.prius,0.0,0.92321
0.1,toyota.prius,0.0,0.92321
0.2,toyota.prius,0.0,0.92321
0.3,toyota.prius,0.0,0.92321
0.41,toyota.prius,0.0,0.92321
0.51,toyota.prius,0.0,0.92321
0.61,toyota.prius,0.0,0.92321
0.71,toyota.prius,0.0,0.92321
0.81,toyota.prius,0.0,0.92321
0.92,toyota.prius,0.0,0.92321
1.02,toyota.prius,0.0,0.92321
1.12,toyota.prius,0.0,0.92321
1.22,toyota.prius,0.0,0.92321
1.32,toyota.prius,0.0,0.92321
1.42,toyota.prius,0.0,0.92321
1.53,toyota.prius,0.0,0.92321
1.63,toyota.prius,0.0,0.92321
1.73,toyota.prius,0.0,0.92321
1.83,toyota.prius,0.0,0.92321
1.93,toyota.prius,0.0,0.92321
2.04,toyota.prius,0.0,0.92321
2.14,toyota.prius,0.0,0.92321
2.24,toyota.prius,0.0,0.92321
2.34,toyota.prius,0.0,0.92321
2.45,toyota.prius,0.0,0.92321
2.55,toyota.prius,0.0,0.92321
2.65,toyota.prius,0.0,0.92321
2.75,toyota.prius,0.0,0.92321
2.85,toyota.prius,0.0,0.92321
2.96,toyota.prius,0.0,0.92321
3.06,toyota.prius,0.0,0.92321
3.16,toyota.prius,0.0,0.92321
3.26,toyota.prius,0.0,0.92321
3.37,toyota.prius,0.0,0.92321
3.47,toyota.prius,0.0,0.92321
3.57,toyota.prius,0.0,0.92321
3.67,toyota.prius,0.0,0.92321
3.77,toyota.prius,0.0,0.92321
3.88,toyota.prius,0.0,0.92321
3.98,toyota.prius,0.0,0.92321
4.08,toyota.prius,0.0,0.92321
4.18,toyota.prius,0.0,0.92321
4.28,toyota.prius,0.0,0.92321
4.39,toyota.prius,0.0,0.92321
4.49,toyota.prius,0.0,0.92321
4.59,toyota.prius,0.0,0.92321
4.69,toyota.prius,0.0,0.92321
4.79,toyota.prius,0.0,0.92321
4.9,toyota.prius,0.0,0.92321
5.0,toyota.prius,0.0,0.92321
5.1,toyota.prius,0.0,0.92321
5.2,toyota.prius,0.0,0.92321
5.3,toyota.prius,0.0,0.92321
5.41,toyota.prius,0.0,0.92321
5.51,toyota.prius,0.0,0.92321
5.61,toyota.prius,0.0,0.92321
5.71,toyota.prius,0.0,0.92321
5.81,toyota.prius,0.0,0.92321
5.92,toyota.prius,0.0,0.92321
6.02,toyota.prius,0.0,0.92321
6.12,toyota.prius,0.0,0.92321
6.22,toyota.prius,0.0,0.92321
6.32,toyota.prius,0.0,0.92321
6.43,toyota.prius,0.0,0.92321
6.53,toyota.prius,0.0,0.92321
6.63,toyota.prius,0.0,0.92321
6.73,toyota.prius,0.0,0.92321
6.83,toyota.prius,0.0,0.92321
6.94,toyota.prius,0.0,0.92321
7.04,toyota.prius,0.0,0.92321
7.14,toyota.prius,0.0,0.92321
7.24,toyota.prius,0.0,0.92321
7.34,toyota.prius,0.0,0.92321
7.45,toyota.prius,0.0,0.92321
7.55,toyota.prius,0.0,0.92321
7.65,toyota.prius,0.0,0.92321
7.75,toyota.prius,0.0,0.92321
7.85,toyota.prius,0.0,0.92321
7.96,toyota.prius,0.0,0.92321
8.06,toyota.prius,0.0,0.92321
8.16,toyota.prius,0.0,0.92321
8.26,toyota.prius,0.0,0.92321
8.36,toyota.prius,0.0,0.92321
8.46,toyota.prius,0.0,0.92321
8.57,toyota.prius,0.0,0.92321
8.67,toyota.prius,0.0,0.92321
8.77,toyota.prius,0.0,0.92321
8.87,toyota.prius,0.0,0.92321
8.97,toyota.prius,0.0,0.92321
9.07,toyota.prius,0.0,0.92321
9.18,toyota.prius,0.0,0.92321
9.28,toyota.prius,0.0,0.92321
9.38,toyota.prius,0.0,0.92321
9.48,toyota.prius,0.0,0.92321
9.58,toyota.prius,0.0,0.92321
9.68,toyota.prius,0.0,0.92321
9.79,toyota.prius,0.0,0.92321
9.89,toyota.prius,0.0,0.92321
9.99,toyota.prius,0.0,0.92321
10.09,toyota.prius,0.0,0.92321
10.19,toyota.prius,0.0,0.92321
10.29,toyota.prius,0.0,0.92321
10.4,toyota.prius,0.0,0.92321
10.5,toyota.prius,0.0,0.92321
10.6,toyota.prius,0.0,0.92321
10.7,toyota.prius,0.0,0.92321
10.8,toyota.prius,0.0,0.92321
10.91,toyota.prius,0.0,0.92321
11.01,toyota.prius,0.0,0.92321
11.11,toyota.prius,0.0,0.92321
11.21,toyota.prius,0.0,0.92321
11.31,toyota.prius,0.0,0.92321
11.42,toyota.prius,0.0,0.92321
11.52,toyota.prius,0.0,0.92321
11.62,toyota.prius,0.0,0.92321
11.72,toyota.prius,0.0,0.92321
11.82,toyota.prius,0.0,0.92321
11.92,toyota.prius,0.0,0.92321
12.03,toyota.prius,0.0,0.92321
12.13,toyota.prius,0.0,0.92321
12.23,toyota.prius,0.0,0.92321
12.33,toyota.prius,0.0,0.92321
12.43,toyota.prius,0.0,0.92321
12.54,toyota.prius,0.0,0.92321
12.64,toyota.prius,0.0,0.92321
12.74,toyota.prius,0.0,0.92321
12.84,toyota.prius,0.0,0.92321
12.94,toyota.prius,0.0,0.92321
13.04,toyota.prius,0.0,0.92321
13.15,toyota.prius,0.0,0.92321
13.25,toyota.prius,0.0,0.92321
13.35,toyota.prius,0.0,0.92321
13.45,toyota.prius,0.0,0.92321
13.55,toyota.prius,0.0,0.92321
13.66,toyota.prius,0.0,0.92321
13.76,toyota.prius,0.0,0.92321
13.86,toyota.prius,0.0,0.92321
13.96,toyota.prius,0.0,0.92321
14.06,toyota.prius,0.0,0.92321
14.16,toyota.prius,0.0,0.92321
14.27,toyota.prius,0.0,0.92321
14.37,toyota.prius,0.0,0.92321
