Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,vehicle.lincoln.mkz2017,0.0,1.31368
0.1,vehicle.lincoln.mkz2017,0.0,1.31368
0.2,vehicle.lincoln.mkz2017,0.0,1.31368
0.3,vehicle.lincoln.mkz2017,0.0,1.31368
0.41,vehicle.lincoln.mkz2017,0.0,1.31368
0.51,vehicle.lincoln.mkz2017,0.0,1.31368
0.61,vehicle.lincoln.mkz2017,0.0,1.31368
0.71,vehicle.lincoln.mkz2017,0.0,1.31368
0.81,vehicle.lincoln.mkz2017,0.0,1.31368
0.91,vehicle.lincoln.mkz2017,0.0,1.31368
1.01,vehicle.lincoln.mkz2017,0.0,1.31368
1.11,vehicle.lincoln.mkz2017,0.0,1.31368
1.22,vehicle.lincoln.mkz2017,0.0,1.31368
1.32,vehicle.lincoln.mkz2017,0.0,1.31368
1.42,vehicle.lincoln.mkz2017,0.0,1.31368
1.52,vehicle.lincoln.mkz2017,0.0,1.31368
1.62,vehicle.lincoln.mkz2017,0.0,1.31368
1.72,vehicle.lincoln.mkz2017,0.0,1.31368
1.82,vehicle.lincoln.mkz2017,0.0,1.31368
1.92,vehicle.lincoln.mkz2017,0.0,1.31368
2.03,vehicle.lincoln.mkz2017,0.0,1.31368
2.13,vehicle.lincoln.mkz2017,0.0,1.31368
2.23,vehicle.lincoln.mkz2017,0.0,1.31368
2.33,vehicle.lincoln.mkz2017,0.0,1.31368
2.43,vehicle.lincoln.mkz2017,0.0,1.31368
2.53,vehicle.lincoln.mkz2017,0.0,1.31368
2.63,vehicle.lincoln.mkz2017,0.0,1.31368
2.73,vehicle.lincoln.mkz2017,0.0,1.31368
2.84,vehicle.lincoln.mkz2017,0.0,1.31368
2.94,vehicle.lincoln.mkz2017,0.0,1.31368
3.04,vehicle.lincoln.mkz2017,0.0,1.31368
3.14,vehicle.lincoln.mkz2017,0.0,1.31368
3.24,vehicle.lincoln.mkz2017,0.0,1.31368
3.34,vehicle.lincoln.mkz2017,0.0,1.31368
3.44,vehicle.lincoln.mkz2017,0.0,1.31368
3.54,vehicle.lincoln.mkz2017,0.0,1.31368
3.64,vehicle.lincoln.mkz2017,0.0,1.31368
3.75,vehicle.lincoln.mkz2017,0.0,1.31368
3.85,vehicle.lincoln.mkz2017,0.0,1.31368
3.95,vehicle.lincoln.mkz2017,0.0,1.31368
4.05,vehicle.lincoln.mkz2017,0.0,1.31368
4.15,vehicle.lincoln.mkz2017,0.0,1.31368
4.25,vehicle.lincoln.mkz2017,0.0,1.31368
4.35,vehicle.lincoln.mkz2017,0.0,1.31368
4.45,vehicle.lincoln.mkz2017,0.0,1.31368
4.56,vehicle.lincoln.mkz2017,0.0,1.31368
4.66,vehicle.lincoln.mkz2017,0.0,1.31368
4.76,vehicle.lincoln.mkz2017,0.0,1.31368
4.86,vehicle.lincoln.mkz2017,0.0,1.31368
4.96,vehicle.lincoln.mkz2017,0.0,1.31368
5.06,vehicle.lincoln.mkz2017,0.0,1.31368
5.17,vehicle.lincoln.mkz2017,0.0,1.31368
5.27,vehicle.lincoln.mkz2017,0.0,1.31368
5.37,vehicle.lincoln.mkz2017,0.0,1.31368
5.47,vehicle.lincoln.mkz2017,0.0,1.31368
5.57,vehicle.lincoln.mkz2017,0.0,1.31368
5.68,vehicle.lincoln.mkz2017,0.0,1.31368
5.78,vehicle.lincoln.mkz2017,0.0,1.31368
5.88,vehicle.lincoln.mkz2017,0.0,1.31368
5.98,vehicle.lincoln.mkz2017,0.0,1.31368
6.08,vehicle.lincoln.mkz2017,0.0,1.31368
6.18,vehicle.lincoln.mkz2017,0.0,1.31368
6.28,vehicle.lincoln.mkz2017,0.0,1.31368
6.38,vehicle.lincoln.mkz2017,0.0,1.31368
