Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,1.56551
0.1,toyota.prius,0.0,1.56551
0.2,toyota.prius,0.0,1.58171
0.3,toyota.prius,0.01,1.60999
0.4,toyota.prius,0.03,1.61693
0.51,toyota.prius,0.06,1.61768
0.61,toyota.prius,0.11,1.61757
0.71,toyota.prius,0.18,1.61247
0.81,toyota.prius,0.25,1.60557
0.91,toyota.prius,0.34,1.59931
1.01,toyota.prius,0.44,1.59343
1.11,toyota.prius,0.54,1.58806
1.21,toyota.prius,0.66,1.58081
1.32,toyota.prius,0.77,1.5735
1.42,toyota.prius,0.89,1.56728
1.52,toyota.prius,1.02,1.55512
1.62,toyota.prius,1.15,1.53639
1.72,toyota.prius,1.29,1.51557
1.82,toyota.prius,1.43,1.49059
1.92,toyota.prius,1.57,1.46558
2.02,toyota.prius,1.72,1.43765
2.12,toyota.prius,1.87,1.40408
2.23,toyota.prius,2.02,1.3675
2.33,toyota.prius,2.17,1.34162
2.43,toyota.prius,2.33,1.31771
2.53,toyota.prius,2.48,1.29318
2.63,toyota.prius,2.63,1.26012
2.73,toyota.prius,2.78,1.23648
2.83,toyota.prius,2.92,1.21986
2.93,toyota.prius,3.06,1.19153
3.03,toyota.prius,3.18,1.16519
3.14,toyota.prius,3.3,1.13995
3.24,toyota.prius,3.41,1.12875
3.34,toyota.prius,3.52,1.11205
3.44,toyota.prius,3.61,1.09331
3.54,toyota.prius,3.7,1.07378
3.64,toyota.prius,3.79,1.05361
3.74,toyota.prius,3.86,1.03082
3.84,toyota.prius,3.93,1.00314
3.95,toyota.prius,4.0,0.98174
4.05,toyota.prius,4.06,0.95766
4.15,toyota.prius,4.12,0.93601
4.25,toyota.prius,4.1,0.93601
4.35,toyota.prius,4.09,0.91984
4.45,toyota.prius,4.08,0.91397
4.55,toyota.prius,4.07,0.90484
4.65,toyota.prius,4.06,0.89038
4.75,toyota.prius,4.13,0.89582
4.86,toyota.prius,4.19,0.90585
4.96,toyota.prius,4.25,0.91762
5.06,toyota.prius,4.31,0.92129
5.16,toyota.prius,4.36,0.9272
5.26,toyota.prius,4.41,0.92858
5.36,toyota.prius,4.45,0.9292
5.46,toyota.prius,4.49,0.93113
5.56,toyota.prius,4.53,0.92871
5.67,toyota.prius,4.56,0.93133
5.77,toyota.prius,4.59,0.93074
5.87,toyota.prius,4.62,0.93539
5.97,toyota.prius,4.65,0.93594
6.07,toyota.prius,4.67,0.93374
6.17,toyota.prius,4.7,0.92933
6.27,toyota.prius,4.72,0.92367
6.37,toyota.prius,4.74,0.91665
6.48,toyota.prius,4.76,0.90719
6.58,toyota.prius,4.77,0.90266
6.68,toyota.prius,4.79,0.90353
6.78,toyota.prius,4.8,0.90395
6.88,toyota.prius,4.81,0.90614
6.98,toyota.prius,4.82,0.90755
7.08,toyota.prius,4.83,0.90855
7.18,toyota.prius,4.84,0.90809
7.29,toyota.prius,4.85,0.90898
7.39,toyota.prius,4.85,0.90775
7.49,toyota.prius,4.86,0.90611
7.59,toyota.prius,4.86,0.9062
7.69,toyota.prius,4.87,0.90533
7.79,toyota.prius,4.87,0.90524
7.89,toyota.prius,4.87,0.90411
7.99,toyota.prius,4.88,0.90437
8.09,toyota.prius,4.88,0.90514
8.2,toyota.prius,4.8,0.90514
8.3,toyota.prius,4.74,0.90482
8.4,toyota.prius,4.68,0.90378
8.5,toyota.prius,4.62,0.90507
8.6,toyota.prius,4.57,0.90359
8.7,toyota.prius,4.59,0.90195
8.8,toyota.prius,4.61,0.90053
8.9,toyota.prius,4.63,0.90307
9.0,toyota.prius,4.65,0.9132
9.11,toyota.prius,4.67,0.92371
9.21,toyota.prius,4.68,0.93054
9.31,toyota.prius,4.7,0.93507
9.41,toyota.prius,4.71,0.93824
9.51,toyota.prius,4.72,0.93469
9.61,toyota.prius,4.73,0.92529
9.71,toyota.prius,4.74,0.91942
9.81,toyota.prius,4.75,0.91794
9.91,toyota.prius,4.76,0.9183
10.02,toyota.prius,4.77,0.91734
10.12,toyota.prius,4.77,0.91824
10.22,toyota.prius,4.78,0.91842
10.32,toyota.prius,4.79,0.91839
10.42,toyota.prius,4.79,0.91879
10.52,toyota.prius,4.8,0.92343
10.62,toyota.prius,4.8,0.92823
10.72,toyota.prius,4.81,0.93355
10.83,toyota.prius,4.81,0.93837
10.93,toyota.prius,4.82,0.943
11.03,toyota.prius,4.82,0.94608
11.13,toyota.prius,4.82,0.94694
11.23,toyota.prius,4.83,0.94692
11.33,toyota.prius,4.83,0.94633
11.43,toyota.prius,4.83,0.9467
11.53,toyota.prius,4.83,0.94614
11.63,toyota.prius,4.84,0.94636
11.74,toyota.prius,4.84,0.94916
11.84,toyota.prius,4.84,0.95404
11.94,toyota.prius,4.84,0.95993
12.04,toyota.prius,4.85,0.96586
12.14,toyota.prius,4.77,0.96586
12.24,toyota.prius,4.71,0.97899
12.34,toyota.prius,4.65,1.01703
12.44,toyota.prius,4.59,0.67003
12.55,toyota.prius,4.54,0.09491
12.65,toyota.prius,4.56,-0.50043
12.75,toyota.prius,4.59,-1.07007
12.85,toyota.prius,4.61,-1.63198
12.95,toyota.prius,4.63,-2.16384
13.05,toyota.prius,4.66,-2.20892
13.15,toyota.prius,4.68,-2.13339
13.25,toyota.prius,4.7,-2.08114
13.35,toyota.prius,4.71,-2.05387
13.46,toyota.prius,4.72,-2.04272
13.56,toyota.prius,4.73,-2.03835
13.66,toyota.prius,4.72,-2.03598
13.76,toyota.prius,4.71,-2.03478
13.86,toyota.prius,4.7,-2.03323
13.96,toyota.prius,4.68,-2.03076
14.06,toyota.prius,4.65,-2.02753
14.16,toyota.prius,4.62,-2.02441
14.27,toyota.prius,4.6,-2.02169
14.37,toyota.prius,4.57,-2.01898
14.47,toyota.prius,4.54,-2.01639
14.57,toyota.prius,4.51,-2.0144
14.67,toyota.prius,4.49,-2.01318
14.77,toyota.prius,4.46,-2.01157
14.87,toyota.prius,4.44,-2.01058
14.97,toyota.prius,4.43,-2.01006
15.07,toyota.prius,4.41,-2.00943
15.18,toyota.prius,4.4,-2.00888
15.28,toyota.prius,4.39,-2.00876
15.38,toyota.prius,4.39,-2.00891
15.48,toyota.prius,4.38,-2.00891
15.58,toyota.prius,4.38,-2.00891
15.68,toyota.prius,4.38,-2.00866
15.78,toyota.prius,4.39,-2.00845
15.88,toyota.prius,4.39,-2.00857
15.98,toyota.prius,4.4,-2.00821
16.09,toyota.prius,4.34,-2.00821
16.19,toyota.prius,4.29,-2.00704
16.29,toyota.prius,4.24,-1.75186
16.39,toyota.prius,4.2,-1.26559
16.49,toyota.prius,4.16,-1.20853
16.59,toyota.prius,4.19,-1.32443
16.69,toyota.prius,4.23,-1.50747
16.79,toyota.prius,4.34,-1.9877
16.9,toyota.prius,4.37,-1.9877
17.0,toyota.prius,4.41,-2.54666
17.1,toyota.prius,4.45,-2.6238
17.2,toyota.prius,4.49,-2.48877
17.3,toyota.prius,4.46,-2.35824
17.4,toyota.prius,4.51,-2.30569
17.5,toyota.prius,4.56,-2.28048
17.6,toyota.prius,4.6,-2.27505
17.71,toyota.prius,4.64,-2.18566
17.81,toyota.prius,4.68,-2.14768
17.91,toyota.prius,4.72,-2.12527
18.01,toyota.prius,4.75,-2.07727
18.11,toyota.prius,4.79,-2.02189
18.21,toyota.prius,4.82,-2.01074
18.31,toyota.prius,4.85,-2.0079
18.41,toyota.prius,4.88,-2.00607
18.51,toyota.prius,4.9,-2.00891
18.62,toyota.prius,4.93,-2.01248
18.72,toyota.prius,4.95,-2.01532
18.82,toyota.prius,4.97,-2.0188
18.92,toyota.prius,4.99,-2.02972
19.02,toyota.prius,5.01,-2.04385
19.12,toyota.prius,5.02,-2.06647
19.22,toyota.prius,5.03,-2.09164
19.32,toyota.prius,5.03,-2.12381
19.43,toyota.prius,5.03,-2.1438
19.53,toyota.prius,5.03,-2.17438
19.63,toyota.prius,5.03,-2.20095
19.73,toyota.prius,5.03,-2.23297
19.83,toyota.prius,5.02,-2.26272
19.93,toyota.prius,4.94,-2.26272
20.03,toyota.prius,4.86,-2.29544
20.13,toyota.prius,4.79,-2.32727
20.23,toyota.prius,4.72,-2.35718
20.34,toyota.prius,4.65,-2.38464
20.44,toyota.prius,4.66,-2.40939
20.54,toyota.prius,4.65,-2.43271
20.64,toyota.prius,4.64,-2.45459
20.74,toyota.prius,4.63,-2.47824
20.84,toyota.prius,4.61,-2.50445
20.94,toyota.prius,4.59,-2.53522
21.04,toyota.prius,4.56,-2.565
21.14,toyota.prius,4.53,-2.59338
21.25,toyota.prius,4.49,-2.61783
21.35,toyota.prius,4.45,-2.63952
21.45,toyota.prius,4.41,-2.66907
21.55,toyota.prius,4.37,-2.70535
21.65,toyota.prius,4.32,-2.7388
21.75,toyota.prius,4.28,-2.77063
21.85,toyota.prius,4.23,-2.80249
21.95,toyota.prius,4.19,-2.84063
22.06,toyota.prius,4.14,-2.88711
22.16,toyota.prius,4.09,-2.93997
22.26,toyota.prius,4.05,-2.97994
22.36,toyota.prius,4.01,-3.00778
22.46,toyota.prius,3.97,-3.03595
22.56,toyota.prius,3.88,-3.03595
22.66,toyota.prius,3.79,-3.06506
22.76,toyota.prius,3.72,-3.09235
22.87,toyota.prius,3.65,-3.11691
22.97,toyota.prius,3.59,-3.13439
23.07,toyota.prius,3.59,-3.14355
23.17,toyota.prius,3.59,-3.14993
23.27,toyota.prius,3.6,-3.15619
23.37,toyota.prius,3.61,-3.16003
23.47,toyota.prius,3.62,-3.17046
