Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,1.566
0.1,toyota.prius,0.0,1.566
0.2,toyota.prius,0.0,1.566
0.3,toyota.prius,0.0,1.58191
0.4,toyota.prius,0.01,1.61036
0.51,toyota.prius,0.03,1.62049
0.61,toyota.prius,0.06,1.6168
0.71,toyota.prius,0.11,1.61539
0.81,toyota.prius,0.18,1.60998
0.91,toyota.prius,0.26,1.60165
1.01,toyota.prius,0.32,1.60165
1.11,toyota.prius,0.39,1.59344
1.21,toyota.prius,0.46,1.58602
1.32,toyota.prius,0.54,1.58026
1.42,toyota.prius,0.62,1.57373
1.52,toyota.prius,0.72,1.56598
1.62,toyota.prius,0.84,1.55913
1.72,toyota.prius,0.95,1.54906
1.82,toyota.prius,1.06,1.5337
1.92,toyota.prius,1.18,1.51491
2.02,toyota.prius,1.29,1.49484
2.12,toyota.prius,1.41,1.47263
2.23,toyota.prius,1.58,1.43067
2.33,toyota.prius,1.69,1.43067
2.43,toyota.prius,1.81,1.40373
2.53,toyota.prius,1.98,1.34863
2.63,toyota.prius,2.16,1.3297
2.73,toyota.prius,2.28,1.31202
2.83,toyota.prius,2.46,1.29084
2.94,toyota.prius,2.63,1.26251
3.04,toyota.prius,2.75,1.24167
3.14,toyota.prius,2.86,1.22521
3.24,toyota.prius,2.98,1.19526
3.34,toyota.prius,3.08,1.1676
3.44,toyota.prius,3.19,1.14154
3.54,toyota.prius,3.28,1.1271
3.64,toyota.prius,3.37,1.11592
3.74,toyota.prius,3.45,1.09829
3.85,toyota.prius,3.53,1.08452
3.95,toyota.prius,3.6,1.06805
4.05,toyota.prius,3.66,1.04966
4.15,toyota.prius,3.72,1.02408
4.25,toyota.prius,3.77,0.99439
4.35,toyota.prius,3.82,0.97073
4.45,toyota.prius,3.86,0.9463
4.55,toyota.prius,3.9,0.92535
4.65,toyota.prius,3.93,0.90949
4.76,toyota.prius,3.96,0.89908
4.86,toyota.prius,3.98,0.89585
4.96,toyota.prius,4.0,0.88814
5.06,toyota.prius,4.01,0.88338
5.16,toyota.prius,4.02,0.88872
5.26,toyota.prius,4.02,0.89795
5.36,toyota.prius,4.02,0.90459
5.46,toyota.prius,4.02,0.90888
5.57,toyota.prius,4.02,0.91158
5.67,toyota.prius,4.01,0.91791
5.77,toyota.prius,4.0,0.92298
5.87,toyota.prius,3.99,0.92492
5.97,toyota.prius,3.98,0.92756
6.07,toyota.prius,3.97,0.93005
6.17,toyota.prius,3.95,0.93203
6.27,toyota.prius,3.94,0.93427
6.37,toyota.prius,3.93,0.93701
6.48,toyota.prius,3.92,0.94039
6.58,toyota.prius,3.92,0.94497
6.68,toyota.prius,3.92,0.94862
6.78,toyota.prius,3.92,0.94921
