Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0404,0.0,0.0,-1.0,-1.0
0.1405,0.0,0.0,-1.0,-1.0
0.2404,0.0,0.0,-1.0,-1.0
0.3205,0.0,0.0,-1.0,-1.0
0.4406,0.0,0.0,-1.0,-1.0
0.5404,0.0,0.0,-1.0,-1.0
0.6404,0.0,0.0,-1.0,-1.0
0.7204,0.0,0.0,-1.0,-1.0
0.8404,0.0,0.0,-1.0,-1.0
0.9204,0.0,0.0,-1.0,-1.0
1.0404,0.0,0.0,-1.0,-1.0
1.1405,0.0,0.0,-1.0,-1.0
1.2405,0.0,0.0,-1.0,-1.0
1.3404,0.0,0.0,-1.0,-1.0
1.4405,0.0,0.0,-1.0,-1.0
1.5404,0.0,0.0,-1.0,-1.0
1.6404,0.0,0.0,-1.0,-1.0
1.7204,0.0,0.0,-1.0,-1.0
1.8404,0.0,0.0,-1.0,-1.0
1.9404,0.0,0.0,-1.0,-1.0
2.0405,0.0,0.0,-1.0,-1.0
2.1205,0.0,0.0,-1.0,-1.0
2.2206,0.0,0.0,-1.0,-1.0
2.3404,0.0,0.0,-1.0,-1.0
2.4404,0.0,0.0,-1.0,-1.0
2.5404,0.0,0.0,-1.0,-1.0
2.6406,0.0,0.0,-1.0,-1.0
2.7204,0.0,0.0,-1.0,-1.0
2.8404,0.0,0.0,-1.0,-1.0
2.9406,0.0,0.0,-1.0,-1.0
3.0404,0.0,0.0,-1.0,-1.0
3.1404,0.0,0.0,-1.0,-1.0
3.2405,0.0,0.0,-1.0,-1.0
3.3204,0.0,0.0,-1.0,-1.0
3.4406,0.0,0.0,-1.0,-1.0
3.5404,0.0,0.0,-1.0,-1.0
3.6205,0.0,0.0,-1.0,-1.0
3.7204,0.0,0.0,-1.0,-1.0
3.8204,0.0,0.0,-1.0,-1.0
3.9404,0.0,0.0,-1.0,-1.0
4.0404,0.0,0.0,-1.0,-1.0
4.1405,0.0,0.0,-1.0,-1.0
4.2206,0.0,0.0,-1.0,-1.0
4.3404,0.0,0.0,-1.0,-1.0
4.4404,0.0,0.0,-1.0,-1.0
4.5404,0.0,0.0,-1.0,-1.0
4.6406,0.0,0.0,-1.0,-1.0
4.7404,0.0,0.0,-1.0,-1.0
4.8406,0.0,0.0,-1.0,-1.0
4.9405,0.0,0.0,-1.0,-1.0
5.0404,0.0,0.0,-1.0,-1.0
5.1404,0.0,0.0,-1.0,-1.0
5.2406,0.0,0.0,-1.0,-1.0
5.3404,0.0,0.0,-1.0,-1.0
5.4405,0.0,0.0,-1.0,-1.0
5.5404,0.0,0.0,-1.0,-1.0
5.6415,0.0,0.0,-1.0,-1.0
5.7404,0.0,0.0,-1.0,-1.0
5.8404,0.0,0.0,-1.0,-1.0
5.9404,0.0,0.0,-1.0,-1.0
6.0404,0.0,0.0,-1.0,-1.0
6.1405,0.0,0.0,-1.0,-1.0
6.2404,0.0,0.0,-1.0,-1.0
6.3405,0.0,0.0,-1.0,-1.0
6.4416,0.0,0.0,-1.0,-1.0
6.5405,0.0,0.0,-1.0,-1.0
6.6405,0.0,0.0,-1.0,-1.0
6.7405,0.0,0.0,-1.0,-1.0
6.8404,0.0,0.0,-1.0,-1.0
6.9404,0.0,0.0,-1.0,-1.0
