Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0612,0.0,0.0,-1.0,-1.0
0.1619,0.0,0.0,-1.0,-1.0
0.2607,0.0,0.0,-1.0,-1.0
0.3606,0.0,0.0,-1.0,-1.0
0.4605,0.0,0.0,-1.0,-1.0
0.5605,0.0,0.0,-1.0,-1.0
0.6608,0.0,0.0,-1.0,-1.0
0.7606,0.0,0.0,-1.0,-1.0
0.8619,0.0,0.0,-1.0,-1.0
0.9605,0.0,0.0,-1.0,-1.0
1.0606,0.0,0.0,-1.0,-1.0
1.1605,0.0,0.0,-1.0,-1.0
1.2605,0.0,0.0,-1.0,-1.0
1.3606,0.0,0.0,-1.0,-1.0
1.4606,0.0,0.0,-1.0,-1.0
1.5605,0.0,0.0,-1.0,-1.0
1.6607,0.0,0.0,-1.0,-1.0
1.7609,0.0,0.0,-1.0,-1.0
1.8607,0.0,0.0,-1.0,-1.0
1.9607,0.0,0.0,-1.0,-1.0
2.0605,0.0,0.0,-1.0,-1.0
2.1606,0.0,0.0,-1.0,-1.0
2.2606,0.0,0.0,-1.0,-1.0
2.3605,0.0,0.0,-1.0,-1.0
2.4605,0.0,0.0,-1.0,-1.0
2.5606,0.0,0.0,-1.0,-1.0
2.6605,0.0,0.0,-1.0,-1.0
2.7605,0.0,0.0,-1.0,-1.0
2.8605,0.0,0.0,-1.0,-1.0
2.9606,0.0,0.0,-1.0,-1.0
3.0605,0.0,0.0,-1.0,-1.0
3.1606,0.0,0.0,-1.0,-1.0
3.2606,0.0,0.0,-1.0,-1.0
3.3606,0.0,0.0,-1.0,-1.0
3.4605,0.0,0.0,-1.0,-1.0
3.5606,0.0,0.0,-1.0,-1.0
3.6605,0.0,0.0,-1.0,-1.0
3.7608,0.0,0.0,-1.0,-1.0
3.8605,0.0,0.0,-1.0,-1.0
3.9608,0.0,0.0,-1.0,-1.0
4.0606,0.0,0.0,-1.0,-1.0
4.1606,0.0,0.0,-1.0,-1.0
4.2606,0.0,0.0,-1.0,-1.0
4.3606,0.0,0.0,-1.0,-1.0
4.4605,0.0,0.0,-1.0,-1.0
4.5605,0.0,0.0,-1.0,-1.0
4.6605,0.0,0.0,-1.0,-1.0
4.7606,0.0,0.0,-1.0,-1.0
4.8606,0.0,0.0,-1.0,-1.0
4.9607,0.0,0.0,-1.0,-1.0
5.0605,0.0,0.0,-1.0,-1.0
5.1605,0.0,0.0,-1.0,-1.0
5.2606,0.0,0.0,-1.0,-1.0
5.3606,0.0,0.0,-1.0,-1.0
5.4605,0.0,0.0,-1.0,-1.0
5.5605,0.0,0.0,-1.0,-1.0
5.6607,0.0,0.0,-1.0,-1.0
5.7605,0.0,0.0,-1.0,-1.0
5.8605,0.0,0.0,-1.0,-1.0
5.9606,0.0,0.0,-1.0,-1.0
6.0606,0.0,0.0,-1.0,-1.0
6.1605,0.0,0.0,-1.0,-1.0
6.2607,0.0,0.0,-1.0,-1.0
6.3605,0.0,0.0,-1.0,-1.0
6.4605,0.0,0.0,-1.0,-1.0
6.5606,0.0,0.0,-1.0,-1.0
6.6606,0.0,0.0,-1.0,-1.0
6.7606,0.0,0.0,-1.0,-1.0
