Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0403,0.0,0.0,-0.5,-0.5
0.1405,0.0,0.0,-0.5,-0.5
0.2406,0.0,0.0,-0.5,-0.5
0.3403,0.0,0.0,-0.5,-0.5
0.4403,0.0,0.0,-0.5,-0.5
0.5403,0.0,0.0,-0.5,-0.5
0.6403,0.0,0.0,-0.5,-0.5
0.7403,0.0,0.0,-0.5,-0.5
0.8405,0.0,0.0,-0.5,-0.5
0.9403,0.0,0.0,-0.5,-0.5
1.0403,0.0,0.0,-0.5,-0.5
1.1403,0.0,0.0,-0.5,-0.5
1.2403,0.0,0.0,-0.5,-0.5
1.3403,0.0,0.0,-0.5,-0.5
1.4403,0.0,0.0,-0.5,-0.5
1.5403,0.0,0.0,-0.5,-0.5
1.6403,0.0,0.0,-0.5,-0.5
1.7403,0.0,0.0,-0.5,-0.5
1.8403,0.0,0.0,-0.5,-0.5
1.9403,0.0,0.0,-0.5,-0.5
2.0403,0.0,0.0,-0.5,-0.5
2.1403,0.0,0.0,-0.5,-0.5
2.2403,0.0,0.0,-0.5,-0.5
2.3405,0.0,0.0,-0.5,-0.5
2.4403,0.0,0.0,-0.5,-0.5
2.5403,0.0,0.0,-0.5,-0.5
2.6404,0.0,0.0,-0.5,-0.5
2.7414,0.0,0.0,-0.5,-0.5
2.8404,0.0,0.0,-0.5,-0.5
2.9404,0.0,0.0,-0.5,-0.5
3.0405,0.0,0.0,-0.5,-0.5
3.1403,0.0,0.0,-0.5,-0.5
3.2406,0.0,0.0,-0.5,-0.5
3.3405,0.0,0.0,-0.5,-0.5
3.4404,0.0,0.0,-0.5,-0.5
3.5404,0.0,0.0,-0.5,-0.5
3.6406,0.0,0.0,-0.5,-0.5
3.7404,0.0,0.0,-0.5,-0.5
3.8404,0.0,0.0,-0.5,-0.5
3.9403,0.0,0.0,-0.5,-0.5
4.0404,0.0,0.0,-0.5,-0.5
4.1404,0.0,0.0,-0.5,-0.5
4.2403,0.0,0.0,-0.5,-0.5
4.3403,0.0,0.0,-0.5,-0.5
4.4403,0.0,0.0,-0.5,-0.5
4.5403,0.0,0.0,-0.5,-0.5
4.6415,0.0,0.0,-0.5,-0.5
4.7408,0.0,0.0,-0.5,-0.5
4.842,0.0,0.0,-0.5,-0.5
4.9407,0.0,0.0,-0.5,-0.5
5.0405,0.0,0.0,-0.5,-0.5
5.1429,0.0,0.0,-0.5,-0.5
5.2405,0.0,0.0,-0.5,-0.5
5.3405,0.0,0.0,-0.5,-0.5
5.4406,0.0,0.0,-0.5,-0.5
5.5404,0.0,0.0,-0.5,-0.5
5.6403,0.0,0.0,-0.5,-0.5
5.7404,0.0,0.0,-0.5,-0.5
5.8403,0.0,0.0,-0.5,-0.5
