Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0407,0.0,0.0,-2.5,-2.5
0.1409,0.0,0.0,-2.5,-2.5
0.2407,0.0,0.0,-2.5,-2.5
0.3407,0.0,0.0,-2.5,-2.5
0.4407,0.0,0.0,-2.5,-2.5
0.5407,0.0,0.0,-2.5,-2.5
0.6407,0.0,0.0,-2.5,-2.5
0.7407,0.0,0.0,-2.5,-2.5
0.8423,0.0,0.0,-2.5,-2.5
0.9407,0.0,0.0,-2.5,-2.5
1.0407,0.0,0.0,-2.5,-2.5
1.1407,0.0,0.0,-2.5,-2.5
1.2407,0.0,0.0,-2.5,-2.5
1.3407,0.0,0.0,-2.5,-2.5
1.4407,0.0,0.0,-2.5,-2.5
1.5411,0.0,0.0,-2.5,-2.5
1.6408,0.0,0.0,-2.5,-2.5
1.7407,0.0,0.0,-2.5,-2.5
1.8407,0.0,0.0,-2.5,-2.5
1.9411,0.0,0.0,-2.5,-2.5
2.0407,0.0,0.0,-2.5,-2.5
2.1407,0.0,0.0,-2.5,-2.5
2.2407,0.0,0.0,-2.5,-2.5
2.3407,0.0,0.0,-2.5,-2.5
2.4407,0.0,0.0,-2.5,-2.5
2.5407,0.0,0.0,-2.5,-2.5
2.6408,0.0,0.0,-2.5,-2.5
2.7408,0.0,0.0,-2.5,-2.5
2.8408,0.0,0.0,-2.5,-2.5
2.9409,0.0,0.0,-2.5,-2.5
3.0407,0.0,0.0,-2.5,-2.5
3.1408,0.0,0.0,-2.5,-2.5
3.2408,0.0,0.0,-2.5,-2.5
3.3407,0.0,0.0,-2.5,-2.5
3.441,0.0,0.0,-2.5,-2.5
3.5407,0.0,0.0,-2.5,-2.5
3.6407,0.0,0.0,-2.5,-2.5
3.7408,0.0,0.0,-2.5,-2.5
3.8407,0.0,0.0,-2.5,-2.5
3.942,0.0,0.0,-2.5,-2.5
4.0407,0.0,0.0,-2.5,-2.5
4.1407,0.0,0.0,-2.5,-2.5
4.2409,0.0,0.0,-2.5,-2.5
4.3408,0.0,0.0,-2.5,-2.5
4.4407,0.0,0.0,-2.5,-2.5
4.5409,0.0,0.0,-2.5,-2.5
4.6408,0.0,0.0,-2.5,-2.5
4.7408,0.0,0.0,-2.5,-2.5
4.8407,0.0,0.0,-2.5,-2.5
4.9409,0.0,0.0,-2.5,-2.5
5.0408,0.0,0.0,-2.5,-2.5
5.1407,0.0,0.0,-2.5,-2.5
5.2409,0.0,0.0,-2.5,-2.5
5.3408,0.0,0.0,-2.5,-2.5
5.4407,0.0,0.0,-2.5,-2.5
5.5408,0.0,0.0,-2.5,-2.5
5.6409,0.0,0.0,-2.5,-2.5
5.7407,0.0,0.0,-2.5,-2.5
5.8407,0.0,0.0,-2.5,-2.5
5.9431,0.0,0.0,-2.5,-2.5
6.0409,0.0,0.0,-2.5,-2.5
6.1407,0.0,0.0,-2.5,-2.5
6.2417,0.0,0.0,-2.5,-2.5
6.3408,0.0,0.0,-2.5,-2.5
6.4408,0.0,0.0,-2.5,-2.5
6.5408,0.0,0.0,-2.5,-2.5
6.6407,0.0,0.0,-2.5,-2.5
6.7418,0.0,0.0,-2.5,-2.5
6.8407,0.0,0.0,-2.5,-2.5
6.9417,0.0,0.0,-2.5,-2.5
7.0408,0.0,0.0,-2.5,-2.5
7.1407,0.0,0.0,-2.5,-2.5
7.2408,0.0,0.0,-2.5,-2.5
7.341,0.0,0.0,-2.5,-2.5
7.4408,0.0,0.0,-2.5,-2.5
7.5408,0.0,0.0,-2.5,-2.5
7.6408,0.0,0.0,-2.5,-2.5
7.7408,0.0,0.0,-2.5,-2.5
7.8408,0.0,0.0,-2.5,-2.5
7.9413,0.0,0.0,-2.5,-2.5
8.0408,0.0,0.0,-2.5,-2.5
8.1408,0.0,0.0,-2.5,-2.5
8.241,0.0,0.0,-2.5,-2.5
8.3411,0.0,0.0,-2.5,-2.5
8.4409,0.0,0.0,-2.5,-2.5
8.5409,0.0,0.0,-2.5,-2.5
8.6408,0.0,0.0,-2.5,-2.5
8.7409,0.0,0.0,-2.5,-2.5
8.8409,0.0,0.0,-2.5,-2.5
8.941,0.0,0.0,-2.5,-2.5
9.0409,0.0,0.0,-2.5,-2.5
9.1409,0.0,0.0,-2.5,-2.5
9.2409,0.0,0.0,-2.5,-2.5
9.3408,0.0,0.0,-2.5,-2.5
9.4413,0.0,0.0,-2.5,-2.5
9.5408,0.0,0.0,-2.5,-2.5
9.6408,0.0,0.0,-2.5,-2.5
9.7409,0.0,0.0,-2.5,-2.5
9.8409,0.0,0.0,-2.5,-2.5
9.942,0.0,0.0,-2.5,-2.5
10.041,0.0,0.0,-2.5,-2.5
10.1409,0.0,0.0,-2.5,-2.5
10.2409,0.0,0.0,-2.5,-2.5
10.3409,0.0,0.0,-2.5,-2.5
10.4409,0.0,0.0,-2.5,-2.5
10.541,0.0,0.0,-2.5,-2.5
10.6415,0.0,0.0,-2.5,-2.5
10.7411,0.0,0.0,-2.5,-2.5
10.8411,0.0,0.0,-2.5,-2.5
10.9411,0.0,0.0,-2.5,-2.5
11.0423,0.0,0.0,-2.5,-2.5
11.1421,0.0,0.0,-2.5,-2.5
11.2411,0.0,0.0,-2.5,-2.5
11.3409,0.0,0.0,-2.5,-2.5
11.4409,0.0,0.0,-2.5,-2.5
11.5409,0.0,0.0,-2.5,-2.5
11.6411,0.0,0.0,-2.5,-2.5
11.7409,0.0,0.0,-2.5,-2.5
11.8409,0.0,0.0,-2.5,-2.5
11.941,0.0,0.0,-2.5,-2.5
12.0411,0.0,0.0,-2.5,-2.5
12.141,0.0,0.0,-2.5,-2.5
12.241,0.0,0.0,-2.5,-2.5
12.341,0.0,0.0,-2.5,-2.5
12.4409,0.0,0.0,-2.5,-2.5
12.5409,0.0,0.0,-2.5,-2.5
12.6409,0.0,0.0,-2.5,-2.5
12.7411,0.0,0.0,-2.5,-2.5
12.8409,0.0,0.0,-2.5,-2.5
12.9411,0.0,0.0,-2.5,-2.5
13.0409,0.0,0.0,-2.5,-2.5
13.1408,0.0,0.0,-2.5,-2.5
13.2409,0.0,0.0,-2.5,-2.5
13.3409,0.0,0.0,-2.5,-2.5
13.4409,0.0,0.0,-2.5,-2.5
13.541,0.0,0.0,-2.5,-2.5
13.641,0.0,0.0,-2.5,-2.5
13.7409,0.0,0.0,-2.5,-2.5
13.8409,0.0,0.0,-2.5,-2.5
13.9412,0.0,0.0,-2.5,-2.5
14.0411,0.0,0.0,-2.5,-2.5
14.1409,0.0,0.0,-2.5,-2.5
14.2409,0.0,0.0,-2.5,-2.5
14.3411,0.0,0.0,-2.5,-2.5
14.4409,0.0,0.0,-2.5,-2.5
14.541,0.0,0.0,-2.5,-2.5
14.6411,0.0,0.0,-2.5,-2.5
14.741,0.0,0.0,-2.5,-2.5
14.8408,0.0,0.0,-2.5,-2.5
14.9425,0.0,0.0,-2.5,-2.5
15.0409,0.0,0.0,-2.5,-2.5
15.1409,0.0,0.0,-2.5,-2.5
15.2409,0.0,0.0,-2.5,-2.5
15.341,0.0,0.0,-2.5,-2.5
15.4409,0.0,0.0,-2.5,-2.5
15.5409,0.0,0.0,-2.5,-2.5
15.6409,0.0,0.0,-2.5,-2.5
15.7409,0.0,0.0,-2.5,-2.5
15.8409,0.0,0.0,-2.5,-2.5
15.9411,0.0,0.0,-2.5,-2.5
16.0409,0.0,0.0,-2.5,-2.5
16.1411,0.0,0.0,-2.5,-2.5
16.2409,0.0,0.0,-2.5,-2.5
16.3409,0.0,0.0,-2.5,-2.5
16.4414,0.0,0.0,-2.5,-2.5
16.5409,0.0,0.0,-2.5,-2.5
16.641,0.0,0.0,-2.5,-2.5
16.741,0.0,0.0,-2.5,-2.5
16.841,0.0,0.0,-2.5,-2.5
16.9411,0.0,0.0,-2.5,-2.5
17.0408,0.0,0.0,-2.5,-2.5
17.141,0.0,0.0,-2.5,-2.5
17.241,0.0,0.0,-2.5,-2.5
17.3411,0.0,0.0,-2.5,-2.5
17.4408,0.0,0.0,-2.5,-2.5
17.5409,0.0,0.0,-2.5,-2.5
17.6409,0.0,0.0,-2.5,-2.5
17.741,0.0,0.0,-2.5,-2.5
17.841,0.0,0.0,-2.5,-2.5
17.941,0.0,0.0,-2.5,-2.5
18.0409,0.0,0.0,-2.5,-2.5
18.141,0.0,0.0,-2.5,-2.5
18.241,0.0,0.0,-2.5,-2.5
18.3411,0.0,0.0,-2.5,-2.5
18.4409,0.0,0.0,-2.5,-2.5
18.541,0.0,0.0,-2.5,-2.5
18.6411,0.0,0.0,-2.5,-2.5
18.7409,0.0,0.0,-2.5,-2.5
18.8409,0.0,0.0,-2.5,-2.5
18.941,0.0,0.0,-2.5,-2.5
19.041,0.0,0.0,-2.5,-2.5
19.1409,0.0,0.0,-2.5,-2.5
19.2409,0.0,0.0,-2.5,-2.5
19.3409,0.0,0.0,-2.5,-2.5
19.4409,0.0,0.0,-2.5,-2.5
19.5409,0.0,0.0,-2.5,-2.5
19.6409,0.0,0.0,-2.5,-2.5
19.741,0.0,0.0,-2.5,-2.5
19.8409,0.0,0.0,-2.5,-2.5
19.941,0.0,0.0,-2.5,-2.5
20.0409,0.0,0.0,-2.5,-2.5
20.1409,0.0,0.0,-2.5,-2.5
20.2409,0.0,0.0,-2.5,-2.5
20.3408,0.0,0.0,-2.5,-2.5
20.4409,0.0,0.0,-2.5,-2.5
20.5409,0.0,0.0,-2.5,-2.5
20.641,0.0,0.0,-2.5,-2.5
20.7409,0.0,0.0,-2.5,-2.5
20.8409,0.0,0.0,-2.5,-2.5
20.9421,0.0,0.0,-2.5,-2.5
21.0409,0.0,0.0,-2.5,-2.5
21.141,0.0,0.0,-2.5,-2.5
21.2427,0.0,0.0,-2.5,-2.5
21.3409,0.0,0.0,-2.5,-2.5
21.4409,0.0,0.0,-2.5,-2.5
21.5409,0.0,0.0,-2.5,-2.5
21.6422,0.0,0.0,-2.5,-2.5
21.742,0.0,0.0,-2.5,-2.5
21.8409,0.0,0.0,-2.5,-2.5
21.941,0.0,0.0,-2.5,-2.5
22.041,0.0,0.0,-2.5,-2.5
22.1411,0.0,0.0,-2.5,-2.5
22.2409,0.0,0.0,-2.5,-2.5
22.341,0.0,0.0,-2.5,-2.5
22.441,0.0,0.0,-2.5,-2.5
22.5409,0.0,0.0,-2.5,-2.5
22.6411,0.0,0.0,-2.5,-2.5
22.7411,0.0,0.0,-2.5,-2.5
22.8409,0.0,0.0,-2.5,-2.5
22.9411,0.0,0.0,-2.5,-2.5
23.0409,0.0,0.0,-2.5,-2.5
23.1409,0.0,0.0,-2.5,-2.5
23.2409,0.0,0.0,-2.5,-2.5
23.3409,0.0,0.0,-2.5,-2.5
23.4409,0.0,0.0,-2.5,-2.5
23.5409,0.0,0.0,-2.5,-2.5
23.6409,0.0,0.0,-2.5,-2.5
23.7409,0.0,0.0,-2.5,-2.5
23.8409,0.0,0.0,-2.5,-2.5
23.9411,0.0,0.0,-2.5,-2.5
24.0409,0.0,0.0,-2.5,-2.5
24.1411,0.0,0.0,-2.5,-2.5
24.2409,0.0,0.0,-2.5,-2.5
24.3409,0.0,0.0,-2.5,-2.5
24.4409,0.0,0.0,-2.5,-2.5
24.5409,0.0,0.0,-2.5,-2.5
24.641,0.0,0.0,-2.5,-2.5
24.7409,0.0,0.0,-2.5,-2.5
24.8409,0.0,0.0,-2.5,-2.5
24.9409,0.0,0.0,-2.5,-2.5
25.0409,0.0,0.0,-2.5,-2.5
25.1408,0.0,0.0,-2.5,-2.5
25.2409,0.0,0.0,-2.5,-2.5
25.3408,0.0,0.0,-2.5,-2.5
25.4409,0.0,0.0,-2.5,-2.5
25.5408,0.0,0.0,-2.5,-2.5
25.6408,0.0,0.0,-2.5,-2.5
25.741,0.0,0.0,-2.5,-2.5
25.8409,0.0,0.0,-2.5,-2.5
25.941,0.0,0.0,-2.5,-2.5
26.041,0.0,0.0,-2.5,-2.5
26.141,0.0,0.0,-2.5,-2.5
26.2409,0.0,0.0,-2.5,-2.5
26.341,0.0,0.0,-2.5,-2.5
26.4409,0.0,0.0,-2.5,-2.5
26.541,0.0,0.0,-2.5,-2.5
26.6409,0.0,0.0,-2.5,-2.5
26.7409,0.0,0.0,-2.5,-2.5
26.8409,0.0,0.0,-2.5,-2.5
26.9412,0.0,0.0,-2.5,-2.5
27.0409,0.0,0.0,-2.5,-2.5
27.1409,0.0,0.0,-2.5,-2.5
27.2412,0.0,0.0,-2.5,-2.5
27.3409,0.0,0.0,-2.5,-2.5
27.4409,0.0,0.0,-2.5,-2.5
27.5409,0.0,0.0,-2.5,-2.5
27.641,0.0,0.0,-2.5,-2.5
27.7409,0.0,0.0,-2.5,-2.5
27.8409,0.0,0.0,-2.5,-2.5
27.9412,0.0,0.0,-2.5,-2.5
28.0409,0.0,0.0,-2.5,-2.5
28.141,0.0,0.0,-2.5,-2.5
28.2409,0.0,0.0,-2.5,-2.5
28.3412,0.0,0.0,-2.5,-2.5
28.4409,0.0,0.0,-2.5,-2.5
28.5409,0.0,0.0,-2.5,-2.5
28.6409,0.0,0.0,-2.5,-2.5
28.7411,0.0,0.0,-2.5,-2.5
28.841,0.0,0.0,-2.5,-2.5
28.9411,0.0,0.0,-2.5,-2.5
29.0409,0.0,0.0,-2.5,-2.5
29.1409,0.0,0.0,-2.5,-2.5
29.2419,0.0,0.0,-2.5,-2.5
29.3409,0.0,0.0,-2.5,-2.5
29.4409,0.0,0.0,-2.5,-2.5
29.5409,0.0,0.0,-2.5,-2.5
29.6409,0.0,0.0,-2.5,-2.5
29.7409,0.0,0.0,-2.5,-2.5
29.841,0.0,0.0,-2.5,-2.5
29.942,0.0,0.0,-2.5,-2.5
30.041,0.0,0.0,-2.5,-2.5
30.1409,0.0,0.0,-2.5,-2.5
30.2412,0.0,0.0,-2.5,-2.5
30.3411,0.0,0.0,-2.5,-2.5
30.4409,0.0,0.0,-2.5,-2.5
30.5409,0.0,0.0,-2.5,-2.5
30.6409,0.0,0.0,-2.5,-2.5
30.7409,0.0,0.0,-2.5,-2.5
30.8409,0.0,0.0,-2.5,-2.5
30.9422,0.0,0.0,-2.5,-2.5
31.041,0.0,0.0,-2.5,-2.5
31.1409,0.0,0.0,-2.5,-2.5
31.2409,0.0,0.0,-2.5,-2.5
31.3409,0.0,0.0,-2.5,-2.5
