Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.1008,0.0,0.0,-0.5,-0.5
0.2007,0.0,0.0,-0.5,-0.5
0.3008,0.0,0.0,-0.5,-0.5
0.4009,0.0,0.0,-0.5,-0.5
0.5009,0.0,0.0,-0.5,-0.5
0.604,0.0,0.0,-0.5,-0.5
0.7009,0.0,0.0,-0.5,-0.5
0.8007,0.0,0.0,-0.5,-0.5
0.9007,0.0,0.0,-0.5,-0.5
1.0007,0.0,0.0,-0.5,-0.5
1.1008,0.0,0.0,-0.5,-0.5
1.2007,0.0,0.0,-0.5,-0.5
1.3007,0.0,0.0,-0.5,-0.5
1.4008,0.0,0.0,-0.5,-0.5
1.5007,0.0,0.0,-0.5,-0.5
1.6009,0.0,0.0,-0.5,-0.5
1.7007,0.0,0.0,-0.5,-0.5
1.8007,0.0,0.0,-0.5,-0.5
1.9008,0.0,0.0,-0.5,-0.5
2.0023,0.0,0.0,-0.5,-0.5
2.1021,0.0,0.0,-0.5,-0.5
2.2008,0.0,0.0,-0.5,-0.5
2.3007,0.0,0.0,-0.5,-0.5
2.4007,0.0,0.0,-0.5,-0.5
2.5007,0.0,0.0,-0.5,-0.5
2.6009,0.0,0.0,-0.5,-0.5
2.7007,0.0,0.0,-0.5,-0.5
2.8007,0.0,0.0,-0.5,-0.5
2.9007,0.0,0.0,-0.5,-0.5
3.0007,0.0,0.0,-0.5,-0.5
3.1009,0.0,0.0,-0.5,-0.5
3.2007,0.0,0.0,-0.5,-0.5
3.3007,0.0,0.0,-0.5,-0.5
3.4007,0.0,0.0,-0.5,-0.5
3.5009,0.0,0.0,-0.5,-0.5
3.6009,0.0,0.0,-0.5,-0.5
3.7008,0.0,0.0,-0.5,-0.5
3.8007,0.0,0.0,-0.5,-0.5
3.9008,0.0,0.0,-0.5,-0.5
4.0007,0.0,0.0,-0.5,-0.5
4.1007,0.0,0.0,-0.5,-0.5
4.2007,0.0,0.0,-0.5,-0.5
4.3008,0.0,0.0,-0.5,-0.5
4.4007,0.0,0.0,-0.5,-0.5
4.5007,0.0,0.0,-0.5,-0.5
4.6009,0.0,0.0,-0.5,-0.5
4.7008,0.0,0.0,-0.5,-0.5
4.8007,0.0,0.0,-0.5,-0.5
4.9007,0.0,0.0,-0.5,-0.5
5.0007,0.0,0.0,-0.5,-0.5
5.1008,0.0,0.0,-0.5,-0.5
5.2007,0.0,0.0,-0.5,-0.5
5.301,0.0,0.0,-0.5,-0.5
5.4018,0.0,0.0,-0.5,-0.5
5.5007,0.0,0.0,-0.5,-0.5
5.6009,0.0,0.0,-0.5,-0.5
5.7009,0.0,0.0,-0.5,-0.5
5.8007,0.0,0.0,-0.5,-0.5
5.9007,0.0,0.0,-0.5,-0.5
6.0007,0.0,0.0,-0.5,-0.5
6.1007,0.0,0.0,-0.5,-0.5
6.2007,0.0,0.0,-0.5,-0.5
6.3007,0.0,0.0,-0.5,-0.5
6.4007,0.0,0.0,-0.5,-0.5
6.5007,0.0,0.0,-0.5,-0.5
6.6007,0.0,0.0,-0.5,-0.5
6.7008,0.0,0.0,-0.5,-0.5
6.8007,0.0,0.0,-0.5,-0.5
6.9007,0.0,0.0,-0.5,-0.5
7.0007,0.0,0.0,-0.5,-0.5
7.1007,0.0,0.0,-0.5,-0.5
7.2007,0.0,0.0,-0.5,-0.5
7.3007,0.0,0.0,-0.5,-0.5
7.4007,0.0,0.0,-0.5,-0.5
7.5007,0.0,0.0,-0.5,-0.5
7.6009,0.0,0.0,-0.5,-0.5
7.7008,0.0,0.0,-0.5,-0.5
7.8007,0.0,0.0,-0.5,-0.5
7.9007,0.0,0.0,-0.5,-0.5
8.001,0.0,0.0,-0.5,-0.5
8.1007,0.0,0.0,-0.5,-0.5
8.2009,0.0,0.0,-0.5,-0.5
8.3007,0.0,0.0,-0.5,-0.5
8.4008,0.0,0.0,-0.5,-0.5
8.5007,0.0,0.0,-0.5,-0.5
8.6019,0.0,0.0,-0.5,-0.5
8.7008,0.0,0.0,-0.5,-0.5
8.8008,0.0,0.0,-0.5,-0.5
8.9007,0.0,0.0,-0.5,-0.5
9.0007,0.0,0.0,-0.5,-0.5
9.1008,0.0,0.0,-0.5,-0.5
9.2008,0.0,0.0,-0.5,-0.5
9.3007,0.0,0.0,-0.5,-0.5
9.4018,0.0,0.0,-0.5,-0.5
9.501,0.0,0.0,-0.5,-0.5
9.6012,0.0,0.0,-0.5,-0.5
9.7007,0.0,0.0,-0.5,-0.5
9.8026,0.0,0.0,-0.5,-0.5
9.9018,0.0,0.0,-0.5,-0.5
10.0008,0.0,0.0,-0.5,-0.5
10.1007,0.0,0.0,-0.5,-0.5
10.201,0.0,0.0,-0.5,-0.5
10.3007,0.0,0.0,-0.5,-0.5
10.4008,0.0,0.0,-0.5,-0.5
10.5007,0.0,0.0,-0.5,-0.5
10.6013,0.0,0.0,-0.5,-0.5
10.702,0.0,0.0,-0.5,-0.5
10.8007,0.0,0.0,-0.5,-0.5
10.9007,0.0,0.0,-0.5,-0.5
11.0017,0.0,0.0,-0.5,-0.5
11.1007,0.0,0.0,-0.5,-0.5
11.2008,0.0,0.0,-0.5,-0.5
11.3007,0.0,0.0,-0.5,-0.5
11.4007,0.0,0.0,-0.5,-0.5
11.5008,0.0,0.0,-0.5,-0.5
11.6008,0.0,0.0,-0.5,-0.5
11.701,0.0,0.0,-0.5,-0.5
11.8018,0.0,0.0,-0.5,-0.5
11.9007,0.0,0.0,-0.5,-0.5
12.0007,0.0,0.0,-0.5,-0.5
12.1007,0.0,0.0,-0.5,-0.5
12.2007,0.0,0.0,-0.5,-0.5
12.3007,0.0,0.0,-0.5,-0.5
12.4007,0.0,0.0,-0.5,-0.5
12.5008,0.0,0.0,-0.5,-0.5
12.6007,0.0,0.0,-0.5,-0.5
12.7008,0.0,0.0,-0.5,-0.5
12.8007,0.0,0.0,-0.5,-0.5
12.9007,0.0,0.0,-0.5,-0.5
13.0008,0.0,0.0,-0.5,-0.5
13.1007,0.0,0.0,-0.5,-0.5
13.2007,0.0,0.0,-0.5,-0.5
13.3008,0.0,0.0,-0.5,-0.5
13.4008,0.0,0.0,-0.5,-0.5
13.5008,0.0,0.0,-0.5,-0.5
13.6009,0.0,0.0,-0.5,-0.5
13.7008,0.0,0.0,-0.5,-0.5
13.8008,0.0,0.0,-0.5,-0.5
13.9009,0.0,0.0,-0.5,-0.5
14.0009,0.0,0.0,-0.5,-0.5
14.1008,0.0,0.0,-0.5,-0.5
14.2008,0.0,0.0,-0.5,-0.5
14.3009,0.0,0.0,-0.5,-0.5
14.4009,0.0,0.0,-0.5,-0.5
14.5009,0.0,0.0,-0.5,-0.5
14.6011,0.0,0.0,-0.5,-0.5
14.701,0.0,0.0,-0.5,-0.5
14.8009,0.0,0.0,-0.5,-0.5
14.9011,0.0,0.0,-0.5,-0.5
15.0009,0.0,0.0,-0.5,-0.5
15.101,0.0,0.0,-0.5,-0.5
15.2009,0.0,0.0,-0.5,-0.5
15.301,0.0,0.0,-0.5,-0.5
15.4012,0.0,0.0,-0.5,-0.5
15.5009,0.0,0.0,-0.5,-0.5
15.6009,0.0,0.0,-0.5,-0.5
15.7009,0.0,0.0,-0.5,-0.5
15.8011,0.0,0.0,-0.5,-0.5
15.901,0.0,0.0,-0.5,-0.5
16.001,0.0,0.0,-0.5,-0.5
16.1009,0.0,0.0,-0.5,-0.5
16.201,0.0,0.0,-0.5,-0.5
16.3009,0.0,0.0,-0.5,-0.5
16.401,0.0,0.0,-0.5,-0.5
16.5009,0.0,0.0,-0.5,-0.5
16.6011,0.0,0.0,-0.5,-0.5
16.701,0.0,0.0,-0.5,-0.5
16.8011,0.0,0.0,-0.5,-0.5
16.902,0.0,0.0,-0.5,-0.5
17.0009,0.0,0.0,-0.5,-0.5
17.1009,0.0,0.0,-0.5,-0.5
17.201,0.0,0.0,-0.5,-0.5
17.3009,0.0,0.0,-0.5,-0.5
17.4013,0.0,0.0,-0.5,-0.5
17.5012,0.0,0.0,-0.5,-0.5
17.6011,0.0,0.0,-0.5,-0.5
17.701,0.0,0.0,-0.5,-0.5
17.801,0.0,0.0,-0.5,-0.5
17.9009,0.0,0.0,-0.5,-0.5
18.0012,0.0,0.0,-0.5,-0.5
18.1009,0.0,0.0,-0.5,-0.5
18.2009,0.0,0.0,-0.5,-0.5
18.3009,0.0,0.0,-0.5,-0.5
18.4009,0.0,0.0,-0.5,-0.5
18.5009,0.0,0.0,-0.5,-0.5
18.6009,0.0,0.0,-0.5,-0.5
18.7009,0.0,0.0,-0.5,-0.5
18.801,0.0,0.0,-0.5,-0.5
18.9013,0.0,0.0,-0.5,-0.5
19.0011,0.0,0.0,-0.5,-0.5
19.1011,0.0,0.0,-0.5,-0.5
19.201,0.0,0.0,-0.5,-0.5
19.3009,0.0,0.0,-0.5,-0.5
19.4009,0.0,0.0,-0.5,-0.5
19.5012,0.0,0.0,-0.5,-0.5
19.6009,0.0,0.0,-0.5,-0.5
19.7009,0.0,0.0,-0.5,-0.5
19.8011,0.0,0.0,-0.5,-0.5
19.9009,0.0,0.0,-0.5,-0.5
20.0022,0.0,0.0,-0.5,-0.5
20.101,0.0,0.0,-0.5,-0.5
20.2009,0.0,0.0,-0.5,-0.5
20.3009,0.0,0.0,-0.5,-0.5
20.4011,0.0,0.0,-0.5,-0.5
20.501,0.0,0.0,-0.5,-0.5
20.6011,0.0,0.0,-0.5,-0.5
20.7009,0.0,0.0,-0.5,-0.5
20.8012,0.0,0.0,-0.5,-0.5
20.9009,0.0,0.0,-0.5,-0.5
21.001,0.0,0.0,-0.5,-0.5
21.1009,0.0,0.0,-0.5,-0.5
21.2009,0.0,0.0,-0.5,-0.5
21.3009,0.0,0.0,-0.5,-0.5
21.4011,0.0,0.0,-0.5,-0.5
21.5009,0.0,0.0,-0.5,-0.5
21.6009,0.0,0.0,-0.5,-0.5
21.7009,0.0,0.0,-0.5,-0.5
21.8009,0.0,0.0,-0.5,-0.5
21.901,0.0,0.0,-0.5,-0.5
22.001,0.0,0.0,-0.5,-0.5
22.1009,0.0,0.0,-0.5,-0.5
22.2009,0.0,0.0,-0.5,-0.5
22.3009,0.0,0.0,-0.5,-0.5
22.4009,0.0,0.0,-0.5,-0.5
22.501,0.0,0.0,-0.5,-0.5
22.6019,0.0,0.0,-0.5,-0.5
22.7009,0.0,0.0,-0.5,-0.5
22.8009,0.0,0.0,-0.5,-0.5
22.9009,0.0,0.0,-0.5,-0.5
23.0009,0.0,0.0,-0.5,-0.5
23.1009,0.0,0.0,-0.5,-0.5
23.201,0.0,0.0,-0.5,-0.5
