Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
10.101,0.0,0.0,-0.5,-0.5
10.201,0.0,0.0,-0.5,-0.5
10.301,0.0,0.0,-0.5,-0.5
10.4011,0.0,0.0,-0.5,-0.5
10.501,0.0,0.0,-0.5,-0.5
10.6012,0.0,0.0,-0.5,-0.5
10.701,0.0,0.0,-0.5,-0.5
10.8011,0.0,0.0,-0.5,-0.5
10.9011,0.0,0.0,-0.5,-0.5
11.001,0.0,0.0,-0.5,-0.5
11.101,0.0,0.0,-0.5,-0.5
11.201,0.0,0.0,-0.5,-0.5
11.301,0.0,0.0,-0.5,-0.5
11.401,0.0,0.0,-0.5,-0.5
11.501,0.0,0.0,-0.5,-0.5
11.6012,0.0,0.0,-0.5,-0.5
11.701,0.0,0.0,-0.5,-0.5
11.801,0.0,0.0,-0.5,-0.5
11.9012,0.0,0.0,-0.5,-0.5
12.001,0.0,0.0,-0.5,-0.5
12.101,0.0,0.0,-0.5,-0.5
12.201,0.0,0.0,-0.5,-0.5
12.301,0.0,0.0,-0.5,-0.5
12.401,0.0,0.0,-0.5,-0.5
12.501,0.0,0.0,-0.5,-0.5
12.601,0.0,0.0,-0.5,-0.5
12.7011,0.0,0.0,-0.5,-0.5
12.8011,0.0,0.0,-0.5,-0.5
12.901,0.0,0.0,-0.5,-0.5
13.001,0.0,0.0,-0.5,-0.5
13.101,0.0,0.0,-0.5,-0.5
13.2011,0.0,0.0,-0.5,-0.5
13.301,0.0,0.0,-0.5,-0.5
13.4011,0.0,0.0,-0.5,-0.5
13.5011,0.0,0.0,-0.5,-0.5
13.601,0.0,0.0,-0.5,-0.5
13.701,0.0,0.0,-0.5,-0.5
13.8013,0.0,0.0,-0.5,-0.5
13.901,0.0,0.0,-0.5,-0.5
14.001,0.0,0.0,-0.5,-0.5
14.101,0.0,0.0,-0.5,-0.5
14.2012,0.0,0.0,-0.5,-0.5
14.301,0.0,0.0,-0.5,-0.5
14.4011,0.0,0.0,-0.5,-0.5
14.5011,0.0,0.0,-0.5,-0.5
14.6011,0.0,0.0,-0.5,-0.5
14.701,0.0,0.0,-0.5,-0.5
14.8011,0.0,0.0,-0.5,-0.5
14.901,0.0,0.0,-0.5,-0.5
15.0011,0.0,0.0,-0.5,-0.5
15.101,0.0,0.0,-0.5,-0.5
15.2012,0.0,0.0,-0.5,-0.5
15.3013,0.0,0.0,-0.5,-0.5
15.4011,0.0,0.0,-0.5,-0.5
15.502,0.0,0.0,-0.5,-0.5
15.601,0.0,0.0,-0.5,-0.5
15.7012,0.0,0.0,-0.5,-0.5
15.8012,0.0,0.0,-0.5,-0.5
15.9011,0.0,0.0,-0.5,-0.5
16.001,0.0,0.0,-0.5,-0.5
16.101,0.0,0.0,-0.5,-0.5
16.2011,0.0,0.0,-0.5,-0.5
16.301,0.0,0.0,-0.5,-0.5
16.4011,0.0,0.0,-0.5,-0.5
16.501,0.0,0.0,-0.5,-0.5
16.602,0.0,0.0,-0.5,-0.5
16.7011,0.0,0.0,-0.5,-0.5
16.8022,0.0,0.0,-0.5,-0.5
16.901,0.0,0.0,-0.5,-0.5
17.001,0.0,0.0,-0.5,-0.5
17.101,0.0,0.0,-0.5,-0.5
17.2011,0.0,0.0,-0.5,-0.5
17.301,0.0,0.0,-0.5,-0.5
17.401,0.0,0.0,-0.5,-0.5
17.501,0.0,0.0,-0.5,-0.5
17.601,0.0,0.0,-0.5,-0.5
17.701,0.0,0.0,-0.5,-0.5
17.8012,0.0,0.0,-0.5,-0.5
17.901,0.0,0.0,-0.5,-0.5
18.001,0.0,0.0,-0.5,-0.5
18.101,0.0,0.0,-0.5,-0.5
18.2011,0.0,0.0,-0.5,-0.5
18.3012,0.0,0.0,-0.5,-0.5
18.401,0.0,0.0,-0.5,-0.5
18.501,0.0,0.0,-0.5,-0.5
18.601,0.0,0.0,-0.5,-0.5
18.701,0.0,0.0,-0.5,-0.5
18.8012,0.0,0.0,-0.5,-0.5
18.901,0.0,0.0,-0.5,-0.5
19.001,0.0,0.0,-0.5,-0.5
19.101,0.0,0.0,-0.5,-0.5
19.201,0.0,0.0,-0.5,-0.5
19.301,0.0,0.0,-0.5,-0.5
19.4011,0.0,0.0,-0.5,-0.5
19.501,0.0,0.0,-0.5,-0.5
19.601,0.0,0.0,-0.5,-0.5
19.701,0.0,0.0,-0.5,-0.5
19.8011,0.0,0.0,-0.5,-0.5
19.901,0.0,0.0,-0.5,-0.5
20.001,0.0,0.0,-0.5,-0.5
20.1011,0.0,0.0,-0.5,-0.5
20.201,0.0,0.0,-0.5,-0.5
20.301,0.0,0.0,-0.5,-0.5
20.401,0.0,0.0,-0.5,-0.5
20.501,0.0,0.0,-0.5,-0.5
20.601,0.0,0.0,-0.5,-0.5
20.701,0.0,0.0,-0.5,-0.5
20.8012,0.0,0.0,-0.5,-0.5
20.901,0.0,0.0,-0.5,-0.5
21.001,0.0,0.0,-0.5,-0.5
21.101,0.0,0.0,-0.5,-0.5
21.2013,0.0,0.0,-0.5,-0.5
21.3012,0.0,0.0,-0.5,-0.5
21.401,0.0,0.0,-0.5,-0.5
21.501,0.0,0.0,-0.5,-0.5
21.6011,0.0,0.0,-0.5,-0.5
21.701,0.0,0.0,-0.5,-0.5
21.8011,0.0,0.0,-0.5,-0.5
21.901,0.0,0.0,-0.5,-0.5
22.001,0.0,0.0,-0.5,-0.5
22.101,0.0,0.0,-0.5,-0.5
22.201,0.0,0.0,-0.5,-0.5
22.3013,0.0,0.0,-0.5,-0.5
22.401,0.0,0.0,-0.5,-0.5
22.501,0.0,0.0,-0.5,-0.5
22.601,0.0,0.0,-0.5,-0.5
22.701,0.0,0.0,-0.5,-0.5
22.801,0.0,0.0,-0.5,-0.5
22.9011,0.0,0.0,-0.5,-0.5
23.001,0.0,0.0,-0.5,-0.5
23.101,0.0,0.0,-0.5,-0.5
23.201,0.0,0.0,-0.5,-0.5
23.301,0.0,0.0,-0.5,-0.5
23.4011,0.0,0.0,-0.5,-0.5
23.501,0.0,0.0,-0.5,-0.5
23.6012,0.0,0.0,-0.5,-0.5
23.7011,0.0,0.0,-0.5,-0.5
23.801,0.0,0.0,-0.5,-0.5
23.901,0.0,0.0,-0.5,-0.5
24.001,0.0,0.0,-0.5,-0.5
24.1011,0.0,0.0,-0.5,-0.5
24.2012,0.0,0.0,-0.5,-0.5
24.3011,0.0,0.0,-0.5,-0.5
24.4014,0.0,0.0,-0.5,-0.5
24.5012,0.0,0.0,-0.5,-0.5
24.601,0.0,0.0,-0.5,-0.5
24.7011,0.0,0.0,-0.5,-0.5
24.801,0.0,0.0,-0.5,-0.5
24.9012,0.0,0.0,-0.5,-0.5
