Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
0.0802,0.0,0.0,-0.5,-0.5
0.1802,0.0,0.0,-0.5,-0.5
0.2802,0.0,0.0,-0.5,-0.5
0.3802,0.0,0.0,-0.5,-0.5
0.4802,0.0,0.0,-0.5,-0.5
0.5802,0.0,0.0,-0.5,-0.5
0.6802,0.0,0.0,-0.5,-0.5
0.7803,0.0,0.0,-0.5,-0.5
0.8802,0.0,0.0,-0.5,-0.5
0.9802,0.0,0.0,-0.5,-0.5
1.0802,0.0,0.0,-0.5,-0.5
1.1802,0.0,0.0,-0.5,-0.5
1.2802,0.0,0.0,-0.5,-0.5
1.3802,0.0,0.0,-0.5,-0.5
1.4804,0.0,0.0,-0.5,-0.5
1.5802,0.0,0.0,-0.5,-0.5
1.6802,0.0,0.0,-0.5,-0.5
1.7803,0.0,0.0,-0.5,-0.5
1.8802,0.0,0.0,-0.5,-0.5
1.9802,0.0,0.0,-0.5,-0.5
2.0802,0.0,0.0,-0.5,-0.5
2.1802,0.0,0.0,-0.5,-0.5
2.2802,0.0,0.0,-0.5,-0.5
2.3802,0.0,0.0,-0.5,-0.5
2.4802,0.0,0.0,-0.5,-0.5
2.5802,0.0,0.0,-0.5,-0.5
2.6802,0.0,0.0,-0.5,-0.5
2.7802,0.0,0.0,-0.5,-0.5
2.8804,0.0,0.0,-0.5,-0.5
2.9802,0.0,0.0,-0.5,-0.5
3.0802,0.0,0.0,-0.5,-0.5
3.1802,0.0,0.0,-0.5,-0.5
3.2602,0.0,0.0,-0.5,-0.5
3.3802,0.0,0.0,-0.5,-0.5
3.4802,0.0,0.0,-0.5,-0.5
3.5802,0.0,0.0,-0.5,-0.5
3.6813,0.0,0.0,-0.5,-0.5
3.7804,0.0,0.0,-0.5,-0.5
3.8803,0.0,0.0,-0.5,-0.5
3.9804,0.0,0.0,-0.5,-0.5
4.0802,0.0,0.0,-0.5,-0.5
4.1802,0.0,0.0,-0.5,-0.5
4.2802,0.0,0.0,-0.5,-0.5
4.3803,0.0,0.0,-0.5,-0.5
4.4804,0.0,0.0,-0.5,-0.5
4.5802,0.0,0.0,-0.5,-0.5
4.6802,0.0,0.0,-0.5,-0.5
4.7804,0.0,0.0,-0.5,-0.5
4.8804,0.0,0.0,-0.5,-0.5
4.9804,0.0,0.0,-0.5,-0.5
5.0802,0.0,0.0,-0.5,-0.5
5.1802,0.0,0.0,-0.5,-0.5
5.2804,0.0,0.0,-0.5,-0.5
5.3802,0.0,0.0,-0.5,-0.5
5.4802,0.0,0.0,-0.5,-0.5
5.5803,0.0,0.0,-0.5,-0.5
5.6802,0.0,0.0,-0.5,-0.5
5.7803,0.0,0.0,-0.5,-0.5
5.8803,0.0,0.0,-0.5,-0.5
5.9803,0.0,0.0,-0.5,-0.5
6.0804,0.0,0.0,-0.5,-0.5
6.1812,0.0,0.0,-0.5,-0.5
6.2802,0.0,0.0,-0.5,-0.5
6.3802,0.0,0.0,-0.5,-0.5
6.4802,0.0,0.0,-0.5,-0.5
6.5802,0.0,0.0,-0.5,-0.5
6.6803,0.0,0.0,-0.5,-0.5
6.7803,0.0,0.0,-0.5,-0.5
