Time [s],Speed [mph],Speed [mps],Acceleration Command [m/s²],Calculated Acceleration [m/s²]
35.082,0.0,0.0,-0.5,-0.5
35.1811,0.0,0.0,-0.5,-0.5
35.281,0.0,0.0,-0.5,-0.5
35.382,0.0,0.0,-0.5,-0.5
35.481,0.0,0.0,-0.5,-0.5
35.581,0.0,0.0,-0.5,-0.5
35.681,0.0,0.0,-0.5,-0.5
35.7809,0.0,0.0,-0.5,-0.5
35.8812,0.0,0.0,-0.5,-0.5
35.9813,0.0,0.0,-0.5,-0.5
36.0811,0.0,0.0,-0.5,-0.5
36.1812,0.0,0.0,-0.5,-0.5
36.281,0.0,0.0,-0.5,-0.5
36.381,0.0,0.0,-0.5,-0.5
36.481,0.0,0.0,-0.5,-0.5
36.581,0.0,0.0,-0.5,-0.5
36.681,0.0,0.0,-0.5,-0.5
36.781,0.0,0.0,-0.5,-0.5
36.881,0.0,0.0,-0.5,-0.5
36.981,0.0,0.0,-0.5,-0.5
37.081,0.0,0.0,-0.5,-0.5
37.181,0.0,0.0,-0.5,-0.5
37.281,0.0,0.0,-0.5,-0.5
37.381,0.0,0.0,-0.5,-0.5
37.4812,0.0,0.0,-0.5,-0.5
37.581,0.0,0.0,-0.5,-0.5
37.681,0.0,0.0,-0.5,-0.5
37.781,0.0,0.0,-0.5,-0.5
37.881,0.0,0.0,-0.5,-0.5
37.981,0.0,0.0,-0.5,-0.5
38.081,0.0,0.0,-0.5,-0.5
38.181,0.0,0.0,-0.5,-0.5
38.281,0.0,0.0,-0.5,-0.5
38.381,0.0,0.0,-0.5,-0.5
38.481,0.0,0.0,-0.5,-0.5
38.581,0.0,0.0,-0.5,-0.5
38.681,0.0,0.0,-0.5,-0.5
38.781,0.0,0.0,-0.5,-0.5
38.881,0.0,0.0,-0.5,-0.5
38.981,0.0,0.0,-0.5,-0.5
39.081,0.0,0.0,-0.5,-0.5
39.181,0.0,0.0,-0.5,-0.5
39.281,0.0,0.0,-0.5,-0.5
39.381,0.0,0.0,-0.5,-0.5
39.481,0.0,0.0,-0.5,-0.5
39.581,0.0,0.0,-0.5,-0.5
39.681,0.0,0.0,-0.5,-0.5
39.781,0.0,0.0,-0.5,-0.5
39.881,0.0,0.0,-0.5,-0.5
39.981,0.0,0.0,-0.5,-0.5
40.081,0.0,0.0,-0.5,-0.5
40.181,0.0,0.0,-0.5,-0.5
40.281,0.0,0.0,-0.5,-0.5
40.3811,0.0,0.0,-0.5,-0.5
40.481,0.0,0.0,-0.5,-0.5
40.581,0.0,0.0,-0.5,-0.5
40.681,0.0,0.0,-0.5,-0.5
40.781,0.0,0.0,-0.5,-0.5
40.881,0.0,0.0,-0.5,-0.5
40.9811,0.0,0.0,-0.5,-0.5
41.081,0.0,0.0,-0.5,-0.5
41.181,0.0,0.0,-0.5,-0.5
41.2813,0.0,0.0,-0.5,-0.5
41.381,0.0,0.0,-0.5,-0.5
41.4811,0.0,0.0,-0.5,-0.5
41.581,0.0,0.0,-0.5,-0.5
41.681,0.0,0.0,-0.5,-0.5
41.781,0.0,0.0,-0.5,-0.5
41.881,0.0,0.0,-0.5,-0.5
41.981,0.0,0.0,-0.5,-0.5
42.081,0.0,0.0,-0.5,-0.5
42.181,0.0,0.0,-0.5,-0.5
42.281,0.0,0.0,-0.5,-0.5
42.381,0.0,0.0,-0.5,-0.5
42.481,0.0,0.0,-0.5,-0.5
42.5811,0.0,0.0,-0.5,-0.5
42.681,0.0,0.0,-0.5,-0.5
42.7811,0.0,0.0,-0.5,-0.5
42.881,0.0,0.0,-0.5,-0.5
42.9812,0.0,0.0,-0.5,-0.5
43.081,0.0,0.0,-0.5,-0.5
43.1811,0.0,0.0,-0.5,-0.5
43.282,0.0,0.0,-0.5,-0.5
43.3811,0.0,0.0,-0.5,-0.5
43.4811,0.0,0.0,-0.5,-0.5
43.5812,0.0,0.0,-0.5,-0.5
43.6816,0.0,0.0,-0.5,-0.5
43.7811,0.0,0.0,-0.5,-0.5
43.8811,0.0,0.0,-0.5,-0.5
43.981,0.0,0.0,-0.5,-0.5
44.081,0.0,0.0,-0.5,-0.5
44.1812,0.0,0.0,-0.5,-0.5
44.2811,0.0,0.0,-0.5,-0.5
44.3812,0.0,0.0,-0.5,-0.5
44.481,0.0,0.0,-0.5,-0.5
44.581,0.0,0.0,-0.5,-0.5
44.681,0.0,0.0,-0.5,-0.5
44.781,0.0,0.0,-0.5,-0.5
44.8809,0.0,0.0,-0.5,-0.5
44.981,0.0,0.0,-0.5,-0.5
45.081,0.0,0.0,-0.5,-0.5
45.181,0.0,0.0,-0.5,-0.5
45.2809,0.0,0.0,-0.5,-0.5
45.381,0.0,0.0,-0.5,-0.5
45.481,0.0,0.0,-0.5,-0.5
45.5809,0.0,0.0,-0.5,-0.5
45.681,0.0,0.0,-0.5,-0.5
45.7812,0.0,0.0,-0.5,-0.5
45.881,0.0,0.0,-0.5,-0.5
45.981,0.0,0.0,-0.5,-0.5
46.081,0.0,0.0,-0.5,-0.5
46.181,0.0,0.0,-0.5,-0.5
46.2822,0.0,0.0,-0.5,-0.5
46.3811,0.0,0.0,-0.5,-0.5
46.481,0.0,0.0,-0.5,-0.5
46.581,0.0,0.0,-0.5,-0.5
46.6809,0.0,0.0,-0.5,-0.5
46.7811,0.0,0.0,-0.5,-0.5
46.8812,0.0,0.0,-0.5,-0.5
46.981,0.0,0.0,-0.5,-0.5
47.081,0.0,0.0,-0.5,-0.5
47.181,0.0,0.0,-0.5,-0.5
47.2809,0.0,0.0,-0.5,-0.5
47.381,0.0,0.0,-0.5,-0.5
47.481,0.0,0.0,-0.5,-0.5
47.581,0.0,0.0,-0.5,-0.5
47.6812,0.0,0.0,-0.5,-0.5
47.781,0.0,0.0,-0.5,-0.5
47.881,0.0,0.0,-0.5,-0.5
47.981,0.0,0.0,-0.5,-0.5
48.081,0.0,0.0,-0.5,-0.5
48.181,0.0,0.0,-0.5,-0.5
48.281,0.0,0.0,-0.5,-0.5
48.381,0.0,0.0,-0.5,-0.5
48.481,0.0,0.0,-0.5,-0.5
48.581,0.0,0.0,-0.5,-0.5
48.681,0.0,0.0,-0.5,-0.5
48.781,0.0,0.0,-0.5,-0.5
48.881,0.0,0.0,-0.5,-0.5
48.981,0.0,0.0,-0.5,-0.5
49.081,0.0,0.0,-0.5,-0.5
49.181,0.0,0.0,-0.5,-0.5
49.2812,0.0,0.0,-0.5,-0.5
49.3811,0.0,0.0,-0.5,-0.5
49.481,0.0,0.0,-0.5,-0.5
49.581,0.0,0.0,-0.5,-0.5
49.681,0.0,0.0,-0.5,-0.5
49.781,0.0,0.0,-0.5,-0.5
49.8811,0.0,0.0,-0.5,-0.5
49.981,0.0,0.0,-0.5,-0.5
50.081,0.0,0.0,-0.5,-0.5
50.181,0.0,0.0,-0.5,-0.5
50.281,0.0,0.0,-0.5,-0.5
50.381,0.0,0.0,-0.5,-0.5
50.4812,0.0,0.0,-0.5,-0.5
50.581,0.0,0.0,-0.5,-0.5
50.6811,0.0,0.0,-0.5,-0.5
50.781,0.0,0.0,-0.5,-0.5
50.881,0.0,0.0,-0.5,-0.5
50.9812,0.0,0.0,-0.5,-0.5
51.081,0.0,0.0,-0.5,-0.5
51.1812,0.0,0.0,-0.5,-0.5
51.2811,0.0,0.0,-0.5,-0.5
51.3812,0.0,0.0,-0.5,-0.5
51.481,0.0,0.0,-0.5,-0.5
51.581,0.0,0.0,-0.5,-0.5
51.6811,0.0,0.0,-0.5,-0.5
51.781,0.0,0.0,-0.5,-0.5
51.881,0.0,0.0,-0.5,-0.5
51.981,0.0,0.0,-0.5,-0.5
52.081,0.0,0.0,-0.5,-0.5
52.1811,0.0,0.0,-0.5,-0.5
52.281,0.0,0.0,-0.5,-0.5
52.3812,0.0,0.0,-0.5,-0.5
52.481,0.0,0.0,-0.5,-0.5
52.5811,0.0,0.0,-0.5,-0.5
52.681,0.0,0.0,-0.5,-0.5
52.7811,0.0,0.0,-0.5,-0.5
52.881,0.0,0.0,-0.5,-0.5
52.981,0.0,0.0,-0.5,-0.5
53.081,0.0,0.0,-0.5,-0.5
53.181,0.0,0.0,-0.5,-0.5
53.281,0.0,0.0,-0.5,-0.5
53.381,0.0,0.0,-0.5,-0.5
53.481,0.0,0.0,-0.5,-0.5
53.581,0.0,0.0,-0.5,-0.5
53.681,0.0,0.0,-0.5,-0.5
53.781,0.0,0.0,-0.5,-0.5
53.881,0.0,0.0,-0.5,-0.5
53.981,0.0,0.0,-0.5,-0.5
54.0811,0.0,0.0,-0.5,-0.5
54.1811,0.0,0.0,-0.5,-0.5
54.2811,0.0,0.0,-0.5,-0.5
54.3811,0.0,0.0,-0.5,-0.5
54.4812,0.0,0.0,-0.5,-0.5
54.5812,0.0,0.0,-0.5,-0.5
54.6811,0.0,0.0,-0.5,-0.5
54.7812,0.0,0.0,-0.5,-0.5
54.8812,0.0,0.0,-0.5,-0.5
54.9812,0.0,0.0,-0.5,-0.5
55.0815,0.0,0.0,-0.5,-0.5
55.1802,0.0,0.0,-0.5,-0.5
55.2802,0.0,0.0,-0.5,-0.5
55.3803,0.0,0.0,-0.5,-0.5
55.4803,0.0,0.0,-0.5,-0.5
55.5804,0.0,0.0,-0.5,-0.5
55.6803,0.0,0.0,-0.5,-0.5
55.7803,0.0,0.0,-0.5,-0.5
55.8804,0.0,0.0,-0.5,-0.5
55.9804,0.0,0.0,-0.5,-0.5
56.0802,0.0,0.0,-0.5,-0.5
56.1803,0.0,0.0,-0.5,-0.5
56.2803,0.0,0.0,-0.5,-0.5
56.3816,0.0,0.0,-0.5,-0.5
56.4803,0.0,0.0,-0.5,-0.5
56.5803,0.0,0.0,-0.5,-0.5
