TimeStampNs,PandaNum,MessageID,Bus,MessageLength,Message
368839525.0,0,0x35,0,1,0x55846D5105002505000000100040000004000000903896D40500000000000000
368897575.0,0,0x35,0,1,0xCDD16D5105002501000000100040000004000000903896D40500000000000000
368912750.0,0,0x35,0,1,0x55846D5105002505000000100040000004000000903896D40500000000000000
369189525.0,0,0x35,0,1,0x55846D5105002505000000100040000004000000903896D40500000000000000
369198450.0,0,0x35,0,1,0x55846D5105002505000000100040000004000000903896D40500000000000000
378880250.0,0,0x35,0,1,0x9F6F6E5105002505000000100040000004000000903896D40500000000000000
378886725.0,0,0x35,0,1,0x9F6F6E5105002505000000100040000004000000903896D40500000000000000
378897700.0,0,0x35,0,1,0x073A6E5105002501000000100040000004000000903896D40500000000000000
379155200.0,0,0x35,0,1,0x9F6F6E5105002505000000100040000004000000903896D40500000000000000
379239175.0,0,0x35,0,1,0x9F6F6E5105002505000000100040000004000000903896D40500000000000000
388853950.0,0,0x35,0,1,0xD9366F5105002505000000100040000004000000903896D40500000000000000
388897275.0,0,0x35,0,1,0x41636F5105002501000000100040000004000000903896D40500000000000000
388908900.0,0,0x35,0,1,0xD9366F5105002505000000100040000004000000903896D40500000000000000
389199150.0,0,0x35,0,1,0xD9366F5105002505000000100040000004000000903896D40500000000000000
389213350.0,0,0x35,0,1,0xD9366F5105002505000000100040000004000000903896D40500000000000000
398862125.0,0,0x35,0,1,0x9D86705105002505000000100040000004000000903896D40500000000000000
398887075.0,0,0x35,0,1,0x9D86705105002505000000100040000004000000903896D40500000000000000
398898300.0,0,0x35,0,1,0x05D3705105002501000000100040000004000000903896D40500000000000000
399176350.0,0,0x35,0,1,0x9D86705105002505000000100040000004000000903896D40500000000000000
399221550.0,0,0x35,0,1,0x9D86705105002505000000100040000004000000903896D40500000000000000
408850550.0,0,0x35,0,1,0xDBDF715105002505000000100040000004000000903896D40500000000000000
408886125.0,0,0x35,0,1,0xDBDF715105002505000000100040000004000000903896D40500000000000000
408897850.0,0,0x35,0,1,0x438A715105002501000000100040000004000000903896D40500000000000000
409201850.0,0,0x35,0,1,0xDBDF715105002505000000100040000004000000903896D40500000000000000
409209950.0,0,0x35,0,1,0xDBDF715105002505000000100040000004000000903896D40500000000000000
418792750.0,0,0x35,0,1,0x1134725105002505000000100040000004000000903896D40500000000000000
418885925.0,0,0x35,0,1,0x1134725105002505000000100040000004000000903896D40500000000000000
418897325.0,0,0x35,0,1,0x8961725105002501000000100040000004000000903896D40500000000000000
419140300.0,0,0x35,0,1,0x1134725105002505000000100040000004000000903896D40500000000000000
419151625.0,0,0x35,0,1,0x1134725105002505000000100040000004000000903896D40500000000000000
428810750.0,0,0x35,0,1,0x576D735105002505000000100040000004000000903896D40500000000000000
428885625.0,0,0x35,0,1,0x576D735105002505000000100040000004000000903896D40500000000000000
428898750.0,0,0x35,0,1,0xCF38735105002501000000100040000004000000903896D40500000000000000
429160500.0,0,0x35,0,1,0x576D735105002505000000100040000004000000903896D40500000000000000
429169600.0,0,0x35,0,1,0x576D735105002505000000100040000004000000903896D40500000000000000
438864575.0,0,0x35,0,1,0xA4F3745105002505000000100040000004000000903896D40500000000000000
438958675.0,0,0x35,0,1,0xA4F3745105002505000000100040000004000000903896D40500000000000000
438973900.0,0,0x35,0,1,0x3CA6745105002501000000100040000004000000903896D40500000000000000
439213700.0,0,0x35,0,1,0xA4F3745105002505000000100040000004000000903896D40500000000000000
439223450.0,0,0x35,0,1,0xA4F3745105002505000000100040000004000000903896D40500000000000000
448792725.0,0,0x35,0,1,0xE2AA755105002505000000100040000004000000903896D40500000000000000
448887050.0,0,0x35,0,1,0xE2AA755105002505000000100040000004000000903896D40500000000000000
448897900.0,0,0x35,0,1,0x7AFF755105002501000000100040000004000000903896D40500000000000000
449142425.0,0,0x35,0,1,0xE2AA755105002505000000100040000004000000903896D40500000000000000
449151600.0,0,0x35,0,1,0xE2AA755105002505000000100040000004000000903896D40500000000000000
458868775.0,0,0x35,0,1,0x2841765105002505000000100040000004000000903896D40500000000000000
458886275.0,0,0x35,0,1,0x2841765105002505000000100040000004000000903896D40500000000000000
458898425.0,0,0x35,0,1,0xB014765105002501000000100040000004000000903896D40500000000000000
459201875.0,0,0x35,0,1,0x2841765105002505000000100040000004000000903896D40500000000000000
459227625.0,0,0x35,0,1,0x2841765105002505000000100040000004000000903896D40500000000000000
468815925.0,0,0x35,0,1,0x6E18775105002505000000100040000004000000903896D40500000000000000
468886925.0,0,0x35,0,1,0x6E18775105002505000000100040000004000000903896D40500000000000000
468898475.0,0,0x35,0,1,0xF64D775105002501000000100040000004000000903896D40500000000000000
469165950.0,0,0x35,0,1,0x6E18775105002505000000100040000004000000903896D40500000000000000
469174800.0,0,0x35,0,1,0x6E18775105002505000000100040000004000000903896D40500000000000000
478958975.0,0,0x35,0,1,0x7739785105002501000000100040000004000000903896D40500000000000000
478990875.0,0,0x35,0,1,0xEF6C785105002505000000100040000004000000903896D40500000000000000
479040475.0,0,0x35,0,1,0xEF6C785105002505000000100040000004000000903896D40500000000000000
479303625.0,0,0x35,0,1,0xEF6C785105002505000000100040000004000000903896D40500000000000000
479399350.0,0,0x35,0,1,0xEF6C785105002505000000100040000004000000903896D40500000000000000
488897825.0,0,0x35,0,1,0x3160795105002501000000100040000004000000903896D40500000000000000
488923800.0,0,0x35,0,1,0xA935795105002505000000100040000004000000903896D40500000000000000
488930575.0,0,0x35,0,1,0xA935795105002505000000100040000004000000903896D40500000000000000
489273375.0,0,0x35,0,1,0xA935795105002505000000100040000004000000903896D40500000000000000
489282650.0,0,0x35,0,1,0xA935795105002505000000100040000004000000903896D40500000000000000
498831250.0,0,0x35,0,1,0x63DE7A5105002505000000100040000004000000903896D40500000000000000
498886250.0,0,0x35,0,1,0x63DE7A5105002505000000100040000004000000903896D40500000000000000
498899825.0,0,0x35,0,1,0xFB8B7A5105002501000000100040000004000000903896D40500000000000000
499190100.0,0,0x35,0,1,0x63DE7A5105002505000000100040000004000000903896D40500000000000000
499195975.0,0,0x35,0,1,0x63DE7A5105002505000000100040000004000000903896D40500000000000000
508876975.0,0,0x35,0,1,0x25877B5105002505000000100040000004000000903896D40500000000000000
508885925.0,0,0x35,0,1,0x25877B5105002505000000100040000004000000903896D40500000000000000
508898425.00000006,0,0x35,0,1,0xBDD27B5105002501000000100040000004000000903896D40500000000000000
509227225.0,0,0x35,0,1,0x25877B5105002505000000100040000004000000903896D40500000000000000
