TimeStampNs,PandaNum,MessageID,Bus,MessageLength,Message
373165175.0,0,0x1A0,0,1,0x5FD6B3FEF77F64000000000000040000FFF33F190A000500FE07000000000000
373524100.0,0,0x1A0,0,1,0x5FD6B3FEF77F64000000000000040000FFF33F190A000500FE07000000000000
373806350.0,0,0x1A0,0,1,0x5FD6B3FEF77F64000000000000040000FFF33F190A000500FE07000000000000
373816550.0,0,0x1A0,0,1,0x5FD6B3FEF77F64000000000000040000FFF33F190A000500FE07000000000000
393164875.0,0,0x1A0,0,1,0xAC48B4FEF77F64000000000000040000FFF33F190A000500FE07000000000000
393524300.0,0,0x1A0,0,1,0xAC48B4FEF77F64000000000000040000FFF33F190A000500FE07000000000000
393785300.0,0,0x1A0,0,1,0xAC48B4FEF77F64000000000000040000FFF33F190A000500FE07000000000000
393839950.0,0,0x1A0,0,1,0xAC48B4FEF77F64000000000000040000FFF33F190A000500FE07000000000000
413216575.0,0,0x1A0,0,1,0xEA11B5FEF77F64000000000000040000FFF33F190A000500FE07000000000000
413575975.0,0,0x1A0,0,1,0xEA11B5FEF77F64000000000000040000FFF33F190A000500FE07000000000000
413892425.0,0,0x1A0,0,1,0xEA11B5FEF77F64000000000000040000FFF33F190A000500FE07000000000000
414003950.0,0,0x1A0,0,1,0xEA11B5FEF77F64000000000000040000FFF33F190A000500FE07000000000000
433113625.0,0,0x1A0,0,1,0x20FAB6FEF77F64000000000000040000FFF33F190A000500FE07000000000000
433472475.0,0,0x1A0,0,1,0x20FAB6FEF77F64000000000000040000FFF33F190A000500FE07000000000000
433758750.0,0,0x1A0,0,1,0x20FAB6FEF77F64000000000000040000FFF33F190A000500FE07000000000000
433845725.0,0,0x1A0,0,1,0x20FAB6FEF77F64000000000000040000FFF33F190A000500FE07000000000000
453359825.0,0,0x1A0,0,1,0x66A3B7FEF77F64000000000000040000FFF33F190A000500FE07000000000000
453718700.0,0,0x1A0,0,1,0x66A3B7FEF77F64000000000000040000FFF33F190A000500FE07000000000000
454014150.0,0,0x1A0,0,1,0x66A3B7FEF77F64000000000000040000FFF33F190A000500FE07000000000000
454024000.0,0,0x1A0,0,1,0x66A3B7FEF77F64000000000000040000FFF33F190A000500FE07000000000000
473269525.0,0,0x1A0,0,1,0xE7D7B8FEF77F64000000000000040000FFF33F190A000500FE07000000000000
473628400.0,0,0x1A0,0,1,0xE7D7B8FEF77F64000000000000040000FFF33F190A000500FE07000000000000
473888725.0,0,0x1A0,0,1,0xE7D7B8FEF77F64000000000000040000FFF33F190A000500FE07000000000000
473898750.0,0,0x1A0,0,1,0xE7D7B8FEF77F64000000000000040000FFF33F190A000500FE07000000000000
493175350.0,0,0x1A0,0,1,0xA18EB9FEF77F64000000000000040000FFF33F190A000500FE07000000000000
493534200.0,0,0x1A0,0,1,0xA18EB9FEF77F64000000000000040000FFF33F190A000500FE07000000000000
493784100.0,0,0x1A0,0,1,0xA18EB9FEF77F64000000000000040000FFF33F190A000500FE07000000000000
493795650.0,0,0x1A0,0,1,0xA18EB9FEF77F64000000000000040000FFF33F190A000500FE07000000000000
513117800.0,0,0x1A0,0,1,0x6B65BAFEF77F64000000000000040000FFF33F190A000500FE07000000000000
513476650.0,0,0x1A0,0,1,0x6B65BAFEF77F64000000000000040000FFF33F190A000500FE07000000000000
513791800.0,0,0x1A0,0,1,0x6B65BAFEF77F64000000000000040000FFF33F190A000500FE07000000000000
513852875.0,0,0x1A0,0,1,0x6B65BAFEF77F64000000000000040000FFF33F190A000500FE07000000000000
533117600.0,0,0x1A0,0,1,0x2D3CBBFEF77F64000000000000040000FFF33F190A000500FE07000000000000
533476675.0,0,0x1A0,0,1,0x2D3CBBFEF77F64000000000000040000FFF33F190A000500FE07000000000000
533727125.0,0,0x1A0,0,1,0x2D3CBBFEF77F64000000000000040000FFF33F190A000500FE07000000000000
