index,current_time,vehicle_type,x,y,z,speed,vehicle_pitch,waypoint_pitch,calculated_speed,smoothed_speed
0,1712338061.64283,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
1,1712338061.743891,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
2,1712338061.8457189,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
3,1712338061.9475744,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
4,1712338062.0495515,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
5,1712338062.151326,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
6,1712338062.2530851,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
7,1712338062.3548243,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
8,1712338062.4565983,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
9,1712338062.5579822,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
10,1712338062.6597726,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
11,1712338062.761561,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
12,1712338062.8633146,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
13,1712338062.9651916,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
14,1712338063.0669498,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
15,1712338063.1687968,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
16,1712338063.2705698,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
17,1712338063.3731017,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
18,1712338063.4756298,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
19,1712338063.5774295,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
20,1712338063.679186,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
21,1712338063.7815452,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
22,1712338063.8841257,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
23,1712338063.986264,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
24,1712338064.0884635,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
25,1712338064.1914656,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
26,1712338064.2934332,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
27,1712338064.394683,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
28,1712338064.4964447,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
29,1712338064.5988057,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
30,1712338064.7012336,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
31,1712338064.803689,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
32,1712338064.9055676,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
33,1712338065.008834,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
34,1712338065.1107297,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
35,1712338065.212474,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
36,1712338065.3142684,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
37,1712338065.4163413,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
38,1712338065.5188224,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
39,1712338065.620714,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
40,1712338065.7222002,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
41,1712338065.823952,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
42,1712338065.9269657,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
43,1712338066.028783,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
44,1712338066.1305375,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
45,1712338066.2322862,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
46,1712338066.3340852,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
47,1712338066.436113,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
48,1712338066.5380888,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
49,1712338066.640388,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
50,1712338066.743408,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
51,1712338066.845302,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
52,1712338066.9470527,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
53,1712338067.0490315,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
54,1712338067.1511705,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
55,1712338067.2531536,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
56,1712338067.354978,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
57,1712338067.456905,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
58,1712338067.5600536,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
59,1712338067.6625504,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
60,1712338067.7642932,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
61,1712338067.8660288,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
62,1712338067.9678142,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
63,1712338068.0698123,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
64,1712338068.1715713,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
65,1712338068.2734694,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
66,1712338068.3755214,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
67,1712338068.4773295,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
68,1712338068.5791652,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
69,1712338068.6810677,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
70,1712338068.7828069,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
71,1712338068.8845673,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
72,1712338068.986403,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
73,1712338069.0886838,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
74,1712338069.1909952,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
75,1712338069.2927785,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
76,1712338069.394555,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
77,1712338069.496459,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
78,1712338069.5981965,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
79,1712338069.7001638,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
80,1712338069.80204,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
81,1712338069.9038095,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
82,1712338070.0056458,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
83,1712338070.107386,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
84,1712338070.2091837,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
85,1712338070.310989,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
86,1712338070.4128273,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
87,1712338070.5145462,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
88,1712338070.615963,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
89,1712338070.7174406,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
90,1712338070.8189566,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
91,1712338070.920454,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
92,1712338071.0221653,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
93,1712338071.1238947,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
94,1712338071.22552,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
95,1712338071.327167,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
96,1712338071.4289098,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
97,1712338071.5306218,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
98,1712338071.632303,vehicle.toyota.prius,118.81548309326172,-209.05441284179688,244.52200317382807,0.0,0.923209309577942,1.0258519649505615,0.0,0.0
