"rowID","Metadata,MulticastAddress","Metadata,StateVersion","Metadata,IsTerminated","Metadata,TimeOfCommit","Metadata,TimeOfReceipt","Metadata,Enum,Middleware::EventType","tspi.time.nanosecondsSince1970,Int64","Enum,TENA::RTcode,tspi.position.geodetic_asTransmitted.srf.rtCode (optional)","tspi.position.geodetic_asTransmitted.latitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.longitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.heightAboveEllipsoidInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.position.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.position.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.xInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.yInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.zInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.velocity.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.velocity.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.vxInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vyInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vzInMetersPerSecond,Float32 (optional)","Enum,TENA::RTcode,tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.rtCode (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotZinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotYinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotXinRadians,Float64 (optional)","const^Metadata,SDOid.hostIPaddress","const^Metadata,SDOid.processID","const^Metadata,SDOid.processCreateTimeSec","const^Metadata,SDOid.counter","const^Metadata,Enum,Middleware::CommunicationProperties","const^Metadata,ApplicationId","const^Metadata,Endpoint","const^Metadata,PublisherSessionId","const^Metadata,ReactivationCount","const^Metadata,TimeOfCreation","const^Metadata,TimeOfDiscovery","const^identifier,String","const^sourceIdentifier,String","const^Enum,VUG::LVCindicator,lvcIndicator","const^type,String","const^material,String"
2344,"N/A",1505,0,1712338120911720000,1712338120912444000,"StateChange",1712338120910842000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025021,-83.6978201,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025021,-83.6978201,244.2,3.57268897883239,0.0,0.0,3.03999996185303,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025021,-83.6978201,244.2,3.57268897883239,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2345,"N/A",1896,0,1712338120913288000,1712338120957232000,"StateChange",1712338120913192000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.085464477539,229.342239379883,243.892181396484,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62256813049316,-2.328917336758e-10,-0.0229024887084961,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2346,"N/A",2118,0,1712338120929106000,1712338120979249000,"StateChange",1712338120928996000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,117.074295043945,192.633010864258,244.701873779297,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.344089567661285,-7.41190528869629,-0.235002383589745,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.19299268722534,0.000209857884328812,0.0401045046746731,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2347,"N/A",1506,0,1712338120977185000,1712338120979380000,"StateChange",1712338120975554000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024995,-83.6978217,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024995,-83.6978217,244.2,3.57290714498889,0.0,0.0,3.09999990463257,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024995,-83.6978217,244.2,3.57290714498889,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2348,"N/A",2281,0,1712338120948961000,1712338121022442000,"StateChange",1712338120948742000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,149.643341064453,228.749084472656,243.805755615234,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.00017151802603621,-0.000771643826738,-0.000722178665455431,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.55861282348633,0.00771996797993779,-0.0269110184162855,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2349,"N/A",2021,0,1712338120992483000,1712338121023386000,"StateChange",1712338120992393000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,126.29566192627,220.865158081055,244.298797607422,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.1422324180603,-1.32252073287964,0.0275360606610775,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.94474005699158,-0.000767243676818907,-0.016119597479701,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2350,"N/A",1897,0,1712338121029322000,1712338121067462000,"StateChange",1712338121029223000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.087554931641,229.342437744141,243.892120361328,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62204360961914,-1.164458668379e-10,-0.0229036808013916,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2351,"N/A",2119,0,1712338121041100000,1712338121087053000,"StateChange",1712338121040980000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,117.057029724121,192.267654418945,244.689102172852,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.329805076122284,-7.27140855789185,-0.266156166791916,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.19168639183044,0.000180562696186826,0.0403393507003784,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2352,"N/A",1507,0,1712338121089050000,1712338121089812000,"StateChange",1712338121087451000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024968,-83.6978233,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024968,-83.6978233,244.2,3.57290714498889,0.0,0.0,3.16000008583069,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024968,-83.6978233,244.2,3.57290714498889,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2353,"N/A",2282,0,1712338121020605000,1712338121092259000,"StateChange",1712338121020513000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,149.643371582031,228.749099731445,243.805801391602,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.000129665131680667,-0.000316129997372627,-0.000338512589223683,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.55861568450928,0.00774127570912242,-0.0268270950764418,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2354,"N/A",1898,0,1712338121089539000,1712338121128528000,"StateChange",1712338121089420000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.087554931641,229.342437744141,243.892120361328,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62204360961914,-1.164458668379e-10,-0.0229036808013916,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2355,"N/A",2022,0,1712338121104503000,1712338121135643000,"StateChange",1712338121104387000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,126.1552734375,220.709991455078,244.30207824707,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.18729138374329,-1.35471296310425,0.0300433058291674,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.93528890609741,-0.000532793870661408,-0.0161422491073608,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2356,"N/A",2283,0,1712338121116652000,1712338121190443000,"StateChange",1712338121116524000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,149.643295288086,228.749084472656,243.805709838867,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.000146345497341827,-0.000153141110786237,-0.000324962922604755,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.55861663818359,0.00772582972422242,-0.0269951801747084,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2357,"N/A",2120,0,1712338121145045000,1712338121190946000,"StateChange",1712338121144928000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,117.04035949707,191.906600952148,244.675018310547,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.319298654794693,-7.18662166595459,-0.277711391448975,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.19050550460815,0.000147007114719599,0.0395904742181301,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2358,"N/A",1508,0,1712338121213524000,1712338121214341000,"StateChange",1712338121212444000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024942,-83.697825,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024942,-83.697825,244.2,3.57290714498889,0.0,0.0,3.22000002861023,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024942,-83.697825,244.2,3.57290714498889,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2359,"N/A",1899,0,1712338121185342000,1712338121224143000,"StateChange",1712338121185233000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.087554931641,229.342437744141,243.892120361328,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62204360961914,-1.164458668379e-10,-0.0229036808013916,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2360,"N/A",2023,0,1712338121204554000,1712338121234481000,"StateChange",1712338121204483000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,126.045944213867,220.589874267578,244.304718017578,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.17403054237366,-1.32652115821838,0.0296286288648844,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.92915630340576,-0.000425902777351439,-0.0160137396305799,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2361,"N/A",1509,0,1712338121278010000,1712338121279217000,"StateChange",1712338121276907000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024916,-83.6978265,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024916,-83.6978265,244.2,3.56854382185891,0.0,0.0,3.27999997138977,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024916,-83.6978265,244.2,3.56854382185891,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2362,"N/A",2284,0,1712338121216751000,1712338121290088000,"StateChange",1712338121216599000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,149.643249511719,228.749084472656,243.8056640625,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.000124647020129487,-0.000366822496289387,-0.000420084514189512,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.55861806869507,0.00772103434428573,-0.0271280985325575,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2363,"N/A",2121,0,1712338121253092000,1712338121310364000,"StateChange",1712338121252950000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,117.024215698242,191.548858642578,244.660690307617,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.310796946287155,-7.13210725784302,-0.278168946504593,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.18942809104919,0.000114515161840245,0.0386296510696411,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2364,"N/A",1900,0,1712338121289327000,1712338121313601000,"StateChange",1712338121289208000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.089340209961,229.342651367187,243.89208984375,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62297439575195,0.0,-0.0229012966156006,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2365,"N/A",2024,0,1712338121280494000,1712338121313708000,"StateChange",1712338121280405000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,125.949531555176,220.484268188477,244.306991577148,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.17974960803986,-1.32334208488464,0.028724679723382,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.92452812194824,-0.000395939103327692,-0.015925407409668,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2366,"N/A",2285,0,1712338121281441000,1712338121360691000,"StateChange",1712338121281314000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,149.643249511719,228.749084472656,243.8056640625,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.000124647020129487,-0.000366822496289387,-0.000420084514189512,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.55861806869507,0.00772103434428573,-0.0271280985325575,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2367,"N/A",1510,0,1712338121390269000,1712338121390832000,"StateChange",1712338121389395000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024889,-83.6978282,244.2,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024889,-83.6978282,244.2,3.55065419702596,0.0,0.0,3.33999991416931,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3024889,-83.6978282,244.2,3.55065419702596,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2368,"N/A",2122,0,1712338121353092000,1712338121398852000,"StateChange",1712338121352955000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,117.008491516113,191.194076538086,244.646591186523,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.302179634571075,-7.07114553451538,-0.272402316331863,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.18840885162354,9.32098846533336e-05,0.0377625226974487,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2369,"N/A",2025,0,1712338121380385000,1712338121411079000,"StateChange",1712338121380237000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,125.835388183594,220.359649658203,244.309616088867,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.2269059419632,-1.36669933795929,0.029115779325366,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.91979646682739,-0.000408707011956722,-0.0159518700093031,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
2370,"N/A",1901,0,1712338121413376000,1712338121438464000,"StateChange",1712338121413269000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,142.089340209961,229.342651367187,243.89208984375,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-4.62297439575195,0.0,-0.0229012966156006,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
2371,"N/A",2123,0,1712338121417085000,1712338121463233000,"StateChange",1712338121416962000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,116.993103027344,190.839645385742,244.632766723633,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.29825347661972,-7.09579944610596,-0.268164575099945,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.1874668598175,5.69931107747834e-05,0.0370035171508789,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
