"rowID","Metadata,MulticastAddress","Metadata,StateVersion","Metadata,IsTerminated","Metadata,TimeOfCommit","Metadata,TimeOfReceipt","Metadata,Enum,Middleware::EventType","tspi.time.nanosecondsSince1970,Int64","Enum,TENA::RTcode,tspi.position.geodetic_asTransmitted.srf.rtCode (optional)","tspi.position.geodetic_asTransmitted.latitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.longitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.heightAboveEllipsoidInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.velocity.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.velocity.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.vxInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vyInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vzInMetersPerSecond,Float32 (optional)","Enum,TENA::RTcode,tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.rtCode (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotZinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotYinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotXinRadians,Float64 (optional)","Enum,TENA::Instrumentation::Track::CorrectionMode,correctionMode","isPositionDirectlyMeasured,Boolean","isVelocityDirectlyMeasured,Boolean","isAccelerationDirectlyMeasured,Boolean","isOrientationDirectlyMeasured,Boolean","isAngularVelocityDirectlyMeasured,Boolean","isAngularAccelerationDirectlyMeasured,Boolean","validLatitde,Boolean","validLongitude,Boolean","validElevation,Boolean","messageCount,Int8","msWithinMinute,UInt16","Enum,VUG::J2735::TransmissionState,transmissionState","steeringWheelAngle,Float32 (optional)","brakeSystemStatus.leftFrontWheelBrakeOn,Boolean","brakeSystemStatus.leftRearWheelBrakeOn,Boolean","brakeSystemStatus.rightFrontWheelBrakeOn,Boolean","brakeSystemStatus.rightRearWheelBrakeOn,Boolean","Enum,VUG::J2735::TractionControlStatus,brakeSystemStatus.tractionControl","Enum,VUG::J2735::AntiLockBrakeStatus,brakeSystemStatus.antiLockBrakeSystem","Enum,VUG::J2735::StabilityControlStatus,brakeSystemStatus.stabilityControlStatus","Enum,VUG::J2735::BrakeBoostApplied,brakeSystemStatus.brakeBoostApplied","Enum,VUG::J2735::AuxiliaryBrakeStatus,brakeSystemStatus.auxiliaryBrakeStatus","const^Metadata,SDOid.hostIPaddress","const^Metadata,SDOid.processID","const^Metadata,SDOid.processCreateTimeSec","const^Metadata,SDOid.counter","const^Metadata,Enum,Middleware::CommunicationProperties","const^Metadata,ApplicationId","const^Metadata,Endpoint","const^Metadata,PublisherSessionId","const^Metadata,ReactivationCount","const^Metadata,TimeOfCreation","const^Metadata,TimeOfDiscovery","const^identifier,String","const^sourceIdentifier,String","const^Enum,VUG::LVCindicator,lvcIndicator","const^vehicleWidthInMeters,Float32","const^vehicleLengthInMeters,Float32"
375,"N/A",1501,0,1712338111298928000,1712338111300034000,"StateChange",1712338111298845000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,104,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
376,"N/A",1502,0,1712338111419855000,1712338111420732000,"StateChange",1712338111419741000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,105,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
377,"N/A",1503,0,1712338111482183000,1712338111482997000,"StateChange",1712338111482098000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,106,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
378,"N/A",1504,0,1712338111600399000,1712338111601779000,"StateChange",1712338111600281000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,107,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
379,"N/A",1505,0,1712338111721101000,1712338111721775000,"StateChange",1712338111720996000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,108,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
380,"N/A",1506,0,1712338111784000000,1712338111784917000,"StateChange",1712338111783884000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,109,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
381,"N/A",1507,0,1712338111902093000,1712338111903452000,"StateChange",1712338111901959000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,110,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
382,"N/A",1508,0,1712338112022572000,1712338112023284000,"StateChange",1712338112022475000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,111,31000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
383,"N/A",1509,0,1712338112085228000,1712338112085928000,"StateChange",1712338112085143000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,112,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
384,"N/A",1510,0,1712338112203641000,1712338112204326000,"StateChange",1712338112203557000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,113,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
385,"N/A",1511,0,1712338112274142000,1712338112274874000,"StateChange",1712338112274038000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,114,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
386,"N/A",1512,0,1712338112386737000,1712338112387565000,"StateChange",1712338112386653000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,115,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
387,"N/A",1513,0,1712338112504938000,1712338112505560000,"StateChange",1712338112504836000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,116,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
388,"N/A",1514,0,1712338112575701000,1712338112576369000,"StateChange",1712338112575593000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,117,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
389,"N/A",1515,0,1712338112689848000,1712338112690671000,"StateChange",1712338112689729000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,118,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
390,"N/A",1516,0,1712338112806580000,1712338112807346000,"StateChange",1712338112806482000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,119,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
391,"N/A",1517,0,1712338112927257000,1712338112927987000,"StateChange",1712338112927158000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,120,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
392,"N/A",1518,0,1712338112991337000,1712338112992173000,"StateChange",1712338112991200000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,121,32000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
393,"N/A",1519,0,1712338113108212000,1712338113108919000,"StateChange",1712338113108127000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,122,33000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
394,"N/A",1520,0,1712338113178363000,1712338113179080000,"StateChange",1712338113178280000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,123,33000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
395,"N/A",1521,0,1712338113292934000,1712338113293800000,"StateChange",1712338113292811000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3025411,-83.6977966,244.1,3.6307211764612,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,124,33000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
