"rowID","Metadata,MulticastAddress","Metadata,StateVersion","Metadata,IsTerminated","Metadata,TimeOfCommit","Metadata,TimeOfReceipt","Metadata,Enum,Middleware::EventType","tspi.time.nanosecondsSince1970,Int64","Enum,TENA::RTcode,tspi.position.geodetic_asTransmitted.srf.rtCode (optional)","tspi.position.geodetic_asTransmitted.latitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.longitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.heightAboveEllipsoidInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.velocity.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.velocity.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.vxInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vyInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vzInMetersPerSecond,Float32 (optional)","Enum,TENA::RTcode,tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.rtCode (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotZinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotYinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotXinRadians,Float64 (optional)","Enum,TENA::Instrumentation::Track::CorrectionMode,correctionMode","isPositionDirectlyMeasured,Boolean","isVelocityDirectlyMeasured,Boolean","isAccelerationDirectlyMeasured,Boolean","isOrientationDirectlyMeasured,Boolean","isAngularVelocityDirectlyMeasured,Boolean","isAngularAccelerationDirectlyMeasured,Boolean","validLatitde,Boolean","validLongitude,Boolean","validElevation,Boolean","messageCount,Int8","msWithinMinute,UInt16","Enum,VUG::J2735::TransmissionState,transmissionState","steeringWheelAngle,Float32 (optional)","brakeSystemStatus.leftFrontWheelBrakeOn,Boolean","brakeSystemStatus.leftRearWheelBrakeOn,Boolean","brakeSystemStatus.rightFrontWheelBrakeOn,Boolean","brakeSystemStatus.rightRearWheelBrakeOn,Boolean","Enum,VUG::J2735::TractionControlStatus,brakeSystemStatus.tractionControl","Enum,VUG::J2735::AntiLockBrakeStatus,brakeSystemStatus.antiLockBrakeSystem","Enum,VUG::J2735::StabilityControlStatus,brakeSystemStatus.stabilityControlStatus","Enum,VUG::J2735::BrakeBoostApplied,brakeSystemStatus.brakeBoostApplied","Enum,VUG::J2735::AuxiliaryBrakeStatus,brakeSystemStatus.auxiliaryBrakeStatus","const^Metadata,SDOid.hostIPaddress","const^Metadata,SDOid.processID","const^Metadata,SDOid.processCreateTimeSec","const^Metadata,SDOid.counter","const^Metadata,Enum,Middleware::CommunicationProperties","const^Metadata,ApplicationId","const^Metadata,Endpoint","const^Metadata,PublisherSessionId","const^Metadata,ReactivationCount","const^Metadata,TimeOfCreation","const^Metadata,TimeOfDiscovery","const^identifier,String","const^sourceIdentifier,String","const^Enum,VUG::LVCindicator,lvcIndicator","const^vehicleWidthInMeters,Float32","const^vehicleLengthInMeters,Float32"
1300,"N/A",2426,0,1712338203791694000,1712338203792510000,"StateChange",1712338203791598000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,13,3000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1301,"N/A",2427,0,1712338203885666000,1712338203886732000,"StateChange",1712338203885575000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,14,3000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1302,"N/A",2428,0,1712338204009713000,1712338204010468000,"StateChange",1712338204009597000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,15,3000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1303,"N/A",2429,0,1712338204093301000,1712338204094009000,"StateChange",1712338204093217000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,16,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1304,"N/A",2430,0,1712338204188540000,1712338204192902000,"StateChange",1712338204188421000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,17,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1305,"N/A",2431,0,1712338204311613000,1712338204312359000,"StateChange",1712338204311515000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,18,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1306,"N/A",2432,0,1712338204394988000,1712338204395701000,"StateChange",1712338204394864000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,19,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1307,"N/A",2433,0,1712338204490331000,1712338204491035000,"StateChange",1712338204490208000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,20,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1308,"N/A",2434,0,1712338204613244000,1712338204614072000,"StateChange",1712338204613130000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,21,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1309,"N/A",2435,0,1712338204696683000,1712338204697454000,"StateChange",1712338204696595000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,22,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1310,"N/A",2436,0,1712338204791392000,1712338204792060000,"StateChange",1712338204791291000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,23,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1311,"N/A",2437,0,1712338204915132000,1712338204915878000,"StateChange",1712338204915013000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,24,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1312,"N/A",2438,0,1712338204998395000,1712338204999115000,"StateChange",1712338204998282000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,25,4000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1313,"N/A",2439,0,1712338205093571000,1712338205094443000,"StateChange",1712338205093447000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,26,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1314,"N/A",2440,0,1712338205217561000,1712338205218513000,"StateChange",1712338205217405000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,27,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1315,"N/A",2441,0,1712338205300253000,1712338205301216000,"StateChange",1712338205300137000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,28,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1316,"N/A",2442,0,1712338205395524000,1712338205396362000,"StateChange",1712338205395442000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,29,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1317,"N/A",2443,0,1712338205468624000,1712338205469597000,"StateChange",1712338205468508000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,30,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1318,"N/A",2444,0,1712338205601904000,1712338205602730000,"StateChange",1712338205601792000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,31,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1319,"N/A",2445,0,1712338205696799000,1712338205697621000,"StateChange",1712338205696683000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,32,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1320,"N/A",2446,0,1712338205770251000,1712338205771166000,"StateChange",1712338205770133000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,33,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
1321,"N/A",2447,0,1712338205904011000,1712338205905219000,"StateChange",1712338205903911000,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300574,-83.697966,237.0,3.1710450847172,0.0,0.0,0.0,0.0,0.0,"TENA::Instrumentation::Track::CorrectionMode_None",1,0,0,0,0,0,1,1,1,34,5000,"VUG::J2735::TransmissionState_ForwardGears",0.0,0,0,0,0,"VUG::J2735::TractionControlStatus_Unavailable","VUG::J2735::AntiLockBrakeStatus_Unavailable","VUG::J2735::StabilityControlStatus_Unavailable","VUG::J2735::BrakeBoostApplied_Unavailable","VUG::J2735::AuxiliaryBrakeStatus_Unavailable","10.91.0.164",635,1712337949,10,"Reliable",106,"10.91.0.164:36791",0,0,1712337961514567000,1712338073920524000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live",2.29999995231628,6.0
