Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,vehicle.lincoln.mkz2017,0.0,1.32621
0.1,vehicle.lincoln.mkz2017,0.0,1.32624
0.2,vehicle.lincoln.mkz2017,0.0,1.32624
0.3,vehicle.lincoln.mkz2017,0.0,1.32624
0.4,vehicle.lincoln.mkz2017,0.0,1.32633
0.51,vehicle.lincoln.mkz2017,0.0,1.32633
0.61,vehicle.lincoln.mkz2017,0.0,1.32633
0.71,vehicle.lincoln.mkz2017,0.0,1.32631
0.81,vehicle.lincoln.mkz2017,0.0,1.32631
0.91,vehicle.lincoln.mkz2017,0.0,1.3264
1.01,vehicle.lincoln.mkz2017,0.0,1.3264
1.12,vehicle.lincoln.mkz2017,0.0,1.32634
1.22,vehicle.lincoln.mkz2017,0.0,1.32634
1.32,vehicle.lincoln.mkz2017,0.0,1.32634
1.42,vehicle.lincoln.mkz2017,0.0,1.32634
1.52,vehicle.lincoln.mkz2017,0.0,1.3263
1.62,vehicle.lincoln.mkz2017,0.0,1.3263
1.72,vehicle.lincoln.mkz2017,0.0,1.32633
1.82,vehicle.lincoln.mkz2017,0.0,1.32633
1.93,vehicle.lincoln.mkz2017,0.0,1.32631
2.03,vehicle.lincoln.mkz2017,0.0,1.32631
2.13,vehicle.lincoln.mkz2017,0.0,1.32631
2.23,vehicle.lincoln.mkz2017,0.0,1.32612
2.33,vehicle.lincoln.mkz2017,0.0,1.32612
2.43,vehicle.lincoln.mkz2017,0.0,1.32612
2.53,vehicle.lincoln.mkz2017,0.0,1.3261
2.63,vehicle.lincoln.mkz2017,0.0,1.3261
2.74,vehicle.lincoln.mkz2017,0.0,1.3261
2.84,vehicle.lincoln.mkz2017,0.0,1.32591
2.94,vehicle.lincoln.mkz2017,0.0,1.32591
3.04,vehicle.lincoln.mkz2017,0.0,1.32588
3.14,vehicle.lincoln.mkz2017,0.0,1.32588
3.24,vehicle.lincoln.mkz2017,0.0,1.32581
3.34,vehicle.lincoln.mkz2017,0.0,1.32581
3.44,vehicle.lincoln.mkz2017,0.0,1.32581
3.55,vehicle.lincoln.mkz2017,0.0,1.32581
3.65,vehicle.lincoln.mkz2017,0.0,1.32592
3.75,vehicle.lincoln.mkz2017,0.0,1.32592
3.85,vehicle.lincoln.mkz2017,0.0,1.32612
3.95,vehicle.lincoln.mkz2017,0.0,1.32614
4.05,vehicle.lincoln.mkz2017,0.0,1.32614
4.15,vehicle.lincoln.mkz2017,0.0,1.32614
4.25,vehicle.lincoln.mkz2017,0.0,1.32614
4.36,vehicle.lincoln.mkz2017,0.0,1.3262
4.46,vehicle.lincoln.mkz2017,0.0,1.3262
4.56,vehicle.lincoln.mkz2017,0.0,1.32624
4.66,vehicle.lincoln.mkz2017,0.0,1.32624
4.76,vehicle.lincoln.mkz2017,0.0,1.32624
4.86,vehicle.lincoln.mkz2017,0.0,1.32636
4.96,vehicle.lincoln.mkz2017,0.0,1.32636
5.06,vehicle.lincoln.mkz2017,0.0,1.32621
5.17,vehicle.lincoln.mkz2017,0.0,1.32621
5.27,vehicle.lincoln.mkz2017,0.0,1.32621
5.37,vehicle.lincoln.mkz2017,0.0,1.32614
5.47,vehicle.lincoln.mkz2017,0.0,1.32614
5.57,vehicle.lincoln.mkz2017,0.0,1.32614
5.67,vehicle.lincoln.mkz2017,0.0,1.32602
5.77,vehicle.lincoln.mkz2017,0.0,1.32602
5.87,vehicle.lincoln.mkz2017,0.0,1.32602
5.98,vehicle.lincoln.mkz2017,0.0,1.32603
6.08,vehicle.lincoln.mkz2017,0.0,1.32603
6.18,vehicle.lincoln.mkz2017,0.0,1.32596
6.28,vehicle.lincoln.mkz2017,0.0,1.32596
6.38,vehicle.lincoln.mkz2017,0.0,1.32596
6.48,vehicle.lincoln.mkz2017,0.0,1.32596
6.58,vehicle.lincoln.mkz2017,0.0,1.32596
6.68,vehicle.lincoln.mkz2017,0.0,1.32596
6.79,vehicle.lincoln.mkz2017,0.0,1.32592
6.89,vehicle.lincoln.mkz2017,0.0,1.32592
6.99,vehicle.lincoln.mkz2017,0.0,1.32592
7.09,vehicle.lincoln.mkz2017,0.0,1.32598
7.19,vehicle.lincoln.mkz2017,0.0,1.32598
7.29,vehicle.lincoln.mkz2017,0.0,1.32598
7.39,vehicle.lincoln.mkz2017,0.0,1.32598
7.49,vehicle.lincoln.mkz2017,0.0,1.32598
7.6,vehicle.lincoln.mkz2017,0.0,1.32608
7.7,vehicle.lincoln.mkz2017,0.0,1.32608
7.8,vehicle.lincoln.mkz2017,0.0,1.32608
7.9,vehicle.lincoln.mkz2017,0.0,1.32607
8.0,vehicle.lincoln.mkz2017,0.0,1.32607
8.1,vehicle.lincoln.mkz2017,0.0,1.32607
8.2,vehicle.lincoln.mkz2017,0.0,1.32602
8.3,vehicle.lincoln.mkz2017,0.0,1.32602
8.41,vehicle.lincoln.mkz2017,0.0,1.32605
8.51,vehicle.lincoln.mkz2017,0.0,1.32599
8.61,vehicle.lincoln.mkz2017,0.0,1.32599
8.71,vehicle.lincoln.mkz2017,0.0,1.32599
8.81,vehicle.lincoln.mkz2017,0.0,1.32599
8.91,vehicle.lincoln.mkz2017,0.0,1.32603
9.01,vehicle.lincoln.mkz2017,0.0,1.32603
9.12,vehicle.lincoln.mkz2017,0.0,1.32614
9.22,vehicle.lincoln.mkz2017,0.0,1.32614
9.32,vehicle.lincoln.mkz2017,0.0,1.32614
9.42,vehicle.lincoln.mkz2017,0.0,1.32608
9.52,vehicle.lincoln.mkz2017,0.0,1.32608
