Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,0.92412
0.1,toyota.prius,0.0,0.92352
0.2,toyota.prius,0.0,0.92316
0.31,toyota.prius,0.0,0.92291
0.41,toyota.prius,0.0,0.92274
0.51,toyota.prius,0.0,0.92274
0.61,toyota.prius,0.0,0.92265
0.71,toyota.prius,0.0,0.92238
0.81,toyota.prius,0.0,0.92238
0.92,toyota.prius,0.0,0.92242
1.02,toyota.prius,0.0,0.92231
1.12,toyota.prius,0.0,0.92197
1.22,toyota.prius,0.0,0.94018
1.32,toyota.prius,0.01,0.96319
1.42,toyota.prius,0.02,0.9819
1.53,toyota.prius,0.04,0.99414
1.63,toyota.prius,0.07,1.00382
1.73,toyota.prius,0.11,1.00377
1.83,toyota.prius,0.16,1.00238
1.93,toyota.prius,0.22,1.00098
2.04,toyota.prius,0.28,0.99965
2.14,toyota.prius,0.33,0.99835
2.24,toyota.prius,0.39,0.99732
2.34,toyota.prius,0.45,0.99708
2.44,toyota.prius,0.51,0.9966
2.54,toyota.prius,0.6,0.99679
2.64,toyota.prius,0.69,0.99791
2.75,toyota.prius,0.79,0.99899
2.85,toyota.prius,0.88,0.99998
2.95,toyota.prius,0.98,1.00046
3.05,toyota.prius,1.05,1.0004
3.15,toyota.prius,1.13,1.00081
3.25,toyota.prius,1.24,1.00241
3.36,toyota.prius,1.35,1.003
3.46,toyota.prius,1.47,1.00301
3.56,toyota.prius,1.58,1.00318
3.66,toyota.prius,1.69,1.00191
3.76,toyota.prius,1.77,1.00538
3.86,toyota.prius,1.85,1.00664
3.97,toyota.prius,1.93,1.01124
4.07,toyota.prius,2.01,1.01413
4.17,toyota.prius,2.14,1.02065
4.27,toyota.prius,2.27,1.02436
4.37,toyota.prius,2.4,1.0265
4.47,toyota.prius,2.53,1.02921
4.58,toyota.prius,2.65,1.02932
4.68,toyota.prius,2.73,1.02938
4.78,toyota.prius,2.8,1.02551
4.88,toyota.prius,2.88,1.01869
4.98,toyota.prius,2.95,1.00598
5.09,toyota.prius,3.08,0.95218
5.19,toyota.prius,3.19,0.91534
5.29,toyota.prius,3.3,0.88561
5.39,toyota.prius,3.38,0.87342
5.49,toyota.prius,3.45,0.87851
5.6,toyota.prius,3.45,0.89105
5.7,toyota.prius,3.44,0.90918
5.8,toyota.prius,3.43,0.92808
5.9,toyota.prius,3.42,0.9567
6.0,toyota.prius,3.41,0.99762
6.1,toyota.prius,3.4,0.93886
6.21,toyota.prius,3.45,0.23165
6.31,toyota.prius,3.5,-0.20163
6.41,toyota.prius,3.55,-0.63834
6.51,toyota.prius,3.6,-1.07113
6.61,toyota.prius,3.65,-1.50967
