Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(degree)
0.0,toyota.prius,0.0,0.92858
0.1,toyota.prius,0.0,0.92858
0.2,toyota.prius,0.0,0.92858
0.3,toyota.prius,0.0,0.92858
0.41,toyota.prius,0.0,0.92858
0.51,toyota.prius,0.0,0.92858
0.61,toyota.prius,0.0,0.92858
0.71,toyota.prius,0.0,0.92858
0.81,toyota.prius,0.0,0.92858
0.91,toyota.prius,0.0,0.92858
1.01,toyota.prius,0.0,0.92858
1.12,toyota.prius,0.0,0.92858
1.22,toyota.prius,0.0,0.92858
1.32,toyota.prius,0.0,0.92858
1.42,toyota.prius,0.0,0.92858
1.52,toyota.prius,0.0,0.92858
1.62,toyota.prius,0.0,0.92858
1.72,toyota.prius,0.0,0.92858
1.83,toyota.prius,0.0,0.92858
1.93,toyota.prius,0.0,0.92858
2.03,toyota.prius,0.0,0.92858
2.13,toyota.prius,0.0,0.92858
2.23,toyota.prius,0.0,0.92858
2.33,toyota.prius,0.0,0.92858
2.43,toyota.prius,0.0,0.92846
2.54,toyota.prius,0.0,0.92852
2.64,toyota.prius,0.0,0.92862
2.74,toyota.prius,0.0,0.92856
2.84,toyota.prius,0.0,0.92856
2.94,toyota.prius,0.0,0.92858
3.04,toyota.prius,0.0,0.92882
3.14,toyota.prius,0.0,0.92884
3.25,toyota.prius,0.0,0.92858
3.35,toyota.prius,0.0,0.9283
3.45,toyota.prius,0.0,0.9283
3.55,toyota.prius,0.0,0.95856
3.65,toyota.prius,0.02,0.98265
3.75,toyota.prius,0.04,0.97691
3.85,toyota.prius,0.08,0.97144
3.96,toyota.prius,0.13,0.96776
4.06,toyota.prius,0.19,0.96496
4.16,toyota.prius,0.26,0.96286
4.26,toyota.prius,0.33,0.96247
4.36,toyota.prius,0.42,0.95775
4.46,toyota.prius,0.5,0.93671
4.56,toyota.prius,0.58,0.92669
4.66,toyota.prius,0.65,0.92501
4.77,toyota.prius,0.71,0.9261
4.87,toyota.prius,0.76,0.93123
4.97,toyota.prius,0.81,0.93628
5.07,toyota.prius,0.85,0.93485
5.17,toyota.prius,0.89,0.93013
