Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,vehicle.lincoln.mkz2017,0.0,1.3268
0.1,vehicle.lincoln.mkz2017,0.0,1.3268
0.2,vehicle.lincoln.mkz2017,0.0,1.3268
0.3,vehicle.lincoln.mkz2017,0.0,1.3268
0.41,vehicle.lincoln.mkz2017,0.0,1.3268
0.51,vehicle.lincoln.mkz2017,0.0,1.3268
0.61,vehicle.lincoln.mkz2017,0.0,1.32679
0.71,vehicle.lincoln.mkz2017,0.01,1.32679
0.81,vehicle.lincoln.mkz2017,0.01,1.32679
0.91,vehicle.lincoln.mkz2017,0.01,1.32676
1.01,vehicle.lincoln.mkz2017,0.01,1.32676
1.11,vehicle.lincoln.mkz2017,0.01,1.32676
1.22,vehicle.lincoln.mkz2017,0.01,1.32679
1.32,vehicle.lincoln.mkz2017,0.01,1.32679
1.42,vehicle.lincoln.mkz2017,0.01,1.32678
1.52,vehicle.lincoln.mkz2017,0.01,1.32678
1.62,vehicle.lincoln.mkz2017,0.01,1.32665
1.72,vehicle.lincoln.mkz2017,0.01,1.32665
1.82,vehicle.lincoln.mkz2017,0.01,1.32665
1.93,vehicle.lincoln.mkz2017,0.01,1.32665
2.03,vehicle.lincoln.mkz2017,0.01,1.32668
2.13,vehicle.lincoln.mkz2017,0.01,1.32668
2.23,vehicle.lincoln.mkz2017,0.01,1.32668
2.33,vehicle.lincoln.mkz2017,0.01,1.32664
2.43,vehicle.lincoln.mkz2017,0.01,1.32664
2.53,vehicle.lincoln.mkz2017,0.01,1.32667
2.63,vehicle.lincoln.mkz2017,0.01,1.32667
2.74,vehicle.lincoln.mkz2017,0.01,1.32667
2.84,vehicle.lincoln.mkz2017,0.01,1.32659
2.94,vehicle.lincoln.mkz2017,0.01,1.32659
3.04,vehicle.lincoln.mkz2017,0.01,1.32659
3.14,vehicle.lincoln.mkz2017,0.01,1.32659
3.24,vehicle.lincoln.mkz2017,0.01,1.32659
3.34,vehicle.lincoln.mkz2017,0.01,1.32654
3.44,vehicle.lincoln.mkz2017,0.01,1.32644
3.55,vehicle.lincoln.mkz2017,0.0,1.32644
3.65,vehicle.lincoln.mkz2017,0.0,1.32637
3.75,vehicle.lincoln.mkz2017,0.0,1.32637
3.85,vehicle.lincoln.mkz2017,0.0,1.3264
3.95,vehicle.lincoln.mkz2017,0.0,1.3264
4.05,vehicle.lincoln.mkz2017,0.0,1.3264
4.15,vehicle.lincoln.mkz2017,0.0,1.3264
4.25,vehicle.lincoln.mkz2017,0.0,1.32634
4.35,vehicle.lincoln.mkz2017,0.0,1.32634
4.46,vehicle.lincoln.mkz2017,0.0,1.32637
4.56,vehicle.lincoln.mkz2017,0.0,1.32637
4.66,vehicle.lincoln.mkz2017,0.0,1.32637
4.76,vehicle.lincoln.mkz2017,0.0,1.32631
4.86,vehicle.lincoln.mkz2017,0.0,1.32631
4.96,vehicle.lincoln.mkz2017,0.0,1.32631
5.06,vehicle.lincoln.mkz2017,0.0,1.32608
5.16,vehicle.lincoln.mkz2017,0.0,1.32608
5.27,vehicle.lincoln.mkz2017,0.0,1.32612
5.37,vehicle.lincoln.mkz2017,0.0,1.32612
5.47,vehicle.lincoln.mkz2017,0.0,1.32612
5.57,vehicle.lincoln.mkz2017,0.0,1.32627
5.67,vehicle.lincoln.mkz2017,0.0,1.32627
5.77,vehicle.lincoln.mkz2017,0.0,1.32622
5.87,vehicle.lincoln.mkz2017,0.0,1.32622
5.97,vehicle.lincoln.mkz2017,0.0,1.32622
6.07,vehicle.lincoln.mkz2017,0.0,1.32625
6.18,vehicle.lincoln.mkz2017,0.0,1.32625
6.28,vehicle.lincoln.mkz2017,0.0,1.32625
6.38,vehicle.lincoln.mkz2017,0.0,1.32625
6.48,vehicle.lincoln.mkz2017,0.0,1.32627
6.58,vehicle.lincoln.mkz2017,0.0,1.32627
6.68,vehicle.lincoln.mkz2017,0.0,1.3263
6.78,vehicle.lincoln.mkz2017,0.0,1.3263
6.89,vehicle.lincoln.mkz2017,0.0,1.3263
6.99,vehicle.lincoln.mkz2017,0.0,1.32625
7.09,vehicle.lincoln.mkz2017,0.0,1.32625
7.19,vehicle.lincoln.mkz2017,0.0,1.3263
7.29,vehicle.lincoln.mkz2017,0.0,1.3263
7.39,vehicle.lincoln.mkz2017,0.0,1.3263
7.49,vehicle.lincoln.mkz2017,0.0,1.3263
7.59,vehicle.lincoln.mkz2017,0.0,1.32628
7.7,vehicle.lincoln.mkz2017,0.0,1.32628
7.8,vehicle.lincoln.mkz2017,0.0,1.3262
7.9,vehicle.lincoln.mkz2017,0.0,1.3262
8.0,vehicle.lincoln.mkz2017,0.0,1.3262
8.1,vehicle.lincoln.mkz2017,0.01,1.32612
8.2,vehicle.lincoln.mkz2017,0.01,1.32612
8.3,vehicle.lincoln.mkz2017,0.01,1.32601
8.4,vehicle.lincoln.mkz2017,0.01,1.32601
8.51,vehicle.lincoln.mkz2017,0.01,1.32601
8.61,vehicle.lincoln.mkz2017,0.01,1.32586
8.71,vehicle.lincoln.mkz2017,0.01,1.32586
8.81,vehicle.lincoln.mkz2017,0.01,1.32581
8.91,vehicle.lincoln.mkz2017,0.01,1.32581
9.01,vehicle.lincoln.mkz2017,0.01,1.32581
9.11,vehicle.lincoln.mkz2017,0.01,1.32589
9.21,vehicle.lincoln.mkz2017,0.01,1.32589
9.32,vehicle.lincoln.mkz2017,0.01,1.32584
9.42,vehicle.lincoln.mkz2017,0.01,1.32584
9.52,vehicle.lincoln.mkz2017,0.01,1.32584
9.62,vehicle.lincoln.mkz2017,0.01,1.32584
9.72,vehicle.lincoln.mkz2017,0.01,1.32581
9.82,vehicle.lincoln.mkz2017,0.01,1.32581
