Time(s),VehicleType,VehicleSpeed(m/s),RoadGrade(rad)
0.0,vehicle.lincoln.mkz2017,0.0,1.34162
0.1,vehicle.lincoln.mkz2017,0.0,1.34165
0.2,vehicle.lincoln.mkz2017,0.0,1.34165
0.3,vehicle.lincoln.mkz2017,0.0,1.34176
0.4,vehicle.lincoln.mkz2017,0.0,1.34176
0.51,vehicle.lincoln.mkz2017,0.0,1.34176
0.61,vehicle.lincoln.mkz2017,0.0,1.34179
0.71,vehicle.lincoln.mkz2017,0.0,1.34197
0.81,vehicle.lincoln.mkz2017,0.0,1.34206
0.91,vehicle.lincoln.mkz2017,0.0,1.34206
1.01,vehicle.lincoln.mkz2017,0.0,1.34207
1.11,vehicle.lincoln.mkz2017,0.0,1.34211
1.22,vehicle.lincoln.mkz2017,0.0,1.34211
1.32,vehicle.lincoln.mkz2017,0.0,1.34211
1.42,vehicle.lincoln.mkz2017,0.0,1.34208
1.52,vehicle.lincoln.mkz2017,0.0,1.34208
1.62,vehicle.lincoln.mkz2017,0.0,1.3421
1.72,vehicle.lincoln.mkz2017,0.0,1.3421
1.82,vehicle.lincoln.mkz2017,0.0,1.34217
1.92,vehicle.lincoln.mkz2017,0.0,1.34211
2.02,vehicle.lincoln.mkz2017,0.0,1.34211
2.13,vehicle.lincoln.mkz2017,0.0,1.34217
2.23,vehicle.lincoln.mkz2017,0.0,1.34217
2.33,vehicle.lincoln.mkz2017,0.0,1.3421
2.43,vehicle.lincoln.mkz2017,0.0,1.34217
2.53,vehicle.lincoln.mkz2017,0.0,1.34217
2.63,vehicle.lincoln.mkz2017,0.0,1.34217
2.73,vehicle.lincoln.mkz2017,0.0,1.34217
2.84,vehicle.lincoln.mkz2017,0.0,1.34217
2.94,vehicle.lincoln.mkz2017,0.0,1.3423
3.04,vehicle.lincoln.mkz2017,0.0,1.34238
3.14,vehicle.lincoln.mkz2017,0.0,1.34238
3.24,vehicle.lincoln.mkz2017,0.0,1.34238
3.34,vehicle.lincoln.mkz2017,0.0,1.34245
3.44,vehicle.lincoln.mkz2017,0.0,1.34245
3.55,vehicle.lincoln.mkz2017,0.0,1.34247
3.65,vehicle.lincoln.mkz2017,0.0,1.34247
3.75,vehicle.lincoln.mkz2017,0.0,1.34247
3.85,vehicle.lincoln.mkz2017,0.0,1.34241
3.95,vehicle.lincoln.mkz2017,0.0,1.34247
4.05,vehicle.lincoln.mkz2017,0.0,1.34247
4.15,vehicle.lincoln.mkz2017,0.0,1.3424
4.25,vehicle.lincoln.mkz2017,0.0,1.34234
4.36,vehicle.lincoln.mkz2017,0.0,1.34234
4.46,vehicle.lincoln.mkz2017,0.0,1.34234
4.56,vehicle.lincoln.mkz2017,0.0,1.34234
4.66,vehicle.lincoln.mkz2017,0.0,1.34232
4.76,vehicle.lincoln.mkz2017,0.0,1.34232
4.86,vehicle.lincoln.mkz2017,0.0,1.34236
4.96,vehicle.lincoln.mkz2017,0.0,1.34236
5.06,vehicle.lincoln.mkz2017,0.0,1.34243
5.17,vehicle.lincoln.mkz2017,0.0,1.34243
5.27,vehicle.lincoln.mkz2017,0.0,1.34228
5.37,vehicle.lincoln.mkz2017,0.0,1.34228
5.47,vehicle.lincoln.mkz2017,0.0,1.34221
5.57,vehicle.lincoln.mkz2017,0.0,1.34224
5.67,vehicle.lincoln.mkz2017,0.0,1.34224
5.77,vehicle.lincoln.mkz2017,0.0,1.3422
5.87,vehicle.lincoln.mkz2017,0.0,1.3422
5.97,vehicle.lincoln.mkz2017,0.0,1.3422
6.08,vehicle.lincoln.mkz2017,0.0,1.34217
6.18,vehicle.lincoln.mkz2017,0.0,1.34226
6.28,vehicle.lincoln.mkz2017,0.0,1.34226
6.38,vehicle.lincoln.mkz2017,0.0,1.34226
6.48,vehicle.lincoln.mkz2017,0.0,1.34226
6.58,vehicle.lincoln.mkz2017,0.01,1.34226
6.68,vehicle.lincoln.mkz2017,0.0,1.34226
6.78,vehicle.lincoln.mkz2017,0.01,1.34233
6.88,vehicle.lincoln.mkz2017,0.01,1.34234
6.99,vehicle.lincoln.mkz2017,0.01,1.34234
7.09,vehicle.lincoln.mkz2017,0.01,1.3424
7.19,vehicle.lincoln.mkz2017,0.01,1.3424
7.29,vehicle.lincoln.mkz2017,0.01,1.34238
7.39,vehicle.lincoln.mkz2017,0.0,1.34238
7.49,vehicle.lincoln.mkz2017,0.0,1.34237
7.59,vehicle.lincoln.mkz2017,0.0,1.34237
7.7,vehicle.lincoln.mkz2017,0.0,1.34237
7.8,vehicle.lincoln.mkz2017,0.0,1.34239
