timestamp_posix,msgCount,temporaryId,latitude,longitude,elevation,speed,heading,length,width
1696358356.0367858,69,ca62cd16,42.3004591,-83.6986586,238.1,125.0,179.4,314,159
1696358356.0407107,70,ca62cd16,42.3004477,-83.6986584,238.1,125.0,179.4,314,159
1696358356.0428073,71,ca62cd16,42.3004365,-83.6986582,238.0,125.0,179.4,314,159
1696358356.0464928,72,ca62cd16,42.3004252,-83.6986581,238.0,125.0,179.4,314,159
1696358356.0580032,73,ca62cd16,42.300414,-83.6986579,238.0,125.0,179.4,314,159
1696358356.0601542,74,ca62cd16,42.3004028,-83.6986577,238.0,125.0,179.4,314,159
1696358356.0635848,75,ca62cd16,42.3003914,-83.6986579,237.9,125.0,179.70000000000002,314,159
1696358356.0678232,76,ca62cd16,42.3003814,-83.6986577,237.9,125.0,179.70000000000002,314,159
1696358356.0748022,77,ca62cd16,42.30037,-83.6986577,237.8,125.0,179.70000000000002,314,159
1696358356.0769436,78,ca62cd16,42.3003588,-83.6986578,237.7,125.0,179.8,314,159
1696358356.081922,79,ca62cd16,42.3003475,-83.6986576,237.6,125.0,179.8,314,159
1696358356.0842195,80,ca62cd16,42.3003363,-83.6986576,237.6,125.0,179.8,314,159
1696358356.0897038,81,ca62cd16,42.3003249,-83.6986576,237.5,125.0,179.8,314,159
1696358356.0953326,82,ca62cd16,42.3003138,-83.6986576,237.4,125.0,179.8,314,159
1696358356.0975523,83,ca62cd16,42.3003026,-83.6986575,237.3,125.0,179.9,314,159
1696358356.103486,84,ca62cd16,42.3002912,-83.6986575,237.3,125.0,179.9,314,159
1696358356.1055496,85,ca62cd16,42.30028,-83.6986575,237.2,125.0,179.9,314,159
1696358356.111059,86,ca62cd16,42.3002686,-83.6986575,237.1,125.0,179.9,314,159
1696358356.1450248,87,ca62cd16,42.3002586,-83.6986575,237.0,125.0,180.0,314,159
1696358356.1472478,88,ca62cd16,42.3002472,-83.6986575,237.0,125.0,180.0,314,159
1696358356.1495364,89,ca62cd16,42.300236,-83.6986575,236.9,125.0,180.0,314,159
1696358356.1622493,90,ca62cd16,42.3002247,-83.6986575,236.8,125.0,180.0,314,159
1696358356.1644711,91,ca62cd16,42.3002135,-83.6986575,236.7,125.0,180.0,314,159
1696358356.166645,92,ca62cd16,42.3002021,-83.6986575,236.7,125.0,180.10000000000002,314,159
1696358356.1742027,93,ca62cd16,42.300191,-83.6986575,236.6,125.0,180.10000000000002,314,159
1696358356.178689,94,ca62cd16,42.3001798,-83.6986577,236.5,125.0,180.10000000000002,314,159
1696358356.1834455,95,ca62cd16,42.3001684,-83.6986577,236.4,125.0,180.10000000000002,314,159
1696358356.1857266,96,ca62cd16,42.3001583,-83.6986577,236.4,125.0,180.10000000000002,314,159
1696358356.1907144,97,ca62cd16,42.300147,-83.6986577,236.3,125.0,180.20000000000002,314,159
1696358356.1942766,98,ca62cd16,42.3001358,-83.6986579,236.2,125.0,180.20000000000002,314,159
1696358356.2000573,99,ca62cd16,42.3001245,-83.6986579,236.2,125.0,180.20000000000002,314,159
1696358356.2021985,100,ca62cd16,42.3001133,-83.6986579,236.1,125.0,180.20000000000002,314,159
1696358356.2042778,101,ca62cd16,42.3001019,-83.6986581,236.0,125.0,180.20000000000002,314,159
1696358356.2106829,102,ca62cd16,42.3000907,-83.6986581,236.0,125.0,180.3,314,159
1696358356.2133563,103,ca62cd16,42.3000795,-83.6986589,236.0,125.0,181.5,314,159
1696358356.217597,104,ca62cd16,42.3000682,-83.6986599,236.0,125.0,182.8,314,159
1696358356.2197576,105,ca62cd16,42.300057,-83.6986611,236.0,125.0,184.0,314,159
1696358356.227739,106,ca62cd16,42.3000459,-83.6986629,236.0,125.0,185.20000000000002,314,159
1696358356.2310362,107,ca62cd16,42.3000347,-83.6986648,236.0,125.0,186.4,314,159
1696358356.2339306,108,ca62cd16,42.3000247,-83.698667,236.0,125.0,187.70000000000002,314,159
1696358356.2360818,109,ca62cd16,42.3000136,-83.6986695,236.0,125.0,188.9,314,159
1696358356.2381537,110,ca62cd16,42.3000024,-83.6986724,236.0,125.0,190.10000000000002,314,159
1696358356.245145,111,ca62cd16,42.299991,-83.6986716,236.0,125.0,182.8,314,159
1696358356.2500427,112,ca62cd16,42.2999798,-83.6986716,236.0,125.0,181.4,314,159
1696358356.2526567,113,ca62cd16,42.2999685,-83.6986713,236.0,125.0,179.9,314,159
1696358356.2548425,114,ca62cd16,42.2999573,-83.6986706,236.0,125.0,178.4,314,159
1696358356.2623367,115,ca62cd16,42.2999501,-83.6986884,236.0,125.0,217.20000000000002,314,159
1696358356.2659411,116,ca62cd16,42.2999471,-83.6987032,236.0,125.0,238.4,314,159
