timestamp_verbose,timeStep,msgCount,temporaryId,secMark,latitude,longitude,elevation,speed,heading
1697737251.0651147,0.09999990463256836,1,f03ad610,100,42.2995071,-83.6992439,233.1,6.959999999999999,358.6
1697737251.250216,0.09999990463256836,2,f03ad610,100,42.2995296,-83.6992445,233.2,8.839199999999998,358.70000000000005
1697737251.2650552,0.09999990463256836,3,f03ad610,100,42.2995522,-83.6992451,233.3,10.518647999999997,358.90000000000003
1697737251.366839,0.09999990463256836,4,f03ad610,100,42.2995745,-83.6992456,233.4,10.0,359.0
1697737251.4658937,0.09999990463256836,5,f03ad610,100,42.2995848,-83.6992459,233.5,11.799999999999999,359.1
1697737251.5658765,0.09999990463256836,6,f03ad610,100,42.2996073,-83.6992463,233.6,10.265999999999998,359.20000000000005
1697737251.6690903,0.09999990463256836,7,f03ad610,100,42.2996299,-83.6992466,233.6,9.034079999999998,359.3
1697737251.7690086,0.09999990463256836,8,f03ad610,100,42.2996524,-83.6992469,233.7,10.840895999999997,359.5
1697737251.8702443,0.09999990463256836,9,f03ad610,100,42.2996748,-83.699247,233.8,10.732487039999997,359.6
1697737251.9690897,0.09999990463256836,10,f03ad610,100,42.2996973,-83.6992471,233.9,10.088537817599997,359.70000000000005
1697737252.0689752,0.09999990463256836,11,f03ad610,100,42.2997199,-83.699247,234.0,8.272601010431996,359.90000000000003
1697737252.1691127,0.09999990463256836,12,f03ad610,100,42.2997413,-83.6992472,234.1,8.189875000327676,0.0
1697737252.2690802,0.09999990463256836,13,f03ad610,100,42.2997638,-83.699247,234.2,10.319242500412873,0.1
1697737252.3690197,0.09999990463256836,14,f03ad610,100,42.2997864,-83.6992469,234.3,10.938397050437645,0.3
1697737252.468865,0.09999990463256836,15,f03ad610,100,42.2998089,-83.6992465,234.4,10.0,0.4
1697737252.5690138,0.09999990463256836,16,f03ad610,100,42.2998315,-83.6992463,234.5,8.0,0.5
1697737252.669075,0.09999990463256836,17,f03ad610,100,42.299854,-83.6992459,234.6,10.24,0.7000000000000001
1697737252.768958,0.09999990463256836,18,f03ad610,100,42.2998765,-83.6992454,234.7,10.0,0.8
1697737252.8690093,0.09999990463256836,19,f03ad610,100,42.2998978,-83.699245,234.8,8.299999999999999,0.9
1697737252.9688528,0.09999990463256836,20,f03ad610,100,42.2999204,-83.6992443,234.9,6.805999999999999,1.1
1697737253.068948,0.09999990463256836,21,f03ad610,100,42.2999429,-83.6992437,235.0,5.580919999999999,1.2000000000000002
1697737253.168836,0.09999990463256836,22,f03ad610,100,42.2999654,-83.6992407,235.0,6.585485599999998,4.0
1697737253.2686322,0.09999990463256836,23,f03ad610,100,42.2999878,-83.6992385,235.1,5.4659530479999985,4.2
1697737253.3685017,0.09999990463256836,24,f03ad610,100,42.3000103,-83.6992363,235.2,5.520612578479999,4.3
1697737253.4684134,0.09999990463256836,25,f03ad610,100,42.3000327,-83.6992339,235.3,6.900765723099998,4.4
1697737253.5683668,0.09999990463256836,26,f03ad610,100,42.3000541,-83.6992316,235.3,8.487941839412997,4.5
1697737253.6683838,0.09999990463256836,27,f03ad610,100,42.3000765,-83.6992291,235.4,9.166977186566037,4.6000000000000005
1697737253.7690992,0.09999990463256836,28,f03ad610,100,42.300099,-83.6992266,235.5,8.616958555372074,4.7
1697737253.8689792,0.09999990463256836,29,f03ad610,100,42.3001214,-83.699224,235.6,10.42651985200021,4.800000000000001
1697737253.968826,0.09999990463256836,30,f03ad610,100,42.3001439,-83.6992213,235.6,9.592398263840193,4.9
