Latitude,Longitude,Elevation,Heading,X,Y,Z,Yaw,Pitch,Roll
41.7008249863636,-87.9917813124293,233.653991699219,344.999985694838,24,1070,230.85400390625,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,233.482513427734,344.999985694838,24,1070,230.682510375977,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,233.297119140625,344.999985694838,24,1070,230.497131347656,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,233.096755981445,344.999985694838,24,1070,230.296752929687,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,232.882843017578,344.999985694838,24,1070,230.08283996582,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,232.65397644043,344.999985694838,24,1070,229.853973388672,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,232.410202026367,344.999985694838,24,1070,229.610214233398,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,232.148391723633,344.999985694838,24,1070,229.348388671875,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,231.774337768555,344.999985694838,24,1070,228.974334716797,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,230.984176635742,344.999985694838,24,1070,228.184173583984,-105.000038146973,0,0
41.7008249863636,-87.9917813124293,230.096832275391,344.999985694838,24,1070,227.296829223633,-105.000038146973,0,0
41.7008246814699,-87.9917811950531,229.618835449219,345.009110827569,23.9936561584473,1069.99572753906,226.804489135742,-104.99089050293,0.839826345443726,0.112247228622437
41.7008245827633,-87.9917814343729,229.647537231445,345.010804714483,23.9931640625,1069.99548339844,226.831283569336,-104.989219665527,0.956281065940857,-0.330505400896072
41.7008246189557,-87.9917813443554,229.666641235352,345.013673393934,23.9931640625,1069.99548339844,226.831283569336,-104.989219665527,0.956281065940857,-0.330505400896072
41.7008246529547,-87.991781259594,229.677474975586,345.015285318578,23.9935035705566,1069.99682617188,226.862899780273,-104.984725952148,0.852591991424561,-0.0036621605977416
41.7008246737927,-87.9917812068275,229.683044433594,345.016050299765,23.9936790466309,1069.99719238281,226.86897277832,-104.983978271484,0.822532296180725,0.0933436527848244
41.7008246836634,-87.9917811761637,229.685775756836,345.016323507332,23.9936790466309,1069.99719238281,226.86897277832,-104.983978271484,0.822532296180725,0.0933436527848244
41.7008246902438,-87.9917811589727,229.687042236328,345.016487431872,23.9938983917236,1069.99755859375,226.873413085938,-104.983543395996,0.797246932983398,0.17959263920784
41.7008246935341,-87.9917811488968,229.687606811523,345.016514752629,23.9939765930176,1069.99768066406,226.874084472656,-104.983489990234,0.792069673538208,0.197065979242325
41.7008246957275,-87.9917811436179,229.687866210937,345.016514752629,23.9940490722656,1069.99768066406,226.874389648437,-104.983497619629,0.788907289505005,0.205671578645706
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9940490722656,1069.99768066406,226.874389648437,-104.983497619629,0.788907289505005,0.205671578645706
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
41.7008246968243,-87.9917811397849,229.68798828125,345.016542073386,23.9941234588623,1069.99768066406,226.874526977539,-104.983489990234,0.787233889102936,0.211254209280014
